timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-2.61975527 -1.22717023],"[ 1.21829323  1.79692971  0.09421794 -0.94666429 -0.70388705 -0.03469919
  1.26581737 -0.34660314  1.85898257  0.04648584  0.        ]","[[-0.00661523 -0.06950446 -0.07943416 -0.00315015]
 [-0.00292777  0.00273294  0.          0.        ]]",-0.289173157295,[-1.58350391 -0.37285141],0.73576,[ 0.02080836 -0.32007271]
1,[-2.56381965 -1.14498091],"[ 1.21684258  1.79547018  0.03522623 -0.98530909 -0.70388601 -0.03469916
  1.14767369 -0.55060361  1.85390485 -0.02952662  0.        ]","[[ -4.63580014e-02  -8.42474946e-02  -7.94341574e-02  -3.15015043e-03]
 [ -3.95818353e+00  -1.47212543e+00   0.00000000e+00   0.00000000e+00]]",-0.288823080876,[-1.46563206 -1.93119647],1.19182,[ 0.02080836 -0.32007271]
2,[-2.34826756 -0.8763904 ],"[ 1.19976822  1.78500845 -0.13900443 -1.16504723 -0.70388498 -0.03469913
  1.03189456 -1.09404735  1.81322358 -0.27258567  0.        ]","[[ -1.64411647e-01  -1.53110196e-01  -7.94341574e-02  -3.15015043e-03]
 [ -7.83429490e+00  -5.40105112e+00   0.00000000e+00   0.00000000e+00]]",-0.286561862165,[-1.77237062 -1.39521054],1.94944,[ 0.02080836 -0.32007271]
3,[-2.0171392  -0.30612659],"[ 1.13051654  1.7428118  -0.41798668 -1.54045349 -0.70388395 -0.03469909
  0.91839854 -1.62672407  1.65501342 -0.66913501  0.        ]","[[ -3.59220256e-01  -2.99770790e-01  -7.94341574e-02  -3.15015043e-03]
 [ -1.16339842e+01  -9.25216082e+00   0.00000000e+00   0.00000000e+00]]",-0.278356678539,[-1.85535777  0.03994275],2.64562,[ 0.02080836 -0.32007271]
4,[-1.76237965  0.18506904],"[ 0.9548252   1.6542592  -0.76995899 -1.98133752 -0.70388292 -0.03469906
  0.80708721 -1.57927203  1.29823648 -1.08948597  0.        ]","[[ -6.29288897e-01  -4.81372708e-01  -7.94341574e-02  -3.15015043e-03]
 [ -1.53605436e+01  -8.90913766e+00   0.00000000e+00   0.00000000e+00]]",-0.259869598346,[-5.2665253  -0.23485989],3.85659,[ 0.02080836 -0.32007271]
5,[-1.37140942  0.97588366],"[ 0.61679041  1.52506012 -1.12351428 -2.39070774 -0.70388188 -0.03469902
  0.69797319 -1.68322229  0.73001369 -1.35731691  0.        ]","[[ -9.73150253e-01  -6.67096889e-01  -7.94341574e-02  -3.15015043e-03]
 [ -1.90135473e+01  -9.66070998e+00   0.00000000e+00   0.00000000e+00]]",-0.228513749965,[-0.17349988  0.90516357],2.63097,[ 0.02080836 -0.32007271]
6,[-1.19743061  1.38552356],"[ 0.13522328  1.39017767 -1.34696174 -2.69063431 -0.70388085 -0.03469899
  0.68863507 -1.16085602  0.09745722 -1.32353941  0.        ]","[[ -1.35655844e+00  -8.22420318e-01  -7.94341574e-02  -3.15015043e-03]
 [ -1.93261454e+01  -5.88418423e+00   0.00000000e+00   0.00000000e+00]]",-0.188672360742,[-1.86212364  1.32813681],2.30242,[ 0.02080836 -0.32007271]
7,[-1.1884414   1.55747378],"[-0.44149257  1.31553594 -1.34884846 -2.82212618 -0.70387982 -0.03469896
  0.58182094 -0.5966988  -0.44563046 -1.00986803  0.        ]","[[ -1.77896143e+00  -8.99182195e-01  -7.94341574e-02  -3.15015043e-03]
 [ -2.29021559e+01  -1.80550796e+00   0.00000000e+00   0.00000000e+00]]",-0.149223073421,[ 0.39423501  1.78706508],0.20958,[ 0.02080836 -0.32007271]
8,[-1.33674383  1.40983009],"[-0.98531148  1.31952875 -1.0816593  -2.8155626  -0.70387879 -0.03469892
  0.64190754 -0.04392906 -0.80380564 -0.52055105  0.        ]","[[ -2.21682186e+00  -8.95195159e-01  -7.94341574e-02  -3.15015043e-03]
 [ -2.08904848e+01   2.19084323e+00   0.00000000e+00   0.00000000e+00]]",-0.120920635828,[-1.19153043  2.373024  ],-0.688342,[ 0.02080836 -0.32007271]
9,[-1.56376171  1.16339386],"[-1.38271872  1.39985739 -0.57031984 -2.6719251  -0.70387775 -0.03469889
  0.53605333  0.49814264 -0.9623571   0.04927861  0.        ]","[[ -2.67018929e+00  -8.12058323e-01  -7.94341574e-02  -3.15015043e-03]
 [ -2.44343565e+01   6.10985185e+00   0.00000000e+00   0.00000000e+00]]",-0.113471278793,[-2.67852381  0.81323995],-0.909382,[ 0.02080836 -0.32007271]
