timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-0.70859784  0.73893905],"[ 1.14327874  1.69127471  0.08545155  0.15446925  1.4743674   0.89671102
  1.26086927 -0.04683312  0.10816104 -0.58011604  0.        ]","[[-0.04156495  0.03794018  0.16999427  0.1033938 ]
 [-0.002047   -0.00210784  0.          0.        ]]",-0.115092261689,[-0.97096539  0.97978894],-7.42216,[-0.14475898 -0.65501517]
1,[-0.90501684  1.38537824],"[ 1.14002581  1.68811244  0.02732818  0.21174865  1.47436644  0.89671069
  1.16217884  0.52792839  0.1065252  -0.60599091  0.        ]","[[-0.08015873  0.07683832  0.16999427  0.1033938 ]
 [-3.84453339  3.87898162  0.          0.        ]]",-0.118600973054,[-1.79250297  0.4805336 ],-7.13563,[-0.14475898 -0.65501517]
2,[-0.90312362  2.04801345],"[ 1.11794924  1.6712024  -0.1456829   0.35207542  1.47436548  0.89671036
  1.06251031  0.7985527   0.09520887 -0.69855775  0.        ]","[[-0.19598427  0.17275296  0.16999427  0.1033938 ]
 [-7.72510593  5.70637915  0.          0.        ]]",-0.13106797857,[-0.8494135  3.1171113],-7.38048,[-0.14475898 -0.65501517]
3,[-1.26965857  3.18414497],"[ 1.04424854  1.61789962 -0.41529388  0.57020113  1.47436452  0.89671002
  0.980091    1.36837506  0.05705517 -0.84500052  0.        ]","[[ -0.38268283   0.32548648   0.16999427   0.1033938 ]
 [-10.93408389   9.55412055   0.           0.        ]]",-0.150591474842,[-0.36588946  3.43066763],-7.50555,[-0.14475898 -0.65501517]
4,[-1.95437706  4.0436945 ],"[ 0.89160722  1.48006903 -0.7208692   0.87504597  1.47436356  0.89670969
  0.94842698  1.92677857 -0.01989435 -0.98388568  0.        ]","[[ -0.61373358   0.55440134   0.16999427   0.1033938 ]
 [-12.1669067   13.3247638    0.           0.        ]]",-0.168891770734,[-1.70220634  2.96639533],-7.01878,[-0.14475898 -0.65501517]
5,[-2.79632807  3.97512555],"[ 0.62627643  1.20200912 -1.02852231  1.21444816  1.4743626   0.89670936
  0.85294939  2.47419613 -0.15263474 -1.10499803  0.        ]","[[ -0.89436851   0.85798568   0.16999427   0.1033938 ]
 [-15.88431169  17.02123809   0.           0.        ]]",-0.185392808264,[-2.83592909  3.60630966],-6.06576,[-0.14475898 -0.65501517]
6,[-3.65839458  3.33061934],"[ 0.19759957  0.74265161 -1.28312884  1.49108415  1.47436164  0.89670903
  0.75934002  3.01064706 -0.36803093 -1.20260008  0.        ]","[[ -1.24862117   1.23475731   0.16999427   0.1033938 ]
 [-19.52897979  20.64368131   0.           0.        ]]",-0.201773432098,[-3.85313138  3.75915293],-5.13005,[-0.14475898 -0.65501517]
7,[-4.48975658  1.93887675],"[-0.38532005  0.11645828 -1.35257015  1.56426992  1.47436068  0.8967087
  0.66755569  3.5363117  -0.66147324 -1.21735405  0.        ]","[[ -1.6750541    1.68324748   0.16999427   0.1033938 ]
 [-23.10259128  24.19331989   0.           0.        ]]",-0.213869898459,[-5.47531717  1.28082793],-4.54321,[-0.14475898 -0.65501517]
8,[-5.04784155  0.25029859],"[-1.02516085 -0.56067126 -1.09596105  1.28935232  1.47435972  0.89670836
  0.57756536  4.05143172 -0.98393846 -1.08599698  0.        ]","[[ -2.17225935   2.20201551   0.16999427   0.1033938 ]
 [-26.60635446  27.67179529   0.           0.        ]]",-0.216643982183,[-3.34806177  0.13493783],-5.09708,[-0.14475898 -0.65501517]
9,[-4.52686119 -0.66988999],"[-1.5158525  -1.03698481 -0.44326206  0.65426684  1.47435876  0.89670803
  0.48935805  4.04910395 -1.23076244 -0.80267596  0.        ]","[[ -2.73884516   2.75529342   0.16999427   0.1033938 ]
 [-30.0406969   27.65617453   0.           0.        ]]",-0.207183430415,[-3.69275232 -0.5320811 ],-5.63336,[-0.14475898 -0.65501517]
