timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[ 0.11238348 -0.62350315],"[ 1.2164322   1.78271896  0.20041143 -0.51710053  1.05547452  1.50243128
  1.3239808  -0.22641568  0.45757564 -1.15790886  0.        ]","[[ 0.06434882 -0.06618951  0.12128335  0.17357215]
 [ 0.00118527  0.00400507  0.          0.        ]]",-0.18930928803,[ 1.1069772  -0.20640337],-1.60141,[ 0.01944422 -0.40872252]
1,[ 0.09373111 -0.73574501],"[ 1.21182667  1.78196849  0.25906574 -0.53355265  1.05547317  1.50242833
  1.43592942 -0.33763815  0.4548817  -1.10213292  0.        ]","[[ 0.10406601 -0.07432559  0.12128335  0.17357215]
 [ 3.95736131 -0.81487712  0.          0.        ]]",-0.182591555389,[-0.28685153 -0.88148031],-1.15373,[ 0.01944422 -0.40872252]
2,[ 0.11329406 -0.73601091],"[ 1.19916656  1.77530171  0.35739878 -0.63671447  1.05547183  1.50242538
  1.401639   -0.80944343  0.44794466 -1.03919643  0.        ]","[[ 0.17105615 -0.1254758   0.12128335  0.17357215]
 [ 2.74568129 -4.28856928  0.          0.        ]]",-0.174804867573,[-0.56867063 -0.69858847],-0.907712,[ 0.01944422 -0.40872252]
3,[ 0.16556489 -0.66509044],"[ 1.19101669  1.74870536  0.4037195  -0.86122059  1.05547048  1.50242242
  1.33646971 -1.17349138  0.44410188 -1.08248987  0.        ]","[[ 0.20286426 -0.23813976  0.12128335  0.17357215]
 [ 0.44278106 -6.96889943  0.          0.        ]]",-0.179562459702,[-0.60522239 -0.24010697],-0.571354,[ 0.01944422 -0.40872252]
4,[ 0.2096113  -0.63589901],"[ 1.19509291  1.68962705  0.38154327 -1.14558852  1.05546913  1.50241947
  1.26847437 -1.28375647  0.43151864 -1.22711733  0.        ]","[[ 0.18761237 -0.38566321  0.12128335  0.17357215]
 [-1.95999731 -7.78074594  0.          0.        ]]",-0.195875201719,[ 0.09255058 -0.50839527],-0.179039,[ 0.01944422 -0.40872252]
5,[ 0.27614146 -0.56209052],"[ 1.20328483  1.58610477  0.33022497 -1.45970607  1.05546779  1.50241652
  1.27994344 -1.53626582  0.38740635 -1.41792226  0.        ]","[[ 0.15247991 -0.55993145  0.12128335  0.17357215]
 [-1.55462621 -9.63988033  0.          0.        ]]",-0.216709991302,[ 1.03042072  0.12733538],0.0177686,[ 0.01944422 -0.40872252]
6,[ 0.26861852 -0.62474877],"[ 1.2013649   1.43887082  0.34326113 -1.75852601  1.05546644  1.50241357
  1.39275137 -1.44204546  0.32124575 -1.53971391  0.        ]","[[ 0.16138494 -0.74576934  0.12128335  0.17357215]
 [ 2.43191999 -8.9461978   0.          0.        ]]",-0.228891576222,[ 2.49198199 -0.77632719],0.357107,[ 0.01944422 -0.40872252]
7,[ 0.26951146 -0.48525357],"[ 1.17668353  1.23517692  0.47070728 -2.03637568  1.0554651   1.50241062
  1.50337033 -1.83565135  0.25272564 -1.55441496  0.        ]","[[  0.24924513  -0.95377016   0.12128335   0.17357215]
 [  6.34113043 -11.84417879   0.           0.        ]]",-0.228033327272,[ 1.01038329 -1.42725647],1.46055,[ 0.01944422 -0.40872252]
8,[ 0.23011529 -0.29021698],"[ 1.10254837  0.91841234  0.70203862 -2.29225337  1.05546375  1.50240767
  1.61181817 -2.3416982   0.15671668 -1.50249342  0.        ]","[[  0.4145197   -1.22803747   0.12128335   0.17357215]
 [ 10.17363923 -15.5700498    0.           0.        ]]",-0.2181022061,[-1.09730695 -0.22568984],1.74631,[ 0.01944422 -0.40872252]
9,[ 0.08183444 -0.24178393],"[ 0.9966856   0.51274587  0.91272802 -2.40950273  1.05546241  1.50240472
  1.49414096 -2.42103871  0.00892936 -1.47635794  0.        ]","[[  0.57627161  -1.54529923   0.12128335   0.17357215]
 [  6.01520101 -16.15427487   0.           0.        ]]",-0.211221807382,[-0.56837103 -0.21239024],1.39037,[ 0.01944422 -0.40872252]
10,[-0.0591315  -0.20631705],"[ 0.91891724  0.08995938  1.02875509 -2.3179201   1.05546106  1.50240176
  1.42710255 -2.49175271 -0.18933016 -1.5067835   0.        ]","[[  0.67280845  -1.87360882   0.12128335   0.17357215]
 [  3.6462516  -16.67499412   0.           0.        ]]",-0.213834031164,[-1.0294957  -1.33466688],1.45696,[ 0.01944422 -0.40872252]
