timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-8.17672443 -1.82436097],"[ 1.14691258  1.69652253  0.22264451  0.04823065 -1.67408253 -0.55234242
  1.26668139 -0.04831445  2.63991078  0.63190939  0.        ]","[[  5.11949300e-02  -2.95478141e-02  -1.92359009e-01  -6.33767635e-02]
 [ -4.70386022e-03   1.24483462e-04   0.00000000e+00   0.00000000e+00]]",-0.408399183721,[-8.86524171 -2.06324814],-0.510076,[-0.09948189 -0.63920009]
1,[-7.6046505  -1.38011229],"[ 1.14863632  1.69375478  0.16274634 -0.01072425 -1.67408116 -0.55234227
  1.16466803 -0.63171469  2.6396729   0.54532859  0.        ]","[[ 0.0114267  -0.06925775 -0.19235901 -0.06337676]
 [-3.95896127 -3.95793129  0.          0.        ]]",-0.406353425729,[-6.9351939  -1.40323443],-1.40123,[-0.09948189 -0.63920009]
2,[-6.92911816 -0.80637753],"[ 1.14085744  1.67245051 -0.01488174 -0.18471962 -1.6740798  -0.55234211
  1.06466975 -1.20356685  2.60410401  0.29117902  0.        ]","[[-0.10664277 -0.18734278 -0.19235901 -0.06337676]
 [-7.83511319 -7.83764208  0.          0.        ]]",-0.397620463221,[-8.84956625 -0.95343267],-0.00557661,[-0.09948189 -0.63920009]
3,[-6.00009203  0.01796988],"[ 1.08625869  1.59628553 -0.30194389 -0.45979688 -1.67407843 -0.55234196
  0.9666374  -1.7369124   2.43788086 -0.09376653  0.        ]","[[ -0.30146999  -0.38040108  -0.19235901  -0.06337676]
 [-11.63506457 -11.45611261   0.           0.        ]]",-0.374952699032,[-7.42104385  0.03950001],-0.350649,[-0.09948189 -0.63920009]
4,[-5.36438084  0.66869056],"[ 0.92857051  1.44619108 -0.66969232 -0.7541532  -1.67407707 -0.5523418
  0.87048803 -1.68017216  2.0568017  -0.47984118  0.        ]","[[ -0.57156393  -0.6056615   -0.19235901  -0.06337676]
 [-15.36203013 -11.07117003   0.           0.        ]]",-0.331750876782,[-6.22040654  0.57622372],-0.74921,[-0.09948189 -0.63920009]
5,[-5.08934116  1.25895655],"[ 0.60772589  1.26725208 -1.04931205 -0.97627866 -1.67407571 -0.55234165
  0.7762092  -1.31126039  1.48857199 -0.70072112  0.        ]","[[ -0.91547046  -0.80197356  -0.19235901  -0.06337676]
 [-19.0164911   -8.56830681   0.           0.        ]]",-0.268019292519,[-5.06340414  1.40493686],-1.62467,[-0.09948189 -0.63920009]
6,[-5.53765583  1.58930111],"[ 0.09158151  1.12762933 -1.31863674 -1.10117193 -1.67407434 -0.55234149
  0.68378412 -0.70225398  0.85035587 -0.65773531  0.        ]","[[ -1.3317464   -0.93188512  -0.19235901  -0.06337676]
 [-22.59909807  -4.436526     0.           0.        ]]",-0.18781412605,[-6.17569035  2.46152569],-2.33681,[-0.09948189 -0.63920009]
7,[-6.43558359  1.57097399],"[-0.57659812  1.07221429 -1.31532387 -1.14240602 -1.67407298 -0.55234134
  0.59320236 -0.10521728  0.28098054 -0.33140574  0.        ]","[[ -1.81895803  -0.97997596  -0.19235901  -0.06337676]
 [-26.11025497  -0.38595226   0.           0.        ]]",-0.0953608366621,[-7.15107904  1.18515805],-2.6572,[-0.09948189 -0.63920009]
8,[-7.0934577   1.23792338],"[-1.23470951  1.10943752 -0.89912018 -1.11517354 -1.67407161 -0.55234119
  0.50443228  0.48009241 -0.08256668  0.24415753  0.        ]","[[ -2.37568841  -0.94785359  -0.19235901  -0.06337676]
 [-29.5511874    3.58506007   0.           0.        ]]",-0.0184751553013,[-5.64096969  2.14919545],-3.72512,[-0.09948189 -0.63920009]
9,[-7.46870041  0.37380114],"[-1.60773717  1.2310412  -0.06632662 -1.01191012 -1.67407025 -0.55234103
  0.4174393   1.05389574 -0.10461933  0.96556583  0.        ]","[[ -3.00054626  -0.83709392  -0.19235901  -0.06337676]
 [-32.92323616   7.47800972   0.           0.        ]]",-0.120181452621,[-7.91090734 -0.343193  ],-2.79546,[-0.09948189 -0.63920009]
10,[-7.07376194  0.19272527],"[-1.4168149   1.36299956  0.93394948 -0.86847127 -1.67406889 -0.55234088
  0.3322192   0.83246561  0.34089776  1.6491846   0.        ]","[[ -3.69215404  -0.70260701  -0.19235901  -0.06337676]
 [-36.22656464   5.97572764   0.           0.        ]]",-0.2319051094,[-8.55187183 -0.0095029 ],-1.97847,[-0.09948189 -0.63920009]
11,[-7.28303337 -0.53564149],"[-0.59676253  1.4628369   1.60064434 -0.72823522 -1.67406752 -0.55234072
  0.24867156  0.81019336  1.23633719  1.94971114  0.        ]","[[ -4.44917818  -0.58460865  -0.19235901  -0.06337676]
 [-39.46506463   5.82462439   0.           0.        ]]",-0.332099868661,[-7.58026599  0.31977928],-1.84275,[-0.09948189 -0.63920009]
12,[-8.41622639 -1.59428751],"[ 0.4969554   1.5526512   1.4239989  -0.56316067 -1.67406616 -0.55234057
  0.16676627  0.98053093  2.19681474  1.5545611   0.        ]","[[ -5.27033375  -0.45652075  -0.19235901  -0.06337676]
 [-42.63990304   6.98027567   0.           0.        ]]",-0.396594194186,[-9.11623872 -1.50856805],-0.487803,[-0.09948189 -0.63920009]
13,[-9.04342365 -1.89819932],"[ 1.1372451   1.60768915  0.33916526 -0.42871603 -1.67406479 -0.55234041
  0.08652386  0.37719041  2.61513582  0.49816965  0.        ]","[[ -6.15433819  -0.35798455  -0.19235901  -0.06337676]
 [-45.7502849    2.8869365    0.           0.        ]]",-0.401935717716,[-8.51063111 -1.33122135],-0.454187,[-0.09948189 -0.63920009]
14,[-7.77854204 -0.27041957],"[ 0.71185101  1.61612685 -0.95297943 -0.40429839 -1.67406343 -0.55234026
  0.0078541  -0.21421189  1.96170773 -0.6020343   0.        ]","[[ -7.09993871  -0.34050341  -0.19235901  -0.06337676]
 [-48.7997072   -1.12540857   0.           0.        ]]",-0.324336100389,[-5.75976731 -0.99074809],-2.55947,[-0.09948189 -0.63920009]
15,[-6.35370684  1.93411064],"[-0.58167702  1.58460131 -1.31391232 -0.48961096 -1.67406207 -0.5523401
 -0.06927724 -0.7884117   0.53442187 -0.67374904  0.        ]","[[ -8.10592889  -0.40209956  -0.19235901  -0.06337676]
 [-51.78949653  -5.02104476   0.           0.        ]]",-0.157120689797,[-7.14178434  2.20275315],-3.57082,[-0.09948189 -0.63920009]
16,[-6.62734222  1.85734177],"[-1.57718117  1.54938709 -0.23260213 -0.57010739 -1.6740607  -0.55233995
 -0.14496196 -0.18920367 -0.25123695  0.56471162  0.        ]","[[ -9.17115491  -0.46173398  -0.19235901  -0.06337676]
 [-54.72321144  -0.95574382   0.           0.        ]]",-0.0621941331151,[-6.45226451  2.07388393],-3.54897,[-0.09948189 -0.63920009]
17,[-6.81385326  0.38087881],"[-1.12986812  1.56222887  1.29708124 -0.54218495 -1.67405934 -0.55233979
 -0.21912801  0.39825714  0.5277032   1.82560655  0.        ]","[[-10.29446481  -0.44086057  -0.19235901  -0.06337676]
 [-57.59805958   3.0298587    0.           0.        ]]",-0.265456564879,[-5.98729747  0.7738212 ],-2.59573,[-0.09948189 -0.63920009]
18,[-8.33366489 -1.34363353],"[ 0.40214667  1.61156254  1.48285917 -0.4176551  -1.67405797 -0.55233964
 -0.29180103  0.84205702  2.06319461  1.6916393   0.        ]","[[-11.47469031  -0.35005245  -0.19235901  -0.06337676]
 [-60.41503445   6.04080091   0.           0.        ]]",-0.391650930913,[-9.51796925 -2.22580169],-0.392977,[-0.09948189 -0.63920009]
19,[-9.24853706 -1.53248966],"[ 1.13433163  1.64596834 -0.07118046 -0.30450387 -1.67405661 -0.55233949
 -0.36297317  0.24168308  2.56875223  0.18112606  0.        ]","[[-12.71066961  -0.27010288  -0.19235901  -0.06337676]
 [-63.17383202   1.96759183   0.           0.        ]]",-0.392038716734,[-8.85201507 -1.62695156],-0.428398,[-0.09948189 -0.63920009]
20,[-7.46758795  1.18521488],"[-0.04874808  1.64569943 -1.3475994  -0.30552082 -1.67405525 -0.55233933
 -0.43275409 -0.34683982  1.16672049 -0.836815    0.        ]","[[ -1.40012840e+01  -2.70812839e-01  -1.92359009e-01  -6.33767635e-02]
 [ -6.58787032e+01  -2.02521453e+00   0.00000000e+00   0.00000000e+00]]",-0.239713541018,[-9.44592815  1.45769013],-2.14917,[-0.09948189 -0.63920009]
21,[-7.3834815   1.73847699],"[-1.53149079  1.64558072 -0.38884067 -0.30596605 -1.67405388 -0.55233918
 -0.50123296  0.24363619 -0.24158232  0.27087492  0.        ]","[[ -1.53454916e+01  -2.71123737e-01  -1.92359009e-01  -6.33767635e-02]
 [ -6.85331046e+01   1.98084167e+00   0.00000000e+00   0.00000000e+00]]",-0.0208319321986,[-7.82203935  2.58720504],-2.67251,[-0.09948189 -0.63920009]
22,[-7.29536676  0.49161148],"[-0.94435954  1.67116086  1.44080956 -0.19167495 -1.67405252 -0.55233902
 -0.56834269  0.82236173  0.55951961  1.87181386  0.        ]","[[ -1.67422542e+01  -1.92110550e-01  -1.92359009e-01  -6.33767635e-02]
 [ -7.11344352e+01   5.90717820e+00   0.00000000e+00   0.00000000e+00]]",-0.27345917223,[-8.13772855  0.76954447],-1.56199,[-0.09948189 -0.63920009]
23,[-9.57322216 -1.11244833],"[ 0.85866426  1.6957147   1.06835403  0.02598717 -1.67405115 -0.55233887
 -0.63411542  1.25480262  2.35437898  1.43010552  0.        ]","[[ -1.81905222e+01  -4.45251319e-02  -1.92359009e-01  -6.33767635e-02]
 [ -7.36839417e+01   8.84105632e+00   0.00000000e+00   0.00000000e+00]]",-0.407295415039,[-9.93630686 -1.07391252],-0.554745,[-0.09948189 -0.63920009]
24,[-10.08716774  -0.01609541],"[ 0.68843984  1.69129728 -0.97635894  0.22697725 -1.67404979 -0.55233871
 -0.69853239  0.64540768  2.2036851  -0.43657008  0.        ]","[[ -1.96892529e+01   9.08197691e-02  -1.92359009e-01  -6.33767635e-02]
 [ -7.61808970e+01   4.70664792e+00   0.00000000e+00   0.00000000e+00]]",-0.350406343379,[-9.06168716  0.28419326],-2.30176,[-0.09948189 -0.63920009]
25,[-8.86817932  1.00697207],"[-1.24635249  1.67029446 -0.88578474  0.38061536 -1.67404843 -0.55233856
 -0.76173688  0.79713313  0.2193806  -0.49457932  0.        ]","[[ -2.12374512e+01   1.95285745e-01  -1.92359009e-01  -6.33767635e-02]
 [ -7.86308546e+01   5.73602346e+00   0.00000000e+00   0.00000000e+00]]",-0.109498624012,[-8.22491399  0.76512475],-2.9791,[-0.09948189 -0.63920009]
26,[-7.34330988  0.6556021 ],"[-1.15776248  1.61672078  1.270758    0.58679048 -1.67404706 -0.5523384
 -0.82373006  1.2260171   0.03889656  1.45131882  0.        ]","[[ -2.28341764e+01   3.39207898e-01  -1.92359009e-01  -6.33767635e-02]
 [ -8.10338606e+01   8.64576937e+00   0.00000000e+00   0.00000000e+00]]",-0.193411561218,[-8.46570528  0.96008563],-1.05279,[-0.09948189 -0.63920009]
