timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-2.47769713 -1.15240777],"[ 1.21466522  1.79410468  0.23433183 -0.70926233 -0.23210057 -0.34245628
  1.27920082 -0.337167    1.4780393   0.52996932  0.        ]","[[ 0.08933567  0.00061249 -0.02717103 -0.03725078]
 [ 0.00199477 -0.00207191  0.          0.        ]]",-0.24288413712,[-3.37318178 -0.25873723],1.05242,[ 0.02451741 -0.34434593]
1,[-2.42882276 -1.04581046],"[ 1.21845186  1.79403771  0.17566139 -0.7353087  -0.23210035 -0.34245593
  1.16229549 -0.47761664  1.48247424  0.45814901  0.        ]","[[ 0.04968867 -0.00969216 -0.02717103 -0.03725078]
 [-3.95352634 -1.02498931  0.          0.        ]]",-0.241501983214,[-1.63485701 -1.5103482 ],1.05232,[ 0.02451741 -0.34434593]
2,[-2.20264888 -0.73913598],"[  1.21694159e+00   1.79097346e+00   7.75396080e-04  -8.86853627e-01
  -2.32100122e-01  -3.42455578e-01   1.04773601e+00  -1.01828702e+00
   1.47497995e+00   2.19738034e-01   0.00000000e+00]","[[-0.06827246 -0.06970102 -0.02717103 -0.03725078]
 [-7.82969092 -4.96277499  0.          0.        ]]",-0.23638929217,[-0.38564656 -1.37946822],0.958697,[ 0.02451741 -0.34434593]
3,[-1.88663912 -0.20254442],"[ 1.18115591  1.76649075 -0.24864149 -1.23203898 -0.2320999  -0.34245523
  1.00726468 -1.54837907  1.38836425 -0.15457427  0.        ]","[[-0.23860472 -0.20769289 -0.02717103 -0.03725078]
 [-9.19901527 -8.82353861  0.          0.        ]]",-0.226114366639,[-4.48046946 -0.1344134 ],2.62354,[ 0.02451741 -0.34434593]
4,[-1.64732242  0.20146832],"[ 1.07681545  1.69876565 -0.55721799 -1.666531   -0.23209968 -0.34245488
  0.89571843 -1.59724622  1.1490904  -0.57963098  0.        ]","[[ -0.46045228  -0.38773518  -0.02717103  -0.03725078]
 [-12.97324281  -9.17948248   0.           0.        ]]",-0.209659363972,[-1.00941701 -0.78888828],2.6941,[ 0.02451741 -0.34434593]
5,[-1.20003068  1.01685548],"[ 0.84427501  1.56920971 -0.91683688 -2.13979435 -0.23209945 -0.34245453
  0.786387   -2.00092795  0.68263512 -0.95457599  0.        ]","[[ -0.75703149  -0.60082472  -0.02717103  -0.03725078]
 [-16.67253942 -12.11962286   0.           0.        ]]",-0.185634612716,[-2.5245466   0.60750787],3.09288,[ 0.02451741 -0.34434593]
6,[-0.99897426  1.46128297],"[ 0.43498564  1.3891853  -1.23773687 -2.55315565 -0.23209923 -0.34245418
  0.67913849 -1.63739683  0.02893726 -1.08067751  0.        ]","[[ -1.12689092  -0.81665357  -0.02717103  -0.03725078]
 [-20.30136548  -9.47200455   0.           0.        ]]",-0.158382016258,[ 0.00379664  0.36289894],2.18639,[ 0.02451741 -0.34434593]
7,[-0.88424557  1.79480958],"[-0.09820866  1.21482817 -1.38020145 -2.82372253 -0.23209901 -0.34245383
  0.69139393 -1.41417939 -0.58941867 -0.86250657  0.        ]","[[ -1.52875775  -0.98978268  -0.02717103  -0.03725078]
 [-19.88665947  -7.8463       0.           0.        ]]",-0.139460747969,[-0.9082203   1.07630905],1.239,[ 0.02451741 -0.34434593]
8,[-1.05259991  1.68239224],"[-0.67648577  1.08631089 -1.27133472 -2.96963584 -0.23209878 -0.34245349
  0.59674938 -0.84882586 -1.02748927 -0.38286786  0.        ]","[[ -1.95862222  -1.10539672  -0.02717103  -0.03725078]
 [-23.08902117  -3.72873467   0.           0.        ]]",-0.136206001521,[-3.13653418  1.44484695],0.11785,[ 0.02451741 -0.34434593]
9,[-1.37212086  1.26101112],"[-1.22086582  1.04688528 -0.8377932  -3.00694243 -0.23209856 -0.34245314
  0.49326531 -0.29456849 -1.22962957  0.27136114  0.        ]","[[ -2.45553518  -1.13947045  -0.02717103  -0.03725078]
 [-26.59048054   0.30802176   0.           0.        ]]",-0.150715044754,[-0.38546867  1.1870164 ],-1.74231,[ 0.02451741 -0.34434593]
10,[-1.70285416  0.68812323],"[-1.51793799  1.09978807 -0.11121227 -2.95605772 -0.23209834 -0.34245279
  0.46371762  0.24868599 -1.13647624  0.958327    0.        ]","[[ -2.99737694e+00  -1.09361220e+00  -2.71710274e-02  -3.72507819e-02]
 [ -2.75902354e+01   4.26464271e+00   0.00000000e+00   0.00000000e+00]]",-0.176251202787,[-4.84492545  1.51654723],-1.93307,[ 0.02451741 -0.34434593]
11,[-2.04371357  0.0729595 ],"[-1.40007711  1.23654966  0.73630145 -2.79490474 -0.23209812 -0.34245244
  0.36291402  0.78132605 -0.74923081  1.53916751  0.        ]","[[ -3.58340427e+00  -9.69397838e-01  -2.71710274e-02  -3.72507819e-02]
 [ -3.10009997e+01   8.14396027e+00   0.00000000e+00   0.00000000e+00]]",-0.205151737793,[-3.05230247 -1.02229587],-1.82352,[ 0.02451741 -0.34434593]
12,[-2.16507864 -0.19348779],"[-0.78596308  1.35958229  1.42094865 -2.60605392 -0.23209789 -0.34245209
  0.26417891  0.21616318 -0.03179849  1.84378596  0.        ]","[[ -4.23694240e+00  -8.47818316e-01  -2.71710274e-02  -3.72507819e-02]
 [ -3.43417764e+01   4.02778483e+00   0.00000000e+00   0.00000000e+00]]",-0.229622288045,[-1.87526987 -0.53406869],-1.21673,[ 0.02451741 -0.34434593]
13,[-2.37798548 -0.75731838],"[ 0.17677309  1.41449626  1.54144769 -2.50486075 -0.23209767 -0.34245174
  0.16736619 -0.08443463  0.84241146  1.55420516  0.        ]","[[ -4.95664372e+00  -7.89229507e-01  -2.71710274e-02  -3.72507819e-02]
 [ -3.76175079e+01   1.83848141e+00   0.00000000e+00   0.00000000e+00]]",-0.239991097224,[-1.57311404 -0.23184306],-0.302953,[ 0.02451741 -0.34434593]
14,[-2.46740007 -1.16296673],"[ 1.02293538  1.43898846  0.8672055  -2.4556677  -0.23209745 -0.34245139
  0.07244892 -0.21469261  1.36465036  0.59678061  0.        ]","[[ -5.74121650e+00  -7.61979458e-01  -2.71710274e-02  -3.72507819e-02]
 [ -4.08291053e+01   8.89790642e-01   0.00000000e+00   0.00000000e+00]]",-0.229534229114,[-2.34540311 -1.51052984],1.59258,[ 0.02451741 -0.34434593]
15,[-1.88497615 -0.28286487],"[ 1.15613844  1.41921924 -0.34518932 -2.49553801 -0.23209722 -0.34245104
 -0.02057941 -0.75989011  1.03576971 -0.58525859  0.        ]","[[ -6.58937836e+00  -7.84025123e-01  -2.71710274e-02  -3.72507819e-02]
 [ -4.39767895e+01  -3.08097257e+00   0.00000000e+00   0.00000000e+00]]",-0.195541522148,[-0.01834516  0.32811914],1.33714,[ 0.02451741 -0.34434593]
16,[-1.31220961  1.1669488 ],"[ 0.3710584   1.37474652 -1.26838529 -2.579194   -0.232097   -0.3424507
  0.00295373 -0.57234438 -0.05066708 -1.07455357  0.        ]","[[ -7.46092571e+00  -8.31939981e-01  -2.71710274e-02  -3.72507819e-02]
 [ -4.31805286e+01  -1.71505442e+00   0.00000000e+00   0.00000000e+00]]",-0.155827727472,[ 0.20362342  1.68291935],0.12565,[ 0.02451741 -0.34434593]
17,[-1.25662017  1.72440445],"[-0.75947885  1.38025304 -1.23128679 -2.56923651 -0.23209678 -0.34245035
  0.05197406 -0.02329826 -1.03976332 -0.53748715  0.        ]","[[ -8.30789651e+00  -8.26119193e-01  -2.71710274e-02  -3.72507819e-02]
 [ -4.15218902e+01   2.28372674e+00   0.00000000e+00   0.00000000e+00]]",-0.148260610025,[-0.45835824  0.95592346],-1.2242,[ 0.02451741 -0.34434593]
18,[-1.59212279  1.25183105],"[-1.47995436  1.45574657 -0.30297346 -2.42032891 -0.23209655 -0.34245
  0.02264837  0.49098589 -1.35744998  0.55556442  0.        ]","[[ -9.14829126e+00  -7.42863456e-01  -2.71710274e-02  -3.72507819e-02]
 [ -4.25141436e+01   6.02933232e+00   0.00000000e+00   0.00000000e+00]]",-0.177521016934,[-1.78212067  0.86190879],-2.26836,[ 0.02451741 -0.34434593]
19,[-2.00381708  0.36950389],"[-1.28791036  1.57754865  0.94580293 -2.11516662 -0.23209633 -0.34244965
 -0.06940651  0.94404734 -0.85335493  1.59863525  0.        ]","[[ -1.00298261e+01  -5.89169263e-01  -2.71710274e-02  -3.72507819e-02]
 [ -4.56288802e+01   9.32905023e+00   0.00000000e+00   0.00000000e+00]]",-0.218420063397,[-2.9450161   0.83183129],-1.95397,[ 0.02451741 -0.34434593]
20,[-2.46829033 -0.20772189],"[-0.18705005  1.70650474  1.58510309 -1.62782314 -0.23209611 -0.3424493
 -0.15963195  1.37168765  0.25691573  1.93498115  0.        ]","[[ -1.09730336e+01  -3.71336512e-01  -2.71710274e-02  -3.72507819e-02]
 [ -4.86817168e+01   1.24436366e+01   0.00000000e+00   0.00000000e+00]]",-0.248589409196,[-2.3636327 -0.7169775],-1.33599,[ 0.02451741 -0.34434593]
21,[-2.81000519 -0.81553388],"[ 0.98772712  1.77893597  0.92696797 -1.09681958 -0.23209589 -0.34244895
 -0.24802322  0.94859756  1.29289489  1.16413347  0.        ]","[[ -1.19766736e+01  -1.53377300e-01  -2.71710274e-02  -3.72507819e-02]
 [ -5.16724937e+01   9.36222575e+00   0.00000000e+00   0.00000000e+00]]",-0.252008490564,[-1.50251279 -0.55021855],-0.638446,[ 0.02451741 -0.34434593]
22,[-2.62287498  0.09139311],"[ 1.06894222  1.79393539 -0.57407045 -0.68495859 -0.23209566 -0.3424486
 -0.33469731  0.62427895  1.32541307 -0.33416286  0.        ]","[[ -1.30395468e+01   1.01712151e-02  -2.71710274e-02  -3.72507819e-02]
 [ -5.46051693e+01   7.00017507e+00   0.00000000e+00   0.00000000e+00]]",-0.222159915212,[-2.19730172  0.23744725],-0.505867,[ 0.02451741 -0.34434593]
23,[-1.8476913   2.22672915],"[-0.18815654  1.77795739 -1.38110691 -0.31242    -0.23209544 -0.34244825
 -0.41970876  0.73433641  0.0961754  -1.20417092  0.        ]","[[ -1.41605093e+01   1.58220762e-01  -2.71710274e-02  -3.72507819e-02]
 [ -5.74815904e+01   7.80174559e+00   0.00000000e+00   0.00000000e+00]]",-0.17623656611,[-3.33884819  3.46131099],-1.57973,[ 0.02451741 -0.34434593]
24,[-1.65841389  1.90762579],"[-1.43933068  1.71508049 -0.43379821  0.16175505 -0.23209522 -0.34244791
 -0.50309884  1.25642735 -1.22646635 -0.44158296  0.        ]","[[ -1.53384485e+01   3.52412613e-01  -2.71710274e-02  -3.72507819e-02]
 [ -6.03031534e+01   1.16042226e+01   0.00000000e+00   0.00000000e+00]]",-0.164965839154,[-1.77753658  2.7901951 ],-2.38724,[ 0.02451741 -0.34434593]
25,[-1.85528469  0.83760464],"[-1.04940081  1.55362247  1.23040437  0.76176202 -0.23209499 -0.34244756
 -0.58489412  1.76763036 -1.19759594  1.16697364  0.        ]","[[ -1.65722757e+01   6.21861148e-01  -2.71710274e-02  -3.72507819e-02]
 [ -6.30707588e+01   1.53274301e+01   0.00000000e+00   0.00000000e+00]]",-0.201026237935,[-2.05447494  1.98619655],-1.1202,[ 0.02451741 -0.34434593]
26,[-2.61369157  0.02677131],"[ 0.60065169  1.24115073  1.34109975  1.36708688 -0.23209477 -0.34244721
 -0.66515816  2.26799072  0.10626787  1.79957127  0.        ]","[[ -1.78609336e+01   9.64983466e-01  -2.71710274e-02  -3.72507819e-02]
 [ -6.57865572e+01   1.89717205e+01   0.00000000e+00   0.00000000e+00]]",-0.226569454827,[-1.26284571 -1.07186721],-1.23903,[ 0.02451741 -0.34434593]
27,[-3.28706527  0.20293435],"[ 1.13490778  0.85254599 -0.41201897  1.72529028 -0.23209455 -0.34244686
 -0.74382869  1.67041906  1.11907764  0.80275206  0.        ]","[[ -1.92033714e+01   1.30075835e+00  -2.71710274e-02  -3.72507819e-02]
 [ -6.84484439e+01   1.46195441e+01   0.00000000e+00   0.00000000e+00]]",-0.206770865112,[-4.47003513 -0.06643286],-0.859876,[ 0.02451741 -0.34434593]
28,[-3.15518475  1.02736795],"[-0.39994686  0.48870345 -1.35802435  1.81653135 -0.23209433 -0.34244651
 -0.82098223  1.5917637   0.64685587 -0.49718464  0.        ]","[[ -2.05985317e+01   1.58740608e+00  -2.71710274e-02  -3.72507819e-02]
 [ -7.10590076e+01   1.40467198e+01   0.00000000e+00   0.00000000e+00]]",-0.141939019174,[-2.67767086  0.37424872],-1.12827,[ 0.02451741 -0.34434593]
