timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-1.7236073  -2.47408104],"[ 1.13588331  1.67678864  0.16070058  0.1275689   0.30190964  0.78701468
  1.24900088 -0.04381516  1.04108682 -0.43613272  0.        ]","[[ 0.00340222  0.01148601  0.03560194  0.09070513]
 [ 0.00100563  0.00156535  0.          0.        ]]",-0.195659798297,[-0.36835517 -2.33224327],-9.51194,[-0.184422   -0.69288915]
1,[-1.30334568 -2.03836894],"[ 1.13580414  1.67631424  0.13862979  0.06978518  0.30190957  0.78701444
  1.21192996 -0.63533682  1.04053955 -0.48589705  0.        ]","[[-0.01118263 -0.02820514  0.03560194  0.09070513]
 [-1.45464888 -3.95748839  0.          0.        ]]",-0.19906772514,[-1.64521842 -2.83416233],-8.45054,[-0.184422   -0.69288915]
2,[-0.58320141 -1.16270494],"[ 1.13149265  1.66164792  0.03512681 -0.101378    0.30190951  0.7870142
  1.11195724 -1.21500374  1.01954854 -0.66786782  0.        ]","[[-0.07966253 -0.1462813   0.03560194  0.09070513]
 [-5.38029401 -7.83720061  0.          0.        ]]",-0.211049663471,[-1.57068244 -1.55974872],-7.79444,[-0.184422   -0.69288915]
3,[ 0.43751544 -0.00872496],"[ 1.10066493  1.59467042 -0.18336928 -0.37632551  0.30190945  0.78701396
  1.01395383 -1.78319317  0.90389552 -0.99551658  0.        ]","[[ -0.2258788   -0.3411811    0.03560194   0.09070513]
 [ -9.22861283 -11.64009999   0.           0.        ]]",-0.231434317552,[-0.40305092  0.28198434],-7.05218,[-0.184422   -0.69288915]
4,[ 1.19574666  0.42239153],"[ 1.01274089  1.45867646 -0.4678974  -0.66311955  0.30190939  0.78701372
  0.97796742 -1.58183282  0.63761007 -1.33992933  0.        ]","[[ -0.42462844  -0.56046138   0.03560194   0.09070513]
 [-10.64168953 -10.29240233   0.           0.        ]]",-0.252019966211,[ 1.98430021  0.00309231],-6.55218,[-0.184422   -0.69288915]
5,[ 1.67809987  0.9450866 ],"[ 0.89706906  1.28033447 -0.69349397 -0.89658536  0.30190933  0.78701347
  1.0840587  -1.54974111  0.31714407 -1.54640912  0.        ]","[[ -0.59566458  -0.76415444   0.03560194   0.09070513]
 [ -6.4757485  -10.07761912   0.           0.        ]]",-0.26388494918,[ 1.14106298  0.66762911],-5.44755,[-0.184422   -0.69288915]
6,[ 1.68288016  0.78999746],"[ 0.82377014  1.09504183 -0.80094399 -1.06252751  0.30190926  0.78701323
  1.18804248 -1.12514196  0.08165319 -1.60939952  0.        ]","[[-0.6842129  -0.93719377  0.03560194  0.09070513]
 [-2.39255979 -7.23577895  0.          0.        ]]",-0.266260658553,[ 0.97532097  0.47443167],-5.34299,[-0.184422   -0.69288915]
7,[ 1.51798439  0.66389573],"[ 0.81613426  0.94584591 -0.81106994 -1.1604474   0.3019092   0.78701299
  1.28750385 -0.82323108 -0.02314574 -1.60241721  0.        ]","[[-0.69287876 -1.06163528  0.03560194  0.09070513]
 [ 1.51305067 -5.21509014  0.          0.        ]]",-0.263587358922,[ 1.53385691  0.73377947],-5.72148,[-0.184422   -0.69288915]
8,[ 1.07860565  0.23220925],"[ 0.87519168  0.85171096 -0.72769212 -1.20951484  0.30190914  0.78701275
  1.38748725 -0.37384987  0.00308783 -1.56487673  0.        ]","[[-0.62322634 -1.13576006  0.03560194  0.09070513]
 [ 5.43916506 -2.2073809   0.          0.        ]]",-0.258343485595,[ 2.12391714  0.82352403],-6.24761,[-0.184422   -0.69288915]
9,[ 0.39744693 -0.3880828 ],"[ 0.98184528  0.83744644 -0.53765068 -1.21618435  0.30190908  0.78701251
  1.48549227  0.11976043  0.15996816 -1.49273475  0.        ]","[[-0.47583032 -1.14676065  0.03560194  0.09070513]
 [ 9.28759939  1.09635397  0.          0.        ]]",-0.250920955156,[-0.25952713  0.0475369 ],-5.53986,[-0.184422   -0.69288915]
