timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-4.55016136 -2.30837488],"[ 1.15152502  1.70091764  0.21747594  0.0658769  -0.42265195 -0.46716334
  1.27300545 -0.04997034  1.63622826  0.57383587  0.        ]","[[ 0.04970948 -0.01275725 -0.04829291 -0.05357966]
 [ 0.00063646  0.00460124  0.          0.        ]]",-0.265580447894,[-5.41747204 -2.26143362],-3.39292,[-0.06925212 -0.60923439]
1,[-3.93417501 -1.89175844],"[ 1.15316497  1.69910362  0.15781563  0.00657066 -0.42265183 -0.46716321
  1.1705477  -0.63082987  1.63689124  0.48707816  0.        ]","[[ 0.01004701 -0.05237853 -0.04829291 -0.05357966]
 [-3.95372389 -3.95354301  0.          0.        ]]",-0.262973870519,[-5.50551568 -1.60115678],-3.09574,[-0.06925212 -0.60923439]
2,[-2.8559041  -1.22639763],"[ 1.14517878  1.68068609 -0.01940388 -0.16896061 -0.42265172 -0.46716308
  1.07011408 -1.20019176  1.60401497  0.23155327  0.        ]","[[-0.10791865 -0.17037668 -0.04829291 -0.05357966]
 [-7.82996659 -7.8333417   0.          0.        ]]",-0.253792787352,[-1.51627581 -2.36090179],-4.07356,[-0.06925212 -0.60923439]
3,[-1.44158566 -0.28709704],"[ 1.09030282  1.60837175 -0.30585218 -0.44990651 -0.42265161 -0.46716296
  0.97165708 -1.75827448  1.44093152 -0.1580862   0.        ]","[[ -0.302643    -0.36519988  -0.04829291  -0.05357966]
 [-11.62992449 -11.63628782   0.           0.        ]]",-0.234351678311,[-1.91035966 -0.30901037],-2.70042,[-0.06925212 -0.60923439]
4,[-0.37267742  0.54146004],"[ 0.93234688  1.44934219 -0.67276487 -0.77039942 -0.4226515  -0.46716283
  0.8750997  -1.90376833  1.05053895 -0.55491053  0.        ]","[[ -0.57263045  -0.60787361  -0.04829291  -0.05357966]
 [-15.35656936 -12.62773843   0.           0.        ]]",-0.20202745912,[-0.40201953  0.53552601],-2.37526,[-0.06925212 -0.60923439]
5,[-0.11003402  0.96638823],"[ 0.63718456  1.23733028 -1.02932199 -1.02691148 -0.42265139 -0.4671627
  0.8417029  -1.55572914  0.48834503 -0.7642219   0.        ]","[[ -0.8926941   -0.83663344  -0.04829291  -0.05357966]
 [-16.64551542 -10.25610552   0.           0.        ]]",-0.16260054391,[ 0.1020733   1.08934674],-2.51122,[-0.06925212 -0.60923439]
6,[-0.59165442  0.8974427 ],"[ 0.24663485  1.05517271 -1.2697256  -1.17529044 -0.42265128 -0.46716257
  0.86063632 -0.94475837 -0.05049404 -0.73062473  0.        ]","[[ -1.21827385  -0.99998357  -0.04829291  -0.05357966]
 [-15.91476213  -6.09277316   0.           0.        ]]",-0.129062660648,[ 0.12258993  2.08694106],-3.82048,[-0.06925212 -0.60923439]
7,[-1.50030291  0.5654965 ],"[-0.1729847   0.95713684 -1.36093118 -1.23657159 -0.42265116 -0.46716244
  0.88131811 -0.34588616 -0.46058095 -0.55361071  0.        ]","[[ -1.52856137  -1.08089406  -0.04829291  -0.05357966]
 [-15.11652931  -2.01188184   0.           0.        ]]",-0.110543975746,[-1.03425746  0.54018009],-3.6374,[-0.06925212 -0.60923439]
8,[-2.41161466  0.55687463],"[-0.63641894  0.93426789 -1.29646999 -1.24928467 -0.42265105 -0.46716232
  0.78652777 -0.02584957 -0.78868035 -0.27325919  0.        ]","[[ -1.86759872  -1.09925155  -0.04829291  -0.05357966]
 [-18.77497641   0.1689414    0.           0.        ]]",-0.108224243021,[-3.30535628  0.14198797],-3.91161,[-0.06925212 -0.60923439]
9,[-3.28587842  0.75908428],"[-1.13222001  0.9455206  -1.00030335 -1.24309891 -0.42265094 -0.46716219
  0.69362902  0.05654695 -1.03050844  0.1622134   0.        ]","[[ -2.27907227  -1.09024019  -0.04829291  -0.05357966]
 [-22.36041859   0.73041542   0.           0.        ]]",-0.123943463551,[-3.90530046  1.05856895],-5.73734,[-0.06925212 -0.60923439]
10,[-4.04630041  0.56405222],"[-1.51733127  1.01208557 -0.41558669 -1.20362398 -0.42265083 -0.46716206
  0.60255528  0.63596272 -1.08511263  0.71728899  0.        ]","[[ -2.76154904  -1.0360182   -0.04829291  -0.05357966]
 [-25.87542574   4.67872422   0.           0.        ]]",-0.156014409936,[-3.41079329  1.24177319],-6.51584,[-0.06925212 -0.60923439]
11,[-4.45187378 -0.05423953],"[-1.59569084  1.16541057  0.4003207  -1.09156882 -0.42265072 -0.46716193
  0.51330286  1.20398868 -0.88098781  1.29150509  0.        ]","[[ -3.31362064  -0.90360857  -0.04829291  -0.05357966]
 [-29.32013939   8.54942213   0.           0.        ]]",-0.196360277168,[-3.94066316 -0.02013364],-6.40073,[-0.06925212 -0.60923439]
12,[-4.2215929  -0.01898151],"[-1.20379107  1.33822332  1.21418456 -0.91944993 -0.42265061 -0.46716181
  0.42585917  1.16805327 -0.35189384  1.7512805   0.        ]","[[ -3.93388505  -0.73507741  -0.04829291  -0.05357966]
 [-32.69504515   8.30455201   0.           0.        ]]",-0.236186162998,[-2.90585782 -0.40134244],-6.35545,[-0.06925212 -0.60923439]
13,[-4.33682728 -0.58874965],"[-0.35785268  1.46619331  1.64138357 -0.74397126 -0.42265049 -0.46716168
  0.34015707  0.91134038  0.47275829  1.85585676  0.        ]","[[ -4.62097266  -0.58653788  -0.04829291  -0.05357966]
 [-36.00273469   6.55523823   0.           0.        ]]",-0.26614907454,[-4.09771239 -0.13847933],-5.37862,[-0.06925212 -0.60923439]
14,[-5.0841713  -1.41525269],"[ 0.61880922  1.55360281  1.33052725 -0.58286473 -0.42265038 -0.46716155
  0.25613662  0.81244764  1.29258624  1.37783593  0.        ]","[[ -5.373563    -0.46219421  -0.04829291  -0.05357966]
 [-39.24552078   5.88135646   0.           0.        ]]",-0.275793045452,[-5.69580198 -0.52811161],-3.48007,[-0.06925212 -0.60923439]
