timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-3.52304769 -2.43391728],"[ 1.20607275  1.75882901  0.11058652 -0.08761031 -0.6306523  -0.34989694
  1.33801407 -0.13227746  1.82557962  0.42195221  0.        ]","[[ 0.00216961  0.02968708 -0.07231561 -0.04006251]
 [ 0.0013784  -0.00387517  0.          0.        ]]",-0.285635119955,[-3.68455052 -2.41869828],-1.4982,[ 0.01774425 -0.45923853]
1,[-3.14520621 -2.12394524],"[ 1.205106    1.75934454  0.05172564 -0.1573444  -0.63065193 -0.34989677
  1.22950881 -0.67640105  1.82460547  0.32883982  0.        ]","[[-0.03747815 -0.01010205 -0.07231561 -0.04006251]
 [-3.95299328 -3.96185239  0.          0.        ]]",-0.283828928037,[-2.04007719 -1.39651864],-1.99654,[ 0.01774425 -0.45923853]
2,[-2.62428546 -1.51298964],"[ 1.18944326  1.74847623 -0.12250742 -0.36384343 -0.63065156 -0.34989661
  1.12314798 -1.2097542   1.78668373  0.05530501  0.        ]","[[-0.15542912 -0.12826477 -0.07231561 -0.04006251]
 [-7.82922197 -7.84149018  0.          0.        ]]",-0.27678396481,[-2.75103187 -1.43816923],-0.697145,[ 0.01774425 -0.45923853]
3,[-1.9381901  -0.59953344],"[ 1.12236833  1.69047479 -0.40200487 -0.6964111  -0.63065119 -0.34989645
  1.0188818  -1.73254142  1.61503008 -0.36010915  0.        ]","[[ -0.35013807  -0.32324939  -0.07231561  -0.04006251]
 [-11.62911956 -11.64428371   0.           0.        ]]",-0.259948222178,[-2.44922757 -0.62971449],0.604624,[ 0.01774425 -0.45923853]
4,[-1.22166598  0.50124127],"[ 0.94922278  1.54260353 -0.75555397 -1.09848233 -0.63065082 -0.34989628
  0.91663883 -2.04339052  1.20426615 -0.78328852  0.        ]","[[ -0.62010427  -0.57882246  -0.07231561  -0.04006251]
 [-15.35528814 -13.90544498   0.           0.        ]]",-0.228112510643,[-0.52808573  0.31243159],1.07866,[ 0.01774425 -0.45923853]
5,[-0.90073037  1.24959731],"[ 0.63441668  1.31508494 -1.09628748 -1.44687887 -0.63065046 -0.34989612
  0.86758521 -1.83528451  0.59847773 -0.98799748  0.        ]","[[ -0.9451459   -0.84174395  -0.07231561  -0.04006251]
 [-17.14299976 -12.39169559   0.           0.        ]]",-0.183153885655,[-0.51693817  0.91433277],1.36675,[ 0.01774425 -0.45923853]
6,[-1.1006757  1.4380033],"[ 0.18868792  1.08980144 -1.32547176 -1.66072235 -0.63065009 -0.34989596
  0.82069071 -1.30361783 -0.00807166 -0.88379715  0.        ]","[[ -1.30515379  -1.05077586  -0.07231561  -0.04006251]
 [-18.85202508  -8.52433203   0.           0.        ]]",-0.135834476784,[-0.95140726  0.97254469],0.746298,[ 0.01774425 -0.45923853]
7,[-1.62956166  1.32702291],"[-0.37343728  0.93433027 -1.36187558 -1.76087788 -0.63064972 -0.34989579
  0.72756597 -0.75066677 -0.49699883 -0.52636827  0.        ]","[[ -1.71624692  -1.18090741  -0.07231561  -0.04006251]
 [-22.24589209  -4.5021364    0.           0.        ]]",-0.0985018355831,[-2.30737297  1.43932   ],-0.591126,[ 0.01774425 -0.45923853]
8,[-2.447927    0.91153485],"[-0.98141171  0.8729362  -1.09626605 -1.79178818 -0.63064935 -0.34989563
  0.63102545 -0.19362751 -0.79785314  0.02708581  0.        ]","[[ -2.19646681  -1.23029688  -0.07231561  -0.04006251]
 [-25.76424811  -0.45020077   0.           0.        ]]",-0.0923531415886,[-0.58059753  1.52476509],-2.74357,[ 0.01774425 -0.45923853]
9,[-3.11797452  0.28433982],"[-1.43766079  0.91141532 -0.48711627 -1.77294604 -0.63064899 -0.34989546
  0.58195515  0.3523998  -0.83382287  0.67277043  0.        ]","[[ -2.72969606  -1.19945078  -0.07231561  -0.04006251]
 [-27.55257784   3.52163363   0.           0.        ]]",-0.124404677124,[-2.8898073   0.17267493],-3.05668,[ 0.01774425 -0.45923853]
10,[-3.30260944 -0.09205549],"[-1.53235717  1.00494863  0.36353895 -1.71945471 -0.63064862 -0.3498953
  0.48835713  0.43739829 -0.54684448  1.29782032  0.        ]","[[ -3.31497293  -1.12281585  -0.07231561  -0.04006251]
 [-30.9636982    4.13991871   0.           0.        ]]",-0.172536479178,[-1.82255093  0.60151024],-3.453,[ 0.01774425 -0.45923853]
11,[-3.69378042 -0.91468066],"[-1.10837075  1.12854381  1.19932869 -1.63033148 -0.63064825 -0.34989514
  0.39661143  0.75424254  0.08537354  1.71118169  0.        ]","[[ -3.96779548  -1.01689431  -0.07231561  -0.04006251]
 [-34.30731314   6.44466344   0.           0.        ]]",-0.222182260218,[ -2.82760126e+00   1.18310597e-03],-3.05599,[ 0.01774425 -0.45923853]
12,[-3.82631636 -1.42258465],"[-0.20875886  1.26701323  1.59180624 -1.50075754 -0.63064788 -0.34989497
  0.30671038  0.73810588  0.92168086  1.65215381  0.        ]","[[ -4.68681497  -0.8891795   -0.07231561  -0.04006251]
 [-37.58370171   6.32728802   0.           0.        ]]",-0.261258362335,[-4.91482797 -2.48252477],-0.953501,[ 0.01774425 -0.45923853]
13,[-3.82376504 -1.86147332],"[ 0.77523562  1.35232453  1.18541809 -1.40133142 -0.63064751 -0.34989481
  0.21861297  0.17736039  1.60689924  0.93441657  0.        ]","[[ -5.47070115e+00  -8.03559337e-01  -7.23156102e-02  -4.00625082e-02]
 [ -4.07943577e+01   2.24839898e+00   0.00000000e+00   0.00000000e+00]]",-0.275603092335,[-4.34275488 -2.52549483],0.731815,[ 0.01774425 -0.45923853]
14,[-3.14835477 -1.45982206],"[ 1.20523023  1.35696636  0.05542483 -1.39540397 -0.63064715 -0.34989464
  0.13223323 -0.37220018  1.57262593 -0.22838391  0.        ]","[[ -6.31817193e+00  -7.98701200e-01  -7.23156102e-02  -4.00625082e-02]
 [ -4.39424147e+01  -1.74913066e+00   0.00000000e+00   0.00000000e+00]]",-0.250250223158,[-3.72393724 -2.17430954],2.06076,[ 0.01774425 -0.45923853]
15,[-1.77965903  0.33283448],"[ 0.6347996   1.28363058 -1.09598997 -1.48269586 -0.63064678 -0.34989448
  0.04752724 -0.91073867  0.57548823 -0.98213507  0.        ]","[[ -7.22799103e+00  -8.72990113e-01  -7.23156102e-02  -4.00625082e-02]
 [ -4.70294728e+01  -5.66648757e+00   0.00000000e+00   0.00000000e+00]]",-0.18059893581,[-0.94567754  1.14401567],0.513364,[ 0.01774425 -0.45923853]
16,[-2.14650345  0.67188931],"[-0.63723001  1.20762899 -1.29114224 -1.56063165 -0.63064641 -0.34989432
 -0.02967864 -0.34974412 -0.62344469 -0.52114632  0.        ]","[[ -8.19681362e+00  -9.45379140e-01  -7.23156102e-02  -4.00625082e-02]
 [ -4.98431939e+01  -1.58579083e+00   0.00000000e+00   0.00000000e+00]]",-0.108027076372,[-3.39829334  0.66626507],-1.40243,[ 0.01774425 -0.45923853]
17,[-2.96194077  0.21119356],"[-1.52518738  1.2024058  -0.18951076 -1.56557022 -0.63064604 -0.34989415
 -0.11121186  0.01865088 -0.89903545  0.79735201  0.        ]","[[ -9.22349239e+00  -9.50210281e-01  -7.23156102e-02  -4.00625082e-02]
 [ -5.28146222e+01   1.09392887e+00   0.00000000e+00   0.00000000e+00]]",-0.142488337445,[-1.95288151 -0.33188702],-3.80807,[ 0.01774425 -0.45923853]
18,[-3.21362352 -0.30749843],"[-1.04797868  1.21167348  1.25583432 -1.55676329 -0.63064568 -0.34989399
 -0.19109256 -0.16344677  0.10320908  1.74272411  0.        ]","[[ -1.03089930e+01  -9.41623441e-01  -7.23156102e-02  -4.00625082e-02]
 [ -5.57258257e+01  -2.30656500e-01   0.00000000e+00   0.00000000e+00]]",-0.22683025429,[-3.09356723  0.13160969],-2.65603,[ 0.01774425 -0.45923853]
19,[-3.65839815 -1.35164678],"[ 0.43473153  1.2125144   1.44018683 -1.55595316 -0.63064531 -0.34989383
 -0.26941209 -0.08948601  1.42225615  1.19223779  0.        ]","[[ -1.14521480e+01  -9.40840598e-01  -7.23156102e-02  -4.00625082e-02]
 [ -5.85801334e+01   3.07336254e-01   0.00000000e+00   0.00000000e+00]]",-0.269544924962,[-3.69968235 -1.66351682],-0.0480425,[ 0.01774425 -0.45923853]
20,[-2.909127   -0.96320957],"[ 1.20104268  1.17604198 -0.01935512 -1.58974975 -0.63064494 -0.34989366
 -0.34616651 -0.6328081   1.42924533 -0.37170607  0.        ]","[[ -1.26518134e+01  -9.74349480e-01  -7.23156102e-02  -4.00625082e-02]
 [ -6.13774025e+01  -3.64480781e+00   0.00000000e+00   0.00000000e+00]]",-0.234760151169,[-4.03955779 -0.43465433],1.91076,[ 0.01774425 -0.45923853]
21,[-1.82763052  0.8317796 ],"[ 0.14139469  1.07487305 -1.3383594  -1.67176346 -0.63064457 -0.3498935
 -0.42146233 -0.85738672 -0.05777485 -0.86202108  0.        ]","[[ -1.39068920e+01  -1.06363942e+00  -7.23156102e-02  -4.00625082e-02]
 [ -6.41215142e+01  -5.27840361e+00   0.00000000e+00   0.00000000e+00]]",-0.131977090183,[ 0.95064799 -0.21695762],0.0197899,[ 0.01774425 -0.45923853]
22,[-2.4081049   1.46538961],"[-1.33561471  0.93956162 -0.69279854 -1.75798355 -0.63064421 -0.34989333
 -0.28351134 -0.95927164 -0.87103433  0.46003103  0.        ]","[[ -1.51388794e+01  -1.17664092e+00  -7.23156102e-02  -4.00625082e-02]
 [ -5.90939918e+01  -6.01952285e+00   0.00000000e+00   0.00000000e+00]]",-0.113363644429,[-0.89499604  1.50262425],-3.40373,[ 0.01774425 -0.45923853]
23,[-3.21056819  0.21718161],"[-1.28278675  0.84058717  0.99014061 -1.80622472 -0.63064384 -0.34989317
 -0.34868827 -0.39642609  0.03321572  1.59615598  0.        ]","[[ -1.63445951e+01  -1.25595600e+00  -7.23156102e-02  -4.00625082e-02]
 [ -6.14693242e+01  -1.92537030e+00   0.00000000e+00   0.00000000e+00]]",-0.205604560317,[-3.6448207 -0.1121383],-2.44468,[ 0.01774425 -0.45923853]
