timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[ 0.  0.],[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"[[-0.03570827 -0.04783116 -0.1188136  -0.08143285]
 [ 0.00107413  0.00331354  0.          0.        ]]",-0.335472645729,[-1.52141036 -0.8621738 ],-1.86847,[ 0.00043793 -0.00056593]
1,[-0.00157984 -0.00296461],"[-0.86853321 -0.8723407  -1.41061858 -1.40937303  0.          0.         -1.4142132
 -1.41421308 -0.55041765 -1.37658208  0.        ]","[[-0.07536424 -0.08200241 -0.1188136  -0.08143285]
 [-3.95351108 -3.40907073  0.          0.        ]]",-0.332042796112,[-0.43236827 -1.45654572],-5.89575,[ 0.00043793 -0.00056593]
2,[-0.00293672 -0.004684  ],"[-1.68412751 -1.69914911 -1.67615574 -1.69556124  0.          0.
 -1.33800309 -1.575217   -1.62530048 -1.67893416  0.        ]","[[-0.17079605 -0.18922804 -0.1188136  -0.08143285]
 [-5.58426457 -7.30052267  0.          0.        ]]",-0.321335600016,[ 0.24681376 -1.10166967],-6.51818,[ 0.00043793 -0.00056593]
3,[-0.00337243 -0.00475024],"[-1.86660455 -1.94875415 -1.71324388 -1.83589144  0.          0.
 -0.60486839 -1.61928609 -1.90292862 -1.75345192  0.        ]","[[ -0.27156395  -0.37352005  -0.1188136   -0.08143285]
 [ -4.49619688 -11.11595828   0.           0.        ]]",-0.303264150391,[-1.0424729  -0.09380055],-7.03919,[ 0.00043793 -0.00056593]
4,[-0.00331052 -0.00571459],"[ -2.02284547e+00  -2.08064280e+00  -1.78279508e+00  -1.85329664e+00
   1.38777878e-14   0.00000000e+00  -1.71135100e+00  -1.23801898e+00
  -2.04184526e+00  -1.76305961e+00   0.00000000e+00]","[[ -0.40029205  -0.59734272  -0.1188136   -0.08143285]
 [ -8.36383485 -11.26580506   0.           0.        ]]",-0.27513543857,[ 1.49669902  0.50858709],-6.27634,[ 0.00043793 -0.00056593]
5,[-0.00396908 -0.00459741],"[ -2.06377990e+00  -2.08270670e+00  -1.76148714e+00  -1.75944660e+00
   1.38777878e-14   0.00000000e+00   9.47837117e-02  -5.70472171e-01
  -2.04175108e+00  -1.64323799e+00   0.00000000e+00]","[[-0.52622911 -0.80022875 -0.1188136  -0.08143285]
 [-4.243492   -9.03024422  0.          0.        ]]",-0.243881687629,[-0.01710983  0.28346448],-6.52027,[ 0.00043793 -0.00056593]
6,[-0.00386456 -0.00433456],"[-1.94645849 -2.01877393 -1.63269541 -1.63112894  0.          0.
  0.09455871 -0.1858665  -1.93007547 -1.44466796  0.        ]","[[-0.61094479 -0.9677779  -0.1188136  -0.08143285]
 [-4.22811266 -7.72900623  0.          0.        ]]",-0.217541522271,[ 0.81813775 -1.41571978],-6.44594,[ 0.00043793 -0.00056593]
7,[-0.00503505 -0.00243738],"[-1.782685   -2.05302874 -1.48657515 -1.55444623  0.          0.          1.4606681
 -1.1530169  -1.85087698 -1.2278435   0.        ]","[[ -0.66218292  -1.16055968  -0.1188136   -0.08143285]
 [ -0.90677556 -11.53646887   0.           0.        ]]",-0.191005832734,[ 2.24440092 -1.35565262],-4.39461,[ 0.00043793 -0.00056593]
8,[-0.00627521 -0.00136109],"[-1.34772347 -2.18138384 -1.20578352 -1.47957361  0.          0.
  2.17672996 -1.74065005 -1.75642029 -0.91073521  0.        ]","[[ -0.64043341  -1.42873489  -0.1188136   -0.08143285]
 [  3.06852484 -15.2685671    0.           0.        ]]",-0.164481649491,[ 2.33949444  1.20334833],-2.26958,[ 0.00043793 -0.00056593]
9,[-0.0043684 -0.0001097],"[-0.57299184 -2.1747722  -0.72473082 -1.28937306  0.          0.
  2.29975953 -0.59809347 -1.57017539 -0.53694365  0.        ]","[[ -0.53997616  -1.69135171  -0.1188136   -0.08143285]
 [  6.96446545 -11.00724894   0.           0.        ]]",-0.148409476646,[-0.19920847  0.73716222],-2.34199,[ 0.00043793 -0.00056593]
10,[-0.00244158  0.00050904],"[  2.23911113e-01  -2.03359760e+00  -1.20678692e-01  -1.05511055e+00
  -1.38777878e-14  -1.38777878e-14   1.69401302e+00   2.27380663e-01
  -1.35420069e+00  -2.23215308e-01   0.00000000e+00]","[[-0.40998315 -1.88002124 -0.1188136  -0.08143285]
 [ 6.03793157 -7.87017631  0.          0.        ]]",-0.144070091643,[ 0.61723846  1.90726211],-0.202328,[ 0.00043793 -0.00056593]
11,[-0.00014465 -0.00194002],"[  8.39230041e-01  -1.85240752e+00   5.81620004e-01  -8.61638656e-01
  -1.38777878e-14  -1.38777878e-14   1.81238135e+00   1.23174874e+00
  -1.13417379e+00   1.03816595e-02   0.00000000e+00]","[[-0.26591279 -1.99613395 -0.1188136  -0.08143285]
 [ 8.36140848 -3.75477895  0.          0.        ]]",-0.148157133306,[ 0.61015919 -1.60580132],-1.85399,[ 0.00043793 -0.00056593]
