timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-0.57495624 -0.26074272],"[ 1.1819418   1.73028051  0.22205426 -0.05923019  1.46272561  0.89100575
  1.32331774 -0.07755467  0.12725668 -0.54481314  0.        ]","[[ 0.06732301 -0.03975939  0.16962546  0.1027469 ]
 [ 0.00348547 -0.00469102  0.          0.        ]]",-0.101268403001,[-2.99092863 -0.471383  ],-4.31352,[ 0.00503651 -0.52582681]
1,[-0.43734115 -0.15237075],"[ 1.18453959  1.72901845  0.16300479 -0.08933124  1.46272421  0.89100527
  1.21756913 -0.34116548  0.12849879 -0.61862694  0.        ]","[[ 0.02770878 -0.05856386  0.16962546  0.1027469 ]
 [-3.95174244 -1.86954604  0.          0.        ]]",-0.110937941941,[-0.52891073 -0.23468798],-4.83233,[ 0.00503651 -0.52582681]
2,[-0.22269288 -0.05377508],"[ 1.18153687  1.72385895  0.01499598 -0.16333825  1.46272282  0.89100478
  1.16372666 -0.46718056  0.11540446 -0.80237408  0.        ]","[[-0.0715312  -0.10489914  0.16962546  0.1027469 ]
 [-5.96555412 -2.76101182  0.          0.        ]]",-0.134787670156,[-0.79578347  0.24525288],-4.71109,[ 0.00503651 -0.52582681]
3,[ 0.10499069  0.26253259],"[ 1.15140101  1.71607884 -0.20584382 -0.23473667  1.46272142  0.8910043
  1.08270316 -0.32201137  0.05973299 -1.0540111   0.        ]","[[-0.22124773 -0.14981552  0.16962546  0.1027469 ]
 [-8.99600966 -1.73404697  0.          0.        ]]",-0.167369692386,[-1.09747901  0.06047873],-4.60605,[ 0.00503651 -0.52582681]
4,[ 0.59922802  0.79999447],"[ 1.05405618  1.7088955  -0.51276201 -0.28518882  1.46272002  0.89100381
  0.9816907  -0.2830896  -0.08073913 -1.37170303  0.        ]","[[ -0.43907467  -0.18173393   0.16962546   0.1027469 ]
 [-12.77410717  -1.45870465   0.           0.        ]]",-0.20949719634,[ 0.20621044  0.64979459],-5.0538,[ 0.00503651 -0.52582681]
5,[ 0.89310193  1.20305288],"[ 0.87450572  1.70813003 -0.82120649 -0.29003022  1.46271863  0.89100333
  1.01022864  0.08465311 -0.30057637 -1.6609564   0.        ]","[[ -0.68384726  -0.18480621   0.16962546   0.1027469 ]
 [-11.70669356   1.14280425   0.           0.        ]]",-0.250793410634,[ 0.32785705  1.80674779],-5.32921,[ 0.00503651 -0.52582681]
6,[ 0.91646624  1.56275737],"[ 0.65956122  1.72113561 -1.04983726 -0.19129155  1.46271723  0.89100284
  1.05105533  0.64110073 -0.50701078 -1.84136902  0.        ]","[[ -0.90265989  -0.12245428   0.16962546   0.1027469 ]
 [-10.17964781   5.07926195   0.           0.        ]]",-0.279880793172,[ 0.03043075  0.93899249],-5.53046,[ 0.00503651 -0.52582681]
7,[ 0.79519987  2.08158278],"[ 0.42664133  1.73118134 -1.21042403  0.0291973   1.46271584  0.89100235
  1.05961958  1.15244188 -0.666795   -1.94195516  0.        ]","[[-1.10303863  0.01542527  0.16962546  0.1027469 ]
 [-9.85929752  8.69662782  0.          0.        ]]",-0.298583918151,[ 1.59350899  2.29639692],-6.0604,[ 0.00503651 -0.52582681]
8,[ 0.46751848  2.62578106],"[ 0.2281254   1.69625754 -1.2985897   0.36570695  1.46271444  0.89100187
  1.17055857  1.68758904 -0.72952701 -1.9624061   0.        ]","[[ -1.25859232   0.22734179   0.16962546   0.1027469 ]
 [ -5.70986929  12.48241223   0.           0.        ]]",-0.303682271425,[ 0.47848155  2.49816324],-6.03958,[ 0.00503651 -0.52582681]
9,[-0.36729008  3.08475995],"[ 0.10276367  1.55500189 -1.33537237  0.79278936  1.46271304  0.89100138
  1.22415175  2.21225885 -0.67384679 -1.89047324  0.        ]","[[ -1.35267823   0.51423045   0.16962546   0.1027469 ]
 [ -3.70531446  16.19409326   0.           0.        ]]",-0.291830150456,[-1.90851577  3.10517443],-4.81867,[ 0.00503651 -0.52582681]
10,[-1.50408387  2.63353229],"[-0.0512958   1.24222282 -1.36250523  1.23424567  1.46271165  0.8910009
  1.12031081  2.7268197  -0.6274269  -1.75760972  0.        ]","[[ -1.4657524    0.8746362    0.16962546   0.1027469 ]
 [ -7.58919875  19.8342866    0.           0.        ]]",-0.272081001794,[-0.20671728  3.06673033],-4.90942,[ 0.00503651 -0.52582681]
11,[-2.47335243  1.93734634],"[-0.26989735  0.72323185 -1.36859918  1.55178032  1.46271025  0.89100041
  1.10244285  3.23100786 -0.6459554  -1.56848439  0.        ]","[[ -1.62424239   1.30710958   0.16962546   0.1027469 ]
 [ -8.25747805  23.40113768   0.           0.        ]]",-0.247162105158,[-2.46613412  0.79625877],-3.94126,[ 0.00503651 -0.52582681]
12,[-3.23166537  0.96153986],"[-0.54673121  0.05524676 -1.32184231  1.56448477  1.46270886  0.89099992
  1.00100078  3.61121056 -0.74800398 -1.32202068  0.        ]","[[ -1.82745837   1.80212103   0.16962546   0.1027469 ]
 [-12.05164511  26.09091734   0.           0.        ]]",-0.219410211076,[-4.86976216  2.21375717],-2.37089,[ 0.00503651 -0.52582681]
13,[-3.60111928 -0.40232033],"[-0.90031848 -0.59848388 -1.16217993  1.13515971  1.46270746  0.89099944
  0.90153879  4.09781713 -0.95122456 -1.03051461  0.        ]","[[ -2.10581495   2.35848077   0.16962546   0.1027469 ]
 [-15.7717564   29.53349104   0.           0.        ]]",-0.197557589348,[-5.6819398  -0.23903523],-2.34999,[ 0.00503651 -0.52582681]
14,[-3.21118331 -0.79428053],"[-1.26681745 -0.96630245 -0.82108596  0.33514059  1.46270606  0.89099895
  0.80402554  3.88126291 -1.19788448 -0.70504689  0.        ]","[[ -2.45784286   2.93378069   0.16962546   0.1027469 ]
 [-19.41898314  28.00164112   0.           0.        ]]",-0.188828336895,[-4.16635444 -0.27710346],-3.35244,[ 0.00503651 -0.52582681]
15,[-2.25051689  0.25188929],"[-1.53105286 -0.99408549 -0.26126077 -0.07198185  1.46270467  0.89099847
  0.70841287  0.08105432 -1.28524291 -0.55057523  0.        ]","[[ -2.88210514   3.18931379   0.16962546   0.1027469 ]
 [-22.99512572   1.11745661   0.           0.        ]]",-0.187077634477,[-2.70915881  0.94174937],-3.78032,[ 0.00503651 -0.52582681]
16,[-2.44866848  0.44258732],"[-1.53914302 -0.99560646  0.46999386 -0.00627902  1.46270327  0.89099798
  0.61472111 -0.55724473 -1.26982314 -0.62343796  0.        ]","[[ -3.37716822   3.14830073   0.16962546   0.1027469 ]
 [-26.49942381  -3.39812456   0.           0.        ]]",-0.190567251469,[-2.47114204 -0.41168553],-4.31496,[ 0.00503651 -0.52582681]
17,[-2.69962144  0.37939918],"[-1.15836143 -0.99160308  1.19226917  0.12765753  1.46270188  0.89099749
  0.52288913 -0.77819659 -1.33480478 -0.7054701   0.        ]","[[ -3.94161875   3.06465563   0.16962546   0.1027469 ]
 [-29.93416255  -4.96122767   0.           0.        ]]",-0.204699955481,[-3.68515712 -0.63032496],-4.4419,[ 0.00503651 -0.52582681]
18,[-2.93298984  0.1431918 ],"[-0.38653009 -0.96839629  1.59980479  0.32323151  1.46270048  0.89099701
  0.43288047 -1.1172133  -1.48354188 -0.69063504  0.        ]","[[ -4.57408028   2.9413688    0.16962546   0.1027469 ]
 [-33.30070559  -7.35957035   0.           0.        ]]",-0.221501565512,[-3.80426021  1.22651958],-4.846,[ 0.00503651 -0.52582681]
19,[-3.0184052  -0.12259895],"[ 0.53850194 -0.93219785  1.38545755  0.48764681  1.46269908  0.89099652
  0.34466616 -0.53712173 -1.55409814 -0.5181528   0.        ]","[[ -5.27319842   2.83535341   0.16962546   0.1027469 ]
 [-36.60013623  -3.25577602   0.           0.        ]]",-0.219286845451,[-1.9111137 -0.5485613],-5.57142,[ 0.00503651 -0.52582681]
20,[-2.85904646  0.02302839],"[ 1.14364641 -0.89193765  0.48442378  0.61753814  1.46269769  0.89099604
  0.25819548 -0.83536312 -1.42214749 -0.32673026  0.        ]","[[ -6.03765189   2.74907022   0.16962546   0.1027469 ]
 [-39.83435103  -5.36565543   0.           0.        ]]",-0.191846833378,[-3.21614513  0.77253145],-5.16448,[ 0.00503651 -0.52582681]
21,[-2.44598937  1.1079129 ],"[ 0.95695185 -0.84895426 -0.69989331  0.72761112  1.46269629  0.89099555
  0.17344364 -0.38841163 -1.1377331  -0.32666215  0.        ]","[[ -6.8661432    2.6734832    0.16962546   0.1027469 ]
 [-43.00427707  -2.20374683   0.           0.        ]]",-0.153949827269,[-4.42157624  1.31550452],-3.82758,[ 0.00503651 -0.52582681]
22,[-2.17955637  1.45853519],"[-0.06293253 -0.84651508 -1.36377527  0.7332529   1.4626949   0.89099506
  0.09035541  0.17689496 -0.9899564  -0.59427834  0.        ]","[[ -7.75740814   2.66953451   0.16962546   0.1027469 ]
 [-46.1119802    1.79545237   0.           0.        ]]",-0.155894541673,[-2.71988693  2.09128284],-3.16832,[ 0.00503651 -0.52582681]
23,[-2.29067016  1.24140823],"[-1.23942821 -0.88968274 -0.85628006  0.62389673  1.4626935   0.89099458
  0.00889403  0.73097447 -1.1370108  -0.83587298  0.        ]","[[ -8.71021684   2.74477175   0.16962546   0.1027469 ]
 [-49.15883533   5.71522774   0.           0.        ]]",-0.194215710425,[-2.53702765  2.43609696],-3.12964,[ 0.00503651 -0.52582681]
24,[-2.55120993  0.92181832],"[-1.51617827 -0.95525807  0.56067677  0.39160249  1.4626921   0.89099409
 -0.0709646   1.27417077 -1.34912043 -0.8089585   0.        ]","[[ -9.72336201   2.89763029   0.16962546   0.1027469 ]
 [-52.1457435    9.55801531   0.           0.        ]]",-0.214879506086,[-0.6133527   1.30214335],-4.22848,[ 0.00503651 -0.52582681]
25,[-2.83915734  0.23030046],"[-0.49115941 -0.99093767  1.57960531  0.13735494  1.46269071  0.89099361
 -0.10831465  0.3233523  -1.38161426 -0.69410823  0.        ]","[[-10.78029331   3.05858418   0.16962546   0.1027469 ]
 [-53.54272697   2.83155784   0.           0.        ]]",-0.209385507911,[-1.47703051  0.41475023],-5.36973,[ 0.00503651 -0.52582681]
26,[-3.04887176 -0.15973869],"[ 0.87251565 -0.99155492  1.06716386  0.12831656  1.46268931  0.89099312
 -0.185837   -0.22373627 -1.42864283 -0.61228003  0.        ]","[[-11.88024052   3.06424178   0.16962546   0.1027469 ]
 [-56.44225231  -1.03875813   0.           0.        ]]",-0.209188080916,[-4.29146225  0.32878543],-5.37701,[ 0.00503651 -0.52582681]
27,[-2.61406684  0.40548533],"[ 1.03453804 -0.98859286 -0.55585618  0.1671064   1.46268792  0.89099264
 -0.2618184  -0.24011621 -1.36302348 -0.51327239  0.        ]","[[-13.03759932   3.0399412    0.16962546   0.1027469 ]
 [-59.28414246  -1.15463669   0.           0.        ]]",-0.194335947158,[-2.4465847   0.64269228],-5.14848,[ 0.00503651 -0.52582681]
28,[-2.21229911  1.13789833],"[-0.35331162 -0.98582133 -1.36103119  0.19637198  1.46268652  0.89099215
 -0.3362949  -0.17395026 -1.24068074 -0.55979408  0.        ]","[[-14.25123101   3.02156808   0.16962546   0.1027469 ]
 [-62.0697461   -0.68655387   0.           0.        ]]",-0.182267586842,[-2.48824871  0.92331594],-3.71924,[ 0.00503651 -0.52582681]
29,[-2.52323174  1.04250324],"[-1.55296858 -0.98416063 -0.15717106  0.21191267  1.46268513  0.89099166
 -0.40929764 -0.1233555  -1.25856225 -0.70167602  0.        ]","[[-15.5200217    3.01179533   0.16962546   0.1027469 ]
 [-64.80022792  -0.32862762   0.           0.        ]]",-0.19548636179,[-2.40564917  1.27513495],-3.76904,[ 0.00503651 -0.52582681]
30,[-2.89124608  0.43687043],"[-0.7792541  -0.98335645  1.47451438  0.2190249   1.46268373  0.89099118
 -0.48085579 -0.09717249 -1.40629448 -0.71653394  0.        ]","[[-16.84287993   3.00731869   0.16962546   0.1027469 ]
 [-67.47667907  -0.14339933   0.           0.        ]]",-0.214064050143,[-4.06203292  0.43818101],-4.59229,[ 0.00503651 -0.52582681]
31,[-3.11041784  0.3081232 ],"[ 0.91925588 -0.98289014  1.00188556  0.22303905  1.46268233  0.89099069
 -0.55099764 -0.09135795 -1.45206174 -0.56569192  0.        ]","[[-18.21873573   3.00479085   0.16962546   0.1027469 ]
 [-70.10015843  -0.10226533   0.           0.        ]]",-0.20902888835,[-3.40023457  1.16914974],-5.53993,[ 0.00503651 -0.52582681]
32,[-2.65680528  0.91398293],"[ 0.76915281 -0.98271037 -0.9457737   0.22456353  1.46268094  0.89099021
 -0.61975101 -0.07898276 -1.30771381 -0.49352752  0.        ]","[[ -1.96465400e+01   3.00383059e+00   1.69625459e-01   1.02746896e-01]
 [ -7.26717061e+01  -1.47187466e-02   0.00000000e+00   0.00000000e+00]]",-0.186035520198,[-3.23784871  0.68511941],-4.42889,[ 0.00503651 -0.52582681]
33,[-2.31780863  1.39643586],"[-1.09106887 -0.98263516 -1.01504495  0.22519523  1.46267954  0.89098972
 -0.68714343 -0.07973898 -1.21825236 -0.63552474  0.        ]","[[ -2.11252646e+01   3.00343262e+00   1.69625459e-01   1.02746896e-01]
 [ -7.51923524e+01  -2.00687296e-02   0.00000000e+00   0.00000000e+00]]",-0.185399726047,[-2.70644699  0.88893858],-3.51792,[ 0.00503651 -0.52582681]
34,[-2.85854983  0.72893512],"[-1.28489495 -0.98261286  1.03991526  0.2253786   1.46267815  0.89098923
 -0.75320167 -0.07659865 -1.35541655 -0.7383964   0.        ]","[[ -2.26539015e+01   3.00331706e+00   1.69625459e-01   1.02746896e-01]
 [ -7.76630989e+01   2.14693959e-03   0.00000000e+00   0.00000000e+00]]",-0.209759757323,[-3.66647873  0.64828631],-4.18829,[ 0.00503651 -0.52582681]
35,[-3.11484289  0.45317066],"[ 0.66106368 -0.98257892  1.2918775   0.22566008  1.46267675  0.89098875
 -0.81795217 -0.07878795 -1.46159059 -0.59710185  0.        ]","[[ -2.42314625e+01   3.00313969e+00   1.69625459e-01   1.02746896e-01]
 [ -8.00849347e+01  -1.33411016e-02   0.00000000e+00   0.00000000e+00]]",-0.212292247638,[-2.91880909  1.03068852],-5.68784,[ 0.00503651 -0.52582681]
36,[-2.75848484  1.00274205],"[ 0.83840236 -0.98260261 -0.86714454  0.22545508  1.46267535  0.89098826
 -0.88142077 -0.07468922 -1.31609854 -0.49121693  0.        ]","[[ -2.58569792e+01   3.00326879e+00   1.69625459e-01   1.02746896e-01]
 [ -8.24588264e+01   1.56546366e-02   0.00000000e+00   0.00000000e+00]]",-0.186952124826,[-3.47042263  0.91597372],-4.42452,[ 0.00503651 -0.52582681]
37,[-2.41587472  1.48351848],"[-1.2115555  -0.98264302 -0.88995242  0.22510863  1.46267396  0.89098778
 -0.9436329  -0.07588827 -1.22168721 -0.65023003  0.        ]","[[ -2.75295023e+01   3.00348699e+00   1.69625459e-01   1.02746896e-01]
 [ -8.47857254e+01   7.17191433e-03   0.00000000e+00   0.00000000e+00]]",-0.186988289794,[-3.41165016  1.95199169],-3.20954,[ 0.00503651 -0.52582681]
38,[-2.9590075   0.70628321],"[-0.97259104 -0.98267755  1.35588385  0.22481134  1.46267256  0.89098729
 -1.00461336 -0.07558545 -1.39176611 -0.72736087  0.        ]","[[ -2.92481012e+01   3.00367421e+00   1.69625459e-01   1.02746896e-01]
 [ -8.70665596e+01   9.31402730e-03   0.00000000e+00   0.00000000e+00]]",-0.213173053315,[-4.46736596  0.1781756 ],-4.37914,[ 0.00503651 -0.52582681]
39,[-3.20817709  0.60981202],"[ 1.07384837 -0.98254196  0.70840603  0.22595161  1.46267117  0.8909868
 -1.06438648 -0.08458345 -1.43881228 -0.53983519  0.        ]","[[ -3.10118637e+01   3.00295585e+00   1.69625459e-01   1.02746896e-01]
 [ -8.93022395e+01  -5.43412459e-02   0.00000000e+00   0.00000000e+00]]",-0.205692290954,[-2.29786786 -0.28447112],-5.86961,[ 0.00503651 -0.52582681]
40,[-2.5135386   1.39022636],"[ 0.03324304 -0.98009542 -1.35001     0.24566119  1.46266977  0.89098632
 -1.12297562 -0.24437965 -1.23550208 -0.53329741  0.        ]","[[-32.81989573   2.99052794   0.16962546   0.1027469 ]
 [-91.49363899  -1.18479696   0.           0.        ]]",-0.179715866717,[-3.11613528  1.80748006],-3.59918,[ 0.00503651 -0.52582681]
41,[-2.77004504  1.15836442],"[-1.56835455 -0.98324381  0.29112944  0.21994606  1.46266837  0.89098583
 -1.18040423  0.20402791 -1.28870597 -0.72600017  0.        ]","[[-34.67131893   3.00673818   0.16962546   0.1027469 ]
 [-93.64163521   1.98739725   0.           0.        ]]",-0.200985561404,[-3.31497344  0.9599608 ],-3.72228,[ 0.00503651 -0.52582681]
42,[-3.1471014   0.61394733],"[ 0.38839526 -0.98564361  1.47382854  0.19801568  1.46266698  0.89098535
 -1.23670135 -0.08399472 -1.45030948 -0.63384489  0.        ]","[[ -3.65652792e+01   3.02053431e+00   1.69625459e-01   1.02746896e-01]
 [ -9.57473147e+01  -5.01763407e-02   0.00000000e+00   0.00000000e+00]]",-0.213379705564,[-1.21921748  0.27614614],-6.01726,[ 0.00503651 -0.52582681]
43,[-2.82603002  1.1533488 ],"[ 0.76436499 -0.98471323 -0.95080589  0.20679725  1.46266558  0.89098486
 -1.29187917 -0.12725166 -1.31421224 -0.49901262  0.        ]","[[-38.50093258   3.01501281   0.16962546   0.1027469 ]
 [-97.81113378  -0.3561913    0.           0.        ]]",-0.187217561507,[-3.15053355  0.86087768],-4.47157,[ 0.00503651 -0.52582681]
