timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-0.84232801  0.53692704],"[ 1.13379825  1.62560647  0.18280157 -0.50080844 -0.06753829  0.08536124
  0.83518082 -0.33206658  1.21680302  0.11636691  0.        ]","[[ 0.05925735  0.06626374 -0.00461312  0.01291566]
 [-0.00198592 -0.000453    0.          0.        ]]",-0.213679695384,[-0.75692035  0.10590115],-0.0849085,[-0.03346574 -0.19347362]
1,[-0.84330976  0.54398394],"[ 1.13561621  1.62523422  0.13728856 -0.49047313 -0.06753809  0.08536098
  0.6999376  -0.2711918   1.21985155  0.07176002  0.        ]","[[ 0.02917382  0.07047367 -0.00461312  0.01291566]
 [-2.99639706  0.4200398   0.          0.        ]]",-0.214026825631,[-0.88712515  0.34603576],-0.156878,[-0.03346574 -0.19347362]
2,[-0.84664416  0.55784804],"[ 1.13325943  1.62300142 -0.00582125 -0.43633439 -0.06753788  0.08536072
  0.54409053 -0.07384757  1.22210047 -0.06138179  0.        ]","[[ -6.53752935e-02   9.25516689e-02  -4.61311551e-03   1.29156563e-02]
 [ -6.44702447e+00   1.78321034e+00   0.00000000e+00   0.00000000e+00]]",-0.214989752102,[-3.37070077  0.52375076],0.250102,[-0.03346574 -0.19347362]
3,[-0.84173799  0.58917117],"[ 1.09916511  1.61466262 -0.25617058 -0.29925239 -0.06753768  0.08536046
  0.37114692  0.2214765   1.20297209 -0.28135979  0.        ]","[[ -2.32735037e-01   1.48683755e-01  -4.61311551e-03   1.29156563e-02]
 [ -1.02762044e+01   3.82318520e+00   0.00000000e+00   0.00000000e+00]]",-0.216306974971,[-2.90563638  1.24831255],-0.252521,[-0.03346574 -0.19347362]
4,[-0.85264826  0.61727476],"[ 0.98358349  1.58550883 -0.6007334  -0.02140286 -0.06753747  0.0853602
  0.20158815  0.78393065  1.13211281 -0.56167763  0.        ]","[[ -4.75926313e-01   2.64129315e-01  -4.61311551e-03   1.29156563e-02]
 [ -1.40304438e+01   7.70838861e+00   0.00000000e+00   0.00000000e+00]]",-0.217067537604,[-0.20540775  0.66340694],-1.5266,[-0.03346574 -0.19347362]
5,[-0.82354367  0.67175019],"[ 0.75653049  1.50921974 -0.95229682  0.39117302 -0.06753727  0.08535994
  0.17736779  1.14209731  0.99954008 -0.82613382  0.        ]","[[ -7.61915370e-01   4.43120891e-01  -4.61311551e-03   1.29156563e-02]
 [ -1.45667005e+01   1.01824927e+01   0.00000000e+00   0.00000000e+00]]",-0.215565336979,[-1.49125004  1.3861951 ],-1.38485,[-0.03346574 -0.19347362]
6,[-0.82201213  0.70226848],"[ 0.39801984  1.35066236 -1.249646    0.89187555 -0.06753706  0.08535969
  0.01161701  1.68621746  0.80029158 -1.04460573  0.        ]","[[ -1.09006979e+00   6.84483779e-01  -4.61311551e-03   1.29156563e-02]
 [ -1.82366178e+01   1.39411610e+01   0.00000000e+00   0.00000000e+00]]",-0.210008035202,[-2.85412024 -0.10424039],-1.23137,[-0.03346574 -0.19347362]
7,[-0.71573061  0.79955268],"[-0.12733341  1.1063446  -1.41644659  1.34664818 -0.06753686  0.08535943
 -0.15082209  1.58647033  0.49843421 -1.2254982   0.        ]","[[ -1.49088631e+00   9.56396698e-01  -4.61311551e-03   1.29156563e-02]
 [ -2.18332107e+01   1.32522660e+01   0.00000000e+00   0.00000000e+00]]",-0.199849024835,[-1.11541599  1.04720106],-1.36655,[-0.03346574 -0.19347362]
8,[-0.73388582  0.76875484],"[-0.76171107  0.77458182 -1.30630984  1.67759023 -0.06753666  0.08535917
 -0.31015139  2.12149838  0.11304061 -1.28616285  0.        ]","[[ -1.96294355e+00   1.25852730e+00  -4.61311551e-03   1.29156563e-02]
 [ -2.53609513e+01   1.69482759e+01   0.00000000e+00   0.00000000e+00]]",-0.183562333844,[-0.15961845  1.05519451],-1.05816,[-0.03346574 -0.19347362]
9,[-0.83990753  0.63088465],"[-1.31313329  0.31842417 -0.84739065  1.79166524 -0.06753645  0.08535891
 -0.31616383  2.64567825 -0.2272766  -1.1346985   0.        ]","[[ -2.47149834e+00   1.63382691e+00  -4.61311551e-03   1.29156563e-02]
 [ -2.54940960e+01   2.05695870e+01   0.00000000e+00   0.00000000e+00]]",-0.156762397772,[-1.14110418  0.40230449],-0.103346,[-0.03346574 -0.19347362]
10,[-0.95164633  0.46930501],"[-1.59923094 -0.17981879 -0.09645643  1.51131651 -0.06753625  0.08535865
 -0.4722785   2.81686468 -0.43852563 -0.81890077  0.        ]","[[ -3.01605967e+00   2.05708978e+00  -4.61311551e-03   1.29156563e-02]
 [ -2.89506583e+01   2.17526353e+01   0.00000000e+00   0.00000000e+00]]",-0.119680617093,[-1.76225458  1.42781206],0.571594,[-0.03346574 -0.19347362]
11,[-1.09118104  0.31343162],"[-1.45007634 -0.61102154  0.80250755  0.7538642  -0.06753604  0.08535839
 -0.62532467  3.32717091 -0.45593521 -0.42647826  0.        ]","[[ -3.62907255e+00   2.52751954e+00  -4.61311551e-03   1.29156563e-02]
 [ -3.23392928e+01   2.52786454e+01   0.00000000e+00   0.00000000e+00]]",-0.07263400592,[-1.12429429  1.21344567],0.295708,[-0.03346574 -0.19347362]
12,[-1.13570774  0.26012796],"[-0.77568051 -0.83277041  1.48611139 -0.48231572 -0.06753584  0.08535813
 -0.77530243  3.05415329 -0.21977679 -0.12685711  0.        ]","[[ -4.30917710e+00   3.06777789e+00  -4.61311551e-03   1.29156563e-02]
 [ -3.56600088e+01   2.33932522e+01   0.00000000e+00   0.00000000e+00]]",-0.0250400574881,[ 0.286164   -0.42202689],-2.05001,[-0.03346574 -0.19347362]
13,[-0.7659983   0.45531207],"[ 0.15778033 -0.83225699  1.54363363 -0.85845451 -0.06753563  0.08535787
 -0.69229203 -0.5111567  -0.14953467 -0.1260201   0.        ]","[[ -5.00394094e+00   3.22081308e+00  -4.61311551e-03   1.29156563e-02]
 [ -3.38221599e+01  -1.23713176e+00   0.00000000e+00   0.00000000e+00]]",-0.0273770955709,[-0.39351408  0.39719562],-0.705348,[-0.03346574 -0.19347362]
