timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-5.63775778 -1.33927894],"[ 1.17651899  1.7196864   0.15216248  0.14648502 -0.68709823 -0.90811019
  1.31023406 -0.06725604  1.85887048  0.93900067  0.        ]","[[ 0.01627611  0.07188356 -0.07853483 -0.10479117]
 [ 0.00218436 -0.00344585  0.          0.        ]]",-0.310609809594,[-3.11030257 -2.48480852],-3.88043,[ 0.00258759 -0.57919186]
1,[-5.11158657 -0.97708899],"[ 1.17632433  1.72253046  0.09289753  0.08433312 -0.68709795 -0.90810973
  1.20547023 -0.63368927  1.86172832  0.84987738  0.        ]","[[-0.02335573  0.0321029  -0.07853483 -0.10479117]
 [-3.95220443 -3.96143388  0.          0.        ]]",-0.306480932163,[-6.58935198 -1.17513637],-1.01877,[ 0.00258759 -0.57919186]
2,[-4.36886072 -0.3640345 ],"[ 1.16292747  1.71814401 -0.08277467 -0.10035449 -0.68709767 -0.90810927
  1.10277746 -1.18891114  1.83518922  0.58629916  0.        ]","[[-0.1412909  -0.08605157 -0.07853483 -0.10479117]
 [-7.8284245  -7.84108508  0.          0.        ]]",-0.292240992332,[-5.17366936  0.76658853],-1.73254,[ 0.00258759 -0.57919186]
3,[-4.55174398 -0.37662151],"[ 1.09940715  1.69274865 -0.36527563 -0.29333217 -0.68709739 -0.90810882
  1.00204083 -0.73207852  1.71064706  0.22573563  0.        ]","[[ -0.33600981  -0.21084555  -0.07853483  -0.10479117]
 [-11.63081296  -4.64894191   0.           0.        ]]",-0.26730145084,[-4.58547352 -0.6387379 ],-1.65702,[ 0.00258759 -0.57919186]
4,[-3.47839308  0.46336514],"[ 0.93058324  1.64972621 -0.72398894 -0.47030215 -0.68709711 -0.90810836
  0.90334957 -1.08062163  1.42541134 -0.16252832  0.        ]","[[ -0.60600141  -0.32826051  -0.07853483  -0.10479117]
 [-15.35600038  -7.08441203   0.           0.        ]]",-0.229736459709,[-3.14186955  1.52886038],-2.49888,[ 0.00258759 -0.57919186]
5,[-3.64198971  0.68107611],"[ 0.59876573  1.59859849 -1.08844738 -0.61640085 -0.68709683 -0.9081079
  0.80654167 -0.49362243  0.94717839 -0.47099727  0.        ]","[[ -0.94978437  -0.4287956   -0.07853483  -0.10479117]
 [-19.01010178  -2.98272148   0.           0.        ]]",-0.178948712796,[-3.19746345  0.12964893],-2.25243,[ 0.00258759 -0.57919186]
6,[-3.324507    1.42837977],"[ 0.07575695  1.56594811 -1.33639066 -0.69210166 -0.68709655 -0.90810744
  0.71168464 -0.41139766  0.32461188 -0.57212785  0.        ]","[[ -1.36591022  -0.48268594  -0.07853483  -0.10479117]
 [-22.59056756  -2.40817203   0.           0.        ]]",-0.120429271802,[-3.15346104  1.17418795],-3.28644,[ 0.00258759 -0.57919186]
7,[-4.18045187  1.8832252 ],"[-0.59026837  1.56083926 -1.3085359  -0.70307197 -0.68709628 -0.90810698
  0.61867547  0.16244455 -0.33849808 -0.36909734  0.        ]","[[ -1.85294636  -0.49061877  -0.07853483  -0.10479117]
 [-26.10128602   1.60158304   0.           0.        ]]",-0.0747192754564,[-3.97056875  2.53133183],-3.69296,[ 0.00258759 -0.57919186]
8,[-5.26050854  1.61238694],"[-1.23345475  1.60405654 -0.87180865 -0.60264503 -0.687096   -0.90810653
  0.5275175   0.72496251 -0.85882397  0.1516715   0.        ]","[[ -2.40949579  -0.41915009  -0.07853483  -0.10479117]
 [-29.54213032   5.53221007   0.           0.        ]]",-0.100581940016,[-5.75348881  1.62809018],-2.92061,[ 0.00258759 -0.57919186]
9,[-5.576262   0.7618053],"[-1.57962882  1.67340592 -0.03250666 -0.38298042 -0.68709572 -0.90810607
  0.43817061  1.2763371  -1.06123087  0.9091615   0.        ]","[[ -3.03417579  -0.26984937  -0.07853483  -0.10479117]
 [-32.91461436   9.38497596   0.           0.        ]]",-0.171076331596,[-6.86432328  0.97644708],-2.13131,[ 0.00258759 -0.57919186]
