timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-7.86541414 -3.30666566],"[ 1.1282919   1.67115076  0.13671517  0.19449085 -1.52231199  0.15396778
  1.23798783 -0.04368494  2.50394895  0.06381694  0.        ]","[[-0.01488584  0.05271511 -0.17528484  0.01793663]
 [ 0.00139066 -0.00402638  0.          0.        ]]",-0.38549740974,[-6.75529858 -3.62591618],-5.10768,[-0.19604115 -0.72911292]
1,[-7.12406588 -2.86866856],"[ 1.12638248  1.67302329  0.07662082  0.13710091 -1.52231109  0.15396776
  1.13790377 -0.63850851  2.50287613 -0.02074015  0.        ]","[[-0.05453338  0.01292298 -0.17528484  0.01793663]
 [-3.95298134 -3.96200168  0.          0.        ]]",-0.386054879612,[-9.35198579 -2.6217717 ],-3.22886,[-0.19604115 -0.72911292]
2,[-6.05929899 -2.1520741 ],"[ 1.10785559  1.66520185 -0.10102385 -0.03314503 -1.52231018  0.15396773
  1.0397979  -1.22155876  2.46495731 -0.26919479  0.        ]","[[-0.17248401 -0.10524272 -0.17528484  0.01793663]
 [-7.82919651 -7.84163913  0.          0.        ]]",-0.385155056976,[-5.91005387 -2.32257234],-4.94331,[-0.19604115 -0.72911292]
3,[-4.40791893 -1.08878911],"[ 1.03594916  1.60894769 -0.38520715 -0.30833507 -1.52230928  0.1539677
  0.94362467 -1.79306006  2.29415087 -0.64668255  0.        ]","[[ -0.36719211  -0.30023034  -0.17528484   0.01793663]
 [-11.62905485 -11.64443515   0.           0.        ]]",-0.375368518176,[-4.2884003  -2.25176504],-4.76355,[-0.19604115 -0.72911292]
4,[-2.44147801  0.40953705],"[ 0.85619859  1.44585542 -0.74302141 -0.66092711 -1.52230837  0.15396767
  0.84932937 -2.35322026  1.87511013 -1.03529026  0.        ]","[[ -0.63715147  -0.57051713  -0.17528484   0.01793663]
 [-15.35471699 -15.37177803   0.           0.        ]]",-0.345488916141,[-2.01004319  0.26550308],-4.31953,[-0.19604115 -0.72911292]
5,[-1.86945128  1.25499666],"[ 0.51273554  1.16964173 -1.10111947 -0.97926947 -1.52230747  0.15396764
  0.75682076 -2.14917867  1.22414454 -1.2129462   0.        ]","[[ -9.80916565e-01  -8.64331361e-01  -1.75284839e-01   1.79366259e-02]
 [ -1.90097875e+01  -1.40140918e+01   0.00000000e+00   0.00000000e+00]]",-0.288543803798,[-0.69055893  1.94395027],-3.93486,[-0.19604115 -0.72911292]
6,[-2.60424852  1.84989333],"[-0.00249396  0.88634604 -1.33127136 -1.16902111 -1.52230657  0.15396762
  0.69709782 -1.51209107  0.56666738 -1.05488991  0.        ]","[[ -1.38478849e+00  -1.10208067e+00  -1.75284839e-01   1.79366259e-02]
 [ -2.13694747e+01  -9.77488956e+00   0.00000000e+00   0.00000000e+00]]",-0.211914456234,[-2.43605377  1.26968758],-3.96451,[-0.19604115 -0.72911292]
7,[-4.28185654  1.83165026],"[-0.6383823   0.68256026 -1.29967061 -1.25369233 -1.52230566  0.15396759
  0.60758106 -0.88748406  0.09050843 -0.6226627   0.        ]","[[ -1.84766547e+00  -1.25587945e+00  -1.75284839e-01   1.79366259e-02]
 [ -2.49063368e+01  -5.61872871e+00   0.00000000e+00   0.00000000e+00]]",-0.124274927502,[-4.92686172  1.67320921],-4.94824,[-0.19604115 -0.72911292]
8,[-5.68675995  1.47405422],"[-1.26386852  0.5839538  -0.88673541 -1.28211614 -1.52230476  0.15396756
  0.51985486 -0.27513594 -0.10402905 -0.02023664  0.        ]","[[ -2.38057031e+00  -1.32737360e+00  -1.75284839e-01   1.79366259e-02]
 [ -2.83724539e+01  -1.54413764e+00   0.00000000e+00   0.00000000e+00]]",-0.0296376453834,[-5.4417866   1.60287876],-5.94324,[-0.19604115 -0.72911292]
9,[-6.21530867  0.84048969],"[-1.62903748  0.59674707 -0.08158838 -1.27885765 -1.52230385  0.15396753
  0.43388873  0.32520979  0.05201741  0.61165525  0.        ]","[[ -2.98210001e+00  -1.31817737e+00  -1.75284839e-01   1.79366259e-02]
 [ -3.17690300e+01   2.45058912e+00   0.00000000e+00   0.00000000e+00]]",-0.0744377662666,[-5.08270236  0.74991601],-6.13179,[-0.19604115 -0.72911292]
10,[-6.61920452 -0.15716618],"[-1.47056038  0.70443254  0.8987757  -1.2463294  -1.52230295  0.1539675
  0.3496534   0.76498201  0.57332534  1.09198775  0.        ]","[[ -3.65087485e+00  -1.23980686e+00  -1.75284839e-01   1.79366259e-02]
 [ -3.50972212e+01   5.37685335e+00   0.00000000e+00   0.00000000e+00]]",-0.175766950651,[-6.55987402  0.11472666],-4.92037,[-0.19604115 -0.72911292]
11,[-6.94899178 -1.22411633],"[-0.70458736  0.85201453  1.59572329 -1.18592517 -1.52230204  0.15396747
  0.26711527  0.81819135  1.37102114  1.18649363  0.        ]","[[ -4.38553973e+00  -1.12871870e+00  -1.75284839e-01   1.79366259e-02]
 [ -3.83583553e+01   5.73091211e+00   0.00000000e+00   0.00000000e+00]]",-0.269952287546,[-7.56256261 -1.59610918],-3.35852,[-0.19604115 -0.72911292]
12,[-7.05538702 -1.77469063],"[ 0.3722426   0.94600927  1.50991996 -1.13683726 -1.52230114  0.15396745
  0.18623225  0.2071253   2.12495586  0.67114938  0.        ]","[[ -5.18476906e+00  -1.05489785e+00  -1.75284839e-01   1.79366259e-02]
 [ -4.15540949e+01   1.66485381e+00   0.00000000e+00   0.00000000e+00]]",-0.33927918641,[-6.60249651 -1.438339  ],-2.27543,[-0.19604115 -0.72911292]
13,[-6.72727728 -1.6765765 ],"[ 1.09001791  0.93764934  0.51377292 -1.14156726 -1.52230024  0.15396742
  0.10692041 -0.39170973  2.23912497 -0.33687764  0.        ]","[[ -6.04728966e+00  -1.06158203e+00  -1.75284839e-01   1.79366259e-02]
 [ -4.46877563e+01  -2.31981891e+00   0.00000000e+00   0.00000000e+00]]",-0.355201122233,[-6.553949   -1.29520867],-1.08519,[-0.19604115 -0.72911292]
14,[-4.19823503  0.41207823],"[ 0.81219327  0.82799449 -0.80462893 -1.19708478 -1.52229933  0.15396739
  0.02913707 -0.97850781  1.38111259 -1.08456074  0.        ]","[[ -6.97187667e+00  -1.14715667e+00  -1.75284839e-01   1.79366259e-02]
 [ -4.77610256e+01  -6.22439847e+00   0.00000000e+00   0.00000000e+00]]",-0.291967383783,[-3.09881637  0.70376742],-2.75616,[-0.19604115 -0.72911292]
15,[-5.09198523  1.12864769],"[-0.40226999  0.70098414 -1.34933856 -1.24751306 -1.52229843  0.15396736
 -0.04716463 -0.53961317  0.22753639 -0.78015743  0.        ]","[[ -7.95734662e+00  -1.24234561e+00  -1.75284839e-01   1.79366259e-02]
 [ -5.07757545e+01  -3.30397734e+00   0.00000000e+00   0.00000000e+00]]",-0.153248722655,[-5.47201165  1.19441574],-4.49442,[-0.19604115 -0.72911292]
16,[-6.1994195   0.95139831],"[-1.52476379  0.66609288 -0.46231742 -1.2589711  -1.52229752  0.15396733
 -0.12192834  0.06708281 -0.09662875  0.32141504  0.        ]","[[ -9.00250267e+00  -1.26792308e+00  -1.75284839e-01   1.79366259e-02]
 [ -5.37297163e+01   7.33000853e-01   0.00000000e+00   0.00000000e+00]]",-0.0259072806564,[-5.92868952  1.25726122],-5.93532,[-0.19604115 -0.72911292]
17,[-6.60939646 -0.32671097],"[-1.33683476  0.73990106  1.11459888 -1.23354279 -1.52229662  0.1539673
 -0.19516778  0.66195176  0.74823516  1.16024591  0.        ]","[[ -1.01061337e+01  -1.21355018e+00  -1.75284839e-01   1.79366259e-02]
 [ -5.66234535e+01   4.69128191e+00   0.00000000e+00   0.00000000e+00]]",-0.199726620409,[-6.41368876 -0.08808633],-4.88996,[-0.19604115 -0.72911292]
18,[-7.31570625 -1.94404054],"[ 0.11296507  0.8581069   1.62047427 -1.18300326 -1.52229571  0.15396728
 -0.26690919  0.59770328  1.98405096  0.81562489  0.        ]","[[ -1.12670426e+01  -1.12401530e+00  -1.75284839e-01   1.79366259e-02]
 [ -5.94580025e+01   4.26377117e+00   0.00000000e+00   0.00000000e+00]]",-0.325390795691,[-6.77320738 -1.55611392],-2.83472,[-0.19604115 -0.72911292]
19,[-7.30254889 -1.97457862],"[ 1.12374999  0.9155086   0.28396997 -1.15373886 -1.52229481  0.15396725
 -0.33722895 -0.00779207  2.15269707 -0.51458629  0.        ]","[[ -1.24840761e+01  -1.07916569e+00  -1.75284839e-01   1.79366259e-02]
 [ -6.22363818e+01   2.34783643e-01   0.00000000e+00   0.00000000e+00]]",-0.349895970021,[-5.88595578 -1.61577709],-1.49105,[-0.19604115 -0.72911292]
20,[-4.89749336  0.5177716 ],"[ 0.25688622  0.8709291  -1.24866183 -1.17674567 -1.5222939   0.15396722
 -0.40620597 -0.60110835  0.79150964 -1.11695786  0.        ]","[[ -1.37561442e+01  -1.11408373e+00  -1.75284839e-01   1.79366259e-02]
 [ -6.49617083e+01  -3.71316414e+00   0.00000000e+00   0.00000000e+00]]",-0.237371148734,[-5.23802379  0.66076801],-3.29501,[-0.19604115 -0.72911292]
21,[-6.09464264  0.9561525 ],"[-1.38373426  0.80958919 -0.72907137 -1.20527092 -1.522293    0.15396719
 -0.47387384 -0.19415042 -0.17647228  0.02970112  0.        ]","[[ -1.50822057e+01  -1.16118057e+00  -1.75284839e-01   1.79366259e-02]
 [ -6.76353104e+01  -1.00525269e+00   0.00000000e+00   0.00000000e+00]]",-0.0203896119547,[-5.34394413  0.72298919],-6.54825,[-0.19604115 -0.72911292]
22,[-6.24546385 -0.02703261],"[-1.2712908   0.82142803  1.19673332 -1.2000375  -1.5222921   0.15396716
 -0.54016662  0.24200868  0.78866231  1.193836    0.        ]","[[ -1.64611946e+01  -1.15216900e+00  -1.75284839e-01   1.79366259e-02]
 [ -7.02545819e+01   1.89696434e+00   0.00000000e+00   0.00000000e+00]]",-0.207361023265,[-6.56470812  0.01205069],-4.78666,[-0.19604115 -0.72911292]
