timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-0.07933041 -0.21053526],"[ 1.19415072  1.74104586  0.02822192 -0.11544899  1.27991351  1.71052752
  1.33648749 -0.09837984  0.27333579 -1.43412733  0.        ]","[[-0.05736765 -0.03824869  0.1483274   0.19730841]
 [ 0.00380314 -0.00150592  0.          0.        ]]",-0.222087024986,[-1.14137613 -0.36576723],-3.66226,[-0.00353957 -0.4787558 ]
1,[ 0.01607245 -0.06633148],"[ 1.18993511  1.74015168 -0.03054592 -0.13959301  1.27991233  1.71052517
  1.22947881 -0.30003777  0.26610287 -1.50521663  0.        ]","[[-0.09697721 -0.0527942   0.1483274   0.19730841]
 [-3.95159226 -1.44822902  0.          0.        ]]",-0.231309874208,[-1.54786895  0.81429412],-3.73783,[-0.00353957 -0.4787558 ]
2,[ 0.13631296  0.20249984],"[ 1.16466246  1.74040229 -0.20385011 -0.13347208  1.27991115  1.71052281
  1.12453765  0.15359891  0.23523694 -1.67789751  0.        ]","[[-0.21492806 -0.04910576  0.1483274   0.19730841]
 [-7.83057194  1.80622346  0.          0.        ]]",-0.253505126481,[ 0.07561952  0.36820778],-4.17141,[-0.00353957 -0.4787558 ]
3,[ 0.30510068  0.54710531],"[ 1.1045108   1.74202273 -0.4204285  -0.04977161  1.27990997  1.71052046
  1.13680494  0.35181391  0.18051966 -1.85954701  0.        ]","[[ -3.66989632e-01   1.28633621e-03   1.48327402e-01   1.97308414e-01]
 [ -7.37709382e+00   3.22824567e+00   0.00000000e+00   0.00000000e+00]]",-0.276676524287,[ 0.95038766  0.68802377],-4.61615,[-0.00353957 -0.4787558 ]
4,[ 0.29116309  0.79440099],"[ 1.04339019  1.73625837 -0.56753494  0.10162009  1.27990879  1.71051811
  1.24243452  0.72243112  0.14470951 -1.94350967  0.        ]","[[-0.47535654  0.09252841  0.1483274   0.19730841]
 [-3.47259305  5.88710572  0.          0.        ]]",-0.287346686086,[-0.06451244 -0.56483187],-4.492,[-0.00353957 -0.4787558 ]
5,[ 0.37597317  1.02033234],"[ 0.9952611   1.71861655 -0.66008698  0.25645733  1.2799076   1.71051576
  1.23741176  0.39444842  0.12670338 -1.97145324  0.        ]","[[-0.54667071  0.18666222  0.1483274   0.19730841]
 [-3.65821213  3.53411568  0.          0.        ]]",-0.290813520208,[-0.28573968  1.39819608],-4.6651,[-0.00353957 -0.4787558 ]
6,[ 0.23546362  1.39760852],"[ 0.93107018  1.68328004 -0.76377687  0.43337878  1.27990642  1.71051341
  1.20874731  0.9366746   0.10094511 -2.00238221  0.        ]","[[-0.63046535  0.29637429  0.1483274   0.19730841]
 [-4.7177183   7.42412115  0.          0.        ]]",-0.294584771058,[ 1.1044419   1.56018295],-5.22333,[-0.00353957 -0.4787558 ]
7,[ 0.00762767  1.71656907],"[ 0.88575359  1.58784091 -0.82708043  0.71995616  1.27990524  1.71051106
  1.31825828  1.46789943  0.10500425 -1.93141318  0.        ]","[[ -0.68420589   0.4830944    0.1483274    0.19730841]
 [ -0.66973872  11.23520855   0.           0.        ]]",-0.284898222633,[-0.98136103  1.71188586],-4.38634,[-0.00353957 -0.4787558 ]
8,[-0.36223152  2.39350557],"[ 0.83875395  1.38483611 -0.88599933  1.07500849  1.27990406  1.71050871
  1.21355315  1.98900159  0.09668146 -1.79439287  0.        ]","[[ -0.73643195   0.74530832   0.1483274    0.19730841]
 [ -4.53999181  14.97368921   0.           0.        ]]",-0.265910646831,[ 0.20529169  2.9875564 ],-4.28928,[-0.00353957 -0.4787558 ]
9,[-1.11694741  2.47277832],"[ 0.75963091  1.02795318 -0.97270192  1.4147793   1.27990287  1.71050636
  1.23793959  2.49955243  0.030067   -1.6369514   0.        ]","[[ -0.81818872   1.08153215   0.1483274    0.19730841]
 [ -3.63853756  18.63649792   0.           0.        ]]",-0.243087291018,[-0.2501967   2.71698046],-3.56092,[-0.00353957 -0.4787558 ]
10,[-1.84713221  2.02265239],"[ 0.67396279  0.50313356 -1.05235513  1.60434035  1.27990169  1.71050401
  1.2131071   3.00005634 -0.11698081 -1.44058038  0.        ]","[[ -0.90016971   1.49028966   0.1483274    0.19730841]
 [ -4.55640034  22.22726489   0.           0.        ]]",-0.214505205492,[-2.4994742   2.07207735],-2.41299,[-0.00353957 -0.4787558 ]
11,[-2.41619611  1.10031796],"[ 0.52663546 -0.12904319 -1.16235636  1.47896928  1.27990051  1.71050166
  1.10848873  3.49067311 -0.37723422 -1.29463521  0.        ]","[[ -1.0300958    1.97015213   0.1483274    0.19730841]
 [ -8.42345544  25.74715018   0.           0.        ]]",-0.196822878861,[-2.9633396   0.93011944],-1.97626,[-0.00353957 -0.4787558 ]
12,[-2.74332404 -0.05268598],"[ 0.26890315 -0.69802366 -1.29231601  0.91984717  1.27989933  1.7104993
  1.00591691  3.93292165 -0.7413305  -1.23820242  0.        ]","[[ -1.23660369   2.51693107   0.1483274    0.19730841]
 [-12.21486882  28.9200929    0.           0.        ]]",-0.20444637936,[-1.68564057 -0.70311517],-2.56812,[-0.00353957 -0.4787558 ]
13,[-2.08726501 -0.01785865],"[-0.11125986 -0.9481286  -1.37259086  0.08077782  1.27989815  1.71049695
  0.90534072  2.87198628 -1.13342886 -1.24417164  0.        ]","[[ -1.51819818   3.06165095   0.1483274    0.19730841]
 [-15.93252076  21.30875718   0.           0.        ]]",-0.233807597317,[-0.43264859 -0.57050455],-3.64323,[-0.00353957 -0.4787558 ]
14,[-1.07160079  1.04425132],"[-0.56537761 -0.95006383 -1.31665413 -0.15036336  1.27989696  1.7104946
  0.86750337 -0.25693652 -1.22358581 -1.23433516  0.        ]","[[ -1.85088403   3.20087547   0.1483274    0.19730841]
 [-17.33111115  -1.13893617   0.           0.        ]]",-0.240693098944,[-2.35780063  2.15711332],-3.25252,[-0.00353957 -0.4787558 ]
15,[-1.24810898  1.36751723],"[-1.03333313 -0.95242879 -1.05937466 -0.04980073  1.27989578  1.71049225
  0.76966829 -0.6012523  -1.1487177  -1.25971677  0.        ]","[[ -2.23379074   3.14032049   0.1483274    0.19730841]
 [-20.94744668  -3.60914687   0.           0.        ]]",-0.236843276502,[-0.91708985  1.43703116],-3.42589,[-0.00353957 -0.4787558 ]
16,[-1.69076943  1.32817078],"[-1.42267617 -0.9496819  -0.54256645  0.05414887  1.2798946   1.7104899
  0.68265619 -0.44711885 -1.10827687 -1.33115119  0.        ]","[[ -2.68500978   3.07771849   0.1483274    0.19730841]
 [-24.16372625  -2.50335601   0.           0.        ]]",-0.24152197782,[-0.91020482  1.32822039],-3.32302,[-0.00353957 -0.4787558 ]
