timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-1.57287037 -2.46439648],"[ 1.19794498  1.73429677 -0.0024905   0.01050998 -0.43846618  0.81916906
  1.33995551 -0.10998887  1.66204698 -0.65923517  0.        ]","[[-0.07883347  0.04999844 -0.05095342  0.09393854]
 [-0.00417876 -0.00333502  0.          0.        ]]",-0.280949710464,[-0.63782856 -2.55266684],-4.02127,[-0.00710985 -0.47959173]
1,[-1.16645324 -2.10207057],"[ 1.19474217  1.73589743 -0.04006836 -0.0564907  -0.43846598  0.81916855
  1.27132331 -0.6595522   1.6573642  -0.72927949  0.        ]","[[-0.10421651  0.01021441 -0.05095342  0.09393854]
 [-2.52573425 -3.961879    0.          0.        ]]",-0.284092892544,[-1.58444793 -1.98459607],-3.11605,[-0.00710985 -0.47959173]
2,[-0.69871211 -1.47286713],"[ 1.17636446  1.72817156 -0.17188556 -0.25524046 -0.43846579  0.81916804
  1.16505231 -1.19815955  1.61680833 -0.95541581  0.        ]","[[-0.19390543 -0.10794876 -0.05095342  0.09393854]
 [-6.43017754 -7.84151076  0.          0.        ]]",-0.293016587724,[ 2.12060961 -3.07813799],-4.56248,[-0.00710985 -0.47959173]
3,[-0.19670379 -0.69396037],"[ 1.14789516  1.67498642 -0.29845062 -0.57641886 -0.43846559  0.81916753
  1.27621909 -1.72652802  1.50980235 -1.21970345  0.        ]","[[ -0.28152869  -0.30296482  -0.05095342   0.09393854]
 [ -2.3457751  -11.64740249   0.           0.        ]]",-0.300467013349,[-0.34202298 -1.10714408],-1.58518,[-0.00710985 -0.47959173]
4,[ 0.27102783  0.16296053],"[ 1.12250915  1.52188513 -0.38336763 -0.98768054 -0.4384654   0.81916702
  1.2406775  -2.24414876  1.32518536 -1.45266515  0.        ]","[[ -0.34154424  -0.57332206  -0.05095342   0.09393854]
 [ -3.65155857 -15.37589833   0.           0.        ]]",-0.301848399815,[ 0.07449363  0.14352959],0.01736,[-0.00710985 -0.47959173]
5,[ 0.44976124  0.51489854],"[ 1.08734384  1.25830469 -0.47925528 -1.36384481 -0.4384652   0.8191665
  1.25063069 -2.12299606  1.05742767 -1.63183978  0.        ]","[[ -0.4109057   -0.87208457  -0.05095342   0.09393854]
 [ -3.28582618 -14.50325685   0.           0.        ]]",-0.295832766405,[ 1.58763905  1.15968102],0.30976,[-0.00710985 -0.47959173]
6,[ 0.28017589  0.3724246 ],"[ 1.07294154  0.98096816 -0.51366093 -1.59002516 -0.438465    0.81916599
  1.36003836 -1.53358384  0.84396305 -1.68125655  0.        ]","[[ -0.43629265  -1.11955273  -0.05095342   0.09393854]
 [  0.73395489 -10.25768015   0.           0.        ]]",-0.284817904019,[ 0.33953722 -0.22211234],1.56898,[-0.00710985 -0.47959173]
7,[ 0.28354612  0.66809791],"[ 1.08878474  0.71445606 -0.47567528 -1.7106652  -0.43846481  0.81916548
  1.39620534 -1.62752854  0.71158805 -1.65150135  0.        ]","[[ -0.40828088  -1.33149611  -0.05095342   0.09393854]
 [  2.06281633 -10.9343888    0.           0.        ]]",-0.272092948509,[-1.14184544  0.30523792],2.10487,[-0.00710985 -0.47959173]
8,[ 0.14919034  0.72603309],"[ 1.08940495  0.44386267 -0.47412601 -1.75765049 -0.43846461  0.81916497
  1.28736326 -1.42957034  0.56201788 -1.60755079  0.        ]","[[-0.40714591 -1.53587703 -0.05095342  0.09393854]
 [-1.93608689 -9.50848778  0.          0.        ]]",-0.25741087261,[ 1.06422537  1.39587756],0.566016,[-0.00710985 -0.47959173]
9,[-0.20540968  0.34111801],"[ 1.09014637  0.24530192 -0.47226807 -1.74780667 -0.43846442  0.81916446
  1.39609796 -0.85381826  0.46061901 -1.55615896  0.        ]","[[-0.4057855  -1.68443683 -0.05095342  0.09393854]
 [ 2.05897561 -5.3612902   0.          0.        ]]",-0.245317933326,[ 1.6111742  -0.15947517],0.386907,[-0.00710985 -0.47959173]
