timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-1.41316652 -1.84833825],"[ 1.16058817  1.69768794  0.23250447  0.15163771  0.60554088  0.69599612
  1.28699306 -0.0544639   0.80498127 -0.28914569  0.        ]","[[ 0.0613433   0.0494048   0.07044055  0.08026704]
 [ 0.00441332 -0.00197249  0.          0.        ]]",-0.151915771914,[-1.4108008  -2.27923271],-6.43274,[-0.07612489 -0.59365433]
1,[-1.07555783 -1.45476103],"[ 1.16286299  1.69931966  0.17312574  0.09121211  0.60554068  0.69599587
  1.18357447 -0.63089693  0.81043819 -0.37638364  0.        ]","[[ 0.02175562  0.00965333  0.07044055  0.08026704]
 [-3.95001836 -3.95998825  0.          0.        ]]",-0.158192861667,[-0.53970203 -2.01293524],-6.54054,[-0.07612489 -0.59365433]
2,[-0.3892909  -0.65735817],"[ 1.15899649  1.69120197  0.02368092 -0.08812649  0.60554048  0.69599562
  1.12982052 -1.19602374  0.79561872 -0.60935823  0.        ]","[[-0.07786688 -0.10847961  0.07044055  0.08026704]
 [-6.00540643 -7.8403739   0.          0.        ]]",-0.174988811742,[-0.00568792 -1.21328106],-6.09058,[-0.07612489 -0.59365433]
3,[ 0.4002215   0.28816923],"[ 1.13642327  1.63579067 -0.15337876 -0.37793112  0.60554028  0.69599536
  1.13237104 -1.75007894  0.70361267 -0.91408298  0.        ]","[[ -0.1969957   -0.30345764   0.07044055   0.08026704]
 [ -5.90785703 -11.64474498   0.           0.        ]]",-0.196728879502,[ 0.40245374  1.04460682],-5.37683,[-0.07612489 -0.59365433]
4,[ 0.50520515  0.02098877],"[ 1.1021839   1.53277679 -0.30037197 -0.64500616  0.60554008  0.69599511
  1.17701537 -1.13992677  0.55221688 -1.15770504  0.        ]","[[-0.29802535 -0.49431756  0.07044055  0.08026704]
 [-4.20074717 -7.45520437  0.          0.        ]]",-0.214032225442,[ 1.00959166 -0.4144401 ],-4.35838,[-0.07612489 -0.59365433]
5,[ 0.80392456  0.55292708],"[ 1.08326772  1.40844659 -0.36234306 -0.85402634  0.60553987  0.69599486
  1.2826581  -1.35762764  0.4187904  -1.28432704  0.        ]","[[-0.34151065 -0.65841984  0.07044055  0.08026704]
 [-0.16121024 -8.95003082  0.          0.        ]]",-0.222470500189,[ 0.50882875  0.59160683],-3.85528,[-0.07612489 -0.59365433]
6,[ 0.59776306  0.34452438],"[ 1.09095554  1.26507042 -0.33822932 -1.02724671  0.60553967  0.69599461
  1.33536245 -0.99076117  0.33096447 -1.32315319  0.        ]","[[-0.32451517 -0.81214615  0.07044055  0.08026704]
 [ 1.85410286 -6.43098381  0.          0.        ]]",-0.223400651926,[-0.01462995  0.76773224],-3.77048,[-0.07612489 -0.59365433]
7,[ 0.26845726 -0.0425166 ],"[ 1.10603521  1.16291811 -0.28652649 -1.12323709  0.60553947  0.69599436
  1.33286218 -0.52949082  0.29580558 -1.31748994  0.        ]","[[-0.2883922  -0.90898763  0.07044055  0.08026704]
 [ 1.75853349 -3.26372023  0.          0.        ]]",-0.221071735406,[ 1.86502053 -0.12036419],-4.24513,[-0.07612489 -0.59365433]
8,[ 0.1016399   0.10587152],"[ 1.13165623  1.08470102 -0.1781813  -1.18517601  0.60553927  0.69599411
  1.43542994 -0.58965237  0.31232394 -1.26632339  0.        ]","[[-0.21387154 -0.97840704  0.07044055  0.08026704]
 [ 5.68050251 -3.67681448  0.          0.        ]]",-0.214734662775,[-0.67948058  0.42456451],-3.52965,[-0.07612489 -0.59365433]
9,[-0.26121211 -0.14811222],"[ 1.15179909  1.01894168 -0.05172561 -1.23067095  0.60553907  0.69599385
  1.36216814 -0.33409375  0.34339056 -1.19962839  0.        ]","[[-0.12836769 -1.03433698  0.07044055  0.08026704]
 [ 2.87919467 -1.92204915  0.          0.        ]]",-0.207098417844,[-0.38901907  0.11873294],-3.66375,[-0.07612489 -0.59365433]
10,[-0.39874291 -0.19470519],"[ 1.15797482  0.97867353  0.01031536 -1.25585222  0.60553887  0.6959936
  1.32041933 -0.26001579  0.35227127 -1.16863835  0.        ]","[[-0.08680024 -1.06767446  0.07044055  0.08026704]
 [ 1.28286006 -1.41340132  0.          0.        ]]",-0.203352070588,[ 0.43529635  0.19904273],-4.03703,[-0.07612489 -0.59365433]
11,[-0.5779928  -0.30911925],"[ 1.16183758  0.95405081  0.07425205 -1.27030944  0.60553866  0.69599335
  1.36479322 -0.14122498  0.36994928 -1.13218214  0.        ]","[[-0.04411877 -1.08775874  0.07044055  0.08026704]
 [ 2.9796414  -0.59773747  0.          0.        ]]",-0.19938971868,[-0.92779661 -1.60375091],-2.86462,[-0.07612489 -0.59365433]
12,[-0.34143355  0.3345426 ],"[ 1.16285048  0.88967882  0.1075306  -1.30491999  0.60553846  0.6959931
  1.26726925 -0.71601659  0.34998966 -1.12603984  0.        ]","[[-0.02194009 -1.13931232  0.07044055  0.08026704]
 [-0.74939777 -4.54448188  0.          0.        ]]",-0.197484259386,[ 0.15127822  0.57152058],-3.75323,[-0.07612489 -0.59365433]
13,[-0.45689055  0.13889909],"[ 1.16252737  0.80336653  0.09426331 -1.34455637  0.60553826  0.69599285
  1.28329372 -0.37336149  0.29549198 -1.15310945  0.        ]","[[-0.03078022 -1.20659553  0.07044055  0.08026704]
 [-0.13663093 -2.19167981  0.          0.        ]]",-0.198414455808,[-0.25954156  0.55880386],-3.90269,[-0.07612489 -0.59365433]
14,[-0.58059335 -0.16858548],"[ 1.16185523  0.77569271  0.07473652 -1.35571767  0.60553806  0.6959926
  1.25649024 -0.04476403  0.27026264 -1.17014043  0.        ]","[[-0.0437957  -1.22779116  0.07044055  0.08026704]
 [-1.16149837  0.06459726  0.          0.        ]]",-0.199594538128,[-0.77679828  0.13772489],-3.8746,[-0.07612489 -0.59365433]
