timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-0.14858294 -0.94355339],"[ 1.21380422  1.78285035 -0.0316057  -0.26611022  0.55740206  1.10784837
  1.3234872  -0.23135787  0.85917048 -0.95838042  0.        ]","[[-0.09232132  0.06308038  0.06397029  0.12817596]
 [-0.00482231  0.00193616  0.          0.        ]]",-0.202381449098,[ 0.1638575  -1.26281455],-1.8923,[ 0.02002499 -0.40780166]
1,[-0.04772043 -0.86446977],"[ 1.2145902   1.78508462 -0.02212326 -0.34703761  0.55740162  1.10784686
  1.34190248 -0.76921343  0.85839058 -0.9810203   0.        ]","[[-0.08589778  0.02338834  0.06397029  0.12817596]
 [ 0.64500757 -3.95794138  0.          0.        ]]",-0.20440864029,[ 0.55543735 -1.75989258],-1.65729,[ 0.02002499 -0.40780166]
2,[ 0.04664519 -0.75034857],"[ 1.21787314  1.77958656  0.02937835 -0.58779609  0.55740117  1.10784534
  1.40385549 -1.29650008  0.85336193 -1.02333907  0.        ]","[[-0.05106492 -0.09472065  0.06397029  0.12817596]
 [ 2.83099436 -7.84001623  0.          0.        ]]",-0.207908805684,[ 1.23016889 -0.46929441],-1.2544,[ 0.02002499 -0.40780166]
3,[ 0.03252009 -0.84144652],"[ 1.21829174  1.7386272   0.17124094 -0.9364365   0.55740072  1.10784383
  1.51440307 -1.52800957  0.84244642 -1.01491185  0.        ]","[[ 0.04469047 -0.26862269  0.06397029  0.12817596]
 [ 6.73157009 -9.54448957  0.          0.        ]]",-0.206025136671,[ 0.63274636 -1.07896907],0.333439,[ 0.02002499 -0.40780166]
4,[ 0.04013351 -0.67449194],"[ 1.1913345   1.6273107   0.40399655 -1.3684926   0.55740027  1.10784232
  1.58161244 -2.04025939  0.81471619 -0.95307425  0.        ]","[[  0.20311551  -0.49735253   0.06397029   0.12817596]
 [  9.10305047 -13.31589479   0.           0.        ]]",-0.197390956106,[-1.04789707 -0.2792835 ],1.58305,[ 0.02002499 -0.40780166]
5,[-0.03125125 -0.62777102],"[ 1.13906969  1.41534866  0.60442209 -1.8186031   0.55739983  1.10784081
  1.46438694 -2.15443647  0.75126781 -0.95510026  0.        ]","[[  0.34367994  -0.77210465   0.06397029   0.12817596]
 [  4.96705706 -14.15656178   0.           0.        ]]",-0.191341714207,[ 0.99299518 -1.05729122],1.81681,[ 0.02002499 -0.40780166]
6,[-0.06620234 -0.3298699 ],"[ 1.06298831  1.08139481  0.79134662 -2.20633104  0.55739938  1.1078393
  1.57297849 -2.65430275  0.64234902 -0.99094802  0.        ]","[[  0.48146387  -1.09216229   0.06397029   0.12817596]
 [  8.79863728 -17.83685928   0.           0.        ]]",-0.184889888327,[ 0.68909321  0.20591819],2.07273,[ 0.02002499 -0.40780166]
7,[-0.24367101 -0.42143062],"[ 0.91047123  0.65416492  1.04045739 -2.41747786  0.55739893  1.10783779
  1.64532194 -2.49560636  0.4943426  -0.95659381  0.        ]","[[  0.68304657  -1.43717825   0.06397029   0.12817596]
 [ 11.35128305 -16.66855455   0.           0.        ]]",-0.168812674613,[-0.50645369 -0.00324373],2.20289,[ 0.02002499 -0.40780166]
8,[-0.41168633 -0.39926484],"[ 0.71137168  0.22540409  1.25457293 -2.39635964  0.55739848  1.10783628
  1.5821511  -2.45240645  0.32171393 -0.91899494  0.        ]","[[  0.88771143  -1.76735834   0.06397029   0.12817596]
 [  9.12252654 -16.35057612   0.           0.        ]]",-0.15206006971,[-1.52602007 -0.66332916],2.07422,[ 0.02002499 -0.40780166]
9,[-0.53367257 -0.16776443],"[ 0.55259962 -0.19817322  1.37457239 -2.13820941  0.55739804  1.10783476
  1.46484723 -2.76508775  0.10580713 -0.95365523  0.        ]","[[  1.02863884  -2.11746771   0.06397029   0.12817596]
 [  4.98375296 -18.65278272   0.           0.        ]]",-0.145212231749,[-0.83302072  0.05925083],1.05216,[ 0.02002499 -0.40780166]
