timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-1.11465132 -0.8084296 ],"[ 1.14924872  1.68621835  0.17561756  0.04797618  1.03319971  0.2689079
  1.26807667 -0.04738821  0.46015725 -0.06039636  0.        ]","[[ 0.01786385 -0.03216829  0.12007369  0.0307087 ]
 [ 0.0011342   0.00371309  0.          0.        ]]",-0.0949307348017,[-0.85113453 -0.13786997],-7.72428,[-0.10195398 -0.64028305]
1,[-0.94013691 -0.63219112],"[ 1.14929422  1.68595213  0.12473821  0.03997828  1.03319926  0.26890783
  1.18125248 -0.12776578  0.45916699 -0.112526    0.        ]","[[-0.01589353 -0.0375589   0.12007369  0.0307087 ]
 [-3.36566261 -0.54096265  0.          0.        ]]",-0.0975363814125,[ 0.39529613 -1.2451611 ],-8.0673,[-0.10195398 -0.64028305]
2,[-0.44548592 -0.58802044],"[ 1.14637598  1.6814902   0.04803072 -0.03475714  1.0331988   0.26890777
  1.22333399 -0.71059312  0.44964491 -0.2224051   0.        ]","[[-0.06683399 -0.08800488  0.12007369  0.0307087 ]
 [-1.73382381 -4.49047086  0.          0.        ]]",-0.103760923259,[-0.17149508 -0.98881127],-7.34655,[-0.10195398 -0.64028305]
3,[ 0.0067502  -0.06120451],"[ 1.14140336  1.6541293  -0.01371461 -0.22275101  1.03319835  0.26890771
  1.20675939 -1.27521345  0.41647033 -0.37294807  0.        ]","[[-0.1079586  -0.21620313  0.12007369  0.0307087 ]
 [-2.37652026 -8.31660289  0.          0.        ]]",-0.113342837197,[-1.07713981 -0.23689506],-6.2782,[-0.10195398 -0.64028305]
4,[ 0.46628937  0.35218751],"[ 1.1232925   1.58095313 -0.14293403 -0.46907793  1.03319789  0.26890765
  1.10595648 -1.38911428  0.32004601 -0.60572787  0.        ]","[[-0.19470721 -0.39027939  0.12007369  0.0307087 ]
 [-6.28538019 -9.08845329  0.          0.        ]]",-0.130919809758,[ 0.47218211  0.41784428],-6.14362,[-0.10195398 -0.64028305]
5,[ 0.78574777  0.44683814],"[ 1.08741896  1.47638025 -0.29736498 -0.68485873  1.03319744  0.26890759
  1.15730908 -1.11850732  0.16679276 -0.82608656  0.        ]","[[-0.30043533 -0.55364984  0.12007369  0.0307087 ]
 [-4.29403447 -7.25469906  0.          0.        ]]",-0.150976122981,[-0.51279722  1.78916721],-6.2538,[-0.10195398 -0.64028305]
6,[ 0.93188667  0.10799535],"[ 1.0369476   1.39303699 -0.44635976 -0.81163838  1.03319698  0.26890753
  1.1071399  -0.51288682  0.01067948 -0.98288201  0.        ]","[[-0.40583521 -0.65756744  0.12007369  0.0307087 ]
 [-6.23944746 -3.15073523  0.          0.        ]]",-0.168234570453,[-0.56154571 -0.11730899],-5.66844,[-0.10195398 -0.64028305]
7,[ 1.33867168  0.32902917],"[ 0.9439619   1.33282009 -0.64129488 -0.88831467  1.03319652  0.26890747
  1.05302983 -0.57210032 -0.18559514 -1.13266058  0.        ]","[[-0.55167615 -0.72460822  0.12007369  0.0307087 ]
 [-8.33768053 -3.5519943   0.          0.        ]]",-0.18840652798,[ 1.75791047  1.16400523],-6.98941,[-0.10195398 -0.64028305]
8,[ 1.33460999  0.11260961],"[ 0.84387687  1.30372314 -0.79566367 -0.92188329  1.03319607  0.2689074
  1.159273    0.02240888 -0.35230829 -1.22724779  0.        ]","[[-0.67709445 -0.75522699  0.12007369  0.0307087 ]
 [-4.21781737  0.47667398  0.          0.        ]]",-0.204098524837,[ 0.05658492  0.7907778 ],-7.05369,[-0.10195398 -0.64028305]
9,[ 1.21552503  0.10154462],"[ 0.76984428  1.34232565 -0.8879292  -0.87688506  1.03319561  0.26890734
  1.16717144  0.48307167 -0.42014718 -1.27237152  0.        ]","[[-0.7583776  -0.71437282  0.12007369  0.0307087 ]
 [-3.91151325  3.59833744  0.          0.        ]]",-0.212155680291,[ 0.6881163   0.08333822],-7.48971,[-0.10195398 -0.64028305]
