timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-6.35184765 -0.78757155],"[ 1.16412788  1.70495233 -0.0042257   0.12095898 -0.8150824  -1.10210774
  1.29878032 -0.05903587  1.95441091  0.90734998  0.        ]","[[-0.0936888   0.03940522 -0.09396663 -0.12688444]
 [ 0.00411185  0.00346976  0.          0.        ]]",-0.32322873256,[-4.45578211 -0.32620242],-2.39034,[-0.05611945 -0.57740128]
1,[-6.17892694 -0.5870018 ],"[ 1.15792481  1.70553728 -0.06319199  0.10111294 -0.81508204 -1.1021071
  1.19463895 -0.24546262  1.94805745  0.83999889  0.        ]","[[-0.13329285  0.02653005 -0.09396663 -0.12688444]
 [-3.95134819 -1.28669305  0.          0.        ]]",-0.31915075741,[-6.37881706 -0.81442226],-0.660399,[-0.05611945 -0.57740128]
2,[-5.62060165 -0.10996678],"[ 1.12678178  1.70534541 -0.23655578  0.01195428 -0.81508169 -1.10210647
  1.09257701 -0.70754008  1.90638954  0.6278102   0.        ]","[[-0.25121368 -0.03128834 -0.09396663 -0.12688444]
 [-7.82783323 -4.48449136  0.          0.        ]]",-0.304937839274,[-5.68579549  0.17529366],-1.05301,[-0.05611945 -0.57740128]
3,[-5.54206228  0.15827718],"[ 1.03496039  1.69718674 -0.51035618 -0.11386998 -0.81508134 -1.10210583
  0.99249239 -0.59419811  1.77395113  0.30825109  0.        ]","[[ -0.44591072  -0.11310827  -0.09396663  -0.12688444]
 [-11.62922057  -3.7001124    0.           0.        ]]",-0.278607301507,[-5.07028952 -0.36545034],-1.26329,[-0.05611945 -0.57740128]
4,[-4.85267115  0.88203484],"[ 0.83069588  1.67822043 -0.84754409 -0.2475275  -0.81508099 -1.1021052
  0.89440726 -0.79248144  1.48782715 -0.04964571  0.        ]","[[ -0.71587339  -0.20087859  -0.09396663  -0.12688444]
 [-15.35466658  -5.07232958   0.           0.        ]]",-0.237775842241,[-6.01382484  1.62397091],-0.883459,[-0.05611945 -0.57740128]
5,[-5.18210554  1.27674913],"[ 0.46375741  1.65899313 -1.1710936  -0.33862917 -0.81508064 -1.10210457
  0.79820649 -0.20556936  1.02635797 -0.33398577  0.        ]","[[ -1.05962738  -0.26157299  -0.09396663  -0.12688444]
 [-19.00854386  -1.01062001   0.           0.        ]]",-0.18275333047,[-4.05082365  1.06048861],-2.73394,[-0.05611945 -0.57740128]
6,[-5.81353331  1.53221345],"[-0.08152084  1.66578598 -1.35589158 -0.30915274 -0.81508028 -1.10210393
  0.70391341  0.36974361  0.45072244 -0.43523188  0.        ]","[[ -1.47573208  -0.2418385   -0.09396663  -0.12688444]
 [-22.58996537   2.97081832   0.           0.        ]]",-0.119470435275,[-7.01441163  2.17587526],-1.94179,[-0.05611945 -0.57740128]
7,[-6.53875875  1.05310893],"[-0.74109196  1.69185078 -1.24900628 -0.15999698 -0.81507993 -1.1021033
  0.61149002  0.93366721 -0.15987546 -0.28687294  0.        ]","[[ -1.96275254  -0.14326567  -0.09396663  -0.12688444]
 [-26.10037429   6.87343836   0.           0.        ]]",-0.0601504246946,[-6.69749121  0.31227096],-3.20457,[-0.05611945 -0.57740128]
8,[-6.69594145  0.86868328],"[-1.33651098  1.70599278 -0.7376079   0.06831435 -0.81507958 -1.10210266
  0.52092159  1.09289599 -0.68888856  0.15927685  0.        ]","[[ -2.51927382e+00   5.26002228e-03  -9.39666331e-02  -1.26884439e-01]
 [ -2.95403297e+01   7.97538080e+00   0.00000000e+00   0.00000000e+00]]",-0.0764292050697,[-7.64163368  0.73852293],-2.55963,[-0.05611945 -0.57740128]
9,[-6.5908823   0.02479604],"[-1.59577571  1.68046667  0.13946637  0.35530963 -0.81507923 -1.10210203
  0.43211912  1.49275776 -0.95151669  0.87089258  0.        ]","[[ -3.14392073   0.19253381  -0.09396663  -0.12688444]
 [-32.91321117  10.74262124   0.           0.        ]]",-0.155919655627,[-8.05494372 -0.10470928],-2.00654,[-0.05611945 -0.57740128]
