timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-0.49022219  1.05016291],"[ 1.14956736  1.6739726   0.03194382 -0.50750392 -0.37014719  1.61860325
  0.90116321 -0.34041126  1.4890052  -1.39271827  0.        ]","[[-0.03957051  0.06552608 -0.04347717  0.19103142]
 [-0.00381173 -0.00226589  0.          0.        ]]",-0.317973543943,[-1.57957783  2.52442499],-0.0818259,[-0.04013931 -0.20373507]
1,[-0.52193558  1.02612031],"[ 1.1463116   1.66975453 -0.02788854 -0.40777101 -0.37014615  1.6185889
  0.74419231  0.23110419  1.48737795 -1.42326389  0.        ]","[[-0.07935197  0.10522447 -0.04347717  0.19103142]
 [-3.96115391  3.95889638  0.          0.        ]]",-0.320206492329,[-1.19271171  1.80503   ],-0.291711,[-0.04013931 -0.20373507]
2,[-0.55138373  1.03933191],"[ 1.12391138  1.64576512 -0.20409969 -0.11406651 -0.37014512  1.61857456
  0.59032675  0.79129443  1.47621611 -1.51308021  0.        ]","[[-0.19749485  0.22335872 -0.04347717  0.19103142]
 [-7.84022463  7.84157266  0.          0.        ]]",-0.32624251944,[-1.33102261  1.60708263],-0.593397,[-0.04013931 -0.20373507]
3,[-0.5765422   1.08383203],"[ 1.04612619  1.56951054 -0.48472409  0.35184531 -0.37014409  1.61856021
  0.43950066  1.34036425  1.4374733  -1.65605874  0.        ]","[[ -0.39245015   0.41837383  -0.04347717   0.19103142]
 [-11.64267783  11.64721211   0.           0.        ]]",-0.334221941145,[-1.86633134  1.42284794],-0.84305,[-0.04013931 -0.20373507]
4,[-0.59560561  1.13741887],"[ 0.85967765  1.39356754 -0.83549822  0.93002338 -0.37014306  1.61854587
  0.29164465  1.87849367  1.34461849 -1.83474377  0.        ]","[[ -0.66270279   0.68874231  -0.04347717   0.19103142]
 [-15.37025762  15.37711219   0.           0.        ]]",-0.341023345863,[-1.06134843  1.00015484],-1.39495,[-0.04013931 -0.20373507]
5,[-0.62155563  1.16315448],"[ 0.51089969  1.07104904 -1.18184703  1.49296702 -0.37014203  1.61853152
  0.14668622  2.40583987  1.17092806 -2.01114255  0.        ]","[[ -1.00677347   1.03296111  -0.04347717   0.19103142]
 [-19.02478866  19.03242957   0.           0.        ]]",-0.34227444246,[-0.76699848  0.81666961],-1.47199,[-0.04013931 -0.20373507]
6,[-0.63548946  1.146312  ],"[-0.00922757  0.59417087 -1.39673073  1.82814711 -0.370141    1.61851718
  0.04113619  2.81780954  0.91186819 -2.11887274  0.        ]","[[ -1.41396648   1.44226468  -0.04347717   0.19103142]
 [-21.68579681  21.88825528   0.           0.        ]]",-0.332822869952,[-0.33069171  1.82518983],-0.841111,[-0.04013931 -0.20373507]
7,[-0.71175677  0.99095953],"[-0.61134692  0.01562057 -1.35411877  1.70069397 -0.37013997  1.61850283
  0.00614062  3.32617779  0.61101767 -2.07135042  0.        ]","[[ -1.85653475   1.91539035  -0.04347717   0.19103142]
 [-22.56806373  25.41254132   0.           0.        ]]",-0.307139599206,[-0.84514465  0.70397356],-0.328307,[-0.04013931 -0.20373507]
8,[-0.81965876  0.74774218],"[-1.17701878 -0.51849937 -0.99413027  0.94223129 -0.37013894  1.61848849
 -0.10892797  3.65534225  0.32611646 -1.84517293  0.        ]","[[ -2.3370023    2.4465418   -0.04347717   0.19103142]
 [-25.46903827  27.69499522   0.           0.        ]]",-0.264575900195,[-1.0344273  -1.02960276],-0.238082,[-0.04013931 -0.20373507]
9,[-0.76463854  0.64123726],"[-1.55204477 -0.78500401 -0.29655333 -0.20535088 -0.37013791  1.61847415
 -0.24602578  3.00472882  0.14179485 -1.5193609   0.        ]","[[ -2.8810628    2.95519706  -0.04347717   0.19103142]
 [-28.92538738  23.18572325   0.           0.        ]]",-0.216168866533,[-1.07526049  0.85434593],-0.420589,[-0.04013931 -0.20373507]
10,[-0.57193208  0.76519692],"[-1.51415229 -0.80606482  0.61105055 -0.73987138 -0.37013688  1.6184598
 -0.38040538 -0.22325066  0.1258039  -1.38063554  0.        ]","[[ -3.49356378   3.16825751  -0.04347717   0.19103142]
 [-32.31321146   0.81025986   0.           0.        ]]",-0.198140771501,[-1.29409075  1.67163117],-0.16285,[-0.04013931 -0.20373507]
11,[-0.55437058  0.77114987],"[-0.92969677 -0.80642842  1.38454753 -0.64501801 -0.37013585  1.61844546
 -0.51208627 -0.77416044  0.08202257 -1.45361431  0.        ]","[[ -4.17313731   3.13063836  -0.04347717   0.19103142]
 [-35.6330053   -3.00850621   0.           0.        ]]",-0.205717918245,[-3.13725404  0.39060069],0.238926,[-0.04013931 -0.20373507]
12,[-0.53220212  0.77380472],"[ 0.05734516 -0.80369466  1.56648351 -0.50323255 -0.37013482  1.61843112
 -0.64115019 -0.68199968 -0.01053034 -1.44588272  0.        ]","[[ -4.91844433   3.07435979  -0.04347717   0.19103142]
 [-38.88683379  -2.36969248   0.           0.        ]]",-0.202010668884,[ 0.69071282  1.64674913],-0.368844,[-0.04013931 -0.20373507]
13,[-0.50322652  0.78187346],"[ 0.8930804  -0.79988333  0.96971836 -0.41272254 -0.37013379  1.61841678
 -0.50213283 -0.52664801 -0.04530614 -1.35539723  0.        ]","[[ -5.66101755   3.03833344  -0.04347717   0.19103142]
 [-35.38217339  -1.29285411   0.           0.        ]]",-0.189562556726,[ 0.66719576  1.63550191],-0.42065,[-0.04013931 -0.20373507]
