timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-1.09122968 -0.8036648 ],"[ 1.15967634  1.70867707  0.05662641  0.01964369  1.02379981 -0.01617392
  1.28534248 -0.05501325  0.47378589  0.04624206  0.        ]","[[-0.0540048  -0.03353809  0.11842963 -0.00169523]
 [-0.00400349  0.00094849  0.          0.        ]]",-0.0919729989345,[-1.51280765 -0.33016044],-6.22157,[-0.07613561 -0.59650892]
1,[-0.86641645 -0.64560413],"[  1.15561382e+00   1.70794441e+00  -2.90887906e-03  -2.27409232e-04
   1.02379930e+00  -1.61739142e-02   1.18200225e+00  -2.45036622e-01
   4.67122389e-01  -2.10428971e-02   0.00000000e+00]","[[ -9.37694956e-02  -4.66204222e-02   1.18429626e-01  -1.69523293e-03]
 [ -3.95929845e+00  -1.30483499e+00   0.00000000e+00   0.00000000e+00]]",-0.0929541071092,[-1.1007394  0.2414152],-6.35015,[-0.07613561 -0.59650892]
2,[-0.58958697 -0.30890325],"[ 1.13075093  1.70670437 -0.17804623 -0.02486448  1.0237988  -0.01617391
  1.0806829  -0.10194973  0.43332492 -0.2015141   0.        ]","[[ -2.11864108e-01  -6.28518300e-02   1.18429626e-01  -1.69523293e-03]
 [ -7.83724953e+00  -3.21585585e-01   0.00000000e+00   0.00000000e+00]]",-0.098379494709,[-0.75950972 -0.52119093],-6.41668,[-0.07613561 -0.59650892]
3,[ 0.1543262   0.18249309],"[ 1.0539623   1.70382282 -0.44311123 -0.06588221  1.02379829 -0.01617391
  1.00625399 -0.40117761  0.33402438 -0.47312558  0.        ]","[[ -3.97191173e-01  -8.99141081e-02   1.18429626e-01  -1.69523293e-03]
 [ -1.06859785e+01  -2.37778877e+00   0.00000000e+00   0.00000000e+00]]",-0.11343442373,[ 0.72775686  0.4097573 ],-6.94999,[-0.07613561 -0.59650892]
4,[ 0.46361405  0.50763232],"[ 0.93545036  1.69930331 -0.68501473 -0.11246641  1.02379778 -0.0161739
  1.08697579 -0.15838593  0.182555   -0.71879411  0.        ]","[[ -5.79911642e-01  -1.20730404e-01   1.18429626e-01  -1.69523293e-03]
 [ -7.59634978e+00  -7.09399260e-01   0.00000000e+00   0.00000000e+00]]",-0.133462380354,[ 0.10833063  0.71022582],-6.67054,[-0.07613561 -0.59650892]
5,[ 0.41084516  0.96870846],"[ 0.81269958  1.70154221 -0.859123   -0.09106985  1.02379727 -0.0161739
  1.10206894  0.25287378  0.05032414 -0.8711281   0.        ]","[[ -7.26042374e-01  -1.06563699e-01   1.18429626e-01  -1.69523293e-03]
 [ -7.01864048e+00   2.11665073e+00   0.00000000e+00   0.00000000e+00]]",-0.149187977399,[ 0.85815459  1.51620721],-6.92298,[-0.07613561 -0.59650892]
6,[-0.16148534  1.47974145],"[ 0.71077569  1.70901806 -0.97123848  0.03271336  1.02379677 -0.01617389
  1.19435038  0.82279506 -0.01452012 -0.93451829  0.        ]","[[ -8.30976824e-01  -2.49369228e-02   1.18429626e-01  -1.69523293e-03]
 [ -3.48656422e+00   6.03297503e+00   0.00000000e+00   0.00000000e+00]]",-0.156661873402,[ 0.50928404  1.87203828],-7.03577,[-0.07613561 -0.59650892]
7,[-1.23875451  1.80240631],"[ 0.65976363  1.69690236 -1.01933075  0.27407724  1.02379626 -0.01617389
  1.24874979  1.38151258  0.02056721 -0.89828467  0.        ]","[[ -8.79817378e-01   1.34243899e-01   1.18429626e-01  -1.69523293e-03]
 [ -1.40441040e+00   9.87231460e+00   0.00000000e+00   0.00000000e+00]]",-0.152249094662,[-1.01883354  1.6952328 ],-7.04666,[-0.07613561 -0.59650892]
8,[-2.63268423  1.90594447],"[ 0.5858108   1.61533675 -1.08124436  0.61958223  1.02379575 -0.01617389
  1.14608283  1.92950028  0.06235298 -0.82629048  0.        ]","[[ -9.47331720e-01   3.69472062e-01   1.18429626e-01  -1.69523293e-03]
 [ -5.33393949e+00   1.36379315e+01   0.00000000e+00   0.00000000e+00]]",-0.143218269677,[-2.63406092  0.85788229],-7.14905,[-0.07613561 -0.59650892]
9,[-3.86969495  1.71862221],"[ 0.41460006  1.4048207  -1.19533601  1.01891809  1.02379524 -0.01617388
  1.04544922  2.38471433  0.03421337 -0.77287354  0.        ]","[[ -1.09265540e+00   6.73616694e-01   1.18429626e-01  -1.69523293e-03]
 [ -9.18564720e+00   1.67660500e+01   0.00000000e+00   0.00000000e+00]]",-0.134800465835,[-2.87789521  1.44479127],-6.82693,[-0.07613561 -0.59650892]
10,[-4.96791029  1.07032609],"[ 0.12898775  1.0143726  -1.31457717  1.38570193  1.02379474 -0.01617388
  0.94679061  2.91273179 -0.07108041 -0.72042366  0.        ]","[[ -1.31425433e+00   1.04534397e+00   1.18429626e-01  -1.69523293e-03]
 [ -1.29617661e+01   2.03944749e+01   0.00000000e+00   0.00000000e+00]]",-0.124933970549,[-5.66869816  1.1911726 ],-5.06593,[-0.07613561 -0.59650892]
11,[-5.75443077  0.14037924],"[-0.27725493  0.42889412 -1.36252064  1.58568092  1.02379423 -0.01617388
  0.85006468  3.43017356 -0.25419196 -0.63282962  0.        ]","[[ -1.61063296e+00   1.48891139e+00   1.18429626e-01  -1.69523293e-03]
 [ -1.66639148e+01   2.39502602e+01   0.00000000e+00   0.00000000e+00]]",-0.112362751323,[-6.69253283 -0.07616486],-4.05071,[-0.07613561 -0.59650892]
12,[-5.28666687 -0.66634023],"[-0.77314996 -0.21453102 -1.23956068  1.47701078  1.02379372 -0.01617387
  0.75524178  3.31713607 -0.49895313 -0.49927067  0.        ]","[[ -1.98032283e+00   1.96012514e+00   1.18429626e-01  -1.69523293e-03]
 [ -2.02932280e+01   2.31735629e+01   0.00000000e+00   0.00000000e+00]]",-0.104119982715,[-3.38199465 -0.48846085],-4.66255,[-0.07613561 -0.59650892]
13,[-4.28890896 -1.20888853],"[-1.26278617 -0.71316142 -0.85198074  1.09790396  1.02379321 -0.01617387
  0.66226939  2.96868412 -0.74611964 -0.32247649  0.        ]","[[ -2.42188955e+00   2.39957283e+00   1.18429626e-01  -1.69523293e-03]
 [ -2.38517154e+01   2.07791369e+01   0.00000000e+00   0.00000000e+00]]",-0.106975518529,[-3.68615409 -0.70120352],-4.55315,[-0.07613561 -0.59650892]
14,[-3.20925808 -1.54040492],"[-1.57624068 -0.99116681 -0.17188082  0.60390286  1.02379271 -0.01617386
  0.57113101  2.50455583 -0.9128528  -0.10664226  0.        ]","[[ -2.93392338e+00   2.78315514e+00   1.18429626e-01  -1.69523293e-03]
 [ -2.73400073e+01   1.75897877e+01   0.00000000e+00   0.00000000e+00]]",-0.113218780039,[-3.54159354 -0.68473926],-4.85847,[-0.07613561 -0.59650892]
15,[-2.7952137  -1.09464419],"[-1.51059831 -1.07600737  0.68540308  0.18264878  1.0237922  -0.01617386
  0.48180133  0.83812542 -0.95922898  0.04844845  0.        ]","[[ -3.51502733e+00   3.06782610e+00   1.18429626e-01  -1.69523293e-03]
 [ -3.07590731e+01   6.13846133e+00   0.00000000e+00   0.00000000e+00]]",-0.114905966487,[-2.89085431 -1.03891097],-5.52461,[-0.07613561 -0.59650892]
16,[-3.11546254 -0.41277134],"[-0.9437512  -1.07819272  1.4187701   0.14356417  1.02379169 -0.01617386
  0.39425665 -0.27532052 -0.98269711  0.07374484  0.        ]","[[ -4.16382903e+00   3.09358538e+00   1.18429626e-01  -1.69523293e-03]
 [ -3.41098188e+01  -1.51288447e+00   0.00000000e+00   0.00000000e+00]]",-0.117898783213,[-3.51833005  0.26081001],-5.6698,[-0.07613561 -0.59650892]
17,[-3.34021688 -0.70040655],"[ 0.00732362 -1.0749241   1.61827311  0.19760537  1.02379118 -0.01617385
  0.30845539 -0.30225798 -1.06297656  0.0949      0.        ]","[[ -4.87897523e+00   3.05795664e+00   1.18429626e-01  -1.69523293e-03]
 [ -3.73938363e+01  -1.69799306e+00   0.00000000e+00   0.00000000e+00]]",-0.129174943551,[-2.7285947 -1.3573428],-6.09394,[-0.07613561 -0.59650892]
18,[-3.39931679 -1.17133939],"[ 0.9008787  -1.06264684  1.01495313  0.30829083  1.02379068 -0.01617385
  0.22435173 -0.87370715 -1.10819012  0.21153949  0.        ]","[[ -5.65915016e+00   2.98459822e+00   1.18429626e-01  -1.69523293e-03]
 [ -4.06128784e+01  -5.62486166e+00   0.00000000e+00   0.00000000e+00]]",-0.135909537975,[-1.63499661 -1.23493393],-6.35144,[-0.07613561 -0.59650892]
19,[-3.0729661  -0.96916938],"[ 1.12837629 -1.01411919 -0.18979329  0.53162673  1.02379017 -0.01617384
  0.14192844 -1.4339837  -0.97103443  0.38226137  0.        ]","[[ -6.50306172e+00   2.83347401e+00   1.18429626e-01  -1.69523293e-03]
 [ -4.37676052e+01  -9.47495907e+00   0.00000000e+00   0.00000000e+00]]",-0.121117229705,[-2.64622706 -0.31302603],-5.65393,[-0.07613561 -0.59650892]
20,[-2.40543485  0.1305449 ],"[ 0.37298233 -0.90354439 -1.21778232  0.81033719  1.02378966 -0.01617384
  0.06116908 -1.58758029 -0.63975543  0.28476037  0.        ]","[[ -7.40942931e+00   2.63338822e+00   1.18429626e-01  -1.69523293e-03]
 [ -4.68586458e+01  -1.05304487e+01   0.00000000e+00   0.00000000e+00]]",-0.0716346221189,[-3.11191376  0.23153256],-5.03616,[-0.07613561 -0.59650892]
