timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-2.3833971  -3.26974988],"[ 1.1626192   1.70098189  0.23893838  0.12639614 -0.68034922  1.35470198
  1.29120036 -0.05657394  1.84257466 -0.81899622  0.        ]","[[ 0.06679826  0.03707496 -0.07837495  0.15614376]
 [ 0.00247665 -0.00073941  0.          0.        ]]",-0.318985420463,[-2.24643866 -2.46780237],-5.86603,[-0.06460506 -0.60051918]
1,[-1.84984648 -2.78962016],"[ 1.16519337  1.7019293   0.17955564  0.06567654 -0.68034897  1.35470103
  1.18752071 -0.63132413  1.84776523 -0.90653786  0.        ]","[[  2.71722465e-02  -2.65208536e-03  -7.83749537e-02   1.56143761e-01]
 [ -3.95191661e+00  -3.95877901e+00   0.00000000e+00   0.00000000e+00]]",-0.32532690363,[-3.09081367 -2.71512217],-5.0173,[-0.06460506 -0.60051918]
2,[-1.01753092 -1.86378396],"[ 1.16000919  1.69182405  0.00281388 -0.11442299 -0.68034872  1.35470007
  1.08589012 -1.19469806  1.82832451 -1.16630588  0.        ]","[[-0.09075737 -0.12075395 -0.07837495  0.15614376]
 [-7.82816193 -7.83847844  0.          0.        ]]",-0.342012669297,[-0.12619797 -2.11564358],-5.91885,[-0.06460506 -0.60051918]
3,[-0.02940595 -0.71411216],"[ 1.12242947  1.63333012 -0.23350417 -0.40490644 -0.68034847  1.35469911
  1.07689191 -1.74710923  1.70685806 -1.52371312  0.        ]","[[ -0.25076311  -0.31569251  -0.07837495   0.15614376]
 [ -8.17133832 -11.64269004   0.           0.        ]]",-0.359797085606,[ 1.34777459 -0.86115326],-5.53786,[-0.06460506 -0.60051918]
4,[ 0.80796874  0.49859866],"[ 1.07063137  1.47456298 -0.40776255 -0.76864684 -0.68034822  1.35469815
  1.18486545 -2.20898556  1.47794564 -1.81601198  0.        ]","[[ -0.37287009  -0.58045997  -0.07837495   0.15614376]
 [ -4.05311778 -14.82344198   0.           0.        ]]",-0.367404914684,[ 2.77246655  0.2217699 ],-4.38388,[-0.06460506 -0.60051918]
5,[ 0.95101953  0.95519698],"[ 1.04912519  1.21398562 -0.46399041 -1.09397629 -0.68034797  1.35469719
  1.29066648 -2.0390484   1.24428154 -1.95013271  0.        ]","[[ -0.41344539  -0.86518744  -0.07837495   0.15614376]
 [ -0.01775274 -13.65317995   0.           0.        ]]",-0.362841141935,[ 1.92276     0.87290903],-2.22106,[-0.06460506 -0.60051918]
6,[ 0.55310917  0.77841425],"[ 1.07000197  0.94235115 -0.40950079 -1.29330224 -0.68034773  1.35469623
  1.39437561 -1.49805989  1.10745501 -1.95375889  0.        ]","[[-0.37411464 -1.10087193 -0.07837495  0.15614376]
 [ 3.93783289 -9.92764301  0.          0.        ]]",-0.352749188054,[-0.6486171   0.86337319],-0.797194,[-0.06460506 -0.60051918]
7,[ 0.09995252  0.42768773],"[ 1.09463479  0.73412848 -0.33586661 -1.38723523 -0.68034748  1.35469527
  1.32501433 -0.9730008   1.03569952 -1.92321379  0.        ]","[[-0.32190059 -1.26314558 -0.07837495  0.15614376]
 [ 1.2923743  -6.31179859  0.          0.        ]]",-0.343710694911,[ 0.96565667  0.82975878],-1.67304,[-0.06460506 -0.60051918]
8,[ -3.76381904e-01   2.78651714e-04],"[ 1.11991463  0.61077193 -0.24397994 -1.42361121 -0.68034723  1.35469431
  1.42451137 -0.47788313  1.02688134 -1.88027864  0.        ]","[[-0.25797803 -1.35517171 -0.07837495  0.15614376]
 [ 5.08731103 -2.90214519  0.          0.        ]]",-0.33770463748,[ 0.41988575  0.26185227],-1.57961,[-0.06460506 -0.60051918]
9,[-0.78523552 -0.18878546],"[ 1.15205173  0.54664455 -0.07141647 -1.43734527 -0.68034698  1.35469335
  1.46543231 -0.3190082   1.09692921 -1.80113185  0.        ]","[[-0.14057189 -1.40223732 -0.07837495  0.15614376]
 [ 6.64811212 -1.80804528  0.          0.        ]]",-0.333212653273,[ 0.74912534  0.2942962 ],-1.90206,[-0.06460506 -0.60051918]
10,[-1.3489846  -0.47600296],"[ 1.16539883  0.51358095  0.17001861 -1.44308968 -0.68034673  1.35469239
  1.53970366 -0.14464081  1.20820166 -1.67980884  0.        ]","[[ 0.0208129  -1.42635069 -0.07837495  0.15614376]
 [ 9.4809311  -0.60725563  0.          0.        ]]",-0.32792096772,[-0.87930735 -0.92091653],-0.940699,[-0.06460506 -0.60051918]
11,[-1.34687388  0.12267402],"[ 1.14489129  0.4466087   0.39801203 -1.4519927  -0.68034648  1.35469143
  1.44357178 -0.6722552   1.27582831 -1.55762322  0.        ]","[[ 0.1736444  -1.47495084 -0.07837495  0.15614376]
 [ 5.81442458 -4.24069968  0.          0.        ]]",-0.320117337512,[-0.4114583   0.36490368],-1.46274,[-0.06460506 -0.60051918]
12,[-1.78436112 -0.07456148],"[ 1.11466775  0.35037165  0.54250676 -1.45847628 -0.68034623  1.35469047
  1.39785651 -0.45019139  1.28215446 -1.48479244  0.        ]","[[ 0.27243918 -1.54442117 -0.07837495  0.15614376]
 [ 4.07084554 -2.71144752  0.          0.        ]]",-0.312733805662,[-1.19282358  0.44383733],-1.53438,[-0.06460506 -0.60051918]
13,[-2.14893389 -0.33558145],"[ 1.09833099  0.30033231  0.60125055 -1.4589353  -0.68034599  1.35468951
  1.29197373 -0.18709668  1.27748254 -1.45661759  0.        ]","[[ 0.3133375  -1.5804714  -0.07837495  0.15614376]
 [ 0.03241975 -0.89963383  0.          0.        ]]",-0.309243756368,[-3.81072948 -0.5094343 ],-0.525037,[-0.06460506 -0.60051918]
14,[-1.75872338  0.08328179],"[ 1.11398103  0.2475431   0.5451576  -1.45726534 -0.68034574  1.35468855
  1.18819975 -0.47732342  1.22839167 -1.4978262   0.        ]","[[ 0.27427442 -1.61851733 -0.07837495  0.15614376]
 [-3.92558054 -2.89829439  0.          0.        ]]",-0.30911413437,[-1.57571599  0.47261046],-1.45011,[-0.06460506 -0.60051918]
15,[-1.71212459 -0.07364695],"[ 1.1487155   0.19407374  0.37312659 -1.45331162 -0.68034549  1.35468759
  1.08645942 -0.19714179  1.1277796  -1.59465258  0.        ]","[[ 0.1568291  -1.65712434 -0.07837495  0.15614376]
 [-7.80602111 -0.96881166  0.          0.        ]]",-0.311146343035,[-0.77661567  0.54049553],-1.89947,[-0.06460506 -0.60051918]
16,[-1.53201902 -0.2921834 ],"[ 1.16512944  0.19725041  0.09591394 -1.4536092  -0.68034524  1.35468663
  1.00991395  0.11653343  0.99602133 -1.71947615  0.        ]","[[ -0.02858378  -1.65482758  -0.07837495   0.15614376]
 [-10.72551118   1.1913262    0.           0.        ]]",-0.315490031742,[-2.08563639 -1.13045005],-0.738404,[-0.06460506 -0.60051918]
17,[-0.32933372  0.51311266],"[ 1.11155603  0.17495999 -0.27679601 -1.45134097 -0.68034499  1.35468567
  0.91172503 -0.46168269  0.77048781 -1.84157036  0.        ]","[[ -0.28066779  -1.67095351  -0.07837495   0.15614376]
 [-14.4705047   -2.7905835    0.           0.        ]]",-0.315623778075,[ 1.1500804   0.85830583],-2.28217,[-0.06460506 -0.60051918]
18,[-0.20301616  0.01243324],"[ 0.9776215   0.14577011 -0.61644124 -1.44776553 -0.68034474  1.35468471
  1.02298345  0.03985025  0.52492766 -1.89802878  0.        ]","[[ -0.52750226  -1.6921111   -0.07837495   0.15614376]
 [-10.22699364   0.66324283   0.           0.        ]]",-0.310123806208,[-0.1769347   0.40016871],-2.03981,[-0.06460506 -0.60051918]
