timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-1.83718371 -2.88900852],"[ 1.17043158  1.71724429  0.05244051 -0.04866964 -0.48171106  1.56448501
  1.30302566 -0.06343347  1.68819138 -1.25606719  0.        ]","[[-0.05244343 -0.06110676 -0.05490497  0.1800889 ]
 [ 0.00108658 -0.00422738  0.          0.        ]]",-0.32992405569,[-1.48009236 -2.70816855],-5.3785,[-0.03049633 -0.57046384]
1,[-1.2628963  -2.29590273],"[ 1.16647213  1.71279208 -0.00676829 -0.11016782 -0.4817109   1.56448358
  1.1987025  -0.6329472   1.6768732  -1.34410767  0.        ]","[[-0.09209705 -0.10090288 -0.05490497  0.1800889 ]
 [-3.95329231 -3.96219782  0.          0.        ]]",-0.336353726817,[-2.23474974 -2.22333002],-4.739,[-0.03049633 -0.57046384]
2,[-0.44396591 -1.30860651],"[ 1.14193936  1.68678646 -0.18125619 -0.29094664 -0.48171075  1.56448216
  1.09643958 -1.19118735  1.60905497 -1.59824163  0.        ]","[[-0.21005448 -0.21907239 -0.05490497  0.1800889 ]
 [-7.82958208 -7.84182288  0.          0.        ]]",-0.353182338087,[ 1.3715601  -1.16266616],-6.19953,[-0.03049633 -0.57046384]
3,[ 0.39213744 -0.16238806],"[ 1.09977675  1.60300168 -0.34768631 -0.57784918 -0.48171059  1.56448073
  1.20491917 -1.73880992  1.45665802 -1.87447654  0.        ]","[[ -0.325389    -0.41409421  -0.05490497   0.1800889 ]
 [ -3.71759287 -11.64766669   0.           0.        ]]",-0.367737410482,[ 0.32224552  0.63001907],-4.43913,[-0.03049633 -0.57046384]
4,[ 0.45069614 -0.16340604],"[ 1.07047851  1.46280435 -0.4330506  -0.85451982 -0.48171043  1.5644793
  1.24045522 -1.34674348  1.28540121 -2.0457728   0.        ]","[[-0.38622599 -0.61970927 -0.05490497  0.1800889 ]
 [-2.37055355 -8.9229149   0.          0.        ]]",-0.372996958208,[-1.28277809 -0.64630671],-1.98688,[-0.03049633 -0.57046384]
5,[ 1.00621259  0.75892991],"[ 1.02060946  1.27851937 -0.55093201 -1.0898099  -0.48171027  1.56447787
  1.13732492 -1.68935708  1.05814489 -2.19127113  0.        ]","[[ -0.47285747  -0.82205774  -0.05490497   0.1800889 ]
 [ -6.27972134 -11.30400188   0.           0.        ]]",-0.37431724811,[ 1.02057214  1.37475044],-2.29461,[-0.03049633 -0.57046384]
6,[ 0.86561811  0.46064493],"[ 0.96294465  1.07725049 -0.66120969 -1.26384533 -0.48171012  1.56447644
  1.24493299 -1.08757641  0.82501035 -2.27190704  0.        ]","[[-0.55752812 -1.00617631 -0.05490497  0.1800889 ]
 [-2.20076372 -7.12178585  0.          0.        ]]",-0.370671436129,[ 1.16770158 -0.51625123],-1.21012,[-0.03049633 -0.57046384]
7,[ 1.03430927  1.04625154],"[ 0.96009939  0.87982052 -0.66612844 -1.38023537 -0.48170996  1.56447501
  1.35047347 -1.36157547  0.69694601 -2.26459456  0.        ]","[[-0.56140472 -1.16771803 -0.05490497  0.1800889 ]
 [ 1.79982805 -9.02601591  0.          0.        ]]",-0.363134375143,[ 1.45572138  1.45606444],-1.61641,[-0.03049633 -0.57046384]
8,[ 0.52267194  0.58362073],"[ 1.01217781  0.69842684 -0.56848769 -1.45074853 -0.4817098   1.56447358
  1.45389917 -0.76624323  0.67519083 -2.20969846  0.        ]","[[-0.48607437 -1.30672684 -0.05490497  0.1800889 ]
 [ 5.7202662  -4.8886115   0.          0.        ]]",-0.354698292524,[ 0.5889609   0.09859413],-1.06187,[-0.03049633 -0.57046384]
9,[ 0.19329485  0.60198224],"[ 1.08877422  0.57311621 -0.38163395 -1.48183252 -0.48170965  1.56447215
  1.51239974 -0.6961838   0.7468911  -2.12907524  0.        ]","[[-0.34942011 -1.39961423 -0.05490497  0.1800889 ]
 [ 7.93780432 -4.4017183   0.          0.        ]]",-0.34755254173,[ 0.14387819  1.60683644],-1.56373,[-0.03049633 -0.57046384]
10,[-0.58117837 -0.12646875],"[ 1.14834117  0.50827826 -0.14673112 -1.49263589 -0.48170949  1.56447072
  1.52325784 -0.11386951  0.86504877 -2.02997577  0.        ]","[[-0.18653378 -1.44704444 -0.05490497  0.1800889 ]
 [ 8.34943608 -0.35478434  0.          0.        ]]",-0.341343488511,[ 0.34410085  1.09094084],-1.90872,[-0.03049633 -0.57046384]
11,[-1.50442207 -0.99080175],"[ 1.1722863   0.55303417  0.1196213  -1.48555387 -0.48170933  1.56446929
  1.55479764  0.45690227  1.03941549 -1.898515    0.        ]","[[ -7.54871985e-03  -1.41434091e+00  -5.49049662e-02   1.80088899e-01]
 [  9.54501969e+00   3.61193239e+00   0.00000000e+00   0.00000000e+00]]",-0.336452014586,[-1.65790154 -1.35582938],-0.641671,[-0.03049633 -0.57046384]
12,[-1.41037893 -0.49789733],"[ 1.1584555   0.5963398   0.34244773 -1.47709533 -0.48170917  1.56446786
  1.44543405 -0.12297316  1.16752516 -1.7613489   0.        ]","[[ 0.14175855 -1.38253597 -0.05490497  0.1800889 ]
 [ 5.39958776 -0.41805068  0.          0.        ]]",-0.329911407121,[-2.34772529 -0.57737976],-0.408564,[-0.03049633 -0.57046384]
13,[-1.3145169  -0.09613495],"[ 1.14224188  0.55385049  0.44152486 -1.48540655 -0.48170902  1.56446644
  1.33822881 -0.45061202  1.18534571 -1.70559949  0.        ]","[[ 0.20897885 -1.41374265 -0.05490497  0.1800889 ]
 [ 1.3359608  -2.69505567  0.          0.        ]]",-0.324923174367,[-0.88719606 -0.90167431],-0.514565,[-0.03049633 -0.57046384]
14,[-0.90514416  0.68729538],"[ 1.14470375  0.43140969  0.42867419 -1.50091829 -0.48170886  1.56446501
  1.24492114 -0.95655889  1.11508456 -1.73509644  0.        ]","[[ 0.20021271 -1.50292284 -0.05490497  0.1800889 ]
 [-2.20087843 -6.21125603  0.          0.        ]]",-0.322553664847,[-0.32174621  0.04580258],-0.703526,[-0.03049633 -0.57046384]
15,[-0.79255813  0.88893145],"[ 1.15804125  0.2640431   0.34555094 -1.50228554 -0.4817087   1.56446358
  1.2124674  -0.91273278  0.98770899 -1.79828525  0.        ]","[[ 0.14385288 -1.62409203 -0.05490497  0.1800889 ]
 [-3.43102291 -5.90667926  0.          0.        ]]",-0.320356303667,[ 0.10149028  1.29158397],-1.42978,[-0.03049633 -0.57046384]
16,[-1.05471706  0.37987447],"[ 1.16790709  0.15777322  0.25047054 -1.49129598 -0.48170854  1.56446215
  1.22483371 -0.3261634   0.88429025 -1.84488612  0.        ]","[[ 0.07993525 -1.70132473 -0.05490497  0.1800889 ]
 [-2.96224119 -1.83017802  0.          0.        ]]",-0.318920722687,[-1.25691414  0.11550425],-0.978021,[-0.03049633 -0.57046384]
17,[-0.8884477   0.38876802],"[ 1.17208649  0.11450464  0.10332636 -1.48413978 -0.48170839  1.56446072
  1.12196226 -0.25504751  0.78722611 -1.90210029  0.        ]","[[-0.01843302 -1.73296968 -0.05490497  0.1800889 ]
 [-6.86160827 -1.33594208  0.          0.        ]]",-0.320066312478,[-0.26293552  0.04392062],-1.30629,[-0.03049633 -0.57046384]
18,[-0.60006177  0.42268553],"[ 1.15359954  0.08087803 -0.11461398 -1.47748725 -0.48170823  1.56445929
  1.09808665 -0.22616778  0.65119834 -1.96937723  0.        ]","[[-0.16474526 -1.75767485 -0.05490497  0.1800889 ]
 [-7.76660076 -1.1352361   0.          0.        ]]",-0.321299596694,[-2.44566857  1.50150876],-1.39296,[-0.03049633 -0.57046384]
19,[-0.68706095 -0.22292903],"[ 1.08453629  0.1043517  -0.39403805 -1.48223023 -0.48170807  1.56445786
  0.99771391  0.34694314  0.49386385 -2.04227039  0.        ]","[[ -0.35825119  -1.7404177   -0.05490497   0.1800889 ]
 [-11.57125896   2.84773086   0.           0.        ]]",-0.323863041336,[ 0.7306959   0.53607996],-2.50794,[-0.03049633 -0.57046384]
20,[-0.55149794 -0.64236343],"[ 0.96232439  0.21078233 -0.66227168 -1.49793289 -0.48170792  1.56445643
  1.08004745  0.64425883  0.35388081 -2.11530521  0.        ]","[[-0.55836302 -1.66273105 -0.05490497  0.1800889 ]
 [-8.45034202  4.91399582  0.          0.        ]]",-0.328849569004,[-2.24518799 -0.75867764],-1.16624,[-0.03049633 -0.57046384]
