timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-7.78973484 -3.49261642],"[ 1.12480949  1.67261775  0.06640152  0.13004655 -1.5354937   0.24485917
  1.23690822 -0.04349969  2.51220512 -0.10304597  0.        ]","[[-0.06152308  0.00797079 -0.17671935  0.0283405 ]
 [ 0.0043856  -0.00202133  0.          0.        ]]",-0.38847647113,[-7.66951961 -3.89787091],-2.37946,[-0.18625046 -0.73099267]
1,[-6.97264385 -3.01287127],"[ 1.12034722  1.67193689  0.00653997  0.07276595 -1.53549278  0.24485912
  1.13692106 -0.63881113  2.50432455 -0.18709506  0.        ]","[[-0.1011113  -0.03178163 -0.17671935  0.0283405 ]
 [-3.95004673 -3.96003463  0.          0.        ]]",-0.388868651087,[-6.36501632 -2.79667408],-3.34767,[-0.18625046 -0.73099267]
2,[-5.8016324  -2.25540805],"[ 1.09428964  1.65655167 -0.16994041 -0.09666952 -1.53549187  0.24485908
  1.03890951 -1.22233915  2.44656615 -0.43152483  0.        ]","[[-0.21900403 -0.14990833 -0.17671935  0.0283405 ]
 [-7.8263478  -7.83970636  0.          0.        ]]",-0.387464156666,[-6.05179463 -2.84367023],-3.19091,[-0.18625046 -0.73099267]
3,[-4.10332584 -1.06840682],"[ 1.01039775  1.58809049 -0.45017422 -0.3686327  -1.53549095  0.24485903
  0.94282747 -1.79430793  2.24635288 -0.79406403  0.        ]","[[ -0.41365641  -0.34485759  -0.17671935   0.0283405 ]
 [-11.62634046 -11.64253055   0.           0.        ]]",-0.37681373113,[-3.76183834 -1.03342576],-4.12769,[-0.18625046 -0.73099267]
4,[-2.1250391   0.48818102],"[ 0.81567265  1.40938575 -0.79852691 -0.71303816 -1.53549004  0.24485898
  0.84861997 -2.35492549  1.79926579 -1.1485052   0.        ]","[[ -0.68356333  -0.61510652  -0.17671935   0.0283405 ]
 [-15.3521978  -15.36989525   0.           0.        ]]",-0.345745779124,[-0.50753818  0.24687586],-4.76147,[-0.18625046 -0.73099267]
5,[-1.58726466  1.33196509],"[ 0.48049769  1.118265   -1.12330694 -1.01889109 -1.53548912  0.24485894
  0.80546379 -2.16192657  1.16602553 -1.27440919  0.        ]","[[ -1.00773105  -0.90963052  -0.17671935   0.0283405 ]
 [-17.05899727 -14.08672764   0.           0.        ]]",-0.289757335501,[-1.63810503  0.8607246 ],-2.67293,[-0.18625046 -0.73099267]
6,[-2.31195593  1.94630098],"[-0.0042042   0.81730628 -1.33148989 -1.19939955 -1.53548821  0.24485889
  0.71386882 -1.6070225   0.55265513 -1.09171642  0.        ]","[[ -1.38525708  -1.1543494   -0.17671935   0.0283405 ]
 [-20.68153261 -10.39736944   0.           0.        ]]",-0.215893736571,[-1.10320249  1.88016464],-4.05741,[-0.18625046 -0.73099267]
7,[-4.0241065   1.97623348],"[-0.62190045  0.59208175 -1.30507563 -1.27765377 -1.53548729  0.24485885
  0.62409127 -0.98007355  0.10882929 -0.65571387  0.        ]","[[ -1.83451362  -1.32047528  -0.17671935   0.0283405 ]
 [-24.23219088  -6.22900419   0.           0.        ]]",-0.129936589752,[-3.93921125  2.20827198],-4.44046,[-0.18625046 -0.73099267]
8,[-5.55697775  1.58202076],"[-1.23929811  0.47466311 -0.91542172 -1.30258172 -1.53548638  0.2448588
  0.5361092  -0.36543398 -0.05976372 -0.07124126  0.        ]","[[ -2.35407129  -1.40405516  -0.17671935   0.0283405 ]
 [-27.71183924  -2.14247794   0.           0.        ]]",-0.0392000911518,[-5.6799469   1.86293214],-4.71094,[-0.18625046 -0.73099267]
9,[-6.11717463  1.0052588 ],"[-1.62040296  0.47090383 -0.14035408 -1.30321072 -1.53548546  0.24485875
  0.44989205  0.23715618  0.10157189  0.5298437   0.        ]","[[ -2.94252184e+00  -1.40670847e+00  -1.76719348e-01   2.83404980e-02]
 [ -3.11216867e+01   1.86393606e+00   0.00000000e+00   0.00000000e+00]]",-0.0675476481265,[-8.31975491  0.7737642 ],-3.24505,[-0.18625046 -0.73099267]
