timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-1.84480739 -0.33941609],"[ 1.2049727   1.81029763  0.00231964 -0.71576672  0.2558068  -0.18518416
  1.20341039 -0.35473833  1.06803813  0.16373269  0.        ]","[[-0.06562646  0.0298592   0.0296157  -0.01789776]
 [ 0.0008844   0.00035726  0.          0.        ]]",-0.180250906166,[-2.49125376  0.09310917],0.605418,[ 0.0135664 -0.3074519]
1,[-1.84553456 -0.26542509],"[ 1.20031251  1.81013751 -0.05648096 -0.70561123  0.25580649 -0.18518394
  1.08249634 -0.30299261  1.0641697   0.10276764  0.        ]","[[-0.10530089  0.03358073  0.0296157  -0.01789776]
 [-3.9551554   0.37055727  0.          0.        ]]",-0.179548581349,[-1.72376854 -0.45334485],0.496358,[ 0.0135664 -0.3074519]
2,[-1.72640109  0.0839785 ],"[ 1.17378305  1.81051424 -0.22955642 -0.73469275  0.25580617 -0.18518372
  0.96400016 -0.55471538  1.0371689  -0.09518508  0.        ]","[[-0.22330257  0.02292295  0.0296157  -0.01789776]
 [-7.832105   -1.43033899  0.          0.        ]]",-0.177634867794,[-2.38284472 -0.67937412],0.937945,[ 0.0135664 -0.3074519]
3,[-1.49641204  0.66925305],"[ 1.08948661  1.81017058 -0.50408879 -0.88562735  0.25580586 -0.1851835
  0.8478583  -0.92655478  0.93258769 -0.43828624  0.        ]","[[ -0.41807047  -0.03237496   0.0296157   -0.01789776]
 [-11.63204004  -4.09058706   0.           0.        ]]",-0.175612702926,[-2.44732692  1.31750698],0.756965,[ 0.0135664 -0.3074519]
4,[-1.41475534  0.98587787],"[ 0.89500164  1.80736204 -0.84486899 -0.99808451  0.25580555 -0.18518328
  0.73393419 -0.36156656  0.69695387 -0.83148374  0.        ]","[[ -0.6881093   -0.07363137   0.0296157   -0.01789776]
 [-15.35942447  -0.04852135   0.           0.        ]]",-0.175945290224,[-0.137483    0.70696952],-0.0999545,[ 0.0135664 -0.3074519]
5,[-1.23474896  1.49433851],"[ 0.57840273  1.80943914 -1.15006065 -0.92416391  0.25580523 -0.18518306
  0.72656278  0.02986927  0.36467461 -1.13788498  0.        ]","[[ -0.99771728  -0.04650414   0.0296157   -0.01789776]
 [-15.60056411   2.75190732   0.           0.        ]]",-0.179932560862,[ 0.10627428  3.32850152],-1.43819,[ 0.0135664 -0.3074519]
6,[-1.1437043   1.83881354],"[ 0.19739388  1.80935732 -1.33447523 -0.66705633  0.25580492 -0.18518283
  0.74879552  0.57567488  0.02216658 -1.30653006  0.        ]","[[ -1.30242966   0.0477126    0.0296157   -0.01789776]
 [-14.87309856   6.65673701   0.           0.        ]]",-0.185695448187,[-1.54079511  2.3265248 ],-1.51763,[ 0.0135664 -0.3074519]
7,[-1.15112293  2.0506773 ],"[-0.25772861  1.78013658 -1.38449501 -0.20346873  0.2558046  -0.18518261
  0.63682976  1.11088654 -0.3321102  -1.36456579  0.        ]","[[ -1.63664637e+00   2.19265984e-01   2.96156964e-02  -1.78977565e-02]
 [ -1.85364119e+01   1.04857863e+01   0.00000000e+00   0.00000000e+00]]",-0.191576918106,[-2.15356001  1.17890854],-2.11297,[ 0.0135664 -0.3074519]
8,[-1.28449416  1.96786642],"[-0.79322778  1.67384636 -1.22464927  0.43087885  0.25580429 -0.18518239
  0.52706668  1.63542659 -0.72802674 -1.29158614  0.        ]","[[ -2.04340569e+00   4.66635313e-01   2.96156964e-02  -1.78977565e-02]
 [ -2.21276629e+01   1.42385186e+01   0.00000000e+00   0.00000000e+00]]",-0.196356787372,[-0.16918861  1.78268264],-2.93932,[ 0.0135664 -0.3074519]
9,[-1.50597537  1.66954637],"[-1.25923913  1.43297849 -0.8042733   1.13865163  0.25580398 -0.18518217
  0.51991214  2.14930737 -1.06077205 -1.06639457  0.        ]","[[ -2.48830652e+00   7.88294520e-01   2.96156964e-02  -1.78977565e-02]
 [ -2.23617230e+01   1.79150490e+01   0.00000000e+00   0.00000000e+00]]",-0.195631602647,[-1.12602077  1.50791883],-2.28122,[ 0.0135664 -0.3074519]
