timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-3.02467275  0.36235803],"[ 1.14436979  1.6947051   0.06059823  0.12115758  0.81550824 -1.29821053
  1.26389776 -0.04772351  0.63724663  1.09633183  0.        ]","[[-0.05717647  0.0169587   0.09428191 -0.14931546]
 [-0.00244762 -0.00450041  0.          0.        ]]",-0.180839417512,[-3.56598106  1.47476072],-6.72506,[-0.1291718  -0.65038019]
1,[-3.73192954  0.16801691],"[  1.14013015e+00   1.69264192e+00   8.32144691e-04   1.79834775e-01
   8.15507958e-01  -1.29820980e+00   1.16201639e+00   5.37602909e-01
   6.35109223e-01   1.06932683e+00   0.00000000e+00]","[[-0.09693089  0.05661286  0.09428191 -0.14931546]
 [-3.95981343  3.95670949  0.          0.        ]]",-0.177601234347,[-2.81038659  0.17531571],-6.95903,[-0.1291718  -0.65038019]
2,[-3.99711585  0.2769863 ],"[ 1.11472712  1.68068686 -0.17499827  0.3055303   0.81550767 -1.29820906
  1.06218308  0.62882167  0.62089003  0.9656108   0.        ]","[[-0.21503438  0.14194101  0.09428191 -0.14931546]
 [-7.83763073  4.57403556  0.          0.        ]]",-0.16487536472,[-3.51602495  0.62631806],-7.02576,[-0.1291718  -0.65038019]
3,[-4.6018858   0.56850553],"[ 1.03185472  1.64832146 -0.4542205   0.47302813  0.81550739 -1.29820833
  0.964305    0.98209382  0.57228762  0.78074104  0.        ]","[[ -0.40993215   0.25740945   0.09428191  -0.14931546]
 [-11.63950388   6.96481434   0.           0.        ]]",-0.140967537504,[-4.6686579   0.43763635],-6.85791,[-0.1291718  -0.65038019]
4,[-5.05552053  1.10877585],"[ 0.8384      1.57618546 -0.80155177  0.69000816  0.8155071  -1.2982076
  0.86836587  1.21794114  0.45648127  0.54021784  0.        ]","[[ -0.68011149   0.41272054   0.09428191  -0.14931546]
 [-15.36606505   8.56091992   0.           0.        ]]",-0.106357594748,[-5.53393866  1.34670742],-6.42049,[-0.1291718  -0.65038019]
5,[-5.95536518  0.9811644 ],"[ 0.48149835  1.4301282  -1.14139019  0.95883325  0.81550682 -1.29820687
  0.77429345  1.77808222  0.24275889  0.29194338  0.        ]","[[ -1.02409413   0.62197407   0.09428191  -0.14931546]
 [-19.02011969  12.35169634   0.           0.        ]]",-0.0625089408981,[-5.77274795  1.05854054],-6.14936,[-0.1291718  -0.65038019]
6,[-6.87867308  0.37002364],"[-0.05861973  1.15293505 -1.34838949  1.26177384  0.81550653 -1.29820614
  0.6820635   2.32701291 -0.07499695  0.11058978  0.        ]","[[ -1.44043917   0.90628272   0.09428191  -0.14931546]
 [-22.60260866  16.06661858   0.           0.        ]]",-0.0146123278815,[-7.14503333 -0.75243327],-5.45053,[-0.1291718  -0.65038019]
7,[-6.09713459  0.77478695],"[-0.72270982  0.80057676 -1.26615007  1.47326812  0.81550625 -1.29820541
  0.59168639  1.83958339 -0.49979724  0.02794074  0.        ]","[[ -1.92771176   1.19452038   0.09428191  -0.14931546]
 [-26.11312895  12.76793652   0.           0.        ]]",-0.0507788350969,[-7.0567259   0.60707834],-4.13869,[-0.1291718  -0.65038019]
8,[-6.04681683 -0.11153644],"[-1.33557666  0.42128787 -0.77428698  1.56956269  0.81550596 -1.29820468
  0.50303662  2.15705357 -0.97261902  0.11563192  0.        ]","[[ -2.48452146   1.47143787   0.09428191  -0.14931546]
 [-29.55655449  14.91644363   0.           0.        ]]",-0.115354536581,[-6.68708679  0.01341908],-3.50558,[-0.1291718  -0.65038019]
9,[-4.8737545  -0.57775337],"[-1.62330977  0.00499278  0.09842001  1.54836633  0.81550568 -1.29820395
  0.41612786  2.12072271 -1.34985972  0.41516649  0.        ]","[[ -3.10952166   1.76730181   0.09428191  -0.14931546]
 [-32.93235485  14.67058967   0.           0.        ]]",-0.17373072934,[-4.42001011 -0.04313832],-4.27647,[-0.1291718  -0.65038019]
