timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-1.97799182 -0.03610703],"[ 1.16838083  1.72870816  0.11063039 -0.66879961  0.13565613 -1.19225548
  0.99054752 -0.3502597   1.11196457  1.15405039  0.        ]","[[ 0.00693752  0.02352862  0.01846704 -0.13384947]
 [-0.00447479 -0.00219886  0.          0.        ]]",-0.235964303294,[-1.78336445  0.13848031],-0.217256,[-0.0392029  -0.22110526]
1,[-1.99230814 -0.03347692],"[ 1.1676679   1.72851363  0.05084511 -0.65438323  0.13565585 -1.19224952
  0.84576224 -0.27102427  1.11195095  1.09369227  0.        ]","[[-0.03284373  0.02900205  0.01846704 -0.13384947]
 [-3.96047797  0.54770297  0.          0.        ]]",-0.231521055031,[-0.13890432  0.27683654],-1.06193,[-0.0392029  -0.22110526]
2,[-2.01314759 -0.02672267],"[ 1.15905281  1.7274058  -0.0749346  -0.59687847  0.13565556 -1.19224355
  0.8285006  -0.11461582  1.10597321  0.97530768  0.        ]","[[-0.11678475  0.05084724  0.01846704 -0.13384947]
 [-4.43205265  1.6331979   0.          0.        ]]",-0.222590726357,[-1.71932368 -0.72070285],-0.198419,[-0.0392029  -0.22110526]
3,[-1.94140625  0.11245769],"[ 1.12766457  1.72714561 -0.26324797 -0.58708351  0.13565527 -1.19223759
  0.68696972 -0.53024547  1.07823624  0.77266541  0.        ]","[[-0.24422554  0.05456982  0.01846704 -0.13384947]
 [-8.2991533  -1.25133398  0.          0.        ]]",-0.206705113018,[-2.84704149 -1.54306784],0.667297,[-0.0392029  -0.22110526]
4,[-1.75977111  0.43085748],"[ 1.03279534  1.72893667 -0.5511952  -0.7569089   0.13565499 -1.19223163
  0.54825386 -1.09699692  0.96587477  0.40597495  0.        ]","[[ -4.48236710e-01  -9.92148996e-03   1.84670362e-02  -1.33849474e-01]
 [ -1.20893495e+01  -5.18468927e+00   0.00000000e+00   0.00000000e+00]]",-0.175381758353,[-1.72575334 -1.32390486],0.814086,[-0.0392029  -0.22110526]
5,[-1.49194813  0.83139104],"[ 0.82107845  1.7144665  -0.89912361 -1.13044077  0.1356547  -1.19222566
  0.41227694 -1.65251277  0.66253375 -0.0555723   0.        ]","[[ -0.72730059  -0.15229831   0.01846704  -0.13384947]
 [-15.80471553  -9.04012354   0.           0.        ]]",-0.12754499094,[-0.15848185  1.71400132],0.36488,[-0.0392029  -0.22110526]
6,[-1.37375855  0.97268987],"[ 0.48282763  1.67603282 -1.20101874 -1.48805775  0.13565442 -1.1922197
  0.40070474 -1.05613216  0.18357616 -0.3856476   0.        ]","[[ -1.04656723  -0.29157375   0.01846704  -0.13384947]
 [-16.12088394  -4.90118858   0.           0.        ]]",-0.0825475227246,[-2.58278515  0.99930635],0.766208,[-0.0392029  -0.22110526]
7,[-1.24078536  1.12597096],"[ 0.02163257  1.6533869  -1.38237038 -1.63138538  0.13565413 -1.19221374
  0.26753086 -0.4717489  -0.36186896 -0.48831772  0.        ]","[[ -1.40549415e+00  -3.48905755e-01   1.84670362e-02  -1.33849474e-01]
 [ -1.97596590e+01  -8.45492273e-01   0.00000000e+00   0.00000000e+00]]",-0.0762110432635,[-0.9081607  0.8541136],-0.174903,[-0.0392029  -0.22110526]
8,[-1.09776878  1.26652026],"[-0.55979752  1.66057798 -1.35154608 -1.58863873  0.13565385 -1.19220777
  0.15030417  0.01823427 -0.94025848 -0.34010639  0.        ]","[[ -1.83282480e+00  -3.31697026e-01   1.84670362e-02  -1.33849474e-01]
 [ -2.29627004e+01   2.55505681e+00   0.00000000e+00   0.00000000e+00]]",-0.118841876725,[-1.37320142  1.66251768],-1.07669,[-0.0392029  -0.22110526]
9,[-1.04651272  1.25394273],"[-1.14630026  1.69257752 -0.99294487 -1.36041014  0.13565356 -1.19220181
  0.02210003  0.58178044 -1.44827768  0.09140606  0.        ]","[[ -2.32722563e+00  -2.41354616e-01   1.84670362e-02  -1.33849474e-01]
 [ -2.64656852e+01   6.46614576e+00   0.00000000e+00   0.00000000e+00]]",-0.179534939379,[ 1.17206941  0.88722737],-2.02254,[-0.0392029  -0.22110526]
10,[-1.10785365  1.05899858],"[-1.5027861   1.72509572 -0.38681031 -0.93621859  0.13565328 -1.19219585
  0.18599955  1.06933945 -1.72479526  0.65658938  0.        ]","[[ -2.81160671e+00  -7.80805350e-02   1.84670362e-02  -1.33849474e-01]
 [ -2.19873747e+01   9.84989181e+00   0.00000000e+00   0.00000000e+00]]",-0.231745392961,[-0.61912835  0.46425612],-1.63039,[-0.0392029  -0.22110526]
11,[-1.21109736  0.82503676],"[-1.56525382  1.71742148  0.29504953 -0.37508293  0.13565299 -1.19218988
  0.11225347  1.30621137 -1.7801267   1.21884388  0.        ]","[[ -3.27157058e+00   1.35412646e-01   1.84670362e-02  -1.33849474e-01]
 [ -2.40023615e+01   1.14938602e+01   0.00000000e+00   0.00000000e+00]]",-0.270535937879,[-1.86272312  1.00672731],-1.11834,[-0.0392029  -0.22110526]
12,[-1.43068361  0.43742913],"[-1.30108879  1.62854047  1.00384478  0.30181641  0.13565271 -1.19218392
 -0.0152269   1.84402257 -1.62516753  1.79637269  0.        ]","[[ -3.78656433e+00   4.02741888e-01   1.84670362e-02  -1.33849474e-01]
 [ -2.74855510e+01   1.52264520e+01   0.00000000e+00   0.00000000e+00]]",-0.30107933648,[-1.67539105  0.72244853],-0.526666,[-0.0392029  -0.22110526]
13,[-1.61325264  0.11869767],"[-0.66435173  1.40681085  1.51632502  1.03186058  0.13565242 -1.19217796
 -0.14021095  2.2126276  -1.23574166  2.26421528  0.        ]","[[ -4.37053656e+00   7.32942593e-01   1.84670362e-02  -1.33849474e-01]
 [ -3.09005334e+01   1.77848157e+01   0.00000000e+00   0.00000000e+00]]",-0.317417132589,[-2.17068564 -1.19417877],0.0102962,[-0.0392029  -0.22110526]
14,[-1.74469662 -0.05643252],"[ 0.21417488  1.10377036  1.53176571  1.54831436  0.13565214 -1.19217199
 -0.26268874  1.59098302 -0.63586498  2.49967983  0.        ]","[[ -5.02212183e+00   1.04535555e+00   1.84670362e-02  -1.33849474e-01]
 [ -3.42470371e+01   1.34705507e+01   0.00000000e+00   0.00000000e+00]]",-0.316733292692,[-0.88037366 -0.58887068],-0.0755083,[-0.0392029  -0.22110526]
15,[-1.9450562  -0.16168797],"[ 0.96745349  0.82385115  0.88321817  1.79951417  0.13565185 -1.19216603
 -0.36546509  1.21595612  0.05281954  2.35503785  0.        ]","[[ -5.73523727e+00   1.28865498e+00   1.84670362e-02  -1.33849474e-01]
 [ -3.70552364e+01   1.08678193e+01   0.00000000e+00   0.00000000e+00]]",-0.294541163689,[-0.86681762 -1.46674552],-0.795124,[-0.0392029  -0.22110526]
16,[-2.0725522  -0.08964711],"[ 1.13525264  0.60826483 -0.22814788  1.88866788  0.13565156 -1.19216007
 -0.46423299  0.61360413  0.58036997  1.76376847  0.        ]","[[ -6.50341933e+00   1.46406951e+00   1.84670362e-02  -1.33849474e-01]
 [ -3.97539158e+01   6.68736322e+00   0.00000000e+00   0.00000000e+00]]",-0.244602323593,[-2.7206721  -0.30772229],-0.803628,[-0.0392029  -0.22110526]
17,[-2.06009984  0.18046793],"[ 0.48215799  0.45785291 -1.20144672  1.90340268  0.13565128 -1.19215411
 -0.58034655  0.41797895  0.66047633  0.88626239  0.        ]","[[ -7.33032962e+00   1.58419689e+00   1.84670362e-02  -1.33849474e-01]
 [ -4.29265392e+01   5.32968607e+00   0.00000000e+00   0.00000000e+00]]",-0.163117340143,[-4.28348882  0.62521172],-0.276511,[-0.0392029  -0.22110526]
18,[-1.85232043  0.50022817],"[-0.69556919  0.29505416 -1.30325083  1.87647067  0.13565099 -1.19214814
 -0.6942026   0.75831092  0.15656286  0.20610662  0.        ]","[[ -8.22007182e+00   1.71449132e+00   1.84670362e-02  -1.33849474e-01]
 [ -4.60374908e+01   7.69168209e+00   0.00000000e+00   0.00000000e+00]]",-0.0554516968021,[-2.9980506   0.06000541],-0.167518,[-0.0392029  -0.22110526]
19,[-1.56385374  0.55277771],"[-1.53300895  0.10605701 -0.27653225  1.7872698   0.13565071 -1.19214218
 -0.80581836  0.76927879 -0.60700706  0.1974377   0.        ]","[[ -9.17142023e+00   1.86909055e+00   1.84670362e-02  -1.33849474e-01]
 [ -4.90872445e+01   7.76781906e+00   0.00000000e+00   0.00000000e+00]]",-0.0595685884442,[-3.09106556  0.7036641 ],0.863129,[-0.0392029  -0.22110526]
20,[-1.53071666  0.12273008],"[-1.20064892 -0.10447165  1.13396356  1.60594148  0.13565042 -1.19213622
 -0.91525851  1.1471354  -1.04638587  0.83431405  0.        ]","[[ -1.01831664e+01   2.05075970e+00   1.84670362e-02  -1.33849474e-01]
 [ -5.20775716e+01   1.03902608e+01   0.00000000e+00   0.00000000e+00]]",-0.155223372078,[-2.29586464  0.96710807],0.992773,[-0.0392029  -0.22110526]
21,[-1.73524642 -0.17579359],"[ 0.14676215 -0.35614011  1.55332092  1.24274832  0.13565014 -1.19213026
 -1.02256674  1.66779026 -0.83868545  1.4909295   0.        ]","[[ -1.12541353e+01   2.29482004e+00   1.84670362e-02  -1.33849474e-01]
 [ -5.50096706e+01   1.40038070e+01   0.00000000e+00   0.00000000e+00]]",-0.202814296403,[-1.05211091  0.81117513],0.231359,[-0.0392029  -0.22110526]
22,[-2.01166153 -0.32367998],"[ 1.14544302 -0.6028028   0.37404125  0.61763928  0.13564985 -1.1921243
 -1.12775405  2.08935068 -0.37024821  1.56150044  0.        ]","[[ -1.23831671e+01   2.60424879e+00   1.84670362e-02  -1.33849474e-01]
 [ -5.78838466e+01   1.69296976e+01   0.00000000e+00   0.00000000e+00]]",-0.191638449682,[-2.89321623 -0.67416045],-0.718148,[-0.0392029  -0.22110526]
23,[-2.09494138 -0.32174355],"[ 0.53426511 -0.74682565 -1.16679102 -0.13286914  0.13564957 -1.19211833
 -1.23080918  1.65560719 -0.21804984  1.27386563  0.        ]","[[ -1.35691008e+01   2.91263395e+00   1.84670362e-02  -1.33849474e-01]
 [ -6.06997965e+01   1.39194821e+01   0.00000000e+00   0.00000000e+00]]",-0.153295781333,[-2.35938505 -1.65036914],-1.32392,[-0.0392029  -0.22110526]
24,[-1.84329534 -0.13441122],"[-1.060465   -0.77832876 -1.07454443 -0.6143423   0.13564928 -1.19211237
 -1.33177019 -0.00996357 -0.27352007  1.16442352  0.        ]","[[ -1.48107779e+01   3.09738182e+00   1.84670362e-02  -1.33849474e-01]
 [ -6.34585656e+01   2.35990138e+00   0.00000000e+00   0.00000000e+00]]",-0.139551732642,[-2.1677587  -0.59115656],-1.08052,[-0.0392029  -0.22110526]
25,[-1.57918143 -0.06840706],"[-1.46894166 -0.77773221  0.68430838 -0.58892189  0.135649   -1.19210641
 -1.43069705 -0.64758422 -0.28973537  1.05098119  0.        ]","[[ -1.61070723e+01   3.08772126e+00   1.84670362e-02  -1.33849474e-01]
 [ -6.61617976e+01  -2.06538882e+00   0.00000000e+00   0.00000000e+00]]",-0.12522190015,[-0.75159093  1.28817854],-1.14794,[-0.0392029  -0.22110526]
26,[-1.53114247 -0.12008464],"[ 0.02567385 -0.77433556  1.58205325 -0.490819    0.13564871 -1.19210045
 -1.49165739 -0.57148354 -0.41580722  1.06214274  0.        ]","[[ -1.74470229e+01   3.05038177e+00   1.84670362e-02  -1.33849474e-01]
 [ -6.78276965e+01  -1.53723899e+00   0.00000000e+00   0.00000000e+00]]",-0.129612448974,[ 0.25664027  0.78944909],-1.46005,[-0.0392029  -0.22110526]
27,[-1.66631913 -0.19783944],"[ 1.16508938 -0.77126201  0.20480994 -0.4284797   0.13564843 -1.19209449
 -1.40531313 -0.47500909 -0.4066911   1.21548179  0.        ]","[[ -1.87799085e+01   3.02659147e+00   1.84670362e-02  -1.33849474e-01]
 [ -6.54687309e+01  -8.67687661e-01   0.00000000e+00   0.00000000e+00]]",-0.148576168412,[-2.05196404 -2.30033433],0.202031,[-0.0392029  -0.22110526]
28,[-1.74511456 -0.05780628],"[ 0.20713016 -0.76105102 -1.3337796  -0.28005233  0.13564814 -1.19208853
 -1.50277195 -1.0434513  -0.23022691  1.22859293  0.        ]","[[ -2.01160043e+01   2.96965669e+00   1.84670362e-02  -1.33849474e-01]
 [ -6.81318995e+01  -4.81286048e+00   0.00000000e+00   0.00000000e+00]]",-0.147513264071,[-2.79921251  0.24923862],-0.378921,[-0.0392029  -0.22110526]
