timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-1.1750412  -1.70868003],"[ 1.11368346  1.67394708  0.08162372  0.1824719   0.45706803  1.63878554
  1.22044462 -0.04268547  0.90897268 -1.11953203  0.        ]","[[-0.05456573  0.04094248  0.05274561  0.18941355]
 [-0.00059043  0.00462602  0.          0.        ]]",-0.251472715102,[-0.52105158 -1.78224736],-11.0446,[-0.19368707 -0.79144466]
1,[-0.6643731  -1.41376197],"[ 1.11182001  1.67516443  0.05020983  0.12629684  0.45706794  1.63878457
  1.16890804 -0.64440303  0.90601768 -1.17687198  0.        ]","[[ -7.52427825e-02   1.31428849e-03   5.27456078e-02   1.89413550e-01]
 [ -2.06026121e+00  -3.95425437e+00   0.00000000e+00   0.00000000e+00]]",-0.258054529083,[-2.18769177 -1.19754313],-10.2388,[-0.19368707 -0.79144466]
2,[ 0.19155887 -0.51683468],"[ 1.09894188  1.66526609 -0.07145942 -0.04066454  0.45706785  1.63878361
  1.07098204 -1.23409763  0.87339788 -1.37136193  0.        ]","[[-0.15571464 -0.11669787  0.05274561  0.18941355]
 [-5.97391436 -7.83403408  0.          0.        ]]",-0.279458828076,[ 0.37500711 -0.17274957],-11.0607,[-0.19368707 -0.79144466]
3,[ 0.78410316 -0.00092628],"[ 1.06937068  1.6190105  -0.22545373 -0.2656448   0.45706776  1.63878265
  1.1110595  -1.31457852  0.77862565 -1.61478044  0.        ]","[[-0.25912213 -0.27869136  0.05274561  0.18941355]
 [-4.37218031 -8.36354567  0.          0.        ]]",-0.304633365532,[-0.68299584 -0.74508806],-9.44623,[-0.19368707 -0.79144466]
4,[ 1.54043353  0.90531951],"[ 1.02032486  1.51478106 -0.38987092 -0.52265678  0.45706767  1.63878168
  1.04563414 -1.73766684  0.60355362 -1.85802656  0.        ]","[[ -0.37279939  -0.47389139   0.05274561   0.18941355]
 [ -6.98692798 -11.14717764   0.           0.        ]]",-0.328383100182,[ 1.1572401   0.03921408],-9.25662,[-0.19368707 -0.79144466]
5,[ 1.78088677  1.14928794],"[ 0.96418885  1.33938735 -0.52684691 -0.7815124   0.45706759  1.63878072
  1.14806445 -1.68073241  0.37051321 -2.04054706  0.        ]","[[ -0.47146509  -0.69307674   0.05274561   0.18941355]
 [ -2.89322528 -10.7725956    0.           0.        ]]",-0.345233889099,[ 2.78611327  0.54559519],-9.02755,[-0.19368707 -0.79144466]
6,[ 1.64047229  0.97699767],"[ 0.9528878   1.14177401 -0.55062013 -0.9727027   0.4570675   1.63877976
  1.24846346 -1.32015915  0.21198464 -2.09591109  0.        ]","[[-0.48907182 -0.88472663  0.05274561  0.18941355]
 [ 1.11929881 -8.40027859  0.          0.        ]]",-0.348964908949,[ 2.12387813  1.24709439],-8.29839,[-0.19368707 -0.79144466]
7,[ 1.15964139  0.40437114],"[ 0.99088361  0.9921892  -0.46618052 -1.07735626  0.45706741  1.6387788
  1.34687812 -0.69322803  0.18207364 -2.0670024   0.        ]","[[-0.42722358 -1.01134737  0.05274561  0.18941355]
 [ 5.05252122 -4.27550923  0.          0.        ]]",-0.343961073356,[ 1.69520164  0.44515481],-7.85501,[-0.19368707 -0.79144466]
8,[ 0.4867191   0.12047657],"[ 1.05873563  0.90789308 -0.26702578 -1.12503201  0.45706732  1.63877783
  1.44337021 -0.4125923   0.27106987 -1.97178446  0.        ]","[[-0.28748112 -1.07833262  0.05274561  0.18941355]
 [ 8.90891208 -2.4291221   0.          0.        ]]",-0.331999491993,[ 0.16370121 -0.11318874],-6.92999,[-0.19368707 -0.79144466]
9,[-0.14381835  0.32438341],"[ 1.10815937  0.83952385  0.00574236 -1.15854765  0.45706723  1.63877687
  1.45517335 -0.47337252  0.39206144 -1.82826285  0.        ]","[[-0.10456975 -1.13092739  0.05274561  0.18941355]
 [ 9.38066027 -2.82901415  0.          0.        ]]",-0.314837285909,[ 0.08837355  1.02915263],-7.23,[-0.19368707 -0.79144466]
10,[-1.11226094 -0.36522189],"[ 1.11076963  0.8179948   0.29343106 -1.1682109   0.45706715  1.63877591
  1.45925361  0.13701244  0.51414937 -1.65217128  0.        ]","[[ 0.08468028 -1.14721479  0.05274561  0.18941355]
 [ 9.54375953  1.18689282  0.          0.        ]]",-0.29469176586,[-1.93695802 -0.19328853],-6.38726,[-0.19368707 -0.79144466]
11,[-1.53671372 -0.31429836],"[ 1.0778982   0.8389299   0.51762514 -1.15881875  0.45706706  1.63877495
  1.35552543  0.01731432  0.60266031 -1.4882177   0.        ]","[[ 0.23396189 -1.13137806  0.05274561  0.18941355]
 [ 5.398225    0.3993629   0.          0.        ]]",-0.276426395205,[-1.7816033   0.03983998],-6.58803,[-0.19368707 -0.79144466]
12,[-1.72340405 -0.38909304],"[ 1.05322403  0.85141682  0.61626632 -1.15302859  0.45706697  1.63877398
  1.25384479  0.04026     0.63477996 -1.40908164  0.        ]","[[ 0.30115393 -1.1218759   0.05274561  0.18941355]
 [ 1.33451705  0.55032947  0.          0.        ]]",-0.267530815012,[-1.07055583 -0.26642983],-6.79269,[-0.19368707 -0.79144466]
13,[-1.513044   -0.17767337],"[ 1.05857576  0.85184042  0.59692984 -1.15282915  0.45706688  1.63877302
  1.1541845  -0.12157832  0.63016276 -1.42382828  0.        ]","[[ 0.28788196 -1.12155262  0.05274561  0.18941355]
 [-2.64845021 -0.51445331  0.          0.        ]]",-0.269249746514,[-1.12139691 -0.31757771],-6.68397,[-0.19368707 -0.79144466]
14,[-1.00551212  0.11418559],"[ 1.08921692  0.8217987   0.46077537 -1.16653135  0.45706679  1.63877206
  1.05649552 -0.31098669  0.57705915 -1.53529329  0.        ]","[[ 0.19574131 -1.14434514  0.05274561  0.18941355]
 [-6.55263587 -1.76062771  0.          0.        ]]",-0.281499224712,[-2.18896811  0.2227778 ],-6.39381,[-0.19368707 -0.79144466]
15,[-0.36343145 -0.04382902],"[ 1.11526583  0.7871486   0.20467342 -1.18134256  0.45706671  1.63877109
  0.96072307 -0.17142117  0.46066347 -1.71730284  0.        ]","[[  0.02628518  -1.17034504   0.05274561   0.18941355]
 [-10.38022881  -0.8423849    0.           0.        ]]",-0.301537483142,[-0.44115039  0.43666144],-7.05263,[-0.19368707 -0.79144466]
16,[ 0.33962497 -0.33569759],"[ 1.08893538  0.78805422 -0.13300526 -1.18096815  0.45706662  1.63877013
  0.92217285  0.09404304  0.28576226 -1.91374045  0.        ]","[[ -0.1967777   -1.16966907   0.05274561   0.18941355]
 [-11.920901     0.90418269   0.           0.        ]]",-0.323819847374,[ 0.30277838  0.543175  ],-7.55011,[-0.19368707 -0.79144466]
17,[ 0.91471541 -0.66521692],"[ 0.99454401  0.84050038 -0.45728596 -1.15809514  0.45706653  1.63876917
  0.95804128  0.41823794  0.09805784 -2.06932059  0.        ]","[[ -0.420813    -1.13018435   0.05274561   0.18941355]
 [-10.48738532   3.03715696   0.           0.        ]]",-0.342669172191,[ 1.16535367 -0.81032667],-7.75326,[-0.19368707 -0.79144466]
18,[ 1.55469382 -0.2118164 ],"[ 0.8818321   0.87703142 -0.68084179 -1.1407      0.45706644  1.63876821
  1.06226244 -0.0787034  -0.06555086 -2.16115848  0.        ]","[[-0.58876876 -1.10224494  0.05274561  0.18941355]
 [-6.32210864 -0.23236617  0.          0.        ]]",-0.354573350798,[ 1.16286729  0.7011566 ],-8.3656,[-0.19368707 -0.79144466]
19,[ 1.51465893 -0.66040123],"[ 0.81173369  0.90703362 -0.78587061 -1.12547492  0.45706635  1.63876724
  1.16437869  0.34381359 -0.14788131 -2.19987825  0.        ]","[[-0.67426345 -1.07900076  0.05274561  0.18941355]
 [-2.24095298  2.54749717  0.          0.        ]]",-0.360060992973,[ 1.39608718 -0.41584693],-8.34569,[-0.19368707 -0.79144466]
20,[ 1.58389366 -0.45143911],"[ 0.80767111  0.9501351  -0.79141433 -1.10205351  0.45706627  1.63876628
  1.26450306  0.0857126  -0.12780891 -2.20582984  0.        ]","[[-0.67893358 -1.04508861  0.05274561  0.18941355]
 [ 1.76059975  0.84937554  0.          0.        ]]",-0.361017400788,[ 1.80388986 -0.32929385],-8.43336,[-0.19368707 -0.79144466]
21,[ 1.40895855 -0.25894511],"[ 0.86965632  0.95482013 -0.70048896 -1.09939333  0.45706618  1.63876532
  1.36264335 -0.1151795  -0.03712537 -2.17287387  0.        ]","[[-0.60436838 -1.04136264  0.05274561  0.18941355]
 [ 5.68286203 -0.47235207  0.          0.        ]]",-0.356567319755,[ 1.50877781 -0.46731274],-7.98431,[-0.19368707 -0.79144466]
22,[ 1.01099694  0.10250981],"[ 0.97614872  0.91945775 -0.50049925 -1.11891292  0.45706609  1.63876435
  1.45884788 -0.39512784  0.11148521 -2.087312    0.        ]","[[-0.45213431 -1.06929013  0.05274561  0.18941355]
 [ 9.52776491 -2.3142138   0.          0.        ]]",-0.345609254913,[ 0.83234104 -0.60632389],-7.1944,[-0.19368707 -0.79144466]
23,[ 0.35615417  0.6865862 ],"[ 1.07902738  0.82859686 -0.18305499 -1.16349676  0.457066    1.63876339
  1.5365591  -0.75311976  0.27840416 -1.93590763  0.        ]","[[ -0.23041792  -1.13920682   0.05274561   0.18941355]
 [ 12.63357598  -4.6695473    0.           0.        ]]",-0.326889448218,[ 0.34183103  0.86618923],-7.1843,[-0.19368707 -0.79144466]
24,[-0.84352398  0.15810521],"[ 1.1149724   0.75088076  0.21536658 -1.19573894  0.45706591  1.63876243
  1.56413237 -0.21771013  0.4465621  -1.71852124  0.        ]","[[  0.03331077  -1.19725448   0.05274561   0.18941355]
 [ 13.73559337  -1.14693318   0.           0.        ]]",-0.301099063229,[-1.69783784  0.72802213],-6.61691,[-0.19368707 -0.79144466]
25,[-1.82309484 -0.41354853],"[ 1.06703396  0.75931013  0.56428025 -1.19248993  0.45706582  1.63876147
  1.45830386  0.22412811  0.58023072 -1.48044457  0.        ]","[[ 0.26558743 -1.19102575  0.05274561  0.18941355]
 [ 9.50611772  1.76004785  0.          0.        ]]",-0.274047835286,[-1.21028121 -0.34212639],-6.69763,[-0.19368707 -0.79144466]
26,[-2.05676413 -0.18181863],"[ 0.99830894  0.78793923  0.77729637 -1.18101041  0.45706574  1.6387605
  1.35459595  0.01312572  0.64261017 -1.30591562  0.        ]","[[ 0.41412417 -1.16975309  0.05274561  0.18941355]
 [ 5.36138738  0.37180272  0.          0.        ]]",-0.25411715016,[-3.11148849 -0.2113167 ],-6.18653,[-0.19368707 -0.79144466]
