timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-2.77296209 -0.26180714],"[ 1.18750581  1.72868605  0.16797178  0.13556782  0.62376286 -1.26536385
  1.32722933 -0.08205712  0.80081555  1.27319695  0.        ]","[[ 0.03269586  0.08908416  0.07273876 -0.14547262]
 [-0.00190244 -0.00021291  0.          0.        ]]",-0.211851133472,[-1.79991163 -0.14379953],-4.22564,[ 0.00326526 -0.51637316]
1,[-2.74575281 -0.13020611],"[ 1.18820877  1.72935105  0.10873885  0.12637564  0.62376259 -1.26536281
  1.22110577 -0.16199012  0.80462678  1.20932946  0.        ]","[[-0.00703016  0.0833825   0.07273876 -0.14547262]
 [-3.95752908 -0.56806653  0.          0.        ]]",-0.205453759918,[-0.99567644  0.18809531],-4.68754,[ 0.00326526 -0.51637316]
2,[-2.90395164 -0.01540127],"[ 1.17748269  1.72976486 -0.06657699  0.12030987  0.62376231 -1.26536176
  1.11752656 -0.05536051  0.80064931  1.02982207  0.        ]","[[-0.12491724  0.07962157  0.07273876 -0.14547262]
 [-7.81832379  0.18944208  0.          0.        ]]",-0.187055449351,[-3.02074148 -0.23219149],-3.76947,[ 0.00326526 -0.51637316]
3,[-2.61284542  0.52532965],"[ 1.11839697  1.73033239 -0.34905444  0.11150261  0.62376204 -1.26536072
  1.01555484 -0.18510138  0.74849613  0.73929644  0.        ]","[[ -0.3194191    0.07416285   0.07273876  -0.14547262]
 [-11.61920657  -0.73225174   0.           0.        ]]",-0.155728095281,[-4.36625951  0.97263607],-3.64236,[ 0.00326526 -0.51637316]
4,[-3.16782761  1.01863623],"[ 0.95541342  1.72750351 -0.70946641  0.15044427  0.62376177 -1.26535968
  0.91555009  0.35924741  0.59812422  0.38699655  0.        ]","[[ -0.58920302   0.09831797   0.07273876  -0.14547262]
 [-15.34677675   3.1348617    0.           0.        ]]",-0.113951376742,[-3.45065032  0.6068474 ],-4.14717,[ 0.00326526 -0.51637316]
5,[-3.51682425  1.76271629],"[ 0.62982968  1.7110004  -1.07868334  0.28849174  0.62376149 -1.26535864
  0.81753726  0.68891991  0.31855623  0.04592123  0.        ]","[[ -0.9327933    0.18451394   0.07273876  -0.14547262]
 [-19.00010319   5.47689231   0.           0.        ]]",-0.0681303220426,[-3.78381448  2.13631066],-4.22331,[ 0.00326526 -0.51637316]
6,[-4.14279747  2.05502653],"[ 0.11154254  1.65955722 -1.33541451  0.52010321  0.62376122 -1.2653576
  0.72144165  1.23114677 -0.10251953 -0.21037597  0.        ]","[[ -1.34873274   0.33270142   0.07273876  -0.14547262]
 [-22.58196972   9.32893567   0.           0.        ]]",-0.04614402012,[-5.21033642  2.99586679],-3.21223,[ 0.00326526 -0.51637316]
7,[-4.85170555  1.86459744],"[-0.55396175  1.52857871 -1.32005048  0.84726977  0.62376094 -1.26535656
  0.62723288  1.76253832 -0.62309994 -0.28752945  0.        ]","[[ -1.8356032    0.5571583    0.07273876  -0.14547262]
 [-26.0935082   13.10401374   0.           0.        ]]",-0.0877207182425,[-5.28369235  0.82744917],-3.76858,[ 0.00326526 -0.51637316]
8,[-5.31218386  1.11918533],"[-1.20329245  1.2726044  -0.89681232  1.2067926   0.62376067 -1.26535552
  0.53486793  2.18706525 -1.15194171 -0.11781733  0.        ]","[[ -2.3920141    0.84950067   0.07273876  -0.14547262]
 [-29.53632141  16.11992846   0.           0.        ]]",-0.146501721144,[-4.09852215  1.86838905],-2.95221,[ 0.00326526 -0.51637316]
9,[-5.14379549  0.28592175],"[-1.56261165  0.85707026 -0.06666451  1.50470221  0.6237604  -1.26535448
  0.44428588  2.69912656 -1.53662959  0.30157607  0.        ]","[[ -3.01661381   1.20840146   0.07273876  -0.14547262]
 [-32.91267991  19.75772321   0.           0.        ]]",-0.199543094424,[-5.46911336  0.58030505],-1.43775,[ 0.00326526 -0.51637316]
