timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-3.23874807 -1.65021396],"[ 1.17652244  1.71866482  0.07627809 -0.1023104   0.13158234 -0.77932797
  1.31099769 -0.06739167  1.19658539  0.63826726  0.        ]","[[-0.03413653 -0.0861712   0.01581178 -0.08987954]
 [-0.00279699 -0.00067496  0.          0.        ]]",-0.206751223717,[-4.06633379 -2.07374878],-3.13713,[ 0.01213553 -0.57502484]
1,[-2.45205307 -1.41290641],"[ 1.17355802  1.7128795   0.01696165 -0.16421741  0.1315823  -0.77932762
  1.20616221 -0.63330092  1.18535067  0.54970471  0.        ]","[[-0.07386711 -0.12589698  0.01581178 -0.08987954]
 [-3.95710632 -3.95871704  0.          0.        ]]",-0.201100963261,[-1.67863049 -1.47317691],-3.92108,[ 0.01213553 -0.57502484]
2,[-1.398476   -0.68265468],"[ 1.15195614  1.68301836 -0.15786928 -0.34604984  0.13158226 -0.77932727
  1.10339673 -1.18800768  1.11777597  0.29425231  0.        ]","[[-0.19190025 -0.24399757  0.01581178 -0.08987954]
 [-7.83334251 -7.83841062  0.          0.        ]]",-0.183691800094,[-1.58386245 -1.22976401],-3.02028,[ 0.01213553 -0.57502484]
3,[-0.13063318  0.30385506],"[ 1.07527486  1.59336602 -0.43658703 -0.63345357  0.13158223 -0.77932693
  1.00265165 -1.73172411  0.9032458  -0.07892607  0.        ]","[[ -0.38669271  -0.43892104   0.01581178  -0.08987954]
 [-11.63337487 -11.64124489   0.           0.        ]]",-0.154090851838,[-0.30853639  0.79384634],-2.96864,[ 0.01213553 -0.57502484]
4,[ 0.0023925   0.36351362],"[ 0.91255947  1.45324543 -0.7527804  -0.90073129  0.13158219 -0.77932658
  0.97633981 -1.24925264  0.52912373 -0.39744877  0.        ]","[[ -0.6293179   -0.63788908   0.01581178  -0.08987954]
 [-12.62582401  -8.26678334   0.           0.        ]]",-0.122701995667,[ 0.45551949  0.50121266],-2.76159,[ 0.01213553 -0.57502484]
5,[ 0.08212996  0.50322181],"[ 0.69564547  1.32445649 -1.00707787 -1.07151126  0.13158215 -0.77932623
  1.03070348 -0.94214406  0.13384609 -0.55048207  0.        ]","[[ -0.86126076  -0.7816736    0.01581178  -0.08987954]
 [-10.57523175  -6.11882947   0.           0.        ]]",-0.104274357401,[-0.84490364  1.46417636],-2.87317,[ 0.01213553 -0.57502484]
6,[-0.57899225  0.38329875],"[ 0.4169455   1.24240468 -1.20811343 -1.15831881  0.13158211 -0.77932588
  0.94758248 -0.35848322 -0.24889439 -0.58703211  0.        ]","[[ -1.10422295  -0.86309251   0.01581178  -0.08987954]
 [-13.7104949   -2.03663051   0.           0.        ]]",-0.101770676663,[-0.93958757  0.12565222],-3.12628,[ 0.01213553 -0.57502484]
7,[-0.82145667  0.70378876],"[ 0.01241183  1.20493581 -1.34935805 -1.19355212  0.13158208 -0.77932553
  0.8562073  -0.28131571 -0.67564131 -0.51082052  0.        ]","[[ -1.41301370e+00  -8.98410517e-01   1.58117789e-02  -8.98795450e-02]
 [ -1.71571049e+01  -1.49691169e+00   0.00000000e+00   0.00000000e+00]]",-0.11676832598,[-0.52795937  1.24918933],-4.54235,[ 0.01213553 -0.57502484]
8,[-1.88518941  0.87637156],"[-0.48328924  1.21576429 -1.33725027 -1.18362652  0.13158204 -0.77932518
  0.80979508  0.28928636 -1.09000366 -0.29101253  0.        ]","[[ -1.77372125e+00  -8.88307441e-01   1.58117789e-02  -8.98795450e-02]
 [ -1.89077361e+01   2.49395197e+00   0.00000000e+00   0.00000000e+00]]",-0.145935867777,[-2.22719551  0.9703669 ],-5.31607,[ 0.01213553 -0.57502484]
9,[-3.18409777  0.95269376],"[-1.00444373  1.30618565 -1.09220713 -1.09208756  0.131582   -0.77932484
  0.71480189  0.83194137 -1.4315207   0.06308155  0.        ]","[[ -2.18782703e+00  -8.00348592e-01   1.58117789e-02  -8.98795450e-02]
 [ -2.24908193e+01   6.28935146e+00   0.00000000e+00   0.00000000e+00]]",-0.182577717637,[-2.26139061  1.28484134],-5.87013,[ 0.01213553 -0.57502484]
