timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-4.72572851 -1.38913989],"[ 1.20881095  1.74948812  0.11732983 -0.05937226 -0.51225105 -1.19710072
  1.34077112 -0.13713567  1.72621395  1.15587517  0.        ]","[[ 0.00456     0.04932256 -0.05916788 -0.13847786]
 [-0.00167736 -0.00077836  0.          0.        ]]",-0.30553024836,[-5.74639096 -0.42509797],-0.408873,[ 0.01734356 -0.45710823]
1,[-4.60801268 -1.19318008],"[ 1.20797152  1.75040123  0.05837607 -0.0890308  -0.51225077 -1.19709948
  1.23199539 -0.36841076  1.72689963  1.08130214  0.        ]","[[-0.03515716  0.03243436 -0.05916788 -0.13847786]
 [-3.95687158 -1.68244319  0.          0.        ]]",-0.300920694903,[-1.36688794 -0.86336651],-3.08619,[ 0.01734356 -0.45710823]
2,[-4.2513833 -0.7183876],"[ 1.19266774  1.75027571 -0.11597404 -0.20782446 -0.5122505  -1.19709824
  1.12538952 -0.83377095  1.70556026  0.84683808  0.        ]","[[-0.15318663 -0.03516487 -0.05916788 -0.13847786]
 [-7.83317557 -5.06620564  0.          0.        ]]",-0.285160026826,[-4.58962907 -0.63004202],-0.209044,[ 0.01734356 -0.45710823]
3,[-3.77360463 -0.16552556],"[ 1.12613586  1.73403326 -0.3956878  -0.42692015 -0.51225022 -1.197097
  1.02087965 -1.16285882  1.5882177   0.46778598  0.        ]","[[ -0.34797734  -0.16049775  -0.05916788  -0.13847786]
 [-11.63327384  -7.45909946   0.           0.        ]]",-0.25438966356,[-6.18841965  0.50957271],0.802567,[ 0.01734356 -0.45710823]
4,[-3.57619262  0.15587233],"[ 0.95362462  1.6964429  -0.74967512 -0.64516177 -0.51224994 -1.19709576
  0.91838429 -0.86483847  1.30362462  0.05165149  0.        ]","[[ -0.61803529  -0.28793795  -0.05916788  -0.13847786]
 [-15.360128    -5.29211868   0.           0.        ]]",-0.208619742567,[-3.55590193 -0.87154305],0.583399,[ 0.01734356 -0.45710823]
5,[-2.82078028  1.23978972],"[ 0.61834157  1.63171785 -1.10721134 -0.87448694 -0.51224967 -1.19709452
  0.81796536 -1.324779    0.79843894 -0.28278533  0.        ]","[[ -0.96187195  -0.42733589  -0.05916788  -0.13847786]
 [-19.01148439  -8.63647997   0.           0.        ]]",-0.145729569076,[-2.67847163  1.30009163],0.154529,[ 0.01734356 -0.45710823]
6,[-2.82124853  1.44629383],"[ 0.09351786  1.54931572 -1.34655412 -1.07758813 -0.51224939 -1.19709327
  0.71944928 -0.75640812  0.11880095 -0.36073226  0.        ]","[[ -1.37804296  -0.55860077  -0.05916788  -0.13847786]
 [-22.59365453  -4.50370636   0.           0.        ]]",-0.0735628197134,[-3.72622439  0.47782138],0.0315986,[ 0.01734356 -0.45710823]
7,[-2.94277549  1.85173678],"[-0.57098451  1.49721697 -1.31019906 -1.17979749 -0.51224912 -1.19709203
  0.6229074  -0.4835777  -0.55577827 -0.07679964  0.        ]","[[ -1.86513704  -0.62877144  -0.05916788  -0.13847786]
 [-26.1040429   -2.51988539   0.           0.        ]]",-0.0622104594096,[-2.09321075  1.25829871],-1.93942,[ 0.01734356 -0.45710823]
8,[-3.49183822  1.75779796],"[-1.20807008  1.4892449  -0.86819309 -1.19415427 -0.51224884 -1.19709079
  0.52826552  0.0682757  -1.03162206  0.56165806  0.        ]","[[ -2.42174654  -0.63890952  -0.05916788  -0.13847786]
 [-29.54534634   1.49278702   0.           0.        ]]",-0.140865459177,[-3.5808187   1.86746893],-2.87802,[ 0.01734356 -0.45710823]
9,[-3.81928611  1.31726193],"[-1.54409755  1.54151256 -0.03040828 -1.09390281 -0.51224857 -1.19708955
  0.43551265  0.60925875 -1.1194298   1.40746129  0.        ]","[[ -3.04649295  -0.56958684  -0.05916788  -0.13847786]
 [-32.91796379   5.42641897   0.           0.        ]]",-0.226347664965,[-5.00890217  1.79034506],-2.34951,[ 0.01734356 -0.45710823]
