timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-0.79124379  0.07620805],"[ 1.13534125  1.6782144   0.0662462   0.10990615  1.29805635  0.66655734
  1.25169397 -0.04491202  0.23875391 -0.44054644  0.        ]","[[-0.05851752  0.00052412  0.15087876  0.07672935]
 [ 0.00417119 -0.00412762  0.          0.        ]]",-0.106611727812,[-0.345096    0.41038067],-8.50372,[-0.171224   -0.67650545]
1,[-0.91370094  0.37139514],"[ 1.13410793  1.67801356  0.04568915  0.13358606  1.29805568  0.66655716
  1.21685341  0.1975914   0.23824898 -0.44774743  0.        ]","[[-0.0721383   0.01675126  0.15087876  0.07672935]
 [-1.36169889  1.62142193  0.          0.        ]]",-0.107468502308,[-0.18180402 -0.04815327],-8.53748,[-0.171224   -0.67650545]
2,[-0.82815266  0.52501571],"[ 1.12988491  1.67664296 -0.00579741  0.17762861  1.29805501  0.66655697
  1.19919716  0.16439827  0.2359577  -0.47353926  0.        ]","[[-0.10631707  0.04694729  0.15087876  0.07672935]
 [-2.05387421  1.39892197  0.          0.        ]]",-0.11053175284,[-0.87930838 -0.10860652],-8.486,[-0.171224   -0.67650545]
3,[-0.56286567  0.85849249],"[ 1.11484215  1.67468853 -0.11888146  0.21171678  1.29805434  0.66655679
  1.11151097  0.09631062  0.22501584 -0.56211166  0.        ]","[[-0.1818854   0.07034653  0.15087876  0.07672935]
 [-5.49151433  0.942517    0.          0.        ]]",-0.121187669142,[-1.25707857  0.58464901],-8.52046,[-0.171224   -0.67650545]
4,[-0.38725424  1.6458751 ],"[ 1.06275505  1.66924662 -0.33587202  0.27261138  1.29805367  0.6665566
  1.01335338  0.43909854  0.18554937 -0.73603199  0.        ]","[[-0.33032546  0.11225132  0.15087876  0.07672935]
 [-9.33967952  3.24029295  0.          0.        ]]",-0.142445831102,[-0.27481943  1.48306165],-8.75259,[-0.171224   -0.67650545]
5,[-0.59752804  2.71101332],"[ 0.95015958  1.64507051 -0.60492783  0.42212113  1.298053    0.66655642
  0.99029484  1.02027134  0.11075269 -0.92104872  0.        ]","[[ -0.52618885   0.2161443    0.15087876   0.07672935]
 [-10.24365431   7.13601122   0.           0.        ]]",-0.165509192182,[-0.10545573  2.14620636],-8.86072,[-0.171224   -0.67650545]
6,[-1.34075367  3.65627885],"[ 0.78140921  1.56734712 -0.85756031  0.67363883  1.29805233  0.66655623
  0.98478134  1.589887    0.01984279 -1.05142282  0.        ]","[[ -0.73323046   0.39717446   0.15087876   0.07672935]
 [-10.45979136  10.95426433   0.           0.        ]]",-0.181987114572,[-1.49878408  3.90816735],-8.06078,[-0.171224   -0.67650545]
7,[-2.34043837  3.69042158],"[ 0.52346434  1.38449361 -1.10145804  0.99675465  1.29805166  0.66655605
  0.8891052   2.14838283 -0.10701248 -1.152824    0.        ]","[[ -0.98005932   0.65382257   0.15087876   0.07672935]
 [-14.21067709  14.69798844   0.           0.        ]]",-0.195242771677,[-1.42394064  3.04972406],-8.15537,[-0.171224   -0.67650545]
8,[-3.36883187  3.12960362],"[ 0.12055464  1.04188986 -1.30313049  1.32485031  1.29805099  0.66655586
  0.79530627  2.69572135 -0.3066567  -1.23558394  0.        ]","[[ -1.30116692   0.98459552   0.15087876   0.07672935]
 [-17.88797052  18.36693864   0.           0.        ]]",-0.208294312164,[-3.47841422  2.76316408],-6.85558,[-0.171224   -0.67650545]
9,[-4.40731335  1.92564118],"[-0.42066833  0.51291378 -1.34610632  1.54417889  1.29805032  0.66655568
  0.70333866  3.23207133 -0.57574934 -1.24800146  0.        ]","[[ -1.69509958   1.38800917   0.15087876   0.07672935]
 [-21.49347023  21.96225366   0.           0.        ]]",-0.217213541789,[-4.75023236  1.84805289],-5.79267,[-0.171224   -0.67650545]
10,[-5.19441128  0.55101502],"[-1.01973752 -0.15566658 -1.10237862  1.50679612  1.29804965  0.66655549
  0.61316318  3.75763191 -0.87395813 -1.13327872  0.        ]","[[ -2.16043749   1.8626036    0.15087876   0.07672935]
 [-25.02871233  25.48527699   0.           0.        ]]",-0.217206407741,[-5.85756768  0.4186788 ],-5.064,[-0.171224   -0.67650545]
11,[-5.00134373 -0.46434256],"[-1.49973545 -0.78046152 -0.49745756  1.11211926  1.29804898  0.66655531
  0.52475991  3.92930408 -1.11781888 -0.87465654  0.        ]","[[ -2.69578425   2.38385619   0.15087876   0.07672935]
 [-28.49447756  26.63612009   0.           0.        ]]",-0.205434503783,[-4.67063398 -0.93868611],-5.5497,[-0.171224   -0.67650545]
12,[-4.21793079 -0.6449995 ],"[-1.61793957 -1.11942636  0.39292976  0.4950415   1.29804831  0.66655512
  0.4381136   3.29586309 -1.20844078 -0.55775858  0.        ]","[[ -3.29975719   2.87397457   0.15087876   0.07672935]
 [-31.89136314  22.39005132   0.           0.        ]]",-0.183463068937,[-3.82412933 -1.10094445],-6.48784,[-0.171224   -0.67650545]
13,[-3.64454865 -0.02585408],"[-1.18508689 -1.16907071  1.27019275  0.05309888  1.29804764  0.66655494
  0.35319565  0.51444807 -1.14119251 -0.37972135  0.        ]","[[ -3.97098653   3.18000206   0.15087876   0.07672935]
 [-35.22049059   3.74547097   0.           0.        ]]",-0.160998089382,[-4.48057492  0.83890313],-6.7521,[-0.171224   -0.67650545]
14,[-3.95488214 -0.5568018 ],"[-0.25467061 -1.16986303  1.66717052  0.08138554  1.29804697  0.66655475
  0.26998006 -0.52631209 -1.20049133 -0.42534023  0.        ]","[[ -4.70812994   3.16061072   0.15087876   0.07672935]
 [-38.48287847  -3.23102725   0.           0.        ]]",-0.171784791206,[-4.67108384 -0.04579075],-7.89231,[-0.171224   -0.67650545]
15,[-3.89616823 -1.08536708],"[ 0.74339645 -1.16831072  1.21118929  0.18267637  1.2980463   0.66655457
  0.18842033 -0.57371422 -1.29431876 -0.37807735  0.        ]","[[ -5.50986901   3.09118009   0.15087876   0.07672935]
 [-41.68035031  -3.54877747   0.           0.        ]]",-0.180348419183,[-3.73641154 -1.28636045],-8.43548,[-0.171224   -0.67650545]
16,[-3.36594534 -0.8110441 ],"[ 1.13188338 -1.15183391  0.01614746  0.34224259  1.29804563  0.66655438
  0.10847682 -1.15406942 -1.26661935 -0.23571259  0.        ]","[[ -6.37492232   2.98117376   0.15087876   0.07672935]
 [-44.81445978  -7.43905808   0.           0.        ]]",-0.168296578207,[-4.04554734 -1.51125842],-7.90898,[-0.171224   -0.67650545]
17,[-2.62930012  0.52012789],"[ 0.47823655 -1.08500652 -1.13317605  0.60607794  1.29804496  0.6665542
  0.03013823 -1.72315291 -1.00917955 -0.20699701  0.        ]","[[ -7.30202807   2.79412147   0.15087876   0.07672935]
 [-47.88565024 -11.25378693   0.           0.        ]]",-0.132373936833,[-2.53037788  0.44801698],-7.24982,[-0.171224   -0.67650545]
18,[-2.46841645  1.99641168],"[-0.83423911 -0.95818285 -1.21631191  0.87509947  1.29804429  0.66655401
 -0.04661532 -1.4259768  -0.87329956 -0.56093211  0.        ]","[[ -8.28993292   2.58903671   0.15087876   0.07672935]
 [-50.89470028  -9.26174022   0.           0.        ]]",-0.147214316795,[-2.06497563  2.27639826],-6.58749,[-0.171224   -0.67650545]
19,[-3.48925185  1.65248227],"[-1.6299578  -0.83861125  0.02274314  1.04513016  1.29804362  0.66655383
 -0.12184917 -0.80897759 -1.28363064 -0.83952686  0.        ]","[[ -9.33741874   2.44530243   0.15087876   0.07672935]
 [-53.84417214  -5.12582746   0.           0.        ]]",-0.218406232861,[-2.12498239  1.59149364],-6.93245,[-0.171224   -0.67650545]
20,[-3.84230208  1.49988127],"[-0.97612611 -0.78005578  1.44234274  1.11255365  1.29804295  0.66655364
 -0.19561931 -0.20446456 -1.73930524 -0.50982767  0.        ]","[[-10.44331736   2.38344563   0.15087876   0.07672935]
 [-56.73626052  -1.07361191   0.           0.        ]]",-0.246686031393,[-4.12790146  1.95406562],-7.23286,[-0.171224   -0.67650545]
