timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-1.74178863 -1.8233192 ],"[ 1.12427826  1.67860638  0.2251271   0.16991806  0.57041291  0.45514199
  1.23439622 -0.04348887  0.82037413 -0.09579511  0.        ]","[[ 0.04388248  0.03641129  0.0658942   0.05278226]
 [-0.00082652 -0.00107371  0.          0.        ]]",-0.149005994787,[-1.08825781 -1.4640411 ],-9.52608,[-0.1933296 -0.7244212]
1,[-1.23908448 -1.63384783],"[ 1.12560166  1.67955316  0.16491205  0.11289451  0.57041278  0.4551419
  1.1346114  -0.63976693  0.82350639 -0.18027951  0.        ]","[[  4.19105539e-03  -3.32237054e-03   6.58942011e-02   5.27822562e-02]
 [ -3.95515445e+00  -3.95910668e+00   0.00000000e+00   0.00000000e+00]]",-0.153289143421,[-1.63180827 -3.5551823 ],-8.32739,[-0.1933296 -0.7244212]
2,[-0.27872005 -0.89468515],"[ 1.11663627  1.66894082 -0.01378468 -0.05621431  0.57041265  0.4551418
  1.03679862 -1.22424274  0.79791395 -0.4299988   0.        ]","[[-0.11380268 -0.12143072  0.0658942   0.05278226]
 [-7.83133615 -7.83879957  0.          0.        ]]",-0.166671836205,[ 0.38289705 -0.82001583],-9.34138,[-0.1933296 -0.7244212]
3,[ 0.6213634  0.1031592],"[ 1.08120092  1.61115571 -0.22230302 -0.31917985  0.57041252  0.45514171
  1.07895423 -1.69010139  0.68301254 -0.74163231  0.        ]","[[ -0.25366744  -0.30923314   0.0658942    0.05278226]
 [ -6.16074655 -10.93112843   0.           0.        ]]",-0.184427039845,[ 0.28295727 -0.14175217],-7.82242,[-0.1933296 -0.7244212]
4,[ 1.19168305  0.77471125],"[ 1.03447005  1.48074746 -0.38235447 -0.60963082  0.57041239  0.45514161
  1.11026801 -1.74211521  0.49040105 -0.99276727  0.        ]","[[ -0.36443138  -0.53131998   0.0658942    0.05278226]
 [ -4.91980415 -11.27639894   0.           0.        ]]",-0.199123698863,[ 1.71493258  0.67281973],-7.39126,[-0.1933296 -0.7244212]
5,[ 1.17604017  0.72216648],"[ 1.00376364  1.31409559 -0.46328087 -0.83732764  0.57041226  0.45514151
  1.21252021 -1.30734434  0.30909035 -1.1250343   0.        ]","[[-0.42217205 -0.72789229  0.0658942   0.05278226]
 [-0.86765816 -8.39043724  0.          0.        ]]",-0.206483744781,[-0.19132083  1.23950719],-6.50074,[-0.1933296 -0.7244212]
6,[ 0.9681958   0.18034801],"[ 0.98927839  1.18454342 -0.49740616 -0.9648177   0.57041212  0.45514142
  1.19381411 -0.68577052  0.1929244  -1.17741396  0.        ]","[[-0.44696305 -0.85430406  0.0658942   0.05278226]
 [-1.60893719 -4.26449263  0.          0.        ]]",-0.209015740987,[ 0.57404468  0.83103311],-6.9548,[-0.1933296 -0.7244212]
7,[ 0.69928348 -0.37745401],"[ 0.98377817  1.12737905 -0.5098089  -1.01185262  0.57041199  0.45514132
  1.2519018  -0.17743677  0.145114   -1.19336494  0.        ]","[[-0.45604583 -0.90573882  0.0658942   0.05278226]
 [ 0.69302711 -0.8902238   0.          0.        ]]",-0.209697664551,[-0.1912387 -0.5870187],-6.35439,[-0.1933296 -0.7244212]
8,[ 0.86541069  0.11751573],"[ 0.98750605  1.08018115 -0.50143269 -1.04716613  0.57041186  0.45514123
  1.23247917 -0.52491015  0.12083707 -1.1945313   0.        ]","[[-0.44990751 -0.94668508  0.0658942   0.05278226]
 [-0.07664634 -3.19671805  0.          0.        ]]",-0.209120432836,[ 0.92064754  0.51641527],-6.94902,[-0.1933296 -0.7244212]
9,[ 0.53416765 -0.20160991],"[ 1.00787308  1.02934492 -0.45317427 -1.08198546  0.57041173  0.45514113
  1.32442088 -0.20748649  0.12515877 -1.17434041  0.        ]","[[-0.41488374 -0.98947912  0.0658942   0.05278226]
 [ 3.56691397 -1.0896921   0.          0.        ]]",-0.206285211014,[-0.24725398 -0.34265895],-6.30204,[-0.1933296 -0.7244212]
