timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-0.02381644  0.03114572],"[ 1.20716679  1.76036848  0.14121169 -0.25359277  1.71166327  0.78395618
  1.33754389 -0.13802955 -0.07195569 -0.57469147  0.        ]","[[ 0.02310577 -0.05515728  0.19797685  0.09078891]
 [-0.00056677  0.00421402  0.          0.        ]]",-0.0927751378722,[-0.74115775 -0.32048922],-2.90455,[ 0.02011737 -0.45296887]
1,[ 0.05121216  0.15481906],"[ 1.20750618  1.75933402  0.09753347 -0.27593303  1.71166037  0.78395563
  1.25689078 -0.31202339 -0.07350301 -0.63026967  0.        ]","[[-0.00631746 -0.06779474  0.19797685  0.09078891]
 [-2.93199738 -1.26373785  0.          0.        ]]",-0.100249745674,[-0.81612884  0.35630715],-3.00514,[ 0.02011737 -0.45296887]
2,[ 0.12570968  0.36048251],"[ 1.20107837  1.75827593 -0.03653262 -0.29510887  1.71165747  0.78395509
  1.16964465 -0.11482026 -0.08649306 -0.77794809  0.        ]","[[-0.09677375 -0.07865074  0.19797685  0.09078891]
 [-6.10307168  0.17334585  0.          0.        ]]",-0.120053150682,[ 0.14512524  0.63265373],-3.15418,[ 0.02011737 -0.45296887]
3,[ 0.15904155  0.51899695],"[ 1.17668612  1.76071342 -0.20528439 -0.24462438  1.71165458  0.78395454
  1.1887331   0.22842721 -0.11338073 -0.92985786  0.        ]","[[-0.21187363 -0.05008689  0.19797685  0.09078891]
 [-5.40922231  2.67470282  0.          0.        ]]",-0.140436713371,[-0.86234691  0.76232242],-2.99479,[ 0.02011737 -0.45296887]
4,[ 0.16571894  0.979837  ],"[ 1.1223701   1.76164531 -0.40664137 -0.09720423  1.71165168  0.78395399
  1.09778882  0.63554641 -0.15384872 -1.0745628   0.        ]","[[-0.35322312  0.03317423  0.19797685  0.09078891]
 [-8.71471911  5.64151469  0.          0.        ]]",-0.159987488073,[-0.02199563  0.78225791],-3.14295,[ 0.02011737 -0.45296887]
5,[ 0.15214065  1.46401703],"[ 1.02059988  1.74186159 -0.63932967  0.15409723  1.71164878  0.78395345
  1.10010367  1.04525203 -0.21338957 -1.21324617  0.        ]","[[-0.52667292  0.17596074  0.19797685  0.09078891]
 [-8.63054374  8.62717795  0.          0.        ]]",-0.179037625349,[-0.29564074  0.95878413],-3.15652,[ 0.02011737 -0.45296887]
6,[-0.04238281  2.08168745],"[ 0.87482603  1.66518978 -0.86002505  0.50903144  1.71164588  0.7839529
  1.07258172  1.54280837 -0.28079522 -1.30249438  0.        ]","[[ -0.70932003   0.38488402   0.19797685   0.09078891]
 [ -9.63084273  12.25304728   0.           0.        ]]",-0.191817660344,[-0.74376718  2.97685966],-3.02045,[ 0.02011737 -0.45296887]
7,[-0.58900923  2.53661442],"[ 0.65326659  1.47747173 -1.08277279  0.94008299  1.71164298  0.78395236
  0.99682462  2.05296655 -0.37958924 -1.3647188   0.        ]","[[ -0.92956311   0.66724671   0.19797685   0.09078891]
 [-12.38434119  15.97076967   0.           0.        ]]",-0.201987745502,[-2.2563417   3.33336417],-2.33919,[ 0.02011737 -0.45296887]
8,[-1.22593594  2.78367996],"[ 0.30926947  1.1255704  -1.28443497  1.3562408   1.71164008  0.78395181
  0.89466277  2.55299079 -0.54217884 -1.40862309  0.        ]","[[ -1.21450469   1.02322391   0.19797685   0.09078891]
 [-16.09757458  19.61467445   0.           0.        ]]",-0.212682654256,[-1.88097501  3.27333009],-1.91248,[ 0.02011737 -0.45296887]
9,[-1.74731553  2.36680508],"[-0.1748797   0.59229792 -1.37766667  1.6025763   1.71163719  0.78395127
  0.79449762  3.04298052 -0.77998689 -1.39917147  0.        ]","[[ -1.57298235   1.45134645   0.19797685   0.09078891]
 [-19.73823825  23.18550073   0.           0.        ]]",-0.222696126919,[-2.7085108   2.97259031],-1.14206,[ 0.02011737 -0.45296887]
