timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-0.4616155  -0.22838138],"[ 1.22140729  1.79149544  0.14755191 -0.73743382  0.46554046  1.62006251
  1.29079738 -0.32867427  0.9203904  -1.30469493  0.        ]","[[ 0.03021177 -0.02367652  0.05300176  0.18881437]
 [-0.00160381  0.00060085  0.          0.        ]]",-0.242664497287,[ 0.3664466  -0.43877613],-0.541232,[ 0.02324012 -0.3575412 ]
1,[-0.45476857 -0.28703821],"[ 1.22065594  1.79076336  0.16906671 -0.78039789  0.46553996  1.6200574
  1.33342274 -0.56655814  0.92001826 -1.2961022   0.        ]","[[ 0.04473124 -0.04110191  0.05300176  0.18881437]
 [ 1.44871959 -1.73734572  0.          0.        ]]",-0.2417689408,[-1.2390349  -1.13888315],0.0889165,[ 0.02324012 -0.3575412 ]
2,[-0.41699535 -0.25722438],"[ 1.22124659  1.78331844  0.15278501 -0.96263519  0.46553947  1.62005228
  1.21634916 -1.10361267  0.91776201 -1.37542987  0.        ]","[[ 0.03374285 -0.11521602  0.05300176  0.18881437]
 [-2.53430847 -5.66099416  0.          0.        ]]",-0.249605256964,[-1.18040816  0.04811553],0.377904,[ 0.02324012 -0.3575412 ]
3,[-0.37085044 -0.18678291],"[ 1.21985953  1.7593186   0.01956556 -1.23035031  0.46553898  1.62004717
  1.10154155 -1.06198467  0.88918919 -1.60781696  0.        ]","[[-0.05613275 -0.22538462  0.05300176  0.18881437]
 [-6.44026177 -5.35688111  0.          0.        ]]",-0.271801558116,[-1.05921466  0.80152051],0.589333,[ 0.02324012 -0.3575412 ]
4,[-0.27937973  0.10261746],"[ 1.18783097  1.73455802 -0.22571143 -1.40712348  0.46553848  1.62004205
  0.98897027 -0.61285214  0.79994315 -1.91866107  0.        ]","[[ -0.22336441  -0.29960012   0.05300176   0.18881437]
 [-10.27014489  -2.07559645   0.           0.        ]]",-0.30041973435,[-1.24936666 -1.6131021 ],1.05709,[ 0.02324012 -0.3575412 ]
5,[-0.09612808  0.56318682],"[ 1.07500474  1.69991197 -0.5640521  -1.59501527  0.46553799  1.62003694
  0.87870226 -1.14897892  0.58467717 -2.30061766  0.        ]","[[ -0.46640693  -0.38041152   0.05300176   0.18881437]
 [-14.02167705  -5.99246734   0.           0.        ]]",-0.33450777623,[-1.155808   -0.82080745],1.11001,[ 0.02324012 -0.3575412 ]
6,[ 0.03607756  1.18266571],"[ 0.8204805   1.61434859 -0.94404165 -1.92968742  0.4655375   1.62003183
  0.770592   -1.57734265  0.13797651 -2.67774506  0.        ]","[[ -0.78374301  -0.53166157   0.05300176   0.18881437]
 [-17.69980682  -9.12205807   0.           0.        ]]",-0.368671396163,[ 1.41165595  0.95204541],0.111765,[ 0.02324012 -0.3575412 ]
7,[ 0.06343931  1.17157936],"[ 0.47659803  1.51028977 -1.21508902 -2.2196017   0.465537    1.62002671
  0.89710319 -1.03675996 -0.38520086 -2.82732298  0.        ]","[[ -1.09455445  -0.67447693   0.05300176   0.18881437]
 [-13.39555146  -5.17265747   0.           0.        ]]",-0.386608732372,[ 0.27490702  1.58467446],-0.274787,[ 0.02324012 -0.3575412 ]
8,[ 0.05979437  1.36031353],"[ 0.1484896   1.45800546 -1.34373909 -2.33728745  0.46553651  1.6200216
  0.93681027 -0.48076638 -0.7814097  -2.80106196  0.        ]","[[ -1.34891145  -0.73717463   0.05300176   0.18881437]
 [-12.04457148  -1.11065704   0.           0.        ]]",-0.391463282908,[-0.37540111  1.74084645],-0.936554,[ 0.02324012 -0.3575412 ]
9,[ 0.03858304  1.58799291],"[-0.19781585  1.47318591 -1.37935174 -2.30460659  0.46553602  1.62001648
  0.90012103  0.06433938 -1.1047406  -2.70304907  0.        ]","[[ -1.602327    -0.7194306    0.05300176   0.18881437]
 [-13.29277675   2.87180014   0.           0.        ]]",-0.391801840213,[ 1.11466209  1.36459076],-2.06619,[ 0.02324012 -0.3575412 ]
