timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-1.75144017 -2.84580255],"[ 1.16484125  1.70128714  0.11095594  0.06700831 -0.29193964  1.50908044
  1.29023066 -0.05568618  1.53466762 -1.09525983  0.        ]","[[ -1.87581923e-02  -3.16045364e-03  -3.34364800e-02   1.73972531e-01]
 [  4.27848229e-03  -4.63741634e-05   0.00000000e+00   0.00000000e+00]]",-0.30168890893,[-1.09463279 -2.72029064],-6.68654,[-0.0689965  -0.61142385]
1,[-1.25084758 -2.27956486],"[ 1.16272934  1.70001598  0.05159577  0.0063939  -0.29193956  1.50907921
  1.18660675 -0.63092784  1.52987084 -1.1827006   0.        ]","[[-0.05834853 -0.04287377 -0.03343648  0.17397253]
 [-3.95015278 -3.95809863  0.          0.        ]]",-0.308793370881,[-1.36561063 -2.8086203 ],-6.09999,[-0.0689965  -0.61142385]
2,[-0.43498284 -1.33111048],"[ 1.14364996  1.68333531 -0.12399676 -0.17286413 -0.29193948  1.50907799
  1.08503017 -1.19478312  1.48106328 -1.43821627  0.        ]","[[-0.17624343 -0.16096213 -0.03343648  0.17397253]
 [-7.82645939 -7.8378078   0.          0.        ]]",-0.327852928688,[-0.96917871 -1.13926816],-5.83413,[-0.0689965  -0.61142385]
3,[ 0.64677811 -0.15510938],"[ 1.07161167  1.61425455 -0.40307302 -0.46012013 -0.2919394   1.50907676
  0.98864805 -1.74747537  1.2950526  -1.81958986  0.        ]","[[ -0.36967485  -0.35587425  -0.03343648   0.17397253]
 [-11.50454108 -11.64071533   0.           0.        ]]",-0.35186922984,[-0.19714997 -0.2643938 ],-4.9806,[-0.0689965  -0.61142385]
4,[ 1.5070405   0.67965668],"[ 0.91924549  1.46111551 -0.71475209 -0.78632327 -0.29193933  1.50907553
  0.97415838 -1.86605921  0.92133748 -2.16779646  0.        ]","[[ -0.60531247  -0.5968755   -0.03343648   0.17397253]
 [-12.05747302 -12.45666686   0.           0.        ]]",-0.367874908488,[ 0.80832631  1.31360902],-4.302,[-0.0689965  -0.61142385]
5,[ 1.62340653  0.48240569],"[ 0.73345035  1.276189   -0.94981739 -1.02747856 -0.29193925  1.5090743
  1.0641482  -1.25487629  0.51736746 -2.32632204  0.        ]","[[-0.81200713 -0.80381518 -0.03343648  0.17397253]
 [-8.62329189 -8.25131695  0.          0.        ]]",-0.369467048604,[ 2.3679227  -0.00885966],-4.06155,[-0.0689965  -0.61142385]
6,[ 1.73444402  0.67310971],"[ 0.59406574  1.10025279 -1.07540907 -1.18549953 -0.29193917  1.50907308
  1.17227908 -1.23639574  0.22640861 -2.34144664  0.        ]","[[-0.94307142 -0.96756571 -0.03343648  0.17397253]
 [-4.49681333 -8.12416345  0.          0.        ]]",-0.362887006517,[ 1.27801013  0.46553128],-3.23301,[-0.0689965  -0.61142385]
7,[ 1.60192263  0.56962025],"[ 0.5378283   0.92995311 -1.11740776 -1.29568837 -0.29193909  1.50907185
  1.27826962 -0.94528376  0.06517646 -2.29936336  0.        ]","[[-0.99242595 -1.10995185 -0.03343648  0.17397253]
 [-0.45200754 -6.12111692  0.          0.        ]]",-0.354008506961,[ 0.2224968   1.04961816],-2.90782,[-0.0689965  -0.61142385]
8,[ 1.34023821  0.1468904 ],"[ 0.53767881  0.82664174 -1.11751284 -1.34641285 -0.29193901  1.50907062
  1.30154382 -0.35224032  0.01258528 -2.26581713  0.        ]","[[-0.99255483 -1.19143279 -0.03343648  0.17397253]
 [ 0.43620748 -2.04057317  0.          0.        ]]",-0.348556084735,[ 1.97972012 -0.2115543 ],-3.49646,[-0.0689965  -0.61142385]
9,[ 1.30998611  0.33346769],"[ 0.59278566  0.76306106 -1.07641301 -1.37231516 -0.29193893  1.50906939
  1.40501275 -0.4682481   0.04001368 -2.24668825  0.        ]","[[-0.94421356 -1.24025323 -0.03343648  0.17397253]
 [ 4.3847933  -2.83878685  0.          0.        ]]",-0.346099830612,[ 1.87929017  0.32584781],-3.40743,[-0.0689965  -0.61142385]
10,[ 1.0188421   0.19922709],"[ 0.72773012  0.7058     -0.95566231 -1.39239947 -0.29193885  1.50906816
  1.50642455 -0.27267431  0.16151006 -2.22532687  0.        ]","[[-0.81768808 -1.28352774 -0.03343648  0.17397253]
 [ 8.25488374 -1.49310649  0.          0.        ]]",-0.344919370983,[-0.25664975 -0.38081313],-2.17343,[-0.0689965  -0.61142385]
