timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-0.07227349 -0.12435201],"[ 1.20867862  1.7657962  -0.03405769 -0.11453688  1.30140427  0.49132912
  1.3341961  -0.17996749  0.25240972 -0.41139796  0.        ]","[[-0.09602926  0.07648166  0.15184214  0.05648011]
 [-0.00208661  0.00326495  0.          0.        ]]",-0.0893324248329,[-0.27709644  1.26275765],-2.70972,[ 0.02451895 -0.42682087]
1,[-0.2104162  -0.04648727],"[ 1.20713184  1.76075784 -0.05037033 -0.04006526  1.30140248  0.49132881
  1.30358377  0.35955619  0.25173965 -0.3961203   0.        ]","[[-0.1070841   0.11627843  0.15184214  0.05648011]
 [-1.09973684  3.96321221  0.          0.        ]]",-0.08770595063,[-1.5289477   0.16275006],-2.44319,[ 0.02451895 -0.42682087]
2,[-0.2392326   0.28144717],"[ 1.19548874  1.74310121 -0.14066681  0.11761201  1.3014007   0.4913285
  1.19386317  0.43687058  0.2454479  -0.42207067  0.        ]","[[-0.16855349  0.20123635  0.15184214  0.05648011]
 [-5.03410938  4.53067887  0.          0.        ]]",-0.0898060346363,[ 0.1855892  -0.48327806],-2.79435,[ 0.02451895 -0.42682087]
3,[-0.14041159  0.45235634],"[ 1.16837986  1.72138263 -0.2743946   0.24646562  1.30139891  0.49132819
  1.21713343  0.16388661  0.23204087 -0.50670057  0.        ]","[[-0.26086293  0.27174694  0.15184214  0.05648011]
 [-4.19961564  2.52705885  0.          0.        ]]",-0.0978394153773,[-0.99865686  0.35703044],-2.66806,[ 0.02451895 -0.42682087]
4,[-0.19370222  0.78558946],"[ 1.11478754  1.69611369 -0.44705726  0.36168879  1.30139712  0.49132788
  1.10926044  0.34987142  0.20399205 -0.6407206   0.        ]","[[-0.38366522  0.33598454  0.15184214  0.05648011]
 [-8.06774504  3.89213247  0.          0.        ]]",-0.111391855351,[-0.96419182  1.66457712],-2.69577,[ 0.02451895 -0.42682087]
5,[-0.44475925  1.39408255],"[ 0.9882547   1.63713447 -0.7068175   0.56433312  1.30139534  0.49132757
  1.00729367  0.87901047  0.13419829 -0.83652217  0.        ]","[[ -0.58170508   0.45279425   0.15184214   0.05648011]
 [-11.72409398   7.7758569    0.           0.        ]]",-0.132026733166,[ 0.0090903   0.83442849],-3.1035,[ 0.02451895 -0.42682087]
6,[-0.79644096  1.87964952],"[ 0.78340053  1.5094974  -0.96973406  0.86449054  1.30139355  0.49132726
  1.01472357  1.30813456  0.0249376  -1.00397049  0.        ]","[[ -0.81351344   0.63991301   0.15184214   0.05648011]
 [-11.45763054  10.92550925   0.           0.        ]]",-0.150280290516,[ 0.3541147   1.64089804],-3.31298,[ 0.02451895 -0.42682087]
7,[-1.35072041  2.08808637],"[ 0.55038051  1.27627929 -1.16064337  1.209856    1.30139177  0.49132695
  1.06007047  1.81801767 -0.08839795 -1.06455817  0.        ]","[[ -1.02635136   0.89597193   0.15184214   0.05648011]
 [ -9.83151286  14.66792533   0.           0.        ]]",-0.156585403124,[-1.58760352  2.28070714],-2.29345,[ 0.02451895 -0.42682087]
8,[-1.87545156  2.03848982],"[ 0.25693232  0.89908648 -1.30437354  1.51138963  1.30138998  0.49132663
  0.95511001  2.31799102 -0.23137354 -1.05855356  0.        ]","[[ -1.26074292   1.22615101   0.15184214   0.05648011]
 [-13.59521557  18.33763713   0.           0.        ]]",-0.155932647608,[-1.3932568   1.67822146],-1.94677,[ 0.02451895 -0.42682087]
9,[-2.36101842  1.53076923],"[-0.16218745  0.37842569 -1.37509669  1.6187658   1.3013882   0.49132632
  0.85220528  2.80795149 -0.4451786  -1.01735729  0.        ]","[[ -1.56966864   1.62898774   0.15184214   0.05648011]
 [-17.28520881  21.93390333   0.           0.        ]]",-0.155708150725,[-2.9327991   1.45951653],-1.06789,[ 0.02451895 -0.42682087]
10,[-2.59092975  0.71181118],"[-0.6762732  -0.21227923 -1.2688055   1.36187905  1.30138641  0.49132601
  0.75131415  3.28808999 -0.71378609 -0.88962654  0.        ]","[[ -1.95167007   2.10302686   0.15184214   0.05648011]
 [-20.9030025   25.45814331   0.           0.        ]]",-0.155114415244,[-1.91042507  0.87864981],-1.02563,[ 0.02451895 -0.42682087]
