timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-0.58399475 -1.47003543],"[ 1.21508305  1.77355233  0.20570357 -0.2491139  -0.03702675  1.37422626
  1.33183355 -0.20298262  1.33710814 -0.95479515  0.        ]","[[ 0.06644592  0.03512517 -0.0037105   0.15809013]
 [ 0.00285462 -0.00456163  0.          0.        ]]",-0.254988928247,[-0.46219761 -1.50139845],-1.8583,[ 0.01077358 -0.4148947 ]
1,[-0.42653763 -1.34419346],"[ 1.216524    1.77434152  0.17865541 -0.32658877 -0.03702673  1.37422407
  1.28056573 -0.74136728  1.34108502 -1.01584023  0.        ]","[[  4.81730313e-02  -4.68586452e-03  -3.71049693e-03   1.58090129e-01]
 [ -1.82406521e+00  -3.96335026e+00   0.00000000e+00   0.00000000e+00]]",-0.260052231207,[ 0.20354554 -1.87355276],-1.77746,[ 0.01077358 -0.4148947 ]
2,[-0.22693679 -1.13075554],"[ 1.2178416   1.76447645  0.13712803 -0.55607531 -0.03702671  1.37422188
  1.30421304 -1.26923264  1.33841744 -1.15643388  0.        ]","[[  2.01475914e-02  -1.22896715e-01  -3.71049693e-03   1.58090129e-01]
 [ -9.81297074e-01  -7.84479749e+00   0.00000000e+00   0.00000000e+00]]",-0.270969231311,[-0.44101938 -0.5756302 ],-0.812308,[ 0.01077358 -0.4148947 ]
3,[-0.06597853 -0.85548759],"[ 1.21792561  1.71544355  0.08237825 -0.89471309 -0.03702668  1.37421969
  1.2558188  -1.55799085  1.30388741 -1.35605433  0.        ]","[[ -1.67806140e-02  -3.01096230e-01  -3.71049693e-03   1.58090129e-01]
 [ -2.70581779e+00  -9.96808075e+00   0.00000000e+00   0.00000000e+00]]",-0.284665119443,[-0.77290678 -0.69353252],0.50487,[ 0.01077358 -0.4148947 ]
4,[ 0.15241906 -0.42094225],"[ 1.21108934  1.59733935 -0.042286   -1.29475448 -0.03702666  1.37421749
  1.17153293 -1.90445442  1.19232294 -1.64345867  0.        ]","[[ -1.01031606e-01  -5.26018831e-01  -3.71049693e-03   1.58090129e-01]
 [ -5.70938771e+00  -1.25156922e+01   0.00000000e+00   0.00000000e+00]]",-0.301872357717,[-1.27770028 -0.50522203],1.9154,[ 0.01077358 -0.4148947 ]
5,[ 0.35505822  0.033471  ],"[ 1.17396753  1.38293918 -0.26499659 -1.70544806 -0.03702664  1.3742153
  1.06367126 -2.14260719  0.93419109 -1.98449251  0.        ]","[[ -2.53782712e-01  -7.93903204e-01  -3.71049693e-03   1.58090129e-01]
 [ -9.55311980e+00  -1.42669006e+01   0.00000000e+00   0.00000000e+00]]",-0.318938991799,[ 1.35953769  0.54918386],1.71672,[ 0.01077358 -0.4148947 ]
6,[ 0.38696757  0.08198303],"[ 1.10754615  1.11126165 -0.47459457 -2.01026748 -0.03702662  1.37421311
  1.17994374 -1.80860197  0.60193555 -2.19425331  0.        ]","[[ -4.03273135e-01  -1.05459998e+00  -3.71049693e-03   1.58090129e-01]
 [ -5.40955830e+00  -1.18109553e+01   0.00000000e+00   0.00000000e+00]]",-0.325124690322,[ 0.71816893  0.07358679],2.25439,[ 0.01077358 -0.4148947 ]
7,[ 0.38445267  0.16166145],"[ 1.06114883  0.83343548 -0.57989977 -2.18522687 -0.0370266   1.37421091
  1.26265964 -1.73726557  0.34072187 -2.23658357  0.        ]","[[ -4.81889612e-01  -1.28555654e+00  -3.71049693e-03   1.58090129e-01]
 [ -2.46181504e+00  -1.12864386e+01   0.00000000e+00   0.00000000e+00]]",-0.320246904091,[ 0.3347037  -0.56091146],2.61697,[ 0.01077358 -0.4148947 ]
8,[ 0.35738853  0.37064028],"[ 1.03773121  0.51666566 -0.62604922 -2.26235004 -0.03702658  1.37420872
  1.30118092 -2.0089539   0.1247941  -2.18373886  0.        ]","[[ -5.17351814e-01  -1.53132999e+00  -3.71049693e-03   1.58090129e-01]
 [ -1.08899429e+00  -1.32842383e+01   0.00000000e+00   0.00000000e+00]]",-0.307839744608,[ 2.21196927  0.55353862],1.57012,[ 0.01077358 -0.4148947 ]
9,[ 0.23651496  0.18082684],"[ 1.04989455  0.20283266 -0.60256063 -2.22444047 -0.03702656  1.37420653
  1.41281704 -1.67519001 -0.01168498 -2.07056778  0.        ]","[[ -4.99217494e-01  -1.77239152e+00  -3.71049693e-03   1.58090129e-01]
 [  2.88937672e+00  -1.08300520e+01   0.00000000e+00   0.00000000e+00]]",-0.290767150419,[-0.55954864 -0.21896024],2.33417,[ 0.01077358 -0.4148947 ]
10,[ 0.12689248  0.2244982 ],"[ 1.07223687 -0.07455335 -0.55658668 -2.09090501 -0.03702654  1.37420433
  1.3490533  -1.76389998 -0.1017815  -1.93754164  0.        ]","[[ -4.64227105e-01  -1.99553733e+00  -3.71049693e-03   1.58090129e-01]
 [  6.17152516e-01  -1.14823789e+01   0.00000000e+00   0.00000000e+00]]",-0.272296515417,[ 1.29148225  0.16841825],1.39663,[ 0.01077358 -0.4148947 ]
11,[ 0.00210038  0.1175781 ],"[ 1.1026087  -0.32260541 -0.48687119 -1.87232326 -0.03702652  1.37420214
  1.45977938 -1.64231834 -0.15948311 -1.78827771  0.        ]","[[ -4.12294372e-01  -2.21621568e+00  -3.71049693e-03   1.58090129e-01]
 [  4.56310375e+00  -1.05883949e+01   0.00000000e+00   0.00000000e+00]]",-0.252156642855,[-1.44025109  0.87057114],1.33358,[ 0.01077358 -0.4148947 ]
