timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-0.23190671 -0.18045208],"[ 1.22150659  1.78550083  0.01690387 -0.52107577  1.21048353  0.15468493
  1.3121886  -0.3001178   0.32377759 -0.11971276  0.        ]","[[-0.0593362   0.0244162   0.13881737  0.01905971]
 [-0.00117336 -0.00263752  0.          0.        ]]",-0.0765742075461,[-0.12474922  0.45542135],-1.16109,[ 0.02085995 -0.38634944]
1,[-0.26774216 -0.21494144],"[ 1.22108038  1.78471622  0.00953506 -0.47972637  1.21048123  0.15468481
  1.29782916 -0.05454678  0.32384771 -0.11262132  0.        ]","[[-0.06431783  0.0424588   0.13881737  0.01905971]
 [-0.49534154  1.80088691  0.          0.        ]]",-0.0762351235676,[-0.38410339  0.10596687],-1.16082,[ 0.02085995 -0.38634944]
2,[-0.28297082 -0.13201627],"[ 1.21842933  1.78149999 -0.02748705 -0.38847285  1.21047894  0.15468469
  1.25396286 -0.00219043  0.32265991 -0.11916819  0.        ]","[[-0.08937312  0.08233454  0.13881737  0.01905971]
 [-2.00516062  2.18540254  0.          0.        ]]",-0.0764000328629,[-1.37687967  0.1769863 ],-1.07437,[ 0.02085995 -0.38634944]
3,[-0.28739807  0.07858737],"[ 1.2043574   1.77452383 -0.14414844 -0.27376328  1.21047664  0.15468457
  1.14017762  0.08754457  0.31498504 -0.20279364  0.        ]","[[-0.16877159  0.13265496  0.13881737  0.01905971]
 [-5.92164887  2.84443449  0.          0.        ]]",-0.080267312437,[-0.13712406 -0.72180003],-1.2685,[ 0.02085995 -0.38634944]
4,[-0.14659455  0.4103379 ],"[ 1.16584294  1.76930733 -0.32107336 -0.21104215  1.21047435  0.15468444
  1.1278514  -0.30925929  0.28915677 -0.37169438  0.        ]","[[-0.29146076  0.16030449  0.13881737  0.01905971]
 [-6.34585738 -0.0697709   0.          0.        ]]",-0.09069156411,[-0.05754886 -0.70799371],-1.22559,[ 0.02085995 -0.38634944]
5,[-0.07433075  0.81915271],"[ 1.10457711  1.77482783 -0.49869943 -0.27798871  1.21047206  0.15468432
  1.12491379 -0.69078058  0.23247875 -0.59011083  0.        ]","[[-0.41939175  0.13079599  0.13881737  0.01905971]
 [-6.44690442 -2.87174006  0.          0.        ]]",-0.107966785969,[-1.49170525  1.29295447],-1.22986,[ 0.02085995 -0.38634944]
6,[-0.04248676  0.97150743],"[ 0.9935887   1.77751786 -0.71575424 -0.31695664  1.21046976  0.1546842
  1.01364416 -0.14369629  0.12274424 -0.84292312  0.        ]","[[ -0.58675653   0.11367406   0.13881737   0.01905971]
 [-10.27682141   1.14614642   0.           0.        ]]",-0.131556128915,[ 2.55219633  0.88428829],-2.48183,[ 0.02085995 -0.38634944]
7,[-0.07800287  1.19251418],"[ 0.85388977  1.7669067  -0.90604251 -0.18575911  1.21046747  0.15468408
  1.13443606  0.32975088  0.0101251  -1.01614092  0.        ]","[[-0.75057654  0.17148358  0.13881737  0.01905971]
 [-6.11901859  4.6232287   0.          0.        ]]",-0.149809087148,[ 1.39053792  1.51715745],-2.18573,[ 0.02085995 -0.38634944]
8,[-0.26529703  1.23530054],"[ 0.77409189  1.72711789 -0.99090835  0.10659253  1.21046518  0.15468396
  1.25283573  0.85621938 -0.01038307 -1.02423883  0.        ]","[[-0.83206674  0.30274172  0.13881737  0.01905971]
 [-2.04354064  8.48971274  0.          0.        ]]",-0.150382351973,[-0.75256374  0.90401331],-1.92319,[ 0.02085995 -0.38634944]
9,[-0.65603149  1.42982185],"[ 0.70023476  1.62354431 -1.05834081  0.53590346  1.21046288  0.15468384
  1.16747954  1.32087158 -0.00195887 -0.95921457  0.        ]","[[ -0.90241478   0.50677497   0.13881737   0.01905971]
 [ -4.98148387  11.90221857   0.           0.        ]]",-0.142091401544,[-0.64521375  2.21601531],-1.88899,[ 0.02085995 -0.38634944]
