timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-0.41935286  1.28993154],"[  1.17741578e+00   1.75647762e+00   5.28478947e-04  -8.72169100e-01
   8.23398508e-01   1.66690045e+00   1.04649313e+00  -3.53254370e-01
   5.74896387e-01  -1.57300488e+00   0.00000000e+00]","[[-0.06751169 -0.04481816  0.097344    0.19299586]
 [-0.00412423 -0.00222836  0.          0.        ]]",-0.239706741337,[-0.71323521  0.8846421 ],-0.353986,[-0.02201192 -0.23836625]
1,[-0.44044304  1.21913934],"[ 1.17422783  1.75767355 -0.04189643 -0.77843718  0.82339604  1.66688922
  0.94963584  0.14916182  0.57384269 -1.58927147  0.        ]","[[-0.09591568 -0.00970635  0.097344    0.19299586]
 [-2.82687181  3.50172813  0.          0.        ]]",-0.241493467433,[-0.54071919  0.62024354],-0.537375,[-0.02201192 -0.23836625]
2,[-0.43584198  1.25185382],"[ 1.15995338  1.75323722 -0.15688556 -0.52769881  0.82339358  1.66687798
  0.87812574  0.49147788  0.56785094 -1.63477174  0.        ]","[[-0.17336285  0.08428168  0.097344    0.19299586]
 [-4.91090521  5.88911468  0.          0.        ]]",-0.246318182964,[-1.1593703   0.25016961],-0.616283,[-0.02201192 -0.23836625]
3,[-0.39903301  1.4071095 ],"[ 1.11495938  1.72973787 -0.3559837  -0.19358821  0.82339111  1.66686675
  0.74570915  0.61700077  0.54434626 -1.74670077  0.        ]","[[-0.31030063  0.21084764  0.097344    0.19299586]
 [-8.77003643  6.76454524  0.          0.        ]]",-0.257852175361,[-0.65684716  1.18407006],-0.874251,[-0.02201192 -0.23836625]
4,[-0.40444291  1.50453424],"[ 1.00577787  1.66546733 -0.63005254  0.24929205  0.82338865  1.66685551
  0.66244729  1.16565608  0.48687356 -1.91080026  0.        ]","[[ -0.51004755   0.38453091   0.097344     0.19299586]
 [-11.19659546  10.59099917   0.           0.        ]]",-0.274114566011,[-2.38772763  0.88173785],-0.790932,[-0.02201192 -0.23836625]
5,[-0.40258968  1.63845658],"[ 0.7918269   1.5157619  -0.94322607  0.81931573  0.82338618  1.66684428
  0.53425052  1.63632708  0.37693862 -2.08710791  0.        ]","[[ -0.77146477   0.62928731   0.097344     0.19299586]
 [-14.93276081  13.87361935   0.           0.        ]]",-0.290480958572,[-1.53530748  3.02121772],-0.723174,[-0.02201192 -0.23836625]
6,[-0.40628982  1.7113626 ],"[ 0.42191355  1.23578097 -1.23863716  1.41001312  0.82338372  1.66683304
  0.40856307  2.16471515  0.18735988 -2.25781121  0.        ]","[[ -1.10687102   0.94373633   0.097344     0.19299586]
 [-18.59580016  17.55885826   0.           0.        ]]",-0.305457406592,[ 0.94027335  1.9742185 ],-1.65083,[-0.02201192 -0.23836625]
7,[-0.44488862  1.57763791],"[-0.01035588  0.79451213 -1.3837995   1.84173213  0.82338126  1.66682181
  0.54877788  2.68226867 -0.02555361 -2.28523426  0.        ]","[[ -1.43778848   1.33113089   0.097344     0.19299586]
 [-14.50931619  21.16867883   0.           0.        ]]",-0.304877180474,[ 1.53940633  0.9573264 ],-1.72136,[-0.02201192 -0.23836625]
8,[-0.53548664  1.25552869],"[-0.34943075  0.22215203 -1.38719862  1.85511894  0.82337879  1.66681057
  0.694394    3.16542386 -0.19679401 -2.10832794  0.        ]","[[ -1.6853982    1.78831647   0.097344     0.19299586]
 [-10.26540446  24.53879469   0.           0.        ]]",-0.281042803989,[-0.09077753  2.50815023],-0.0650787,[-0.02201192 -0.23836625]
9,[-0.66981298  0.85173339],"[-0.62623834 -0.3598216  -1.32024623  1.21392947  0.82337633  1.66679934
  0.68904431  3.66334451 -0.39970575 -1.81183487  0.        ]","[[ -1.89227101   2.31394172   0.097344     0.19299586]
 [-10.42126372  28.01216875   0.           0.        ]]",-0.244528289389,[-0.15401011  1.31413338],0.104929,[-0.02201192 -0.23836625]
