timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-3.63329053 -3.78501058],"[ 1.13678705  1.68898865  0.04508325  0.07949347 -1.01124774  1.01861078
  1.25532693 -0.04479477  2.09773575 -0.74872905  0.        ]","[[-0.06994959 -0.01641392 -0.1164096   0.11756593]
 [ 0.00254138  0.00410811  0.          0.        ]]",-0.352255581992,[-3.46724167 -2.606583  ],-6.64966,[-0.16629487 -0.68259585]
1,[-2.67180157 -3.21661949],"[ 1.13186362  1.68694493 -0.01454105  0.02148419 -1.01124734  1.01861037
  1.15420234 -0.63347968  2.08762918 -0.8336742   0.        ]","[[-0.10957434 -0.05604497 -0.1164096   0.11756593]
 [-3.95185717 -3.95402637  0.          0.        ]]",-0.355913937385,[-3.05741483 -3.17153756],-6.53203,[-0.16629487 -0.68259585]
2,[-1.52280664 -2.21783495],"[ 1.10446096  1.66767923 -0.19009376 -0.15012999 -1.01124694  1.01860996
  1.05507548 -1.21051206  2.0233542  -1.07983621  0.        ]","[[-0.22750306 -0.17405269 -0.1164096   0.11756593]
 [-7.82813948 -7.83381524  0.          0.        ]]",-0.364427315725,[-2.05250696 -2.52761229],-6.49717,[-0.16629487 -0.68259585]
3,[-0.09846413 -0.95508349],"[ 1.01847152  1.59345798 -0.46842468 -0.42463264 -1.01124653  1.01860956
  0.95789941 -1.77611337  1.81344959 -1.44188494  0.        ]","[[ -0.42219129  -0.36888525  -0.1164096    0.11756593]
 [-11.62814028 -11.63675132   0.           0.        ]]",-0.370491301303,[ 0.0926602  -1.30769682],-6.64887,[-0.16629487 -0.68259585]
4,[ 1.14555955  0.5628711 ],"[ 0.85857525  1.40839618 -0.76220703 -0.7700979  -1.01124613  1.01860915
  0.97316336 -2.33073969  1.40804512 -1.75803967  0.        ]","[[ -0.6487636   -0.63903632  -0.1164096    0.11756593]
 [-11.03123744 -15.36590669   0.           0.        ]]",-0.363149456149,[ 1.63749762  0.11539345],-5.52677,[-0.16629487 -0.68259585]
5,[ 1.53661478  1.27189374],"[ 0.69207177  1.10694441 -0.96172903 -1.07826843 -1.01124573  1.01860874
  1.07987371 -2.21770121  0.96126871 -1.86255064  0.        ]","[[ -0.82752152  -0.93872905  -0.1164096    0.11756593]
 [ -6.85837196 -14.60588773   0.           0.        ]]",-0.340492383326,[ 2.74291659  1.32033933],-4.52964,[-0.16629487 -0.68259585]
6,[ 1.27413487  1.11440885],"[ 0.58979214  0.7974496  -1.054729   -1.25536267 -1.01124532  1.01860833
  1.18447104 -1.58594679  0.66381393 -1.81217094  0.        ]","[[ -0.92365269  -1.18822817  -0.1164096    0.11756593]
 [ -2.76813084 -10.35816717   0.           0.        ]]",-0.31537089199,[ 1.52223599  1.48605336],-3.61,[-0.16629487 -0.68259585]
7,[ 0.76121807  0.54593599],"[ 0.57297157  0.57287762 -1.06836838 -1.3268435  -1.01124492  1.01860792
  1.2870302  -0.96668526  0.54378319 -1.73927738  0.        ]","[[-0.93877797 -1.35361568 -0.1164096   0.11756593]
 [ 1.24241336 -6.19443895  0.          0.        ]]",-0.299061183469,[ 1.65095059  0.51883714],-3.64154,[-0.16629487 -0.68259585]
8,[ 0.39107469  0.26996756],"[ 0.64313856  0.42972679 -1.00849232 -1.35155583 -1.01124452  1.01860751
  1.38758841 -0.64301566  0.55771046 -1.69363292  0.        ]","[[-0.87447642 -1.45566972 -0.1164096   0.11756593]
 [ 5.17471741 -4.01818185  0.          0.        ]]",-0.293426795976,[ 0.22154245  1.65034006],-3.59747,[-0.16629487 -0.68259585]
9,[-0.58887446 -0.45534536],"[ 0.75570624  0.37330187 -0.89372942 -1.35710207 -1.01124411  1.0186071
  1.40737177 -0.04228626  0.65535783 -1.67746714  0.        ]","[[-0.76321973 -1.49550757 -0.1164096   0.11756593]
 [ 5.94836688  0.02094378  0.          0.        ]]",-0.296521564457,[-0.61153147 -0.98720537],-2.19139,[-0.16629487 -0.68259585]
10,[-0.01518953  0.34829158],"[ 0.84079388  0.31818445 -0.7872178  -1.36027577 -1.01124371  1.01860669
  1.34249203 -0.6236289   0.73130475 -1.65482491  0.        ]","[[-0.66970741 -1.53430649 -0.1164096   0.11756593]
 [ 3.41130908 -3.88783147  0.          0.        ]]",-0.298029230298,[ 0.38661312  0.35065805],-2.8618,[-0.16629487 -0.68259585]
11,[-0.46630216  0.18159355],"[ 0.90830546  0.22847883 -0.68591139 -1.36073325 -1.01124331  1.01860628
  1.37988771 -0.4057047   0.77757807 -1.61816671  0.        ]","[[-0.58680899 -1.59736185 -0.1164096   0.11756593]
 [ 4.87367763 -2.42257514  0.          0.        ]]",-0.296145731738,[-1.01825149  0.07685709],-2.12664,[-0.16629487 -0.68259585]
