timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-1.10509658 -1.47761142],"[ 1.15886112  1.69576585  0.09817334  0.06651913  0.74489746  0.56819069
  1.28153395 -0.05157042  0.69603378 -0.35950416  0.        ]","[[-0.02981087 -0.01066308  0.08666813  0.06542648]
 [ 0.00171326  0.00411456  0.          0.        ]]",-0.143128902081,[-1.83871397 -2.15802559],-5.95906,[-0.07838403 -0.61709118]
1,[-0.6556648  -1.16172934],"[ 1.15613825  1.69407777  0.0386736   0.00669421  0.74489719  0.56819052
  1.17851418 -0.63008817  0.68981455 -0.44632116  0.        ]","[[-0.06945201 -0.05029401  0.08666813  0.06542648]
 [-3.95266811 -3.95402006  0.          0.        ]]",-0.149226920899,[-3.3460773  -0.29756598],-5.87582,[-0.07838403 -0.61709118]
2,[-0.11206889 -0.77782446],"[ 1.13523667  1.68210095 -0.13704068 -0.12872672  0.74489692  0.56819034
  1.07750234 -0.79063521  0.64403478 -0.67956921  0.        ]","[[-0.18740746 -0.14039542  0.08666813  0.06542648]
 [-7.82998004 -5.05246113  0.          0.        ]]",-0.166328818762,[ 0.43938627 -1.40407938],-6.13294,[-0.07838403 -0.61709118]
3,[ 0.69983011  0.11409141],"[ 1.08700756  1.64138402 -0.33692164 -0.33502558  0.74489665  0.56819016
  1.1268543  -1.35484484  0.5246043  -0.95744012  0.        ]","[[-0.32499972 -0.28017579  0.08666813  0.06542648]
 [-5.93558516 -8.9127056   0.          0.        ]]",-0.187867566184,[ 1.93309582  0.76478446],-6.38959,[-0.07838403 -0.61709118]
4,[ 0.74307007 -0.14861836],"[ 1.04865407  1.57085405 -0.44624127 -0.54190195  0.74489638  0.56818999
  1.23293768 -0.88666935  0.39286102 -1.13464656  0.        ]","[[-0.40285599 -0.42629136  0.08666813  0.06542648]
 [-1.86355311 -5.70952055  0.          0.        ]]",-0.20209312365,[ 0.44181676 -0.32113857],-4.75423,[-0.07838403 -0.61709118]
5,[ 0.9452793   0.22919212],"[ 1.037908    1.4883338  -0.47289777 -0.70953567  0.7448961   0.56818981
  1.27944052 -1.05609434  0.30038478 -1.21476103  0.        ]","[[-0.42221723 -0.5521123   0.08666813  0.06542648]
 [-0.07851396 -6.86870484  0.          0.        ]]",-0.208259900106,[-0.06240218 -0.10841871],-4.11077,[-0.07838403 -0.61709118]
6,[ 1.02405667  0.48494148],"[ 1.03561011  1.37420437 -0.47842001 -0.88159675  0.74489583  0.56818963
  1.27304784 -1.09895086  0.20367057 -1.27180922  0.        ]","[[-0.4262491  -0.69242838  0.08666813  0.06542648]
 [-0.32386625 -7.16192672  0.          0.        ]]",-0.212298360716,[ 1.49763523  0.32009557],-4.34385,[-0.07838403 -0.61709118]
7,[ 0.82365888  0.36325234],"[ 1.05395396  1.25046181 -0.43254784 -1.02324912  0.74489556  0.56818946
  1.37627051 -0.8931656   0.14545029 -1.27932575  0.        ]","[[-0.39297278 -0.82154073  0.08666813  0.06542648]
 [ 3.63836701 -5.75397684  0.          0.        ]]",-0.211458532705,[-0.13525378 -0.10587588],-3.63132,[-0.07838403 -0.61709118]
8,[ 0.66944951  0.50889772],"[ 1.08643108  1.12330567 -0.33876609 -1.13678776  0.74489529  0.56818928
  1.36045615 -0.93775592  0.12454455 -1.24907346  0.        ]","[[-0.32629554 -0.93968122  0.08666813  0.06542648]
 [ 3.03136821 -6.05906005  0.          0.        ]]",-0.206533376266,[ 1.30703665 -0.45663141],-3.59244,[-0.07838403 -0.61709118]
9,[ 0.5048756   0.89403522],"[ 1.12409334  0.96020379 -0.19463183 -1.24787906  0.74489502  0.5681891
  1.46198623 -1.18463826  0.11526386 -1.19140654  0.        ]","[[-0.22656623 -1.07781055  0.08666813  0.06542648]
 [ 6.92863877 -7.7481971   0.          0.        ]]",-0.198038127938,[ 0.7002923   0.62654627],-3.70379,[-0.07838403 -0.61709118]
10,[-0.17991269  0.59413642],"[ 1.15684736  0.7970493   0.05049299 -1.32852657  0.74489474  0.56818893
  1.53059159 -0.79967652  0.15850225 -1.07167919  0.        ]","[[-0.06157168 -1.20634867  0.08666813  0.06542648]
 [ 9.56210035 -5.1143477   0.          0.        ]]",-0.182455341289,[-2.07701524 -0.06350628],-2.96255,[-0.07838403 -0.61709118]
