timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-0.67457861  0.39378032],"[ 1.10359916  1.52722437  0.18198718 -0.71481622  0.36078076 -0.40578879
  0.662956   -0.29824548  0.85621428  0.43616072  0.        ]","[[ 0.06839268 -0.05141367  0.04400601 -0.04325704]
 [ 0.00041132  0.00335635  0.          0.        ]]",-0.173697676799,[-0.40277546  1.01978473],-0.516748,[-0.02240911 -0.15609755]
1,[-0.71735394  0.36183068],"[ 1.10491574  1.52873069  0.15765006 -0.62433127  0.36077898 -0.40578673
  0.56911041  0.2665078   0.85634691  0.44375156  0.        ]","[[ 0.05239902 -0.01161315  0.04400601 -0.04325704]
 [-1.59446185  3.96349563  0.          0.        ]]",-0.174025668847,[-1.2372184   0.44648457],-0.498434,[-0.02240911 -0.15609755]
2,[-0.7291593   0.35771954],"[ 1.10654729  1.52442878  0.049042   -0.40565654  0.3607772  -0.40578466
  0.33816118  0.50765113  0.85616214  0.41117385  0.        ]","[[-0.0188709   0.08462263  0.04400601 -0.04325704]
 [-5.51946172  5.65443972  0.          0.        ]]",-0.172717153832,[ 0.52372841  1.61336504],-1.63842,[-0.02240911 -0.15609755]
3,[-0.7603153   0.33746648],"[ 1.09886053  1.49489286 -0.08559077 -0.06538379  0.36077542 -0.4057826
  0.46640178  1.05623514  0.84795668  0.39685891  0.        ]","[[-0.10739267  0.23630748  0.04400601 -0.04325704]
 [-3.33995378  9.5012293   0.          0.        ]]",-0.170999052832,[-0.12955803 -0.47073764],-1.32865,[-0.02240911 -0.15609755]
4,[-0.73745286  0.35872516],"[ 1.08488544  1.42977975 -0.19310574  0.2999017   0.36077364 -0.40578054
  0.44017555  0.76360953  0.82848594  0.42345558  0.        ]","[[-0.17866323  0.4057449   0.04400601 -0.04325704]
 [-3.78563144  7.44934771  0.          0.        ]]",-0.169211980414,[-0.34983374  0.75391259],-1.2979,[-0.02240911 -0.15609755]
5,[-0.76283926  0.34268227],"[ 1.05785456  1.3272378  -0.32516263  0.65475009  0.36077186 -0.40577848
  0.36308549  1.16834661  0.79804949  0.4288294   0.        ]","[[ -0.26752069   0.58320791   0.04400601  -0.04325704]
 [ -5.09574766  10.28748199   0.           0.        ]]",-0.165069218225,[-0.51138933  1.43748768],-1.34092,[-0.02240911 -0.15609755]
6,[-0.79880083  0.31878969],"[ 1.00416835  1.13541574 -0.4999819   1.07546655  0.36077009 -0.40577642
  0.24989413  1.70402913  0.73921475  0.43645937  0.        ]","[[ -0.38873635   0.82664763   0.04400601  -0.04325704]
 [ -7.01940931  14.04394136   0.           0.        ]]",-0.157014688833,[ 0.35861871 -0.41297732],-1.61885,[-0.02240911 -0.15609755]
7,[-0.77967358  0.33430025],"[ 0.92943019  0.87531131 -0.67102228  1.41707284  0.36076831 -0.40577435
  0.34158909  1.43107564  0.65452793  0.45089469  0.        ]","[[ -0.51348908   1.08832388   0.04400601  -0.04325704]
 [ -5.46103628  12.13008349   0.           0.        ]]",-0.14576607846,[-0.83025589  0.7717196 ],-1.00376,[-0.02240911 -0.15609755]
8,[-0.81605583  0.30768353],"[ 0.82253623  0.56577281 -0.85032156  1.62595858  0.36076653 -0.40577229
  0.15458984  1.83264379  0.5462261   0.44852807  0.        ]","[[ -0.65459506   1.3591812    0.04400601  -0.04325704]
 [ -8.639042    14.94619749   0.           0.        ]]",-0.130643212139,[-1.52756855  1.51184917],-0.601857,[-0.02240911 -0.15609755]
9,[-0.8617354   0.27241829],"[ 0.62325035  0.15888795 -1.08279462  1.65918718  0.36076475 -0.40577023
 -0.06827546  2.35507429  0.38648975  0.40861805  0.        ]","[[ -0.86537644   1.69486722   0.04400601  -0.04325704]
 [-12.42658551  18.61008552   0.           0.        ]]",-0.106651188094,[-0.63209371  0.85326039],-0.86138,[-0.02240911 -0.15609755]
10,[-0.88727254  0.25562233],"[ 0.31027773 -0.30277639 -1.30512058  1.36863807  0.36076297 -0.40576817
 -0.20107284  2.78415104  0.16029436  0.36722347  0.        ]","[[ -1.13655155   2.09726581   0.04400601  -0.04325704]
 [-14.68344833  21.61968659   0.           0.        ]]",-0.0745310151412,[ 0.14360508 -1.08054141],-1.24893,[-0.02240911 -0.15609755]
11,[-0.84520578  0.27592337],"[-0.06382187 -0.65624983 -1.42965553  0.78936609  0.36076119 -0.40576611
 -0.15054483  2.1583255  -0.08470179  0.35121913  0.        ]","[[ -1.42160497   2.48562977   0.04400601  -0.04325704]
 [-13.8247566   17.23139514   0.           0.        ]]",-0.0472398394522,[-1.47673888  0.38076002],-0.581465,[-0.02240911 -0.15609755]
12,[-0.84620512  0.27502313],"[-0.49305393 -0.85491746 -1.42604492  0.0734254   0.36075941 -0.40576404
 -0.36742926  2.32452363 -0.31998945  0.3693232   0.        ]","[[ -1.73508148   2.84195612   0.04400601  -0.04325704]
 [-17.5106354   18.39735037   0.           0.        ]]",-0.0443975192795,[-0.57371376 -0.51896019],-1.1719,[-0.02240911 -0.15609755]
13,[-0.70328021  0.36476862],"[-0.96777948 -0.90840703 -1.23446217 -0.51473567  0.36075763 -0.40576198
 -0.4807381   0.28043264 -0.48973009  0.42527672  0.        ]","[[ -2.10461387   3.10498552   0.04400601  -0.04325704]
 [-19.43630173   4.06245989   0.           0.        ]]",-0.0624071222895,[ 0.55154172 -1.37194636],-0.967704,[-0.02240911 -0.15609755]
14,[-0.61959559  0.42473659],"[-1.34242822 -0.90837457 -0.87355949 -0.51345739  0.36075585 -0.40575992
 -0.32961641 -0.65638426 -0.47051231  0.39448818  0.        ]","[[ -2.46757315   3.10442441   0.04400601  -0.04325704]
 [-16.86810599  -2.50729709   0.           0.        ]]",-0.0573605476326,[-1.26949724 -0.00208882],-0.469822,[-0.02240911 -0.15609755]
15,[-0.59408784  0.44298184],"[-1.5815512  -0.9045663  -0.37301967 -0.399638    0.36075408 -0.40575786
 -0.54293996 -0.65338504 -0.45879952  0.3243209   0.        ]","[[ -2.84130959   3.05428498   0.04400601  -0.04325704]
 [-20.49345037  -2.48629266   0.           0.        ]]",-0.0488752181646,[ 0.31009067 -0.0557794 ],-0.729167,[-0.02240911 -0.15609755]
16,[-0.56648368  0.46136793],"[-1.63708225 -0.89748617  0.2197661  -0.28336684  0.3607523  -0.4057558
 -0.44681805 -0.67787252 -0.48872969  0.25251493  0.        ]","[[ -3.23478936   3.00283594   0.04400601  -0.04325704]
 [-18.85996697  -2.65804835   0.           0.        ]]",-0.0455804386993,[ 0.03210716 -0.0156187 ],-0.659461,[-0.02240911 -0.15609755]
17,[-0.54817253  0.47375551],"[-1.49681086 -0.88679293  0.762003   -0.16389385  0.36075052 -0.40575374
 -0.41736142 -0.67921505 -0.55374724  0.20520549  0.        ]","[[ -3.60696649   2.94958032   0.04400601  -0.04325704]
 [-18.35941068  -2.66749358   0.           0.        ]]",-0.0508023606964,[ 1.10352329  1.12927651],-0.830668,[-0.02240911 -0.15609755]
18,[-0.56389517  0.46274227],"[-1.23662002 -0.88363784  1.15991366 -0.1346964   0.36074874 -0.40575167
 -0.16298484 -0.10706502 -0.60822528  0.21335797  0.        ]","[[ -3.93078137   2.93648743   0.04400601  -0.04325704]
 [-14.03650563   1.34484938   0.           0.        ]]",-0.0587682196099,[ 0.82749699  0.71214013],-0.903817,[-0.02240911 -0.15609755]
19,[-0.58579701  0.44859409],"[-0.97090103 -0.89546003  1.38810937 -0.25764394  0.36074696 -0.40574961
  0.04616025  0.29123605 -0.60279962  0.25278535  0.        ]","[[ -4.17585071   2.99140917   0.04400601  -0.04325704]
 [-10.48227131   4.13803358   0.           0.        ]]",-0.0602240609877,[-0.65154428 -0.9342979 ],-0.6836,[-0.02240911 -0.15609755]
20,[-0.5648793   0.46132606],"[-0.67846398 -0.90074221  1.53281155 -0.33089372  0.36074518 -0.40574755
 -0.09343913 -0.36598046 -0.60198935  0.2771474   0.        ]","[[ -4.40929906   3.02390419   0.04400601  -0.04325704]
 [-12.85463275  -0.47083723   0.           0.        ]]",-0.061672945811,[ 0.23852417  0.04153394],-0.80858,[-0.02240911 -0.15609755]
21,[-0.56878376  0.45786515],"[-0.34782802 -0.89928273  1.59970698 -0.30888984  0.3607434  -0.40574549
 -0.02289207 -0.36113576 -0.62770815  0.29771266  0.        ]","[[ -4.65436308   3.01415845   0.04400601  -0.04325704]
 [-11.65576144  -0.43687544   0.           0.        ]]",-0.0664048469783,[-0.7953863   0.76760687],-0.685823,[-0.02240911 -0.15609755]
