timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-1.4825213  -2.30678439],"[ 1.12795718  1.6719076   0.14871713  0.06627958  0.34321042  1.17846849
  1.23730855 -0.04287717  1.00372766 -0.77666736  0.        ]","[[-0.00711627 -0.03631267  0.04047507  0.13602952]
 [-0.002892    0.00159792  0.          0.        ]]",-0.220748053823,[-0.54289085 -1.87072445],-9.14261,[-0.18881506 -0.73122829]
1,[-0.92935991 -1.80079257],"[ 1.12742019  1.66870838  0.11597309  0.00914164  0.34321036  1.17846799
  1.18301946 -0.63806765  0.99999367 -0.83577114  0.        ]","[[-0.02870573 -0.07600049  0.04047507  0.13602952]
 [-2.14891594 -3.95718892  0.          0.        ]]",-0.226139237425,[-1.50244542 -1.88136569],-8.34137,[-0.18881506 -0.73122829]
2,[-0.14592373 -0.80455601],"[ 1.1194621   1.6458983  -0.00842249 -0.15947389  0.34321029  1.17846748
  1.0840574  -1.22137065  0.96490635 -1.03377641  0.        ]","[[-0.11093346 -0.19407077  0.04047507  0.13602952]
 [-6.0608625  -7.83691081  0.          0.        ]]",-0.243490807957,[-0.68406993 -0.65074542],-8.39349,[-0.18881506 -0.73122829]
3,[ 0.79280353  0.16087121],"[ 1.08203186  1.57302497 -0.22766638 -0.4096781   0.34321022  1.17846698
  1.01864803 -1.58528097  0.83320838 -1.34349392  0.        ]","[[ -0.25809223  -0.37509452   0.04047507   0.13602952]
 [ -8.64647574 -10.2573912    0.           0.        ]]",-0.268995437063,[ 0.65122925 -0.25304381],-7.81427,[-0.18881506 -0.73122829]
4,[ 1.47168171  0.92127693],"[ 1.01657811  1.43149981 -0.43604188 -0.68159066  0.34321015  1.17846648
  1.08814174 -1.70552209  0.60241218 -1.61464029  0.        ]","[[ -0.40345918  -0.58826674   0.04047507   0.13602952]
 [ -5.89937749 -11.05715815   0.           0.        ]]",-0.289750613362,[ 2.14435213  1.30126848],-7.70253,[-0.18881506 -0.73122829]
5,[ 1.39275527  0.49093604],"[ 0.97079925  1.27032588 -0.54178777 -0.88263817  0.34321008  1.17846598
  1.19112999 -1.07749974  0.40347812 -1.74267446  0.        ]","[[-0.480601   -0.76749918  0.04047507  0.13602952]
 [-1.82823867 -6.8799983   0.          0.        ]]",-0.298383919572,[ 2.42217007  1.21526609],-7.03559,[-0.18881506 -0.73122829]
6,[ 1.02645981 -0.14989012],"[ 0.97302356  1.16944451 -0.53710316 -0.97798629  0.34321001  1.17846548
  1.29209614 -0.46190083  0.33616536 -1.75919065  0.        ]","[[-0.47712151 -0.86401754  0.04047507  0.13602952]
 [ 2.1629711  -2.7854682   0.          0.        ]]",-0.298237873125,[ 1.33029366 -0.5727249 ],-5.65324,[-0.18881506 -0.73122829]
7,[ 0.88557708  0.43058807],"[ 1.02135996  1.08162278 -0.42364065 -1.04755373  0.34320995  1.17846497
  1.39112097 -0.79472938  0.36383645 -1.70860138  0.        ]","[[-0.39458727 -0.94193842  0.04047507  0.13602952]
 [ 6.07744574 -4.99921076  0.          0.        ]]",-0.291910246283,[ 2.26596657  1.1710772 ],-6.59051,[-0.18881506 -0.73122829]
8,[ 0.02028069 -0.27304485],"[ 1.08999296  1.01135685 -0.19304318 -1.09575379  0.34320988  1.17846447
  1.48814385 -0.18467123  0.4721238  -1.58666452  0.        ]","[[-0.23455735 -1.00121114  0.04047507  0.13602952]
 [ 9.91278868 -0.94153428  0.          0.        ]]",-0.279090881539,[-0.33894367 -0.35559534],-5.03111,[-0.18881506 -0.73122829]
9,[-0.48453817  0.01769167],"[ 1.12613323  0.97133396  0.08109191 -1.12057602  0.34320981  1.17846397
  1.44926852 -0.39344612  0.59541586 -1.42251537  0.        ]","[[-0.05171988 -1.03397414  0.04047507  0.13602952]
 [ 8.37608018 -2.33015792  0.          0.        ]]",-0.262938769994,[ 1.91520542  0.47171565],-6.20178,[-0.18881506 -0.73122829]
10,[-1.39402223 -0.35971037],"[ 1.11160193  0.93724642  0.39195071 -1.1403198   0.34320974  1.17846347
  1.54515914 -0.10579115  0.70234837 -1.21530471  0.        ]","[[  0.1538339   -1.06138134   0.04047507   0.13602952]
 [ 12.16666989  -0.41688063   0.           0.        ]]",-0.242700010014,[-2.0467935  -0.77800986],-4.23465,[-0.18881506 -0.73122829]
11,[-1.77300262  0.18297809],"[ 1.04143614  0.88765161  0.68687585 -1.16687776  0.34320967  1.17846297
  1.43899801 -0.56747636  0.75828987 -1.00545131  0.        ]","[[ 0.35506234 -1.10052871  0.04047507  0.13602952]
 [ 7.97015448 -3.48768448  0.          0.        ]]",-0.221175536162,[-3.22154756  1.17257413],-4.94503,[-0.18881506 -0.73122829]
12,[-2.25624514 -0.50104684],"[ 0.97552739  0.84984924  0.85080309 -1.18548075  0.3432096   1.17846247
  1.33488562  0.03840136  0.76903561 -0.88382566  0.        ]","[[ 0.47317334 -1.12984901  0.04047507  0.13602952]
 [ 3.85461963  0.54218442  0.          0.        ]]",-0.207953226845,[-3.2206043   0.61389564],-5.18827,[-0.18881506 -0.73122829]
13,[-2.44938517 -1.01213562],"[ 0.95154746  0.89508341  0.89977549 -1.16305504  0.34320953  1.17846196
  1.23284161  0.40241065  0.78893569 -0.81957997  0.        ]","[[ 0.50979356 -1.09471323  0.04047507  0.13602952]
 [-0.17915673  2.96331621  0.          0.        ]]",-0.202685111972,[-2.12628437 -0.81438751],-5.03393,[-0.18881506 -0.73122829]
14,[-2.14237165 -0.54722536],"[ 0.97968449  0.92845752  0.84185145 -1.14520761  0.34320947  1.17846146
  1.13285805 -0.09105762  0.79581553 -0.85525734  0.        ]","[[ 0.46655539 -1.0683784   0.04047507  0.13602952]
 [-4.13148757 -0.31888382  0.          0.        ]]",-0.207293595663,[-3.06251831 -0.00330154],-4.85633,[-0.18881506 -0.73122829]
15,[-1.76930785 -0.51139367],"[ 1.04620119  0.92034721  0.67260236 -1.14964854  0.3432094   1.17846096
  1.03482962 -0.09189183  0.76874449 -1.00321262  0.        ]","[[ 0.34504614 -1.074812    0.04047507  0.13602952]
 [-8.00653537 -0.32443247  0.          0.        ]]",-0.221824713294,[-1.81653973 -0.61902137],-4.75973,[-0.18881506 -0.73122829]
