timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-4.43365335 -0.45868444],"[ 1.14856617  1.69807751  0.21375009  0.0572331   0.18625655 -1.27668226
  1.26873175 -0.04907053  1.14529759  1.19822423  0.        ]","[[ 0.04573611 -0.0222446   0.02186171 -0.14682536]
 [ 0.00208734 -0.00135871  0.          0.        ]]",-0.24301333095,[-5.65436477 -0.02169033],-4.89376,[-0.09983756 -0.61769903]
1,[-4.50013685 -0.41112781],"[ 1.14998824  1.69804817  0.154045    0.05593312  0.1862565  -1.27668154
  1.16656568 -0.0614853   1.1461144   1.14081339  0.        ]","[[ 0.00608727 -0.02311777  0.02186171 -0.14682536]
 [-3.95379967 -0.08568199  0.          0.        ]]",-0.237861936916,[-4.73701673  0.04494677],-5.31228,[-0.09983756 -0.61769903]
2,[-4.55677605 -0.22437234],"[ 1.1413519   1.69805013 -0.02333835  0.05608821  0.18625646 -1.27668081
  1.06641783 -0.03481128  1.13490256  0.97235924  0.        ]","[[-0.11189529 -0.02301359  0.02186171 -0.14682536]
 [-7.83154449  0.09549239  0.          0.        ]]",-0.22225289563,[ -3.97275025e+00  -1.28530978e-03],-5.59413,[-0.09983756 -0.61769903]
3,[-4.49525738  0.13700595],"[ 1.08539765  1.69810643 -0.30989027  0.05884957  0.18625642 -1.27668008
  0.9682528  -0.03562054  1.07281438  0.70194828  0.        ]","[[ -0.30666246  -0.02115885   0.02186171  -0.14682536]
 [-11.63251736   0.08999569   0.           0.        ]]",-0.195306418047,[-4.15776332  0.09198762],-5.47912,[-0.09983756 -0.61769903]
4,[-4.23911428  0.70222956],"[ 0.92601471  1.69824663 -0.6765287   0.06696601  0.18625638 -1.27667935
  0.87202579  0.01795754  0.90260185  0.35858762  0.        ]","[[ -0.57669622  -0.01570765   0.02186171  -0.14682536]
 [-15.35845189   0.45390685   0.           0.        ]]",-0.156304296146,[-1.81904487  0.42708875],-6.97184,[-0.09983756 -0.61769903]
5,[-4.25997686  1.28310597],"[ 0.60350677  1.69834486 -1.05412892  0.1056384   0.18625634 -1.27667863
  0.77768895  0.26582127  0.57428131  0.01406707  0.        ]","[[ -9.20514385e-01   1.02620037e-02   2.18617069e-02  -1.46825360e-01]
 [ -1.90112010e+01   2.13743819e+00   0.00000000e+00   0.00000000e+00]]",-0.107970302287,[-4.67830604  1.37165877],-6.3621,[-0.09983756 -0.61769903]
6,[-5.03375721  1.57824147],"[ 0.08632167  1.69241449 -1.32047578  0.22765404  0.1862563  -1.2766779
  0.68519476  0.8427462   0.08891791 -0.22472881  0.        ]","[[ -1.33667157e+00   9.23274233e-02   2.18617069e-02  -1.46825360e-01]
 [ -2.25926032e+01   6.05600783e+00   0.00000000e+00   0.00000000e+00]]",-0.0657704091099,[-5.67929459  2.46883422],-5.74614,[-0.09983756 -0.61769903]
7,[-5.85551548  1.46636021],"[-0.58159955  1.65390512 -1.31363619  0.46164701  0.18625625 -1.27667717
  0.59452524  1.40819215 -0.49448452 -0.26126248  0.        ]","[[ -1.82374747e+00   2.51982612e-01   2.18617069e-02  -1.46825360e-01]
 [ -2.61033551e+01   9.89661420e+00   0.00000000e+00   0.00000000e+00]]",-0.0762069243374,[-6.0763167   1.47486363],-5.80814,[-0.09983756 -0.61769903]
8,[-6.66292429  0.85445905],"[-1.23769355  1.53410228 -0.89430908  0.78815498  0.18625621 -1.27667644
  0.50563427  1.96231849 -1.06711056 -0.03287436  0.        ]","[[ -2.38034664e+00   4.87679526e-01   2.18617069e-02  -1.46825360e-01]
 [ -2.95452416e+01   1.36603445e+01   0.00000000e+00   0.00000000e+00]]",-0.131750648995,[-6.15095882 -0.02861741],-5.87816,[-0.09983756 -0.61769903]
9,[-5.97690916  0.68454051],"[-1.60710154  1.31346163 -0.06011171  1.11307297  0.18625617 -1.27667572
  0.41851453  1.90562311 -1.49141839  0.47189136  0.        ]","[[ -3.00509505e+00   7.57025548e-01   2.18617069e-02  -1.46825360e-01]
 [ -3.29185461e+01   1.32752731e+01   0.00000000e+00   0.00000000e+00]]",-0.195714015903,[-5.36182213  0.89627413],-5.15162,[-0.09983756 -0.61769903]
10,[-5.39017868 -0.02459401],"[-1.412043    0.98355096  0.93878334  1.38614621  0.18625613 -1.27667499
  0.33305366  2.38896964 -1.58560311  1.14889445  0.        ]","[[ -3.69666427e+00   1.05547361e+00   2.18617069e-02  -1.46825360e-01]
 [ -3.62276191e+01   1.65582689e+01   0.00000000e+00   0.00000000e+00]]",-0.250781241136,[-4.74305827 -0.1154041 ],-4.21717,[-0.09983756 -0.61769903]
11,[-4.78565693 -0.6302411 ],"[-0.58920235  0.55800786  1.60122601  1.55215341  0.18625609 -1.27667426
  0.2492749   2.27268668 -1.26345522  1.75890601  0.        ]","[[ -4.45376204e+00   1.37871794e+00   2.18617069e-02  -1.46825360e-01]
 [ -3.94715602e+01   1.57684750e+01   0.00000000e+00   0.00000000e+00]]",-0.283711751172,[-4.35127723 -1.0641132 ],-4.25968,[-0.09983756 -0.61769903]
12,[-4.70616388 -1.19258165],"[ 0.50388165  0.1757879   1.419053    1.57473243  0.18625604 -1.27667353
  0.16715545  1.64277368 -0.62687772  2.07434058  0.        ]","[[ -5.27509598e+00   1.65116249e+00   2.18617069e-02  -1.46825360e-01]
 [ -4.26512525e+01   1.14899989e+01   0.00000000e+00   0.00000000e+00]]",-0.290030084655,[-5.80680895 -2.38418449],-4.91195,[-0.09983756 -0.61769903]
13,[-5.38527155 -1.56713641],"[ 1.13941473 -0.08439987  0.33089054  1.52634667  0.186256   -1.27667281
  0.08666958  1.02515545  0.08015949  1.92705135  0.        ]","[[ -6.15939037e+00   1.83887463e+00   2.18617069e-02  -1.46825360e-01]
 [ -4.57676922e+01   7.29502379e+00   0.00000000e+00   0.00000000e+00]]",-0.263220434246,[-5.4802433  -1.66658226],-5.62158,[-0.09983756 -0.61769903]
14,[-6.33251905 -1.10814655],"[ 0.7076592  -0.22431272 -0.95881907  1.47729282  0.18625596 -1.27667208
  0.00780008  0.41962426  0.48930179  1.32546575  0.        ]","[[ -7.10538639e+00   1.94351080e+00   2.18617069e-02  -1.46825360e-01]
 [ -4.88215453e+01   3.18214365e+00   0.00000000e+00   0.00000000e+00]]",-0.196565760942,[-7.20714204 -0.58224774],-4.94447,[-0.09983756 -0.61769903]
