timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-3.43825579 -3.2360425 ],"[ 1.2025813   1.73649224  0.07293637  0.01961945 -1.62670663  0.9471835
  1.33988744 -0.11320782  2.6257138  -0.68151891  0.        ]","[[ -2.75492016e-02   6.10864548e-02  -1.88592039e-01   1.08764392e-01]
 [ -1.07133719e-03  -1.32378747e-04   0.00000000e+00   0.00000000e+00]]",-0.41282380353,[-3.4220051  -2.27488057],-0.753084,[-0.00524602 -0.47264016]
1,[-2.99776649 -2.84454155],"[ 1.19998476  1.73867862  0.0140025  -0.04761879 -1.62670437  0.94718282
  1.23208791 -0.66189783  2.62402049 -0.7735057   0.        ]","[[-0.06724549  0.02137142 -0.18859204  0.10876439]
 [-3.95539497 -3.9581853   0.          0.        ]]",-0.416088104095,[-3.03213246 -2.48808683],-0.721748,[-0.00524602 -0.47264016]
2,[-2.42426252 -2.21943402],"[ 1.17949199  1.73273108 -0.15989188 -0.24747247 -1.62670211  0.94718214
  1.12641933 -1.19972737  2.58417572 -1.04355534  0.        ]","[[-0.18524388 -0.09671872 -0.18859204  0.10876439]
 [-7.83155762 -7.8378994   0.          0.        ]]",-0.423063341879,[-3.43617247 -2.40071541],0.407068,[-0.00524602 -0.47264016]
3,[-1.62797773 -1.16725481],"[ 1.10465616  1.68251008 -0.43744905 -0.57104696 -1.62669985  0.94718145
  1.02283274 -1.72690301  2.41002823 -1.45315313  0.        ]","[[ -0.37999861  -0.2916323   -0.18859204   0.10876439]
 [-11.63135465 -11.64077159   0.           0.        ]]",-0.425479486704,[-1.02932618 -1.91567813],-0.168198,[-0.00524602 -0.47264016]
4,[-0.69921023  0.22606044],"[ 0.92168389  1.53338868 -0.78566424 -0.98661225 -1.62669759  0.94718077
  0.92126927 -2.24361587  1.98650886 -1.87327713  0.        ]","[[ -0.65000326  -0.56184658  -0.18859204   0.10876439]
 [-15.35694383 -15.36819025   0.           0.        ]]",-0.410226272048,[-1.08413497 -0.74415805],1.63733,[-0.00524602 -0.47264016]
5,[-0.03337601  1.65340471],"[ 0.57587913  1.23742856 -1.1318676  -1.40669104 -1.62669533  0.94718008
  0.82165416 -2.60961194  1.30185451 -2.05275758  0.        ]","[[ -0.99380121  -0.89570143  -0.18859204   0.10876439]
 [-19.01106639 -18.00841476   0.           0.        ]]",-0.363011463499,[-0.51002218  1.83570988],2.40656,[-0.00524602 -0.47264016]
6,[-0.45271063  1.815781  ],"[ 0.07046531  0.8705441  -1.34842172 -1.6708112  -1.62669308  0.9471794
  0.77677101 -2.01101397  0.62818251 -1.81012039  0.        ]","[[ -1.39054227  -1.2125459   -0.18859204   0.10876439]
 [-20.65748002 -13.69035519   0.           0.        ]]",-0.286401548237,[ 2.03207372  0.78943414],1.23672,[-0.00524602 -0.47264016]
7,[-1.15508223  1.75419033],"[-0.43640002  0.55976484 -1.34599852 -1.76650369 -1.62669082  0.94717871
  0.89570155 -1.54005288  0.26535142 -1.34383217  0.        ]","[[ -1.75992253  -1.45226571  -0.18859204   0.10876439]
 [-16.29477631 -10.29300819   0.           0.        ]]",-0.208076161012,[-1.99821714  1.80734713],1.44048,[-0.00524602 -0.47264016]
8,[-2.24721622  1.4567697 ],"[-0.90006912  0.34073961 -1.15211505 -1.77663423 -1.62668856  0.94717803
  0.79654192 -0.96261604  0.16186159 -0.85736188  0.        ]","[[ -2.12231435  -1.61633339  -0.18859204   0.10876439]
 [-19.93219039  -6.12756816   0.           0.        ]]",-0.139622602294,[-2.39470938  2.06699009],-0.00473261,[-0.00524602 -0.47264016]
9,[-3.24971676  0.94561684],"[-1.32761436  0.23207238 -0.70673133 -1.76471518 -1.6266863   0.94717735
  0.69936288 -0.39654158  0.2412046  -0.373264    0.        ]","[[ -2.55672581  -1.69791484  -0.18859204   0.10876439]
 [-23.49695459  -2.04408905   0.           0.        ]]",-0.0864162272537,[-5.02321088  1.80166294],-0.232478,[-0.00524602 -0.47264016]
10,[-3.80382919  0.36844343],"[-1.55259659  0.23112164 -0.00471477 -1.76455803 -1.62668404  0.94717666
  0.60412914  0.15841742  0.50331992  0.05018318  0.        ]","[[ -3.06171683  -1.6986315   -0.18859204   0.10876439]
 [-26.99036251   1.95920716   0.           0.        ]]",-0.0944350263742,[-2.65294315  0.53853701],-1.21657,[-0.00524602 -0.47264016]
11,[-4.16671944 -0.23116876],"[-1.3918182   0.31127312  0.81902269 -1.77451143 -1.62668178  0.94717598
  0.51080776  0.44920732  0.95652453  0.33017629  0.        ]","[[ -3.63587176  -1.63840231  -0.18859204   0.10876439]
 [-30.41362177   4.05687266   0.           0.        ]]",-0.162303970531,[-4.65719604  0.64856826],-0.398003,[-0.00524602 -0.47264016]
12,[-4.44405937 -0.85390782],"[-0.75799027  0.45314735  1.46210414 -1.77712132 -1.62667953  0.94717529
  0.41935121  0.79476898  1.55100783  0.33236062  0.        ]","[[ -4.2778059   -1.53225575  -0.18859204   0.10876439]
 [-33.76847534   6.5496452    0.           0.        ]]",-0.246497993642,[-3.33954158 -0.72743161],-0.225284,[-0.00524602 -0.47264016]
13,[-4.29891491 -1.29000926],"[ 0.19616667  0.58743145  1.54491386 -1.76194079 -1.62667727  0.94717461
  0.3297375   0.3783436   2.11057348 -0.09730672  0.        ]","[[ -4.98615667  -1.43140421  -0.18859204   0.10876439]
 [-37.05572985   3.54569012   0.           0.        ]]",-0.325774902218,[-3.46413959 -2.0766328 ],1.75663,[-0.00524602 -0.47264016]
14,[-3.82213163 -1.40262973],"[ 1.01822581  0.6277992   0.85705142 -1.75396311 -1.62667501  0.94717392
  0.2418808  -0.17930865  2.25618977 -0.9389508   0.        ]","[[ -5.75960465  -1.40085343  -0.18859204   0.10876439]
 [-40.27853282  -0.4770298    0.           0.        ]]",-0.374072899404,[-2.25947294 -0.10537526],2.11892,[-0.00524602 -0.47264016]
