timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-1.38380897 -0.54574424],"[ 1.21413484  1.8016923   0.09322607 -0.63484185  0.17537457  0.55615444
  1.24171298 -0.35178161  1.14457706 -0.36944714  0.        ]","[[-0.00511947  0.05504315  0.02020793  0.06671297]
 [-0.00176407 -0.00358473  0.          0.        ]]",-0.199448773376,[-0.59365519 -0.98111654],0.489622,[ 0.01581976 -0.31123617]
1,[-1.25466788 -0.37730873],"[ 1.21358319  1.80346126  0.05820022 -0.73918907  0.17537439  0.55615369
  1.17127727 -0.88986309  1.14519571 -0.44033396  0.        ]","[[-0.02870174  0.01600368  0.02020793  0.06671297]
 [-2.34865195 -3.88742087  0.          0.        ]]",-0.202582331127,[-1.14416371  0.31631253],0.765909,[ 0.01581976 -0.31123617]
2,[-1.23186564 -0.34485841],"[ 1.20507542  1.80211722 -0.06948495 -0.91137454  0.1753742   0.55615294
  1.0539331  -0.7054667   1.13062135 -0.63275934  0.        ]","[[-0.11490438 -0.04839085  0.02020793  0.06671297]
 [-6.25859431 -2.55647233  0.          0.        ]]",-0.210824741303,[-2.69681925  0.54087652],1.21416,[ 0.01581976 -0.31123617]
3,[-1.17327523 -0.09590009],"[ 1.16112642  1.79976178 -0.30760317 -0.98910079  0.17537402  0.55615219
  0.93890016 -0.40153239  1.06994018 -0.91269762  0.        ]","[[ -0.27853339  -0.07750952   0.02020793   0.06671297]
 [-10.09154065  -0.36270657   0.           0.        ]]",-0.222764931319,[-3.27535328  0.07358917],1.41553,[ 0.01581976 -0.31123617]
4,[-1.01123583  0.46114546],"[ 1.03363717  1.7993213  -0.63477707 -1.00041295  0.17537383  0.55615144
  0.82616494 -0.35995918  0.91828121 -1.26386548  0.        ]","[[ -0.51805324  -0.08175298   0.02020793   0.06671297]
 [-13.84793705  -0.06263835   0.           0.        ]]",-0.237899210578,[-1.90562552 -0.51718584],1.1961,[ 0.01581976 -0.31123617]
5,[-0.6813336   1.37715507],"[ 0.76490961  1.79673234 -0.99732002 -1.05839401  0.17537364  0.55615069
  0.71568659 -0.64329318  0.60149211 -1.65396047  0.        ]","[[ -0.83194651  -0.10352478   0.02020793   0.06671297]
 [-17.52914187  -2.10771963   0.           0.        ]]",-0.255259118688,[ 0.62127099  1.05555944],-0.0425721,[ 0.01581976 -0.31123617]
6,[-0.56371129  1.75971508],"[ 0.39489303  1.79645472 -1.25774469 -1.06375843  0.17537346  0.55614994
  0.799802   -0.08906486  0.18988883 -1.91269449  0.        ]","[[ -1.1544077   -0.10554224   0.02020793   0.06671297]
 [-14.72629403   1.89263805   0.           0.        ]]",-0.268362505396,[-2.55367482  1.18472725],-0.0749832,[ 0.01581976 -0.31123617]
7,[-0.62270463  2.03027558],"[-0.04460055  1.80306413 -1.37929601 -0.85772647  0.17537327  0.55614919
  0.68977721  0.45453186 -0.2274078  -2.01453215  0.        ]","[[ -1.48571661  -0.02832238   0.02020793   0.06671297]
 [-18.39238469   5.81625873   0.           0.        ]]",-0.276228154515,[-0.17801967  0.77534508],-1.922,[ 0.01581976 -0.31123617]
8,[-0.6635707   2.26237607],"[-0.54984717  1.79471076 -1.3242422  -0.46801765  0.17537308  0.55614843
  0.67952378  0.86392622 -0.65929242 -1.97549314  0.        ]","[[ -1.85699167   0.11765134   0.02020793   0.06671297]
 [-18.73400412   8.77122743   0.           0.        ]]",-0.279217541504,[-0.96511376  3.3500426 ],-2.43383,[ 0.01581976 -0.31123617]
9,[-0.80646396  2.31626415],"[-1.04294405  1.73396608 -1.03964744  0.08746624  0.1753729   0.55614768
  0.57601056  1.38857096 -1.05722712 -1.78506375  0.        ]","[[ -2.26627710e+00   3.31071557e-01   2.02079285e-02   6.67129745e-02]
 [ -2.21831283e+01   1.25580770e+01   0.00000000e+00   0.00000000e+00]]",-0.275491161493,[-0.72303248  1.37655888],-3.33711,[ 0.01581976 -0.31123617]
