timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-0.75365478 -0.36007577],"[  1.21516015e+00   1.78112937e+00  -1.76661730e-03  -2.05782798e-01
   1.07618581e+00  -3.76847950e-01   1.32429222e+00  -2.22254895e-01
   4.40227856e-01   3.72506835e-01   0.00000000e+00]","[[ -7.20890302e-02   8.25714678e-02   1.23985894e-01  -4.24957854e-02]
 [  2.52085899e-03   3.42217213e-05   0.00000000e+00   0.00000000e+00]]",-0.0931724218548,[-0.4285258 -0.504568 ],-1.39735,[ 0.01629891 -0.40973809]
1,[-0.65866804 -0.18349819],"[ 1.21327819  1.78302355 -0.02680947 -0.24602728  1.07618443 -0.37684769
  1.27640388 -0.49345642  0.43903756  0.32930462  0.        ]","[[-0.08903975  0.06253335  0.12398589 -0.04249579]
 [-1.69195314 -1.99719168  0.          0.        ]]",-0.0909161857935,[-1.04329185  0.18780283],-1.33952,[ 0.01629891 -0.40973809]
2,[-0.6248216  -0.06695253],"[ 1.20063733  1.78496752 -0.13442389 -0.31053673  1.07618305 -0.37684744
  1.16554518 -0.38690498  0.42613226  0.18820718  0.        ]","[[-0.16223659  0.03046253  0.12398589 -0.04249579]
 [-5.6146683  -1.21251174  0.          0.        ]]",-0.084587996897,[-1.15296124 -0.18914336],-1.10851,[ 0.01629891 -0.40973809]
3,[-0.46951473  0.29640788],"[ 1.15172519  1.7855688  -0.35154915 -0.3739772   1.07618167 -0.37684718
  1.05689602 -0.48513968  0.36992552 -0.06839636  0.        ]","[[ -3.13103370e-01  -1.04614511e-03   1.23985894e-01  -4.24957854e-02]
 [ -9.45920996e+00  -1.93594853e+00   0.00000000e+00   0.00000000e+00]]",-0.0789814262402,[-2.61852432  0.55341429],-0.945137,[ 0.01629891 -0.40973809]
4,[-0.36382109  0.68392712],"[ 1.02253627  1.78536766 -0.65720806 -0.40686694  1.07618029 -0.37684693
  0.95036369 -0.18218104  0.22447209 -0.40488745  0.        ]","[[ -0.54010957  -0.01737983   0.12398589  -0.04249579]
 [-13.22885585   0.29514126   0.           0.        ]]",-0.086856606788,[ 1.22058231  1.81959135],-2.53654,[ 0.01629891 -0.40973809]
5,[-0.43088394  0.88257593],"[ 0.83720635  1.78504183 -0.91869918 -0.31513879  1.07617891 -0.37684667
  1.06950782  0.35447417  0.04737769 -0.653729    0.        ]","[[-0.7623863   0.0281758   0.12398589 -0.04249579]
 [-9.01285094  4.24725244  0.          0.        ]]",-0.104661739589,[-2.51883835  0.98112609],-1.88331,[ 0.01629891 -0.40973809]
6,[-0.68079376  1.20457363],"[ 0.60753629  1.77062986 -1.12644595 -0.06841256  1.07617753 -0.37684642
  0.96270759  0.87077026 -0.12188163 -0.81459043  0.        ]","[[ -0.9805603    0.15126962   0.12398589  -0.04249579]
 [-12.79197578   8.04943523   0.           0.        ]]",-0.121850145595,[-1.07240906  0.36816674],-2.45742,[ 0.01629891 -0.40973809]
7,[-0.77402198  1.71791804],"[ 0.24411082  1.71700176 -1.31222503  0.27170455  1.07617615 -0.37684616
  0.85804222  1.04724306 -0.37917984 -0.97055399  0.        ]","[[ -1.27355859   0.32529833   0.12398589  -0.04249579]
 [-16.4955653    9.34904906   0.           0.        ]]",-0.145721652842,[-0.2032843   1.74581379],-3.04363,[ 0.01629891 -0.40973809]
8,[-1.14097452  2.10242033],"[-0.21122114  1.59268276 -1.37617794  0.68093942  1.07617477 -0.37684591
  0.84448334  1.55973222 -0.683721   -1.05170255  0.        ]","[[ -1.60828304   0.55014722   0.12398589  -0.04249579]
 [-16.97532061  13.12321273   0.           0.        ]]",-0.170124577252,[-0.51999099  2.76598612],-3.13268,[ 0.01629891 -0.40973809]
9,[-1.58256602  1.98434925],"[-0.689036    1.34137486 -1.26348876  1.14065498  1.07617339 -0.37684565
  0.79577477  2.06207518 -0.96720043 -1.01661614  0.        ]","[[ -1.96508147   0.84973043   0.12398589  -0.04249579]
 [-18.6988625   16.82268351   0.           0.        ]]",-0.187316130362,[-1.43914537  2.702536  ],-2.83664,[ 0.01629891 -0.40973809]
10,[-2.02957773  1.44087601],"[-1.15238945  0.92447249 -0.92311589  1.5209995   1.07617202 -0.37684539
  0.69433778  2.55443262 -1.23013102 -0.85722775  0.        ]","[[ -2.37506998   1.22256668   0.12398589  -0.04249579]
 [-22.28822224  20.44866125   0.           0.        ]]",-0.197811435957,[-1.14076818  1.50638501],-2.65761,[ 0.01629891 -0.40973809]
11,[-2.30708241  0.68011862],"[-1.48208777  0.35264367 -0.31237128  1.63251584  1.07617064 -0.37684514
  0.59487456  3.03686831 -1.42468382 -0.5596621   0.        ]","[[ -2.85614489   1.66719008   0.12398589  -0.04249579]
 [-25.80774331  24.00163512   0.           0.        ]]",-0.199303088365,[ 0.06141444 -0.58200738],-2.3712,[ 0.01629891 -0.40973809]
12,[-2.02599216 -0.06787375],"[-1.50367677 -0.20309715  0.43304672  1.34645244  1.07616926 -0.37684488
  0.61611242  2.65903845 -1.4767871  -0.19830865  0.        ]","[[ -3.36476026   2.11930499   0.12398589  -0.04249579]
 [-25.05621746  21.21923405   0.           0.        ]]",-0.190506985944,[-0.24468545 -0.93558778],-1.84574,[ 0.01629891 -0.40973809]
13,[-1.81649768 -0.49107003],"[-1.1874992  -0.57051454  1.09240223  0.8295996   1.07616788 -0.37684463
  0.60270276  2.09868416 -1.40705497  0.10914289  0.        ]","[[ -3.87064607   2.50228465   0.12398589  -0.04249579]
 [-25.53070489  17.09258866   0.           0.        ]]",-0.176453629191,[-0.69312002 -1.14483164],-2.12531,[ 0.01629891 -0.40973809]
14,[-1.75260115 -0.7920773 ],"[-0.57825137 -0.75356997  1.51717297  0.30080654  1.0761665  -0.37684437
  0.53940002  1.51487112 -1.27619036  0.30780978  0.        ]","[[ -4.40373528   2.80099786   0.12398589  -0.04249579]
 [-27.77067563  12.79314626   0.           0.        ]]",-0.160307749703,[-2.80222975 -0.86343115],-2.39274,[ 0.01629891 -0.40973809]
