timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-1.72572482  0.68860322],"[ 1.19467161  1.72944907 -0.02565309 -0.19761699  1.46072599 -1.45484852
  1.33946924 -0.10610885  0.11367196  1.10982718  0.        ]","[[-0.09488366 -0.07986295  0.16938956 -0.16808974]
 [-0.0011742  -0.00136085  0.          0.        ]]",-0.144702832447,[-2.67255139  0.68419715],-3.72153,[-0.00196554 -0.48616999]
1,[-2.02502251  0.74474162],"[ 1.18839371  1.73185866 -0.08433805 -0.15218155  1.46072431 -1.45484686
  1.2319249   0.27076375  0.10877213  1.07152288  0.        ]","[[-0.13460801 -0.05269279  0.16938956 -0.16808974]
 [-3.95808082  2.7093384   0.          0.        ]]",-0.139406495141,[-2.77044725  1.10205213],-3.90157,[-0.00196554 -0.48616999]
2,[-2.6102314   0.88553637],"[ 1.15704847  1.73260662 -0.2565648   0.00428166  1.46072263 -1.45484519
  1.12649536  0.8140226   0.08919201  0.96862829  0.        ]","[[-0.25268985  0.0406988   0.16938956 -0.16808974]
 [-7.83718449  6.61679093  0.          0.        ]]",-0.124940159592,[-4.07779205  0.65970712],-3.72868,[-0.00196554 -0.48616999]
3,[-3.02265334  1.13990402],"[ 1.06492766  1.70753818 -0.52838426  0.26567798  1.46072095 -1.45484353
  1.02316473  1.15917943  0.03607846  0.80747546  0.        ]","[[ -0.4475788    0.19794346   0.16938956  -0.16808974]
 [-11.63906816   9.09937613   0.           0.        ]]",-0.101396402002,[-3.1767775   0.23485983],-3.86694,[-0.00196554 -0.48616999]
4,[-3.1684444   1.59352696],"[ 0.86037689  1.63433919 -0.86285789  0.56935032  1.46071928 -1.45484187
  0.92189038  1.26358731 -0.08487365  0.58361522  0.        ]","[[ -0.71774604   0.38746633   0.16938956  -0.16808974]
 [-15.36529904   9.85034994   0.           0.        ]]",-0.0673948692659,[-2.98565382  1.58711868],-3.73959,[-0.00196554 -0.48616999]
5,[-3.73036075  1.62693655],"[ 0.49337332  1.48245545 -1.18335017  0.91296585  1.4607176  -1.45484021
  0.82257718  1.78707538 -0.3015976   0.34754861  0.        ]","[[ -1.06171352   0.62225255   0.16938956  -0.16808974]
 [-19.01937649  13.61561596   0.           0.        ]]",-0.0399923530394,[-4.49715595  1.94983272],-3.10208,[-0.00196554 -0.48616999]
6,[-4.29891491  1.33074343],"[-0.05145562  1.19289446 -1.36554324  1.28118143  1.46071592 -1.45483855
  0.72520772  2.30007871 -0.6155      0.18417878  0.        ]","[[ -1.47804433   0.93158837   0.16938956  -0.16808974]
 [-22.60193957  17.30549066   0.           0.        ]]",-0.0671132185501,[-3.32533516  0.9740583 ],-3.17002,[-0.00196554 -0.48616999]
7,[-4.78782463  0.69686592],"[-0.70978291  0.73503327 -1.25768524  1.55666461  1.46071424 -1.45483688
  0.62973391  2.78846924 -0.99370584  0.16710065  0.        ]","[[ -1.96532609   1.31294632   0.16938956  -0.16808974]
 [-26.11475728  20.8183668    0.           0.        ]]",-0.120750453345,[-3.99300501  0.3821447 ],-2.63889,[-0.00196554 -0.48616999]
8,[-4.69452858  0.05648931],"[-1.30303393  0.16702005 -0.74815161  1.5880408   1.46071256 -1.45483522
  0.53612733  2.94115108 -1.3584383   0.33712545  0.        ]","[[ -2.52217498   1.74033491   0.16938956  -0.16808974]
 [-29.55887452  21.91662808   0.           0.        ]]",-0.175787536221,[-4.41625957 -0.35677344],-2.23183,[-0.00196554 -0.48616999]
9,[-3.92895412 -0.74250138],"[-1.55942104 -0.35183546  0.12363181  1.32937203  1.46071089 -1.45483356
  0.44435801  2.68391401 -1.6094195   0.65740764  0.        ]","[[ -3.14722923   2.16010497   0.16938956  -0.16808974]
 [-32.93539368  20.06646566   0.           0.        ]]",-0.222466473504,[-3.48435403 -0.47803757],-2.57523,[-0.00196554 -0.48616999]
10,[-3.24563646 -1.34871078],"[-1.2370591  -0.71076137  1.07053195  0.88679907  1.46070921 -1.4548319
  0.35440425  2.3650178  -1.66458168  1.01461121  0.        ]","[[ -3.83914526   2.53842024   0.16938956  -0.16808974]
 [-36.24511273  17.77278745   0.           0.        ]]",-0.250809465953,[-2.14788963 -0.68414074],-3.89064,[-0.00196554 -0.48616999]
11,[-2.97852182 -1.81626868],"[-0.33874262 -0.89567192  1.59247065  0.39676276  1.46070753 -1.45483024
  0.26625102  1.93910406 -1.53965272  1.24982695  0.        ]","[[ -4.59659198   2.8631373    0.16938956  -0.16808974]
 [-39.48858409  14.70934422   0.           0.        ]]",-0.25444812705,[-4.4597631 -1.3990768],-4.68796,[-0.00196554 -0.48616999]
12,[-2.99115992 -2.0421288 ],"[ 0.71601977 -0.9453256   1.24706661  0.0271542   1.46070585 -1.45482857
  0.17986219  0.47995289 -1.42643874  1.30581462  0.        ]","[[ -5.41825522   3.08722723   0.16938956  -0.16808974]
 [-42.66713728   4.2141059    0.           0.        ]]",-0.247129160701,[-3.02021745 -1.88118023],-5.24958,[-0.00196554 -0.48616999]
13,[-3.11935472 -2.05962658],"[ 1.20061165 -0.94568659  0.08600015  0.018426    1.46070418 -1.45482691
  0.09520235 -0.40970138 -1.40306457  1.35601755  0.        ]","[[ -6.302852     3.09244202   0.16938956  -0.16808974]
 [-45.78207429  -2.18491188   0.           0.        ]]",-0.249447545479,[-3.49773551 -3.12879417],-4.11498,[-0.00196554 -0.48616999]
14,[-3.40268826 -1.83256996],"[ 0.605537   -0.93561662 -1.10808604  0.15692215  1.4607025  -1.45482525
  0.01222628 -0.95432138 -1.28774807  1.42967668  0.        ]","[[ -7.24912564   3.00944183   0.16938956  -0.16808974]
 [-48.83505989  -6.10220387   0.           0.        ]]",-0.245382479859,[-5.10217965 -2.18514193],-2.87886,[-0.00196554 -0.48616999]
