timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-2.52047038 -1.64023471],"[ 1.22396134  1.78317022  0.11885173 -0.43117445 -0.69387552  0.06292472
  1.30696149 -0.31032194  1.86361981  0.11251629  0.        ]","[[ 0.00976855  0.07675058 -0.0807011   0.00863655]
 [-0.0025634   0.00134527  0.          0.        ]]",-0.290290746305,[-0.97719486 -2.92115743],-0.271802,[ 0.02650763 -0.38375974]
1,[-2.34959698 -1.39529407],"[ 1.22344359  1.78607444  0.0613177  -0.52412125 -0.6938747   0.06292467
  1.19427168 -0.85024793  1.86621808  0.01799842  0.        ]","[[-0.02905216  0.03706444 -0.0807011   0.00863655]
 [-3.86664431 -3.95677292  0.          0.        ]]",-0.290850614293,[-1.91878093 -1.24258493],0.490609,[ 0.02650763 -0.38375974]
2,[-2.09729242 -1.01441622],"[ 1.20951541  1.78272681 -0.11022444 -0.80086802 -0.69387388  0.06292462
  1.08117906 -1.37948093  1.83941522 -0.26278796  0.        ]","[[-0.14529309 -0.08099774 -0.0807011   0.00863655]
 [-7.74455398 -7.83651655  0.          0.        ]]",-0.290797843716,[-2.28650545  0.11990267],1.35652,[ 0.02650763 -0.38375974]
3,[-1.97237754 -0.83112961],"[ 1.1459636   1.75258409 -0.38760536 -1.14907093 -0.69387306  0.06292456
  0.97026853 -1.29334287  1.70451739 -0.66634007  0.        ]","[[ -3.38341474e-01  -2.31392689e-01  -8.07011000e-02   8.63655064e-03]
 [ -1.15476526e+01  -7.20507240e+00   0.00000000e+00   0.00000000e+00]]",-0.28613690726,[-0.51560177 -1.67302523],1.57762,[ 0.02650763 -0.38375974]
4,[-1.56229234 -0.00689016],"[ 0.99319974  1.67812956 -0.71713328 -1.55432108 -0.69387223  0.06292451
  0.91747407 -1.81388338  1.39234729 -1.08624025  0.        ]","[[ -5.87456642e-01  -4.13782029e-01  -8.07011000e-02   8.63655064e-03]
 [ -1.33579416e+01  -1.10211198e+01   0.00000000e+00   0.00000000e+00]]",-0.272758298766,[ 0.11121352  0.45456505],2.1667,[ 0.02650763 -0.38375974]
5,[-1.36726868  0.21109536],"[ 0.75839346  1.55147007 -1.00679287 -1.96258961 -0.69387141  0.06292446
  0.93796566 -1.53857806  0.93970552 -1.36035803  0.        ]","[[ -8.47565047e-01  -6.13955407e-01  -8.07011000e-02   8.63655064e-03]
 [ -1.26552316e+01  -9.00292583e+00   0.00000000e+00   0.00000000e+00]]",-0.249941647614,[-1.39099234  1.64342587],2.57334,[ 0.02650763 -0.38375974]
6,[-1.31681859  0.3038038 ],"[ 0.42481178  1.4388031  -1.2410866  -2.2144136  -0.69387059  0.06292441
  0.82982856 -0.97388623  0.44208304 -1.44272297  0.        ]","[[ -1.13787358e+00  -7.52479769e-01  -8.07011000e-02   8.63655064e-03]
 [ -1.63632410e+01  -4.86325661e+00   0.00000000e+00   0.00000000e+00]]",-0.222064678346,[-1.49411373  0.89694237],2.37956,[ 0.02650763 -0.38375974]
7,[-1.31028581  0.53664547],"[-0.05760632  1.38366194 -1.37428002 -2.31524803 -0.69386977  0.06292436
  0.72384329 -0.47599044 -0.0850287  -1.3330457   0.        ]","[[ -1.50160235e+00  -8.13123906e-01  -8.07011000e-02   8.63655064e-03]
 [ -1.99974706e+01  -1.21325269e+00   0.00000000e+00   0.00000000e+00]]",-0.189791038416,[-2.26478929  0.08270336],1.89101,[ 0.02650763 -0.38375974]
8,[-1.30392361  0.83829439],"[-0.64616002  1.36406986 -1.27939472 -2.34826167 -0.69386894  0.06292431
  0.61999104 -0.42768209 -0.58276036 -0.97379157  0.        ]","[[ -1.93728129e+00  -8.33836590e-01  -8.07011000e-02   8.63655064e-03]
 [ -2.35585640e+01  -8.59113854e-01   0.00000000e+00   0.00000000e+00]]",-0.153100110223,[-0.90034168  0.08373128],0.656456,[ 0.02650763 -0.38375974]
9,[-1.46108067  0.88155943],"[-1.20400091  1.3509481  -0.85282859 -2.369616   -0.69386812  0.06292426
  0.52969249 -0.37972444 -0.91193793 -0.3345283   0.        ]","[[ -2.43951910e+00  -8.47492312e-01  -8.07011000e-02   8.63655064e-03]
 [ -2.66549011e+01  -5.07545717e-01   0.00000000e+00   0.00000000e+00]]",-0.119157863305,[-0.35665403  1.4811633 ],-1.04071,[ 0.02650763 -0.38375974]
10,[-1.78973961  0.33372089],"[-1.51200062  1.3792742  -0.13190029 -2.32271297 -0.6938673   0.06292421
  0.50388887  0.16213375 -0.9160572   0.42117215  0.        ]","[[ -2.98149565e+00  -8.17788161e-01  -8.07011000e-02   8.63655064e-03]
 [ -2.75396946e+01   3.46473727e+00   0.00000000e+00   0.00000000e+00]]",-0.113405417445,[-3.05507404 -0.27324065],-0.971831,[ 0.02650763 -0.38375974]
