timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-1.57512689 -1.81327379],"[ 1.12633626  1.66764454  0.13383573  0.00723331  0.61306831  0.33619712
  1.2354832  -0.04372627  0.78279144 -0.17334047  0.        ]","[[-0.01740633 -0.07797807  0.07174476  0.03889767]
 [-0.00041681 -0.00359453  0.          0.        ]]",-0.146918443967,[-0.68329096 -1.44729914],-8.80673,[-0.19626294 -0.73006803]
1,[-1.0197258  -1.54804528],"[ 1.125171    1.66205374  0.09270929 -0.04974934  0.61306816  0.33619705
  1.16723746 -0.63967219  0.77564118 -0.23985604  0.        ]","[[-0.0445194  -0.11776655  0.07174476  0.03889767]
 [-2.70190443 -3.96206432  0.          0.        ]]",-0.149750814746,[-1.56551819 -1.74784526],-7.6693,[-0.19626294 -0.73006803]
2,[-0.18154368 -0.69616592],"[ 1.11340987  1.63217991 -0.04806244 -0.21705596  0.61306801  0.33619699
  1.06868846 -1.22374817  0.72705558 -0.45033409  0.        ]","[[-0.13769745 -0.2359334   0.07174476  0.03889767]
 [-6.60294954 -7.8416922   0.          0.        ]]",-0.159479232815,[-0.04982521 -1.54284076],-7.44367,[-0.19626294 -0.73006803]
3,[ 0.74721193  0.50805086],"[ 1.07611483  1.54056098 -0.24514947 -0.48181301  0.61306786  0.33619692
  1.06703605 -1.79647551  0.58066674 -0.74171432  0.        ]","[[ -0.27041183  -0.43093661   0.07174476   0.03889767]
 [ -6.66834444 -11.64594429   0.           0.        ]]",-0.174535805972,[-0.10275163  0.9857287 ],-6.7277,[-0.19626294 -0.73006803]
4,[ 1.06483066  0.33938512],"[ 1.01342607  1.40241622 -0.43988797 -0.71962488  0.61306772  0.33619686
  1.06004935 -1.1741264   0.35945928 -0.98176708  0.        ]","[[-0.40655384 -0.62237933  0.07174476  0.03889767]
 [-6.94489726 -7.51209864  0.          0.        ]]",-0.189007022576,[ 0.39395571 -0.17949241],-6.12365,[-0.19626294 -0.73006803]
5,[ 1.46359289  0.79544997],"[ 0.93724619  1.25811856 -0.60491209 -0.89098761  0.61306757  0.33619679
  1.10288677 -1.25880389  0.12657911 -1.1335002   0.        ]","[[-0.52843797 -0.77826466  0.07174476  0.03889767]
 [-5.24916141 -8.0745584   0.          0.        ]]",-0.200246799164,[ 1.66059448  1.32278741],-7.19418,[-0.19626294 -0.73006803]
6,[ 1.33699763  0.24594361],"[ 0.88983957  1.12972548 -0.68749681 -1.00656231  0.61306742  0.33619672
  1.20541874 -0.63880978 -0.03592513 -1.19273379  0.        ]","[[-0.59269963 -0.89843656  0.07174476  0.03889767]
 [-1.19041311 -3.95635247  0.          0.        ]]",-0.20538174547,[ 1.03155591 -0.2534373 ],-6.46743,[-0.19626294 -0.73006803]
7,[ 1.27341318  0.51283312],"[ 0.9021914   1.02689458 -0.66708626 -1.08131555  0.61306727  0.33619666
  1.30597056 -0.77827287 -0.0849306  -1.18608787  0.        ]","[[-0.576572   -0.98685828  0.07174476  0.03889767]
 [ 2.78995481 -4.88271402  0.          0.        ]]",-0.203819862688,[ 1.06033764  0.63911467],-6.74184,[-0.19626294 -0.73006803]
8,[ 0.74748969  0.15789355],"[ 0.96866871  0.93942015 -0.5427555  -1.13478959  0.61306712  0.33619659
  1.40451311 -0.38288723 -0.03358141 -1.13127823  0.        ]","[[-0.48163502 -1.05816258  0.07174476  0.03889767]
 [ 6.69079107 -2.25643211  0.          0.        ]]",-0.196220544944,[ 0.77142176 -0.22220676],-6.32185,[-0.19626294 -0.73006803]
9,[ 0.23671654  0.35813782],"[ 1.05673871  0.87139121 -0.31500745 -1.17074872  0.61306697  0.33619653
  1.47828647 -0.50870327  0.09399128 -1.02461606  0.        ]","[[-0.31851867 -1.11167659  0.07174476  0.03889767]
 [ 9.61114286 -3.09214455  0.          0.        ]]",-0.183249442635,[-0.24253467 -0.01917575],-5.75189,[-0.19626294 -0.73006803]
10,[-0.36542898  0.41541067],"[ 1.11338173  0.7903278  -0.0482612  -1.20777638  0.61306683  0.33619646
  1.44924325 -0.51082409  0.21126896 -0.89048549  0.        ]","[[-0.13783047 -1.17366067  0.07174476  0.03889767]
 [ 8.46149796 -3.10623248  0.          0.        ]]",-0.168373412998,[-1.36055348  0.20123771],-5.40856,[-0.19626294 -0.73006803]
11,[-0.79438412  0.33362746],"[ 1.12647321  0.7186304   0.14510277 -1.23564225  0.61306668  0.33619639
  1.3450495  -0.38142454  0.27218204 -0.78986267  0.        ]","[[-0.00998242 -1.22716108  0.07174476  0.03889767]
 [ 4.33701198 -2.24671872  0.          0.        ]]",-0.157536595835,[-0.13105277  1.24712546],-6.80541,[-0.19626294 -0.73006803]
12,[-1.31301975 -0.35817647],"[ 1.12307651  0.71218363  0.26743501 -1.23793333  0.61306653  0.33619633
  1.32975635  0.22141848  0.32452301 -0.71611951  0.        ]","[[ 0.07068429 -1.23191915  0.07174476  0.03889767]
 [ 3.73165787  1.75756238  0.          0.        ]]",-0.150915885443,[-1.36175501 -1.33109304],-5.54734,[-0.19626294 -0.73006803]
