timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.0866670723173,[ 0.69428708 -1.34698609],-1.85617,"[[ 0.09249431  0.0334127   0.12308763  0.03651774]
 [ 0.00457231 -0.00147254  0.          0.        ]]","[ 0.9342771   1.31838967 -0.37835806  1.26162161  1.06641844  0.30469398
  0.00740768  0.28762666  0.11839743 -0.15619516  0.        ]",[ 0.82565933 -1.27128434],[-0.72810024 -0.58510828]
1,-0.0863237074504,[ 1.21017205 -0.91107243],-1.9072,"[[ 0.1201569  -0.00635502  0.12308763  0.03651774]
 [ 2.7525315  -3.96209645  0.          0.        ]]","[ 0.92929773  1.31905664 -0.3321099   1.1576041   1.06641778  0.30469388
  0.41487772 -0.33382539  0.11700616 -0.13706274  0.        ]",[ 0.49701953 -0.8264069 ],[-0.72810024 -0.58510828]
2,-0.0842930437481,[-0.38412612 -0.70341257],-1.74927,"[[ 0.21436559 -0.12102005  0.12308763  0.03651774]
 [ 6.65534332 -7.49263037  0.          0.        ]]","[ 0.90270645  1.30999845 -0.1759746   0.85840999  1.06641712  0.30469379
  0.99359017 -0.88779283  0.10317515 -0.04264831  0.        ]",[-0.54260844 -0.35320285],[-0.72810024 -0.58510828]
3,-0.0814252036177,[ 0.7012197   0.17650998],-1.73552,"[[  0.33091583  -0.29732273   0.12308763   0.03651774]
 [  5.00515971 -10.12885424   0.           0.        ]]","[ 0.84950782  1.26459649  0.01264912  0.40783576  1.06641646  0.30469369
  0.74889888 -1.30143561  0.07498824  0.01984186  0.        ]",[-0.12103695  0.39821279],[-0.72810024 -0.58510828]
4,-0.0766601039557,[-1.39895204  0.38141133],-1.66052,"[[ 0.45785521 -0.49088497  0.12308763  0.03651774]
 [ 7.67991023 -9.23033848  0.          0.        ]]","[ 0.76683875  1.17244673  0.2095693  -0.05897994  1.0664158   0.30469359
  1.14551297 -1.16045082  0.02451467  0.07851596  0.        ]",[-1.09133577  0.37864655],[-0.72810024 -0.58510828]
5,-0.0710871102959,[-0.08356281  1.07344861],-1.67686,"[[ 0.57023088 -0.65848996  0.12308763  0.03651774]
 [ 3.57129689 -7.53584165  0.          0.        ]]","[ 0.67317325  1.05944717  0.37401335 -0.42657424  1.06641514  0.3046935
  0.53628325 -0.89457085 -0.03653322  0.12838487  0.        ]",[-0.31427222  0.49219394],[-0.72810024 -0.58510828]
6,-0.0668996858587,[-0.01265642 -0.37490773],-1.72509,"[[ 0.63761721 -0.76798035  0.12308763  0.03651774]
 [ 3.16869717 -3.42689336  0.          0.        ]]","[ 0.60828317  0.97053399  0.46725786 -0.64307754  1.06641448  0.3046934
  0.47658516 -0.24984534 -0.08140398  0.14095334  0.        ]",[-0.54746217  0.0358226 ],[-0.72810024 -0.58510828]
7,-0.0631858578629,[-0.2948308  -0.03603057],-1.70997,"[[ 0.69986472 -0.8507311   0.12308763  0.03651774]
 [ 3.05642063 -4.84346149  0.          0.        ]]","[ 0.5428381   0.89617503  0.54936394 -0.79239657  1.06641382  0.3046933
  0.45993651 -0.47211561 -0.12465522  0.17649121  0.        ]",[-0.58452106  0.30463576],[-0.72810024 -0.58510828]
8,-0.058807698809,[ 0.18511819  0.33303769],-1.71507,"[[ 0.74868286 -0.9480656   0.12308763  0.03651774]
 [ 1.82946509 -4.88984129  0.          0.        ]]","[ 0.48798281  0.80157942  0.61083657 -0.95073349  1.06641316  0.30469321
  0.27800204 -0.47939279 -0.16780264  0.15507484  0.        ]",[-0.2951259   0.51425034],[-0.72810024 -0.58510828]
9,-0.054678325493,[-0.56710186  1.07147239],-1.66979,"[[ 0.79225366 -1.03166214  0.12308763  0.03651774]
 [ 2.52531309 -3.47452481  0.          0.        ]]","[ 0.43651937  0.71482678  0.66340281 -1.07071592  1.0664125   0.30469311
  0.38118309 -0.25731856 -0.20916712  0.13936153  0.        ]",[-0.65560758  0.34770101],[-0.72810024 -0.58510828]
10,-0.052989833714,[-0.53878115 -0.36597287],-1.72324,"[[ 0.819734   -1.06072804  0.12308763  0.03651774]
 [ 0.23036343  0.55449865  0.          0.        ]]","[ 0.40289212  0.68358829  0.69539418 -1.10879836  1.06641184  0.30469301
  0.04088512  0.37486656 -0.23014884  0.16259816  0.        ]",[-0.3165229  -0.09803933],[-0.72810024 -0.58510828]
11,-0.053100913034,[ 0.04657491 -0.75015184],-1.75884,"[[ 0.80291036 -1.06428154  0.12308763  0.03651774]
 [-1.90561799 -0.90498479  0.          0.        ]]","[ 0.42358409  0.67973325  0.67591703 -1.11332188  1.06641118  0.30469292
 -0.27584084  0.14586211 -0.22327315  0.11801976  0.        ]",[ 0.41329157  0.22898227],[-0.72810024 -0.58510828]
12,-0.052606805401,[ 0.87919279  0.94095278],-1.74792,"[[ 0.76703299 -1.11200387  0.12308763  0.03651774]
 [-1.682883   -3.85740808  0.          0.        ]]","[ 0.46659007  0.62724764  0.63324482 -1.17125893  1.06641052  0.30469282
 -0.24281332 -0.31739631 -0.22543066 -0.03355681  0.        ]",[ 0.69413131  0.8300283 ],[-0.72810024 -0.58510828]
13,-0.0514889910344,[-1.13018205  0.54874507],-1.65964,"[[ 0.76860317 -1.15101305  0.12308763  0.03651774]
 [ 1.82824284 -0.05617082  0.          0.        ]]","[ 0.46474022  0.58340921  0.63514394 -1.21465617  1.06640986  0.30469272
  0.27782107  0.27904789 -0.24174601 -0.08368053  0.        ]",[-0.51171893  0.12840089],[-0.72810024 -0.58510828]
14,-0.0521995565631,[ 0.43137319  0.25149459],-1.74611,"[[ 0.76509875 -1.13031435  0.12308763  0.03651774]
 [-2.16537561  2.11879229  0.          0.        ]]","[ 0.46886415  0.60677016  0.63090058 -1.1920764   1.0664092   0.30469263
 -0.31435813  0.6203167  -0.232077   -0.06338801  0.        ]",[ 0.48495626 -0.0077807 ],[-0.72810024 -0.58510828]
15,-0.0548414333739,[ 0.21348253 -0.71064448],-1.76961,"[[ 0.73934414 -1.07837264  0.12308763  0.03651774]
 [-0.4159254   3.07219736  0.          0.        ]]","[ 0.49870847  0.66437221  0.59928166 -1.1309742   1.06640854  0.30469253
 -0.05494713  0.76991323 -0.20354183 -0.05240694  0.        ]",[ 0.01899377 -0.25752041],[-0.72810024 -0.58510828]
16,-0.055717795115,[-0.39519107 -0.29229379],-1.71837,"[[ 0.73959115 -1.04577369  0.12308763  0.03651774]
 [ 0.43778639  0.19727852  0.          0.        ]]","[ 0.49842596  0.6997244   0.59958828 -1.08943892  1.06640788  0.30469244
  0.07164249  0.3188153  -0.19184178 -0.00622101  0.        ]",[-0.09562299  0.02830395],[-0.72810024 -0.58510828]
17,-0.0558110437124,[ 1.09449065  1.25234437],-1.73099,"[[ 0.7325745  -1.05347508  0.12308763  0.03651774]
 [-1.13422    -0.96354947  0.          0.        ]]","[ 0.50641561  0.69143048  0.59084459 -1.0994693   1.06640722  0.30469234
 -0.16145695  0.13667199 -0.19214025 -0.03380829  0.        ]",[ 0.41830844  0.27273852],[-0.72810024 -0.58510828]
18,-0.0557255253073,[-1.24887696 -0.32187245],-1.68403,"[[ 0.7498032  -1.03283795  0.12308763  0.03651774]
 [ 2.84382261  3.01401189  0.          0.        ]]","[ 0.48668707  0.71357097  0.61221326 -1.07228684  1.06640656  0.30469224
  0.42841325  0.76078326 -0.19135675  0.0364132   0.        ]",[-0.92925674 -0.47983223],[-0.72810024 -0.58510828]
19,-0.0570092562895,[ 0.50143137 -0.43805594],-1.75239,"[[ 0.76641981 -0.98593206  0.12308763  0.03651774]
 [-1.16876961  1.68101743  0.          0.        ]]","[ 0.46731035  0.76287164  0.63250061 -1.00696547  1.0664059   0.30469215
 -0.16658026  0.55162539 -0.18520374  0.14335766  0.        ]",[ 0.14638913 -0.23027965],[-0.72810024 -0.58510828]
20,-0.0577062726359,[-0.43903093 -1.27545871],-1.75253,"[[ 0.76318748 -0.97005453  0.12308763  0.03651774]
 [ 0.83884772 -0.08737045  0.          0.        ]]","[ 0.47110598  0.77922324  0.62857898 -0.98375953  1.06640524  0.30469205
  0.13111248  0.27415082 -0.17982326  0.15838967  0.        ]",[-0.31835881 -0.10647245],[-0.72810024 -0.58510828]
21,-0.0560992576053,[ 0.66911167  0.81206621],-1.72169,"[[ 0.76238077 -1.01150725  0.12308763  0.03651774]
 [-0.91371005 -4.0447169   0.          0.        ]]","[ 0.47205115  0.73616993  0.62759816 -1.04318437  1.06640458  0.30469195
 -0.12875969 -0.34678917 -0.19013553  0.09699197  0.        ]",[ 0.43918553  0.6388002 ],[-0.72810024 -0.58510828]
22,-0.0541304695464,[-0.67398983  0.37499678],-1.68379,"[[ 0.7708412  -1.05934407  0.12308763  0.03651774]
 [ 1.750911   -0.7499378   0.          0.        ]]","[ 0.46209703  0.685084    0.63784402 -1.10702002  1.06640392  0.30469186
  0.26635482  0.17018877 -0.20813628  0.04912322  0.        ]",[-0.50481421  0.07121566],[-0.72810024 -0.58510828]
23,-0.0538897223987,[-0.24880422  0.20901225],-1.70717,"[[ 0.77875077 -1.05928848  0.12308763  0.03651774]
 [-0.95095519  0.75049261  0.          0.        ]]","[ 0.45271223  0.68514391  0.64734693 -1.10694812  1.06640326  0.30469176
 -0.13428261  0.40561859 -0.21132773  0.06802693  0.        ]",[ 0.13430333 -0.01736423],[-0.72810024 -0.58510828]
24,-0.055610844138,[-0.49290795 -0.3294129 ],-1.71798,"[[ 0.75004088 -1.03612133  0.12308763  0.03651774]
 [-1.91681374  1.56351433  0.          0.        ]]","[ 0.48641134  0.71006429  0.61250415 -1.07667191  1.0664026   0.30469166
 -0.27750177  0.53318827 -0.19250255  0.03240599  0.        ]",[ 0.44376343 -0.07894525],[-0.72810024 -0.58510828]
25,-0.0586226718149,[ 0.77046619 -0.17383967],-1.78789,"[[ 0.69252117 -1.01824278  0.12308763  0.03651774]
 [-3.82878982  0.22879499  0.          0.        ]]","[ 0.55082271  0.72906429  0.539885   -1.0524803   1.06640194  0.30469157
 -0.56101289  0.32375955 -0.16675614 -0.08114712  0.        ]",[ 1.19969392  0.2386775 ],[-0.72810024 -0.58510828]
26,-0.061323417901,[-0.40559403  2.08665599],-1.63095,"[[ 0.64729385 -1.02062726  0.12308763  0.03651774]
 [-0.70434922 -0.46493642  0.          0.        ]]","[ 0.5984469   0.72654178  0.48027895 -1.05574733  1.06640128  0.30469147
 -0.09771496  0.2149072  -0.15623919 -0.19462234  0.        ]",[ 0.53543979  0.26076889],[-0.72810024 -0.58510828]
27,-0.0637110934135,[ 0.18331214 -1.47080754],-1.86645,"[[ 0.61723379 -0.99010116  0.12308763  0.03651774]
 [-2.29634892  3.50432017  0.          0.        ]]","[ 0.62857502  0.7585466   0.43950724 -1.01296265  1.06640062  0.30469137
 -0.33377962  0.83771664 -0.13765209 -0.22645019  0.        ]",[ 0.8489905  -0.18947472],[-0.72810024 -0.58510828]
28,-0.0667023515652,[ 0.94509821 -0.00492762],-1.83185,"[[ 0.57905175 -0.96044082  0.12308763  0.03651774]
 [-1.5244307  -0.52485916  0.          0.        ]]","[ 0.66503837  0.78903596  0.38645651 -0.96943895  1.06639996  0.30469128
 -0.21931801  0.20550429 -0.11893716 -0.28037939  0.        ]",[ 0.94190305  0.31177783],[-0.72810024 -0.58510828]
29,-0.0661026233576,[ 0.5688146   0.92647688],-1.74425,"[[ 0.58638415 -0.97104066  0.12308763  0.03651774]
 [ 2.24512182 -0.53508454  0.          0.        ]]","[ 0.65819463  0.77820987  0.39675057 -0.985211    1.0663993   0.30469118
  0.33963863  0.20389978 -0.12451487 -0.27669711  0.        ]",[-0.12148461  0.13900039],[-0.72810024 -0.58510828]
30,-0.0621103452296,[-1.72098697  0.01336323],-1.64512,"[[ 0.65341063 -0.94483534  0.12308763  0.03651774]
 [ 4.45015684  3.14336671  0.          0.        ]]","[ 0.59216456  0.80482739  0.48846385 -0.94577903  1.06639864  0.30469109
  0.66660542  0.78107982 -0.12963045 -0.07403507  0.        ]",[-1.11529136 -0.57647538],[-0.72810024 -0.58510828]
31,-0.0620578785863,[ 0.04343505  0.44282496],-1.69767,"[[ 0.70183214 -0.88204886  0.12308763  0.03651774]
 [ 0.40549269  3.13530012  0.          0.        ]]","[ 0.54068203  0.8665357   0.55188664 -0.84543394  1.06639798  0.30469099
  0.0668543   0.77981374 -0.13148882  0.13587464  0.        ]",[-0.20923385 -0.56592101],[-0.72810024 -0.58510828]
32,-0.0649749114777,[-0.4399953  -0.72562509],-1.73528,"[[ 0.71157984 -0.80237368  0.12308763  0.03651774]
 [ 0.56872302  4.8265811   0.          0.        ]]","[ 0.52994682  0.94033495  0.56435105 -0.70669343  1.06639732  0.30469089
  0.09105841  1.0451896  -0.12427574  0.27629619  0.        ]",[-0.46874076 -0.95385474],[-0.72810024 -0.58510828]
33,-0.067774153318,[-0.17191065 -1.31356013],-1.76753,"[[ 0.70538487 -0.73562257  0.12308763  0.03651774]
 [-1.18236535  1.85842354  0.          0.        ]]","[ 0.53678325  0.99796616  0.5564412  -0.58123165  1.06639666  0.3046908
 -0.16859667  0.57946001 -0.11592965  0.35911498  0.        ]",[ 0.08222198 -0.61566466],[-0.72810024 -0.58510828]
