timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.0932490862532,[ 0.66854374 -2.18719473],-2.10663,"[[  1.62029664e-02  -4.18796805e-02   1.17450710e-01  -1.30005057e-02]
 [  1.78095714e-03   3.28511757e-05   0.00000000e+00   0.00000000e+00]]","[ 0.93972262  1.21573891 -0.42743499  1.12495304  1.01834384 -0.1198234
 -0.01834783  0.27785561  0.19928643  0.20834854  0.        ]",[ 0.31831789 -2.12056184],[-0.83641636 -0.73922008]
1,-0.0932862274769,[-0.52714192 -1.38028084],-2.06371,"[[ 0.04278852 -0.08161719  0.11745071 -0.01300051]
 [ 2.64795879 -3.96057986  0.          0.        ]]","[ 0.93839583  1.21262626 -0.38408241  1.0224696   1.0183434  -0.11982337
  0.41567657 -0.37776064  0.19790091  0.22631931  0.        ]",[-0.31081891 -1.70058715],[-0.83641636 -0.73922008]
2,-0.0916518857803,[ 1.3361677 -0.1034075],-2.12273,"[[ 0.07431463 -0.19976157  0.11745071 -0.01300051]
 [ 0.51174783 -7.84093042  0.          0.        ]]","[ 0.93527447  1.19161178 -0.33273975  0.72036547  1.01834295 -0.11982335
  0.06529645 -1.02009054  0.1871952   0.13220031  0.        ]",[ 0.73897928 -0.48634499],[-0.83641636 -0.73922008]
3,-0.088756283182,[-1.45843473  0.93739729],-1.94134,"[[ 0.12413972 -0.35914589  0.11745071 -0.01300051]
 [ 4.45764365 -8.09663359  0.          0.        ]]","[ 0.92692441  1.13587391 -0.25186144  0.324898    1.01834251 -0.11982332
  0.71249995 -1.06241766  0.15778376  0.02979823  0.        ]",[-0.58980322 -0.27763274],[-0.83641636 -0.73922008]
4,-0.0858985995055,[ 0.2632762  -0.17074206],-2.04298,"[[ 0.17270154 -0.48221424  0.11745071 -0.01300051]
 [ 0.41199997 -4.22312853  0.          0.        ]]","[ 0.91477618  1.07212698 -0.17351457  0.03478867  1.01834207 -0.1198233
  0.04893555 -0.42122039  0.12539795 -0.01598224  0.        ]",[ 0.60905159 -0.40023974],[-0.83641636 -0.73922008]
5,-0.083303337298,[-0.37189838  0.08319147],-1.99458,"[[ 0.1913118  -0.57262488  0.11745071 -0.01300051]
 [ 1.44558656 -4.81595575  0.          0.        ]]","[ 0.90907704  1.01439398 -0.143655   -0.16702397  1.01834162 -0.11982327
  0.21846387 -0.51935339  0.09202944 -0.09912368  0.        ]",[ 0.32149053 -0.10515437],[-0.83641636 -0.73922008]
6,-0.0805301317345,[ 0.59002132 -0.00097111],-2.0748,"[[ 0.20517284 -0.66467704  0.11745071 -0.01300051]
 [-0.05449663 -4.39068289  0.          0.        ]]","[ 0.90445831  0.94666393 -0.12148463 -0.36074028  1.01834118 -0.11982324
 -0.02757909 -0.44895609  0.05010069 -0.19543545  0.        ]",[ 0.88920653  0.17798299],[-0.83641636 -0.73922008]
7,-0.0776909608058,[ 0.5017952   0.45273978],-2.05914,"[[ 0.22751369 -0.75166503  0.11745071 -0.01300051]
 [ 2.28082401 -4.30838063  0.          0.        ]]","[ 0.8963448   0.87487572 -0.08588728 -0.53142262  1.01834074 -0.11982322
  0.35545915 -0.43533214  0.00756007 -0.25610979  0.        ]",[ 0.08709963  0.27553505],[-0.83641636 -0.73922008]
8,-0.0746242869809,[-0.40597318  0.5076209 ],-1.97957,"[[ 0.29259054 -0.81899655  0.11745071 -0.01300051]
 [ 4.22042162 -2.43101532  0.          0.        ]]","[ 0.86804011  0.81446529  0.01669372 -0.65443777  1.01834029 -0.11982319
  0.673591   -0.12456394 -0.0123681  -0.16598147  0.        ]",[-0.83009714 -0.08442673],[-0.83641636 -0.73922008]
9,-0.0734241727294,[-0.58462518  0.20783912],-1.99495,"[[ 0.36003949 -0.84696145  0.11745071 -0.01300051]
 [ 2.5300964  -0.37234494  0.          0.        ]]","[ 0.83146817  0.78820393  0.12090601 -0.70304611  1.01833985 -0.11982317
  0.39634437  0.21621646 -0.0129656  -0.01477982  0.        ]",[-0.5469861  -0.40453267],[-0.83641636 -0.73922008]
10,-0.0737909131736,[ 0.6828351  -0.08863864],-2.06989,"[[ 0.38692915 -0.8460698   0.11745071 -0.01300051]
 [ 0.16673987  0.45873454  0.          0.        ]]","[ 0.8148701   0.78905124  0.16174934 -0.70151919  1.01833941 -0.11982314
  0.00870742  0.35378852 -0.0084051   0.06276362  0.        ]",[ 0.12021919 -0.47073197],[-0.83641636 -0.73922008]
11,-0.0747320722084,[-0.2253918   0.29749289],-2.01234,"[[ 0.41733798 -0.84051616  0.11745071 -0.01300051]
 [ 2.86515616  0.0978386   0.          0.        ]]","[ 0.79473564  0.79431502  0.2074002  -0.69197537  1.01833896 -0.11982311
  0.45130074  0.29404779 -0.0028736   0.15732598  0.        ]",[-0.90085697 -0.67159462],[-0.83641636 -0.73922008]
12,-0.0771701003857,[-0.29788611 -0.73132177],-2.05278,"[[ 0.4651214  -0.82675684  0.11745071 -0.01300051]
 [ 1.91634362  1.27416956  0.          0.        ]]","[ 0.76021578  0.80724378  0.27788315 -0.66807544  1.01833852 -0.11982309
  0.29567669  0.48877083  0.0031987   0.31429821  0.        ]",[-0.85847652 -0.97093654],[-0.83641636 -0.73922008]
13,-0.0780912643326,[-0.70412057 -0.57021993],-2.04235,"[[ 0.49125232 -0.83057641  0.11745071 -0.01300051]
 [ 0.70079612 -1.64639595  0.          0.        ]]","[  7.39872754e-01   8.03670623e-01   3.15731138e-01  -6.74746047e-01
   1.01833808e+00  -1.19823061e-01   9.63028614e-02   5.31686421e-03
  -7.82902131e-04   3.82967476e-01   0.00000000e+00]",[-0.34531003 -0.44743955],[-0.83641636 -0.73922008]
14,-0.0739063811372,[ 0.46680249  1.15135102],-2.04404,"[[ 0.47718496 -0.88582201  0.11745071 -0.01300051]
 [-2.09824277 -3.87075519  0.          0.        ]]","[ 0.75095134  0.75062288  0.29541954 -0.76807058  1.01833763 -0.11982304
 -0.36279484 -0.36289103 -0.02439445  0.25918938  0.        ]",[ 0.91529006  0.37996507],[-0.83641636 -0.73922008]
15,-0.070919446714,[ 0.05346084 -0.24281318],-2.05485,"[[ 0.45415437 -0.9227461   0.11745071 -0.01300051]
 [-0.21107126  0.16489693  0.          0.        ]]","[ 0.768446    0.71379142  0.26184791 -0.82705742  1.01833719 -0.11982301
 -0.05326128  0.30514829 -0.04398834  0.13995545  0.        ]",[ 0.12781677 -0.31500715],[-0.83641636 -0.73922008]
16,-0.0704941121521,[ 0.52293688  0.46356174],-2.05024,"[[ 0.45210001 -0.92912802  0.11745071 -0.01300051]
 [ 0.0049154  -0.79987279  0.          0.        ]]","[ 0.76996727  0.70731805  0.25883453 -0.83696991  1.01833675 -0.11982298
 -0.01783518  0.14544562 -0.04766398  0.12500247  0.        ]",[ 0.12967081 -0.14000778],[-0.83641636 -0.73922008]
17,-0.0712034637326,[-1.48739549 -0.12653538],-1.98122,"[[ 0.472951   -0.92655652  0.11745071 -0.01300051]
 [ 2.07329346  1.0508596   0.          0.        ]]","[ 0.75422692  0.70992982  0.28927683 -0.8329855   1.01833631 -0.11982296
  0.3214199   0.45180556 -0.04516883  0.18682916  0.        ]",[-0.78634018 -0.65961522],[-0.83641636 -0.73922008]
18,-0.0722321425339,[-0.01379006  0.60465075],-2.03631,"[[ 0.47430955 -0.91076282  0.11745071 -0.01300051]
 [-1.92411829  0.53024198  0.          0.        ]]","[ 0.75317832  0.7258608   0.29124918 -0.80821697  1.01833586 -0.11982293
 -0.3342352   0.36562528 -0.03684652  0.21398307  0.        ]",[ 0.60808033 -0.31478766],[-0.83641636 -0.73922008]
19,-0.0731742760414,[-0.01959688 -0.81784367],-2.07563,"[[ 0.43565446 -0.87624167  0.11745071 -0.01300051]
 [-1.94133349  2.91392965  0.          0.        ]]","[ 0.78191463  0.76000111  0.23460463 -0.75231522  1.01833542 -0.11982291
 -0.33705876  0.76020771 -0.02016403  0.15627833  0.        ]",[ 0.50442636 -0.77460778],[-0.83641636 -0.73922008]
