timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.268112345056,[-1.97913845 -2.35302132],-3.49641,"[[ 0.08847187  0.09251923  0.03953456 -0.18009068]
 [-0.00301812 -0.00335222  0.          0.        ]]","[ 0.96054783  1.47743688 -0.42736067  1.32213813  0.34496555 -1.58140885
  0.04602737  0.30612757  0.92774409  2.46016941  0.        ]",[-2.23337197 -2.02863932],[-0.51338363 -0.47518995]
1,-0.259393389499,[-1.67448357 -1.45222201],-3.36904,"[[ 0.04873698  0.05274041  0.03953456 -0.18009068]
 [-3.95730624 -3.96134384  0.          0.        ]]","[ 0.96502024  1.48099219 -0.49484834  1.2158855   0.34496538 -1.58140644
 -0.46047844 -0.28362221  0.9419415   2.31321163  0.        ]",[-1.78650582 -1.76180768],[-0.51338363 -0.47518995]
2,-0.231794127767,[-1.18925187 -0.99081553],-2.95942,"[[-0.06929914 -0.06541231  0.03953456 -0.18009068]
 [-7.83341518 -7.84099992  0.          0.        ]]","[ 0.96302758  1.48006805 -0.69568571  0.89962801  0.34496522 -1.58140404
 -0.95696987 -0.86169953  0.93673553  1.87391691  0.        ]",[-0.97902554 -1.35584521],[-0.51338363 -0.47518995]
3,-0.181563426016,[ 0.66278805 -1.56494962],-1.99846,"[[ -0.26409035  -0.26002249   0.03953456  -0.18009068]
 [-11.63313715 -11.60745242   0.           0.        ]]","[ 0.91002919  1.44127179 -1.02221715  0.38610163  0.34496505 -1.58140163
 -1.44367574 -1.4229081   0.77617565  1.18137243  0.        ]",[ 0.39436072 -0.65624428],[-0.51338363 -0.47518995]
4,-0.117333223097,[ 1.63058852  0.65791685],-1.54211,"[[ -0.46812975  -0.5296028    0.03953456  -0.18009068]
 [ -8.78040937 -15.33812849   0.           0.        ]]","[ 0.7902741   1.31386311 -1.34602238 -0.27835083  0.34496488 -1.58139923
 -1.07826793 -1.97878329  0.37099952  0.52439033  0.        ]",[ 1.34698033  0.35092846],[-0.51338363 -0.47518995]
5,-0.0623250832297,[ 1.88467667  1.76518697],-1.22256,"[[ -0.60232218  -0.80719401   0.03953456  -0.18009068]
 [ -4.6524615  -12.43066907   0.           0.        ]]","[ 0.67795084  1.10252045 -1.54239396 -0.85996534  0.34496471 -1.58139682
 -0.54951752 -1.54556334 -0.09026375  0.20195955  0.        ]",[ 1.35857046  0.89847922],[-0.51338363 -0.47518995]
6,-0.0306418008212,[ 0.37829255  1.0645774 ],-1.1327,"[[-0.65477076 -1.01362252  0.03953456 -0.18009068]
 [-0.60569956 -8.22617771  0.          0.        ]]","[ 0.6273092   0.90195138 -1.61461433 -1.19850917  0.34496455 -1.58139442
 -0.03116638 -0.91908479 -0.38755642  0.14202849  0.        ]",[ 0.68380594  1.04627836],[-0.51338363 -0.47518995]
7,-0.0201783736038,[ 0.56155212  1.54880723],-1.11052,"[[-0.65175991 -1.13678839  0.03953456 -0.18009068]
 [ 0.90183742 -4.10413955  0.          0.        ]]","[ 0.63031422  0.76850145 -1.61054111 -1.3552805   0.34496438 -1.58139201
  0.16193456 -0.30489247 -0.50905912  0.16898513  0.        ]",[ 0.26365361  0.96105146],[-0.51338363 -0.47518995]
8,-0.0239465014052,[ 1.04312444  0.39670855],-1.18356,"[[-0.61161862 -1.17833372  0.03953456 -0.18009068]
 [ 3.10497593 -0.06384686  0.          0.        ]]","[ 0.66924112  0.7216114  -1.55538731 -1.39995884  0.34496421 -1.58138961
  0.44413534  0.29711955 -0.48809392  0.20710492  0.        ]",[-0.31312409  0.52978313],[-0.51338363 -0.47518995]
9,-0.0423986689364,[-1.04414122 -0.14453632],-1.16754,"[[-0.51043858 -1.16384676  0.03953456 -0.18009068]
 [ 7.00003677  1.50733365  0.          0.        ]]","[ 0.75761655  0.73805795 -1.40958873 -1.38485819  0.34496404 -1.5813872
  0.94305485  0.53122857 -0.3186723   0.28304867  0.        ]",[-1.33773339  0.01727411],[-0.51338363 -0.47518995]
10,-0.0620631328772,[-1.75137297  0.39511588],-1.15858,"[[-0.41152725 -1.13972966  0.03953456 -0.18009068]
 [ 2.90475372  0.90635244  0.          0.        ]]","[ 0.82984764  0.76520883 -1.25882424 -1.35857737  0.34496388 -1.5813848
  0.41848777  0.4416808  -0.14939588  0.3796159   0.        ]",[-0.83502579 -0.10438028],[-0.51338363 -0.47518995]
11,-0.0685517249813,[-0.53045674 -1.37857135],-1.24566,"[[-0.3937135  -1.10607477  0.03953456 -0.18009068]
 [-1.10999632  2.45397468  0.          0.        ]]","[ 0.84131043  0.80259339 -1.23091937 -1.31954196  0.34496371 -1.5813824
 -0.09576373  0.67227961 -0.08938257  0.40169066  0.        ]",[-0.18965536 -0.27107841],[-0.51338363 -0.47518995]
12,-0.0617772356295,[ 0.52264247  2.01516195],-1.14508,"[[-0.43674123 -1.09720478  0.03953456 -0.18009068]
 [-3.18587154 -1.55361563  0.          0.        ]]","[ 0.81280525  0.81234347 -1.29794515 -1.30879939  0.34496354 -1.58137999
 -0.36166367  0.07513937 -0.14121273  0.35346548  0.        ]",[ 0.38335645  0.22131142],[-0.51338363 -0.47518995]
13,-0.0550846445407,[-0.50096537  0.96345404],-1.12823,"[[-0.47908832 -1.08824618  0.03953456 -0.18009068]
 [-1.05592241  2.43617459  0.          0.        ]]","[ 0.78206095  0.82214608 -1.36260947 -1.2977592   0.34496337 -1.58137759
 -0.08883705  0.66962716 -0.19364972  0.30834164  0.        ]",[ 0.03344166 -0.11876415],[-0.51338363 -0.47518995]
14,-0.0565252954531,[ 1.0868461   0.00314781],-1.15352,"[[-0.51989569 -1.00172509  0.03953456 -0.18009068]
 [-3.01827548  6.20338752  0.          0.        ]]","[ 0.74996141  0.91434596 -1.42359227 -1.18148658  0.34496321 -1.58137518
 -0.34019609  1.23094962 -0.16460042  0.26817667  0.        ]",[ 0.40098256 -0.52539867],[-0.51338363 -0.47518995]
15,-0.0659845850558,[-0.1055288  -0.53575323],-1.15138,"[[-0.53996452 -0.87877633  0.03953456 -0.18009068]
 [ 0.99796165  6.09184524  0.          0.        ]]","[ 0.73330076  1.03665914 -1.45307183 -0.98746233  0.34496304 -1.58137278
  0.1742467   1.21432825 -0.06787341  0.26121363  0.        ]",[-0.35002786 -0.85261393],[-0.51338363 -0.47518995]
16,-0.0797228049538,[ 0.31987811 -0.18747702],-1.1675,"[[-0.52438658 -0.77943241  0.03953456 -0.18009068]
 [ 0.56130962  3.85001844  0.          0.        ]]","[ 0.74628192  1.12689725 -1.43021565 -0.80779483  0.34496287 -1.58137037
  0.11831553  0.88029012  0.05639012  0.30748453  0.        ]",[-0.3484036  -0.90980196],[-0.51338363 -0.47518995]
17,-0.0916552967677,[-0.58803785 -1.48494231],-1.20235,"[[-0.50057206 -0.71064898  0.03953456 -0.18009068]
 [ 1.81596169  3.03105409  0.          0.        ]]","[ 0.76545903  1.18436078 -1.39487782 -0.67240711  0.3449627  -1.58136797
  0.27902487  0.75826198  0.15892357  0.3681992   0.        ]",[-0.69183749 -1.07572591],[-0.51338363 -0.47518995]
