timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.371807378737,[ 1.83864348 -0.95082207],-2.56511,"[[ 0.00491638  0.05201036 -0.12434869  0.16975819]
 [-0.00170892 -0.00298476  0.          0.        ]]","[ 1.11896292  1.97080297 -0.33041327  0.94510604 -1.05781118  1.46260634
  0.12504382  0.35196989  2.16494764 -1.36854184  0.        ]",[ 1.79676664 -1.25252175],[-0.24849185 -0.34278944]
1,-0.369901624563,[ 1.19885231 -1.2936901 ],-2.44457,"[[ 0.04458773  0.01416171 -0.12434869  0.16975819]
 [ 3.9556623  -3.76932349  0.          0.        ]]","[ 1.11752614  1.97244824 -0.26975798  0.83452553 -1.05780816  1.46260015
  0.51392605 -0.17815437  2.1641136  -1.33205901  0.        ]",[ 1.65506613 -1.26741576],[-0.24849185 -0.34278944]
2,-0.363716614874,[ 1.91700139  0.07527849],-2.57301,"[[ 0.16262166 -0.10021897 -0.12434869  0.16975819]
 [ 7.83481426 -7.65578184  0.          0.        ]]","[ 1.09971115  1.96592197 -0.09029662  0.50063867 -1.05780513  1.46259396
  0.89512091 -0.72518533  2.15482535 -1.22575487  0.        ]",[ 1.39520979 -1.31392264],[-0.24849185 -0.34278944]
3,-0.349670791726,[ 0.33535877 -2.21751926],-2.15843,"[[  0.3574526   -0.24883739  -0.12434869   0.16975819]
 [ 11.63564928  -7.20752552   0.           0.        ]]","[ 1.02668705  1.93175921  0.19722472  0.07316464 -1.05780211  1.46258776
  1.26861752 -0.66209038  2.11430512 -1.01672863  0.        ]",[ 0.90824264 -1.43336463],[-0.24849185 -0.34278944]
4,-0.329119284808,[-0.78085754 -1.26508616],-1.89922,"[[  0.60118346  -0.43128634  -0.12434869   0.16975819]
 [ 12.73380009 -11.02461866   0.           0.        ]]","[ 0.86298504  1.85125535  0.52718461 -0.42896163 -1.05779909  1.46258157
  1.37652532 -1.19935624  2.02375452 -0.76923672  0.        ]",[ 0.5200327  -1.46320772],[-0.24849185 -0.34278944]
5,-0.31234965983,[ 0.75881519 -0.93249626],-2.00863,"[[  0.8223542   -0.68930169  -0.12434869   0.16975819]
 [  9.39431721 -14.7644818    0.           0.        ]]","[ 0.65249938  1.67013264  0.78281166 -1.06613593 -1.05779607  1.46257538
  1.04835817 -1.72574608  1.92084914 -0.65789338  0.        ]",[ 0.57848758 -1.40988016],[-0.24849185 -0.34278944]
6,-0.296476402527,[ 0.58303898 -1.38585872],-1.87311,"[[  1.03851108  -1.01871039  -0.12434869   0.16975819]
 [ 12.21204727 -18.16497474   0.           0.        ]]","[ 0.39992924  1.34267017  0.9799626  -1.6959232  -1.05779304  1.46256919
  1.32524581 -2.20435891  1.79902097 -0.65376781  0.        ]",[ 0.12420672 -1.31389225],[-0.24849185 -0.34278944]
7,-0.273859037587,[ 1.74771947 -2.21761359],-1.83095,"[[  1.30348928  -1.41812826  -0.12434869   0.16975819]
 [ 14.27892927 -21.76473068   0.           0.        ]]","[ 0.04461359  0.84942987  1.13724816 -2.09622489 -1.05779002  1.462563
  1.52834698 -2.71100291  1.61242699 -0.69297855  0.        ]",[-0.32130057 -1.115242  ],[-0.24849185 -0.34278944]
8,-0.245667203974,[-1.34004753 -0.19666014],-1.28881,"[[  1.62595478  -1.8888233   -0.12434869   0.16975819]
 [ 17.9555174  -25.29287343   0.           0.        ]]","[-0.42151062  0.23383119  1.18923767 -1.98361943 -1.057787    1.46255681
  1.8896251  -3.20754462  1.3517219  -0.8033726   0.        ]",[-1.0102067  -0.87445748],[-0.24849185 -0.34278944]
9,-0.224804746457,[-2.13649314  0.13382423],-0.962855,"[[  1.94179151  -2.39745591  -0.12434869   0.16975819]
 [ 13.64222188 -25.56966505   0.           0.        ]]","[-0.87032869 -0.3264168   1.08750346 -1.18695177 -1.05778398  1.46255062
  1.46576283 -3.24645239  1.06712949 -1.03527572  0.        ]",[-0.93577552 -0.61731714],[-0.24849185 -0.34278944]
