timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.373521939059,[ 2.089634   -1.80913208],-3.33643,"[[-0.09966771  0.09926631 -0.15792984  0.05717117]
 [ 0.00458404 -0.00364273  0.          0.        ]]","[ 0.99340227  1.57562032 -0.72602872  1.27176164 -1.35325304  0.49234993
  0.0687512   0.31718977  2.70332263 -0.70969287  0.        ]",[ 0.80868137 -1.7650578 ],[-0.47066307 -0.44269273]
1,-0.373142110928,[ 0.50382222 -2.64893679],-3.07786,"[[-0.05987097  0.05945092 -0.15792984  0.05717117]
 [ 3.96190765 -3.96469128  0.          0.        ]]","[ 0.99845116  1.57952359 -0.65958016  1.16363777 -1.35325089  0.49234959
  0.53769849 -0.26098434  2.70614961 -0.66709883  0.        ]",[ 0.81585371 -1.71146822],[-0.47066307 -0.44269273]
2,-0.372001572469,[ 0.90225574 -3.36789594],-3.02767,"[[ 0.03859301 -0.0587907  -0.15792984  0.05717117]
 [ 5.87810685 -7.84652874  0.          0.        ]]","[ 1.00011763  1.57956877 -0.49471654  0.84169372 -1.35324873  0.49234925
  0.76476984 -0.82759608  2.70687536 -0.584683    0.        ]",[ 0.79124177 -1.75441933],[-0.47066307 -0.44269273]
3,-0.368670405473,[ 0.55040308 -2.71038973],-2.97872,"[[  0.19081475  -0.25390363  -0.15792984   0.05717117]
 [  9.332577   -11.65205932   0.           0.        ]]","[ 0.97239738  1.54202284 -0.24164634  0.31745466 -1.35324658  0.4923489
  1.17412746 -1.3830683   2.68951431 -0.47298652  0.        ]",[ 0.47592139 -1.93716443],[-0.47066307 -0.44269273]
4,-0.36070650192,[ 0.81576302 -2.31751074],-2.91891,"[[  0.3974759   -0.52436416  -0.15792984   0.05717117]
 [ 11.32691993 -15.38152401   0.           0.        ]]","[ 0.87714654  1.4154085   0.08907895 -0.36221051 -1.35324443  0.49234856
  1.41045726 -1.92743444  2.62996678 -0.33585157  0.        ]",[ 0.2216281  -2.07213736],[-0.47066307 -0.44269273]
5,-0.345329824517,[-0.80540844 -2.65533769],-2.58904,"[[  0.65416324  -0.86867359  -0.15792984   0.05717117]
 [ 14.33188304 -19.03714041   0.           0.        ]]","[ 0.6725271   1.14335919  0.45995664 -1.07819567 -1.35324227  0.49234822
  1.76654492 -2.46101584  2.50020607 -0.19995485  0.        ]",[-0.35466754 -2.24802899],[-0.47066307 -0.44269273]
6,-0.322371802669,[-0.53819809 -3.00468099],-2.36093,"[[  0.90599731  -1.28534638  -0.15792984   0.05717117]
 [ 10.86281806 -22.61828434   0.           0.        ]]","[ 0.39118942  0.69252894  0.75904188 -1.61233361 -1.35324012  0.49234787
  1.35545487 -2.98371856  2.29447827 -0.19415211  0.        ]",[-0.12292089 -2.07640791],[-0.47066307 -0.44269273]
7,-0.291626599328,[ 0.15190669 -1.55503558],-2.21422,"[[  1.09973088  -1.77293797  -0.15792984   0.05717117]
 [  8.51804518 -26.12924761   0.           0.        ]]","[ 0.13149702  0.09551971  0.93332851 -1.66709976 -1.35323797  0.49234753
  1.07759561 -3.49616575  2.00348591 -0.38166403  0.        ]",[ 0.02157943 -1.79013669],[-0.47066307 -0.44269273]
8,-0.248029354687,[-0.5379665 -1.5696547],-1.59683,"[[  1.27442552  -2.33005786  -0.15792984   0.05717117]
 [  8.94991896 -29.57127197   0.           0.        ]]","[-0.12615652 -0.50800108  1.04274224 -0.97431405 -1.35323581  0.49234718
  1.12877164 -3.99853501  1.57365517 -0.60316039  0.        ]",[-0.25629476 -1.48117423],[-0.47066307 -0.44269273]
9,-0.18959648008,[-0.57591941 -1.16414664],-0.98341,"[[  1.43026674  -2.95533553  -0.15792984   0.05717117]
 [  6.64190022 -32.94531191   0.           0.        ]]","[-0.36820106 -0.87227573  1.0992584   0.49727305 -1.35323366  0.49234684
  0.85526833 -4.49096166  0.99709908 -0.71910726  0.        ]",[-0.41882133 -1.07757807],[-0.47066307 -0.44269273]
10,-0.158077170936,[-0.40304085 -2.07535214],-1.28409,"[[ 1.53892251 -3.25290454 -0.15792984  0.05717117]
 [ 4.23156771 -0.78723541  0.          0.        ]]","[-0.54051546 -0.88602188  1.11491962  1.30439651 -1.35323151  0.4923465
  0.5696411   0.2028302   0.69923905 -0.69540938  0.        ]",[-0.46682483 -0.90096223],[-0.47066307 -0.44269273]
11,-0.166442129819,[-0.63808885 -0.18513895],-1.39183,"[[ 1.60670607 -3.19267009 -0.15792984  0.05717117]
 [ 2.55228552  4.55954447  0.          0.        ]]","[-0.64844428 -0.89206663  1.11468913  1.14086113 -1.35322935  0.49234615
  0.37064418  0.98324538  0.77583976 -0.71023278  0.        ]",[-0.30694029 -0.9684937 ],[-0.47066307 -0.44269273]
12,-0.175636887555,[ 0.03398326 -2.03994599],-1.43638,"[[ 1.63189657 -3.1062272  -0.15792984  0.05717117]
 [-0.02465615  3.93264901  0.          0.        ]]","[-0.68851319 -0.89290596  1.1126418   0.9054408  -1.3532272   0.49234581
  0.06527372  0.89174278  0.86678398 -0.70625709  0.        ]",[-0.10740113 -0.99706244],[-0.47066307 -0.44269273]
13,-0.181048890215,[ 0.51077344 -1.60800593],-1.51226,"[[ 1.63275728 -3.05029502 -0.15792984  0.05717117]
 [ 0.1102875   1.87914575  0.          0.        ]]","[-0.68988076 -0.88852433  1.11255175  0.75338705 -1.35322505  0.49234546
  0.08126465  0.59201285  0.92182422 -0.6978984   0.        ]",[-0.16209662 -1.02614069],[-0.47066307 -0.44269273]
14,-0.18356564713,[-1.29785991 -2.82129028],-1.33751,"[[ 1.65523102 -3.02424556 -0.15792984  0.05717117]
 [ 2.13036003  0.85115582  0.          0.        ]]","[-0.72557464 -0.88516615  1.10979724  0.68280665 -1.35322289  0.49234512
  0.32064554  0.44196702  0.94867827 -0.68954859  0.        ]",[-0.36586651 -1.05274701],[-0.47066307 -0.44269273]
15,-0.184637889692,[-0.39639308 -1.21644411],-1.48807,"[[ 1.65768996 -3.01263836 -0.15792984  0.05717117]
 [-1.87112754  0.37227213  0.          0.        ]]","[-0.7294757  -0.88340054  1.10944343  0.65142381 -1.35322074  0.49234478
 -0.15353582  0.37206882  0.95995715 -0.68634251  0.        ]",[ 0.00110132 -0.98995292],[-0.47066307 -0.44269273]
16,-0.184978871767,[-0.37057528 -0.80716585],-1.50867,"[[ 1.60489231 -3.007619   -0.15792984  0.05717117]
 [-3.40352999  0.15886224  0.          0.        ]]","[-0.64555453 -0.8825853   1.11478846  0.63786683 -1.35321859  0.49234443
 -0.33512738  0.34091925  0.96090257 -0.69370339  0.        ]",[ 0.18476823 -0.97138429],[-0.47066307 -0.44269273]
17,-0.184937558185,[ 0.46765538 -0.69642053],-1.57323,"[[ 1.52277665 -3.00529029 -0.15792984  0.05717117]
 [-4.80337008  0.08069678  0.          0.        ]]","[-0.51481872 -0.8821961   1.11382971  0.63157999 -1.35321643  0.49234409
 -0.50101006  0.32950998  0.95645063 -0.70637903  0.        ]",[ 0.37917167 -0.95795989],[-0.47066307 -0.44269273]
18,-0.184729394977,[-0.83450375 -1.16952478],-1.43153,"[[ 1.44624084 -3.00403452 -0.15792984  0.05717117]
 [-2.85669849  0.04602617  0.          0.        ]]","[-0.39341249 -0.88198306  1.10278208  0.62819036 -1.35321428  0.49234375
 -0.27032646  0.32444925  0.95066281 -0.71797299  0.        ]",[ 0.27183411 -1.00821352],[-0.47066307 -0.44269273]
19,-0.184265601689,[ 1.64387759 -0.54583519],-1.67283,"[[  1.35652373e+00  -3.00368788e+00  -1.57929840e-01   5.71711686e-02]
 [ -6.10418986e+00   7.13116808e-04   0.00000000e+00   0.00000000e+00]]","[-0.25262373 -0.88192328  1.07745011  0.62725444 -1.35321213  0.4923434
 -0.65515862  0.31783513  0.9418835  -0.73087749  0.        ]",[ 0.61605585 -0.95929551],[-0.47066307 -0.44269273]
20,-0.183747519747,[-0.8813311  -2.09447033],-1.3649,"[[ 1.27537723 -3.00328353 -0.15792984  0.05717117]
 [-2.02405788  0.02757936  0.          0.        ]]","[-0.12759979 -0.8818535   1.04319074  0.62616285 -1.35320998  0.49234306
 -0.1716565   0.32175635  0.93316637 -0.74174049  0.        ]",[ 0.33655825 -1.04891026],[-0.47066307 -0.44269273]
21,-0.183153463596,[ 1.6742746  -1.79271719],-1.59658,"[[ 1.20028734 -3.00327124 -0.15792984  0.05717117]
 [-5.47343537 -0.01307583  0.          0.        ]]","[-0.01460777 -0.88185052  1.00208703  0.6261292  -1.35320782  0.49234271
 -0.58041291  0.31582209  0.9241998  -0.750953    0.        ]",[ 0.67808253 -0.99125731],[-0.47066307 -0.44269273]
22,-0.18250136095,[-0.17235879 -0.46718524],-1.46241,"[[ 1.13163062 -3.00356009 -0.15792984  0.05717117]
 [-1.40579143 -0.01335719  0.          0.        ]]","[ 0.08587527 -0.88189888  0.95679658  0.62690815 -1.35320567  0.49234237
 -0.09839024  0.31578083  0.91517524 -0.75853473  0.        ]",[ 0.38771167 -1.07371938],[-0.47066307 -0.44269273]
23,-0.182199408294,[-0.1836874 -1.4854439],-1.42615,"[[ 1.09694712 -3.0032094  -0.15792984  0.05717117]
 [-2.06037813  0.03097611  0.          0.        ]]","[ 0.13545263 -0.8818382   0.93118585  0.62596137 -1.35320352  0.49234203
 -0.1759598   0.32225156  0.91090316 -0.76224875  0.        ]",[ 0.46645063 -1.06478763],[-0.47066307 -0.44269273]
24,-0.181713311701,[ 1.05787487 -1.20623415],-1.54099,"[[ 1.04885182 -3.00319184 -0.15792984  0.05717117]
 [-2.74686349 -0.01442681  0.          0.        ]]","[ 0.20274213 -0.88183432  0.89271224  0.6259135  -1.35320136  0.49234168
 -0.2573094   0.31562431  0.9044581  -0.76695913  0.        ]",[ 0.55308425 -1.05331433],[-0.47066307 -0.44269273]
25,-0.181519216108,[ 0.25904838 -0.99078026],-1.45773,"[[ 1.03418498 -3.00351166 -0.15792984  0.05717117]
 [ 1.26680404 -0.01481415  0.          0.        ]]","[ 0.22290391 -0.88188799  0.88030645  0.62677598 -1.35319921  0.49234134
  0.21831756  0.31556758  0.90212505 -0.76815783  0.        ]",[ 0.22736749 -1.12695682],[-0.47066307 -0.44269273]
26,-0.181866717012,[-0.49256757 -0.04741794],-1.43039,"[[ 1.0695601  -3.00373976 -0.15792984  0.05717117]
 [ 2.26737367 -0.00828148  0.          0.        ]]","[ 0.17398523 -0.88192594  0.90969261  0.62739101 -1.35319706  0.492341
  0.33688678  0.3165209   0.906754   -0.76474759  0.        ]",[ 0.12163343 -1.14203882],[-0.47066307 -0.44269273]
27,-0.182214912396,[ 0.53068289 -0.7992907 ],-1.49785,"[[ 1.0948901  -3.00285906 -0.15792984  0.05717117]
 [ 0.27227325  0.06503545  0.          0.        ]]","[ 0.13836559 -0.88177479  0.92960667  0.6250141  -1.3531949   0.49234065
  0.10046336  0.32722211  0.91093027 -0.76258144  0.        ]",[ 0.27286565 -1.10714531],[-0.47066307 -0.44269273]
28,-0.18252560943,[ 0.28054899 -0.97327456],-1.46067,"[[ 1.12136273 -3.00247189 -0.15792984  0.05717117]
 [ 2.36800716 -0.00608399  0.          0.        ]]","[ 0.10063925 -0.88170755  0.94939796  0.62396897 -1.35319275  0.49234031
  0.34881191  0.31684124  0.91487604 -0.76001689  0.        ]",[ 0.07826719 -1.14083052],[-0.47066307 -0.44269273]
29,-0.183012710549,[-0.26053268 -0.99625069],-1.41371,"[[ 1.17939728 -3.00289316 -0.15792984  0.05717117]
 [ 3.43190284 -0.0260372   0.          0.        ]]","[ 0.01627456 -0.88177886  0.98906872  0.62510513 -1.3531906   0.49233996
  0.47488547  0.31392865  0.92193607 -0.75347469  0.        ]",[-0.05907041 -1.15412962],[-0.47066307 -0.44269273]
