timestep,logstd_action_dist,rewards,human_obs,obs,avg_action_dist,actions,original_rewards
0,[-0.29565063 -0.34787083],-1.10416,"[[ -6.08241404e-02   4.71666850e-02   1.35917652e-01  -9.85002138e-02]
 [  7.93246779e-04   4.48243926e-05   0.00000000e+00   0.00000000e+00]]","[ 1.19597895  2.44346547 -0.06211598  1.04499126  1.18045789 -0.84878771
  0.00690886  0.38249838  0.38780011  0.82015811  0.        ]",[-0.54640114 -1.88195908],[-0.78037663 -2.4399925 ],-0.117156426455
1,[-0.29565063 -0.34787083],-1.05608,"[[-0.09176654  0.00745178  0.13591765 -0.09850021]
 [-3.08476338 -3.95834742  0.          0.        ]]","[ 1.19272418  2.44506587 -0.10775483  0.89631264  1.18045655 -0.84878702
 -0.06010289 -0.16037776  0.38307856  0.72974102  0.        ]",[-0.33363771 -1.61087835],[-1.19534366 -1.85915718],-0.108540531371
2,[-0.29565063 -0.34787083],-1.0063,"[[-0.19252512 -0.1106415   0.13591765 -0.09850021]
 [-6.9781522  -7.83805203  0.          0.        ]]","[ 1.17303975  2.43602931 -0.25524381  0.45486624  1.18045522 -0.84878633
 -0.14465906 -0.69246206  0.33669259  0.44998624  0.        ]",[ 0.29460233 -1.26602376],[-0.67291616 -2.40703498],-0.0817537583669
3,[-0.29565063 -0.34787083],-0.883724,"[[ -0.35739891  -0.3055632    0.13591765  -0.09850021]
 [ -9.5009082  -11.6414332    0.           0.        ]]","[ 1.11135483  2.37638131 -0.48971794 -0.25828756  1.18045388 -0.84878564
 -0.19944795 -1.21407814  0.16227045  0.02707374  0.        ]",[ 1.20028234 -0.85676515],[ 2.83521416 -0.71576567],-0.0446605632912
4,[-0.29565063 -0.34787083],-0.626616,"[[ -0.50583588  -0.56452968   0.13591765  -0.09850021]
 [ -5.35663007 -14.24651994   0.           0.        ]]","[ 1.02576881  2.2149362  -0.68898308 -1.13538533  1.18045254 -0.84878494
 -0.10944279 -1.571352   -0.14531855 -0.32557497  0.        ]",[ 1.72132921 -0.7525208 ],[ 2.18874945 -0.44164118],-0.0466687729249
5,[-0.29565063 -0.34787083],-0.457533,"[[ -0.57221501  -0.86418914   0.13591765  -0.09850021]
 [ -1.29478355 -15.7145116    0.           0.        ]]","[ 0.97877335  1.9248229  -0.77324018 -1.9801292   1.18045121 -0.84878425
 -0.02122788 -1.77267713 -0.46301562 -0.47728846  0.        ]",[ 1.88017917 -0.80123174],[ 1.18889325 -0.86452761],-0.0745519747644
6,[-0.29565063 -0.34787083],-0.353257,"[[ -0.55815641  -1.20971537   0.13591765  -0.09850021]
 [  2.68741755 -18.8276846    0.           0.        ]]","[ 0.98915921  1.48580643 -0.75567668 -2.63534061  1.18044987 -0.84878356
  0.06525731 -2.19962862 -0.73530571 -0.45790029  0.        ]",[ 1.79841566 -0.8676703 ],[ 1.11693743 -1.36188301],-0.0957143299614
7,[-0.29565063 -0.34787083],-0.353459,"[[ -0.46523989  -1.62226492   0.13591765  -0.09850021]
 [  6.59131287 -22.41522729   0.           0.        ]]","[ 1.05189964  0.88546779 -0.63587121 -2.87187967  1.18044853 -0.84878287
  0.15004185 -2.69163244 -0.9518881  -0.28835916  0.        ]",[ 1.56769025 -1.00176287],[ 0.81098799 -1.11582492],-0.109284216493
8,[-0.29565063 -0.34787083],-0.414469,"[[ -0.30252084  -2.10584623   0.13591765  -0.09850021]
 [  9.67042083 -25.93110589   0.           0.        ]]","[ 1.13587538  0.2054669  -0.41292176 -2.35340836  1.1804472  -0.84878218
  0.21691369 -3.17380032 -1.11516846  0.0209603   0.        ]",[ 1.35035264 -1.0809052 ],[ 1.28278573 -1.88407408],-0.122289930628
9,[-0.29565063 -0.34787083],-0.962086,"[[ -0.07131758  -2.65904257   0.13591765  -0.09850021]
 [ 13.43749281 -29.37698755   0.           0.        ]]","[ 1.19501285 -0.35215051 -0.07760152 -0.86953124  1.18044586 -0.84878149
  0.2987267  -3.64635841 -1.22868809  0.457245    0.        ]",[ 1.21102548 -0.9341163 ],[ 2.70202881 -0.79514494],-0.144969819881
10,[-0.29565063 -0.34787083],-1.3024,"[[  0.2344901   -3.18387788   0.13591765  -0.09850021]
 [ 17.13155543 -11.28653629   0.           0.        ]]","[ 1.16076521 -0.52019574  0.37152919  1.02672724  1.18044452 -0.8487808
  0.37895408 -1.16537066 -1.28507048  0.8232443   0.        ]",[ 1.20775354 -0.92222595],[ 1.91209337 -1.37765269],-0.170800063546
11,[-0.29565063 -0.34787083],-1.1325,"[[  0.6134517   -3.21890023   0.13591765  -0.09850021]
 [ 20.75235454   3.27873413   0.           0.        ]]","[ 0.94698582 -0.51709109  0.87945103  1.15765183  1.18044318 -0.84878011
  0.4575903   0.8321594  -1.32158385  0.9006032   0.        ]",[ 1.00898433 -1.40816069],[ 0.23493004 -2.65982763],-0.179862217093
12,[-0.29565063 -0.34787083],-0.956078,"[[  1.03371053  -3.13788232   0.13591765  -0.09850021]
 [ 21.27174855   3.94268105   0.           0.        ]]","[ 0.5248124  -0.52151081  1.2988547   0.85450823  1.18044185 -0.84877942
  0.46887022  0.92321455 -1.25798535  0.81068628  0.        ]",[ 0.93862331 -1.64613068],[-0.3549769  -3.08542502],-0.167010321757
13,[-0.29565063 -0.34787083],-1.03729,"[[  1.44081812  -3.07348236   0.13591765  -0.09850021]
 [ 19.44509151   2.45918502   0.           0.        ]]","[-0.00219008 -0.51808151  1.49465866  0.61351184  1.18044051 -0.84877872
  0.42919863  0.71976229 -1.17325506  0.79471175  0.        ]",[ 0.93200839 -1.74719596],[ 1.09676908 -2.09602785],-0.156719735287
14,[-0.29565063 -0.34787083],-1.27607,"[[  1.86558174  -3.03703277   0.13591765  -0.09850021]
 [ 23.01936309   1.2769128    0.           0.        ]]","[-0.58178669 -0.51341948  1.4433235   0.47751515  1.18043917 -0.84877803
  0.50682441  0.55762104 -1.11514865  0.83623137  0.        ]",[ 0.99108285 -1.83717632],[ 0.96884215 -0.54288832],-0.153462822488
15,[-0.29565063 -0.34787083],-1.1929,"[[  2.35988339  -3.01842924   0.13591765  -0.09850021]
 [ 26.39954133   0.64073421   0.           0.        ]]","[-1.16004281 -0.51028403  1.06998272  0.40829239  1.18043784 -0.84877734
  0.58023483  0.47037301 -1.09749187  0.90955926  0.        ]",[ 1.06966805 -1.91781473],[ 1.51263445 -2.08798814],-0.157172983597
16,[-0.29565063 -0.34787083],-1.26332,"[[  2.92235515  -3.00990645   0.13591765  -0.09850021]
 [ 29.83618609   0.26539199   0.           0.        ]]","[-1.52747724 -0.5086772   0.3495374   0.37663118  1.1804365  -0.84877665
  0.65487154  0.41889701 -1.12859608  0.98460895  0.        ]",[ 1.23322845 -1.90568709],[ 1.0771052  -1.99903012],-0.166142090987
17,[-0.29565063 -0.34787083],-1.38148,"[[  3.55287738  -3.00639468   0.13591765  -0.09850021]
 [ 33.20481278   0.10865671   0.           0.        ]]","[-1.44545558 -0.50798386 -0.56361194  0.36359548  1.18043516 -0.84877596
  0.72803097  0.39740155 -1.20261253  1.02673149  0.        ]",[ 1.47277224 -1.75329041],[ 1.46030531 -1.53847629],-0.176729624935
18,[-0.29565063 -0.34787083],-1.34642,"[[  4.25010314  -3.00496287   0.13591765  -0.09850021]
 [ 36.5067596    0.04407312   0.           0.        ]]","[-0.79624068 -0.50769579 -1.29624566  0.35828229  1.18043383 -0.84877527
  0.79974216  0.3885441  -1.29248701  1.00609667  0.        ]",[ 1.7086345  -1.48610699],[ 2.00353556 -1.95371073],-0.18422132736
