timestep,logstd_action_dist,rewards,human_obs,obs,avg_action_dist,actions,original_rewards
0,[-0.38555071 -0.41694808],-3.4851,"[[ 0.0566011   0.05051925  0.05158081 -0.102621  ]
 [ 0.00245965 -0.00109842  0.          0.        ]]","[ 1.22506458  2.54532262  0.10719294  1.11298402  0.43970911 -0.88618883
  0.10020736  0.39062281  1.06624712  1.0753613   0.        ]",[-3.17902803 -2.17036629],[-2.45274441 -1.1510259 ],-0.198131452377
1,[-0.38555071 -0.41694808],-3.48425,"[[ 0.01697474  0.01078509  0.05158081 -0.102621  ]
 [-3.9519334  -3.95913157  0.          0.        ]]","[ 1.22707825  2.54717004  0.04904388  0.95181662  0.43970901 -0.88618853
  0.03103305 -0.15022053  1.07195001  0.96819621  0.        ]",[-2.82353091 -1.81015706],[-3.61161933 -2.58354246],-0.191333227628
2,[-0.38555071 -0.41694808],-3.39051,"[[-0.10095515 -0.10732377  0.05158081 -0.102621  ]
 [-7.82817047 -7.83882557  0.          0.        ]]","[ 1.22023941  2.53850827 -0.12388597  0.47333103  0.43970891 -0.88618823
 -0.03677408 -0.68035919  1.0499625   0.65018244  0.        ]",[-1.95308924 -1.34422302],[-2.29881214 -1.15609876],-0.170478964743
3,[-0.38555071 -0.41694808],-3.15349,"[[ -0.29564296  -0.30225568   0.05158081  -0.102621  ]
 [-11.62805247 -11.6416768    0.           0.        ]]","[ 1.16731193  2.47833829 -0.40374421 -0.30000585  0.43970881 -0.88618792
 -0.10324553 -1.1999974   0.89035653  0.15733194  0.        ]",[-1.01401031 -0.89916646],[-0.34316545 -0.78087194],-0.135495251237
4,[-0.38555071 -0.41694808],-2.72219,"[[ -0.5395141   -0.56379249   0.05158081  -0.102621  ]
 [-12.75546835 -14.50244202   0.           0.        ]]","[ 1.03095383  2.311979   -0.73029109 -1.26069276  0.43970871 -0.88618762
 -0.12296743 -1.59090417  0.49228195 -0.33792988  0.        ]",[ 0.13156471 -0.35675934],[ 0.72882017 -0.4516754 ],-0.0960440142023
5,[-0.38555071 -0.41694808],-2.27434,"[[ -0.76317215  -0.86891181   0.05158081  -0.102621  ]
 [ -9.62083073 -16.00446997   0.           0.        ]]","[ 0.84393365  2.00858735 -0.99095091 -2.19098111  0.43970861 -0.88618732
 -0.06813307 -1.79614652 -0.05061106 -0.58631894  0.        ]",[ 0.46857649 -0.22978663],[ 0.1822452  -1.07803692],-0.0775590163077
6,[-0.38555071 -0.41694808],-1.91801,"[[ -0.94645597  -1.22554948   0.05158081  -0.102621  ]
 [ -8.71079222 -19.64714515   0.           0.        ]]","[ 0.65308031  1.54154742 -1.16736655 -2.91077765  0.43970851 -0.88618701
 -0.05221372 -2.29389495 -0.58919685 -0.52649399  0.        ]",[ 0.16411245 -0.84952027],[ 0.9182407   0.26528298],-0.0886301882536
7,[-0.38555071 -0.41694808],-2.10989,"[[ -1.08251539  -1.60405654   0.05158081  -0.102621  ]
 [ -4.90756428 -18.20833681   0.           0.        ]]","[ 0.49350634  0.97652732 -1.27279372 -3.14799889  0.43970841 -0.88618671
  0.01431632 -2.09728784 -0.96335727 -0.22864475  0.        ]",[ 0.16824076 -1.51448464],[-0.72759214 -0.54297451],-0.108933380067
8,[-0.38555071 -0.41694808],-2.17178,"[[ -1.20860731  -1.98617227   0.05158081  -0.102621  ]
 [ -7.69255169 -19.99729031   0.           0.        ]]","[ 0.33485493  0.41364058 -1.34913104 -2.80514049  0.43970831 -0.88618641
 -0.0344016  -2.34173506 -1.13834309  0.18597882  0.        ]",[ 0.13917041 -2.0701468 ],[-0.04235772 -2.05763644],-0.126876525057
9,[-0.38555071 -0.41694808],-2.27622,"[[ -1.36263938  -2.42187148   0.05158081  -0.102621  ]
 [ -7.71061271 -23.56076543   0.           0.        ]]","[ 0.1307603  -0.11606968 -1.41270262 -1.76707137  0.43970821 -0.88618611
 -0.03471753 -2.82865799 -1.08363962  0.65800966  0.        ]",[-0.26549923 -2.30662394],[-1.29895141 -3.11312864],-0.1383925455
