timestep,logstd_action_dist,rewards,human_obs,obs,avg_action_dist,actions,original_rewards
0,[-0.24961197 -0.33961838],-2.74603,"[[-0.00459154  0.03738218 -0.13225094 -0.08472967]
 [-0.00291824 -0.00200057  0.          0.        ]]","[ 1.18628021  2.3741054   0.02222929  0.9797817  -1.14653967 -0.72527787
 -0.02370721  0.37748377  2.41078065  0.78538438  0.        ]",[-3.38471174 -2.1532371 ],[-4.40300238 -1.8360428 ],-0.353294280634
1,[-0.24961197 -0.33961838],-2.93485,"[[ -4.43243822e-02  -2.36984037e-03  -1.32250937e-01  -8.47296665e-02]
 [ -3.95720479e+00  -3.96001526e+00   0.00000000e+00   0.00000000e+00]]","[ 1.18493866  2.37510942 -0.03670872  0.83677178 -1.14653798 -0.72527717
 -0.11872561 -0.16591457  2.4095738   0.68024605  0.        ]",[-3.24726796 -1.99201429],[-2.74874023 -3.14510299],-0.350195756195
2,[-0.24961197 -0.33961838],-2.81623,"[[-0.16235871 -0.12049619 -0.13225094 -0.08472967]
 [-7.83334539 -7.83969027  0.          0.        ]]","[ 1.16815728  2.36453709 -0.21082424  0.41276383 -1.1465363  -0.72527647
 -0.21186622 -0.69855737  2.36808122  0.37163264  0.        ]",[-2.98155618 -1.79589069],[-2.04497824 -2.36056963],-0.338689709004
3,[-0.24961197 -0.33961838],-2.49144,"[[ -0.35714919  -0.31544518  -0.13225094  -0.08472967]
 [-11.63314784 -11.64252117   0.           0.        ]]","[ 1.09927898  2.30319017 -0.48973559 -0.27104228 -1.14653462 -0.72527576
 -0.30317246 -1.2206491   2.18157129 -0.0968922   0.        ]",[-2.56459451 -1.55215466],[-2.0029589  -1.12601524],-0.312549694932
4,[-0.24961197 -0.33961838],-2.07509,"[[ -0.62719005  -0.58569402  -0.13225094  -0.08472967]
 [-15.3587771  -15.36989607   0.           0.        ]]","[ 0.92386108  2.13220173 -0.84181594 -1.14377082 -1.14653294 -0.72527506
 -0.39269636 -1.73237879  1.72457835 -0.57863953  0.        ]",[-1.99302244 -1.22221506],[-1.88765086 -0.99070471],-0.263265583658
5,[-0.24961197 -0.33961838],-1.43881,"[[ -0.9710227   -0.9293773   -0.13225094  -0.08472967]
 [-19.01276482 -18.98629876   0.           0.        ]]","[ 0.58572748  1.78974591 -1.1958606  -2.0378377  -1.14653126 -0.72527436
 -0.48049871 -2.22886836  0.97597649 -0.78474891  0.        ]",[-1.44404495 -0.83818614],[-2.43662686 -1.52578273],-0.183906304162
6,[-0.24961197 -0.33961838],-0.706109,"[[ -1.38723993  -1.34503418  -0.13225094  -0.08472967]
 [-22.59762748 -22.56735361   0.           0.        ]]","[ 0.05909647  1.24402226 -1.42992463 -2.66168626 -1.14652958 -0.72527366
 -0.56663999 -2.72049771  0.19062634 -0.41636443  0.        ]",[-1.18289208 -0.6626249 ],[-1.03015406 -0.96304414],-0.0758350975024
7,[-0.24961197 -0.33961838],-0.362123,"[[ -1.87447918  -1.83012716  -0.13225094  -0.08472967]
 [-26.11511232 -25.93067863   0.           0.        ]]","[-0.60491944  0.54412301 -1.3869496  -2.63266356 -1.1465279  -0.72527296
 -0.65116214 -3.18222507 -0.11491047  0.45556698  0.        ]",[-1.21621847 -0.83370662],[-2.17267884 -0.23774987],-0.0489107699974
8,[-0.24961197 -0.33961838],-0.648234,"[[ -2.43139238  -2.3530033   -0.13225094  -0.08472967]
 [-29.56457198 -26.35560467   0.           0.        ]]","[-1.23808985 -0.10933276 -0.93843073 -1.70717254 -1.14652622 -0.72527226
 -0.7340496  -3.24053908  0.30252612  1.12765759  0.        ]",[-1.35312331 -0.75543284],[-0.35812279 -0.13010552],-0.144374632534
9,[-0.24961197 -0.33961838],-0.984124,"[[ -3.0310935   -2.88002694  -0.13225094  -0.08472967]
 [-30.40203002 -26.34707453   0.           0.        ]]","[-1.56304574 -0.48988191 -0.13458522 -0.08518806 -1.14652454 -0.72527156
 -0.7541724  -3.23934442  0.84119784  0.99897006  0.        ]",[-1.30402303 -0.34832138],[-2.36865617 -0.24617323],-0.176751698073
