timestep,human_obs,rewards,logstd_action_dist,obs,avg_action_dist,actions,original_rewards
0,"[[ 0.07673773 -0.06020166 -0.13166421 -0.19626561]
 [-0.0018664  -0.00462191  0.          0.        ]]",-4.33319,[-0.34353584 -0.32449672],"[ 1.20825356  2.51079325  0.1409161   0.64163006 -1.1293274  -1.69354947
  0.05601238  0.3853144   2.44860203  1.78712103  0.        ]",[-4.74693346 -2.84438348],[-4.30519523 -2.52305936],-0.398568087702
1,"[[ 0.03702563 -0.10000559 -0.13166421 -0.19626561]
 [-3.95618666 -3.96258451  0.          0.        ]]",-4.20219,[-0.34353584 -0.32449672],"[ 1.21137022  2.5059821   0.08248646  0.48758744 -1.12932654 -1.69354728
 -0.02144194 -0.15606633  2.44877257  1.68024574  0.        ]",[-4.52414417 -2.63396358],[-4.92914373 -2.81982624],-0.392182153025
2,"[[-0.08098911 -0.21818276 -0.13166421 -0.19626561]
 [-7.83241846 -7.84220194  0.          0.        ]]",-4.2337,[-0.34353584 -0.32449672],"[ 1.20778903  2.47774603 -0.09130201  0.03479484 -1.12932568 -1.69354509
 -0.09736672 -0.68673067  2.41080619  1.36648299  0.        ]",[-4.05847788 -2.3325634 ],[-2.33823836 -2.464838  ],-0.370757215585
3,"[[ -0.27576282  -0.41318133  -0.13166421  -0.19626561]
 [-11.6324188  -11.64496461   0.           0.        ]]",-3.63371,[-0.34353584 -0.32449672],"[ 1.16013733  2.38654663 -0.37336052 -0.68377995 -1.12932482 -1.6935429
 -0.17179833 -1.20688205  2.22854409  0.88982737  0.        ]",[-3.37472844 -1.92575157],[-2.76927384 -2.31181849],-0.328126211157
4,"[[ -0.54579217  -0.68347826  -0.13166421  -0.19626561]
 [-15.35837782 -15.37226048   0.           0.        ]]",-2.71553,[-0.34353584 -0.32449672],"[ 1.01167652  2.17461608 -0.73711803 -1.57668721 -1.12932396 -1.6935407
 -0.24477968 -1.71670952  1.77530131  0.39842606  0.        ]",[-2.4724009  -1.40740156],[-3.01442406 -0.7065859 ],-0.257223825271
5,"[[ -0.88962379  -1.01592061  -0.13166421  -0.19626561]
 [-19.012998   -17.86359297   0.           0.        ]]",-1.92215,[-0.34353584 -0.32449672],"[ 0.70093321  1.79963046 -1.11697689 -2.42495148 -1.1293231  -1.69353851
 -0.31636367 -2.05747698  1.03953736  0.17945437  0.        ]",[-1.61781323 -0.94862354],[-0.70413312 -0.04709294],-0.159179084217
6,"[[ -1.29410466  -1.3714931   -0.13166421  -0.19626561]
 [-21.42725186 -17.6941477    0.           0.        ]]",-1.2671,[-0.34353584 -0.32449672],"[ 0.20856342  1.30348397 -1.38982168 -2.9306245  -1.12932224 -1.69353632
 -0.36365225 -2.03429633  0.28984677  0.47375423  0.        ]",[-1.47490597 -1.17240691],[-0.97303349 -2.32331266],-0.0788244767668
7,"[[ -1.75707696  -1.76156062  -0.13166421  -0.19626561]
 [-24.85901837 -21.3005197    0.           0.        ]]",-1.30435,[-0.34353584 -0.32449672],"[-0.42446201  0.71870928 -1.42038035 -2.9370403  -1.12932138 -1.69353413
 -0.43087113 -2.52757815 -0.09806643  1.22117699  0.        ]",[-1.78347111 -1.58778751],[-1.84480504 -1.38834746],-0.138917587002
8,"[[ -2.28909923  -2.22303668  -0.13166421  -0.19626561]
 [-28.33189388 -24.83533516   0.           0.        ]]",-1.83358,[-0.34353584 -0.32449672],"[-1.07754317  0.08903037 -1.08173288 -2.21045006 -1.12932052 -1.69353193
 -0.49889521 -3.01106753  0.1569946   1.98083385  0.        ]",[-2.26856875 -1.6305244 ],[-2.62712243 -1.61223491],-0.232960716806
9,"[[ -2.88989442  -2.75451219  -0.13166421  -0.19626561]
 [-31.73594907 -28.30089288   0.           0.        ]]",-2.45779,[-0.34353584 -0.32449672],"[-1.50618268 -0.39232253 -0.33911677 -0.59043143 -1.12931966 -1.69352974
 -0.56557126 -3.48507722  0.76693905  2.0495926   0.        ]",[-2.41628671 -0.93067253],[-2.7333479  -1.77114007],-0.267025789897
10,"[[ -3.55805175  -3.190505    -0.13166421  -0.19626561]
 [-35.06747815  -6.83972138   0.           0.        ]]",-1.98547,[-0.34353584 -0.32449672],"[-1.43165683 -0.50214069  0.62412743  1.06507391 -1.1293188  -1.69352755
 -0.63082669 -0.5495915   0.87709675  1.61447693  0.        ]",[-2.25892472 -0.79179466],[-2.73911683 -0.65342557],-0.230642439918
11,"[[ -4.29215457  -3.19081057  -0.13166421  -0.19626561]
 [-38.33210872   3.43233651   0.           0.        ]]",-1.90076,[-0.34353584 -0.32449672],"[-0.73210434 -0.50211787  1.37351306  1.06625817 -1.12931794 -1.69352536
 -0.69477172  0.85543307  0.82138162  1.61110306  0.        ]",[-2.48823023 -1.17341995],[-1.43502011 -1.37521159],-0.226081321855
12,"[[ -5.09090804  -3.1161157   -0.13166421  -0.19626561]
 [-41.53258581   3.4282206    0.           0.        ]]",-1.92214,[-0.34353584 -0.32449672],"[ 0.34165439 -0.50345504  1.39741631  0.77632731 -1.12931708 -1.69352316
 -0.75746011  0.85486959  0.82360381  1.62100784  0.        ]",[-2.42450237 -1.16237831],[-1.93299898 -2.58312035],-0.227210413616
13,"[[ -5.95303547  -3.06125834  -0.13166421  -0.19626561]
 [-44.6696973    2.05957298   0.           0.        ]]",-2.0679,[-0.34353584 -0.32449672],"[ 1.13773339 -0.49907871  0.50571906  0.56365666 -1.12931622 -1.69352097
 -0.81890728  0.66766388  0.7844719   1.61075332  0.        ]",[-2.26916027 -1.01778293],[-1.59137206 -1.02900238],-0.223323457447
14,"[[ -6.87728174  -3.03097906  -0.13166421  -0.19626561]
 [-47.74467984   1.05232864   0.           0.        ]]",-2.21826,[-0.34353584 -0.32449672],"[ 0.97568662 -0.49472375 -0.79704853  0.44663079 -1.12931536 -1.69351878
 -0.87913746  0.52989145  0.72076263  1.66646583  0.        ]",[-2.18384361 -0.89738059],[-2.21654823 -0.43679845],-0.224408616016
15,"[[ -7.86241679  -3.0155142   -0.13166421  -0.19626561]
 [-50.7587815    0.53725549   0.           0.        ]]",-2.40399,[-0.34353584 -0.32449672],"[-0.18033956 -0.49196874 -1.44582496  0.38700568 -1.1293145  -1.69351659
 -0.93817509  0.45943887  0.72670581  1.7850545   0.        ]",[-2.21709108 -0.92112434],[-2.01972669 -2.42161067],-0.236927720276
16,"[[ -8.90723528  -3.00852263  -0.13166421  -0.19626561]
 [-53.71322269   0.21183691   0.           0.        ]]",-2.41025,[-0.34353584 -0.32449672],"[-1.36883623 -0.49060556 -0.70122842  0.36008691 -1.12931364 -1.69351439
 -0.99604405  0.4149275   0.83751661  1.85164015  0.        ]",[-2.32417154 -1.04021883],[-2.24006721 -1.80905844],-0.251093186237
17,"[[-10.0105558   -3.00577009  -0.13166421  -0.19626561]
 [-56.60917858   0.08323643   0.           0.        ]]",-2.06075,[-0.34353584 -0.32449672],"[-1.31945679 -0.49004871  0.84272648  0.34949592 -1.12931278 -1.6935122
 -1.05276736  0.39733719  0.95391209  1.76993555  0.        ]",[-2.39708734 -1.13498807],[-3.80340231 -1.69113811],-0.251439608106
18,"[[ -1.11712202e+01  -3.00468996e+00  -1.31664211e-01  -1.96265607e-01]
 [ -5.94478062e+01   3.26088244e-02   0.00000000e+00   0.00000000e+00]]",-1.89828,[-0.34353584 -0.32449672],"[ 0.07263398 -0.48982697  1.4790667   0.34534089 -1.12931192 -1.69351001
 -1.10836768  0.39041212  0.93457553  1.61088663  0.        ]",[-2.30414391 -1.05732846],[-2.5776057  -1.31162266],-0.234828949656
19,"[[ -1.23880934e+01  -3.00426727e+00  -1.31664211e-01  -1.96265607e-01]
 [ -6.22302398e+01   1.27439825e-02   0.00000000e+00   0.00000000e+00]]",-2.05342,[-0.34353584 -0.32449672],"[ 1.19042871 -0.4897396   0.28928944  0.34371496 -1.12931106 -1.69350782
 -1.16286721  0.38769483  0.78533807  1.56920069  0.        ]",[-2.12462115 -0.87142116],[-1.54023084  0.16834151],-0.219320462461
20,"[[-13.66006216  -2.99730432  -0.13166421  -0.19626561]
 [-64.95753527   0.68137851   0.           0.        ]]",-2.27279,[-0.34353584 -0.32449672],"[ 0.46548099 -0.48826508 -1.28129459  0.31694732 -1.1293102  -1.69350562
 -1.21628663  0.47915149  0.69313185  1.71236357  0.        ]",[-2.12107658 -0.83669031],[-2.46681309 -1.21878693],-0.227268093527
21,"[[-14.98603676  -3.00568972  -0.13166421  -0.19626561]
 [-67.63097156  -0.29818723   0.           0.        ]]",-2.28476,[-0.34353584 -0.32449672],"[-1.20518162 -0.49003147 -0.94600742  0.34918626 -1.12930934 -1.69350343
 -1.26865099  0.34516482  0.80899925  1.85118169  0.        ]",[-2.26471615 -0.93808067],[-3.14606413 -0.63827474],-0.249118044203
22,"[[ -1.63649478e+01  -3.00704264e+00  -1.31664211e-01  -1.96265607e-01]
 [ -7.02513985e+01   5.70760204e-02   0.00000000e+00   0.00000000e+00]]",-2.07365,[-0.34353584 -0.32449672],"[-1.26222087 -0.49030645  0.92803627  0.35439115 -1.12930848 -1.69350124
 -1.31997693  0.39375815  0.95706311  1.759171    0.        ]",[-2.38165188 -1.07678461],[-3.17813219 -0.47841982],-0.250646415384
23,"[[-17.79574687  -3.00526337  -0.13166421  -0.19626561]
 [-72.81995122   0.09412662   0.           0.        ]]",-1.91029,[-0.34353584 -0.32449672],"[ 0.51389232 -0.48994378  1.3091336   0.34754588 -1.12930762 -1.69349905
 -1.37028667  0.39882584  0.89865123  1.5794307   0.        ]",[-2.23705912 -0.95567667],[-2.2656974  -0.58080823],-0.229015836652
24,"[[ -1.92774069e+01  -3.00379289e+00  -1.31664211e-01  -1.96265607e-01]
 [ -7.53376598e+01   5.40829814e-02   0.00000000e+00   0.00000000e+00]]",-2.17962,[-0.34353584 -0.32449672],"[ 1.08783254 -0.48964044 -0.58357582  0.34188983 -1.12930676 -1.69349686
 -1.41960038  0.39334845  0.72162746  1.62285777  0.        ]",[-2.08431935 -0.77097571],[-2.03938414 -1.47006276],-0.220066939127
25,"[[ -2.08089210e+01  -3.00345033e+00  -1.31664211e-01  -1.96265607e-01]
 [ -7.78055322e+01  -3.63609004e-03   0.00000000e+00   0.00000000e+00]]",-2.33359,[-0.34353584 -0.32449672],"[-0.69190315 -0.48956916 -1.33600778  0.34057231 -1.1293059  -1.69349466
 -1.46793779  0.38545338  0.75083013  1.82526634  0.        ]",[-2.1817441  -0.83353364],[-2.35952865 -0.81927134],-0.242633850065
26,"[[ -2.23893025e+01  -3.00342993e+00  -1.31664211e-01  -1.96265607e-01]
 [ -8.02245482e+01   3.24727211e-03   0.00000000e+00   0.00000000e+00]]",-2.16745,[-0.34353584 -0.32449672],"[-1.44166965 -0.48956471  0.59935494  0.34049371 -1.12930504 -1.69349247
 -1.51531811  0.38639475  0.94158382  1.79555667  0.        ]",[-2.36342072 -1.02555847],[-2.96541344 -0.92825815],-0.252989849762
27,"[[ -2.40175837e+01  -3.00348001e+00  -1.31664211e-01  -1.96265607e-01]
 [ -8.25956772e+01  -5.09840236e-03   0.00000000e+00   0.00000000e+00]]",-1.89107,[-0.34353584 -0.32449672],"[ 0.43900443 -0.48957491  1.35138449  0.34068617 -1.12930418 -1.69349028
 -1.5617603   0.38525307  0.90717891  1.58354383  0.        ]",[-2.23734164 -0.92347682],[-2.46438444 -0.95161473],-0.230081573327
28,"[[ -2.56928166e+01  -3.00360268e+00  -1.31664211e-01  -1.96265607e-01]
 [ -8.49198663e+01  -5.90086559e-03   0.00000000e+00   0.00000000e+00]]",-2.16485,[-0.34353584 -0.32449672],"[ 1.00132068 -0.48960018 -0.75502936  0.34115782 -1.12930332 -1.69348809
 -1.60728291  0.38514316  0.71233723  1.63941955  0.        ]",[-2.08696413 -0.74017674],[-2.30021947  0.12441043],-0.221101031862
29,"[[-27.41407126  -2.9987338   -0.13166421  -0.19626561]
 [-87.1979968    0.49119844   0.           0.        ]]",-2.28081,[-0.34353584 -0.32449672],"[-1.06943381 -0.48857183 -1.08923547  0.32243928 -1.12930246 -1.69348589
 -1.6519032   0.45313716  0.78588711  1.84983641  0.        ]",[-2.22420168 -0.87023914],[-3.00023924 -0.8696374 ],-0.247447660127
30,"[[-29.18043725  -3.00440489  -0.13166421  -0.19626561]
 [-89.43115511  -0.63305351   0.           0.        ]]",-2.07478,[-0.34353584 -0.32449672],"[-1.02051657 -0.48976578  1.18797777  0.34424289 -1.1293016  -1.6934837
 -1.69564245  0.29935971  0.97083783  1.73076613  0.        ]",[-2.34524488 -0.97490168],[-2.14460186 -1.43013791],-0.248999706033
31,"[[ -3.09910220e+01  -3.00893593e+00  -1.31664211e-01  -1.96265607e-01]
 [ -9.16200220e+01   6.55179030e-03   0.00000000e+00   0.00000000e+00]]",-1.92263,[-0.34353584 -0.32449672],"[ 1.08951648 -0.49068512  0.63548667  0.36167565 -1.12930074 -1.69348151
 -1.73851398  0.38684603  0.81541016  1.56459792  0.        ]",[-2.13200617 -0.79149818],[-3.17995054 -0.81523393],-0.221136038998
32,"[[-32.8449492   -3.00738158  -0.13166421  -0.19626561]
 [-93.76554853   0.10409553   0.           0.        ]]",-2.33473,[-0.34353584 -0.32449672],"[ 0.02644682 -0.49037293 -1.43109016  0.35569405 -1.12929988 -1.69347932
 -1.78053642  0.4001881   0.71070006  1.76482421  0.        ]",[-2.13026309 -0.74353403],[-2.13698174 -0.69737613],-0.233813975507
33,"[[ -3.47413608e+01  -3.00539941e+00  -1.31664211e-01  -1.96265607e-01]
 [ -9.58686035e+01   8.44061276e-02   0.00000000e+00   0.00000000e+00]]",-2.32235,[-0.34353584 -0.32449672],"[-1.52642181 -0.48996963  0.29735692  0.34806793 -1.12929902 -1.69347713
 -1.82172679  0.39749479  0.92181499  1.81696392  0.        ]",[-2.324054   -0.93603301],[-1.64725547  0.18124693],-0.253617591363
34,"[[-36.67941519  -2.99647265  -0.13166421  -0.19626561]
 [-97.92995106   0.80596697   0.           0.        ]]",-1.92548,[-0.34353584 -0.32449672],"[ 0.55444113 -0.4880813   1.28354346  0.31375001 -1.12929816 -1.69347493
 -1.86210004  0.49619117  0.90147962  1.57376507  0.        ]",[-2.218642  -0.8734495],[-1.87830758 -0.82267024],-0.228711893342
35,"[[-38.65828904  -3.00494016  -0.13166421  -0.19626561]
 [-99.95069709  -0.82510444   0.           0.        ]]",-2.20832,[-0.34353584 -0.32449672],"[ 0.62427754 -0.48987499 -1.17870403  0.34630111 -1.1292973  -1.69347274
 -1.90167783  0.27308968  0.69362922  1.69170491  0.        ]",[-2.0965054  -0.68399447],[-2.71102418 -0.41946533],-0.225181111996
36,"[[ -4.06771752e+01  -3.01012088e+00  -1.31664211e-01  -1.96265607e-01]
 [ -1.01931310e+02   5.86286363e-02   0.00000000e+00   0.00000000e+00]]",-2.15216,[-0.34353584 -0.32449672],"[-1.53126913 -0.49091952 -0.21200552  0.36623582 -1.12929644 -1.69347055
 -1.94046934  0.39396844  0.88355243  1.83900238  0.        ]",[-2.28320885 -0.86688381],[-3.87326925 -0.73175295],-0.253037335264
37,"[[ -42.73528003   -3.00778179   -0.13166421   -0.19626561]
 [-103.87270551    0.13202569    0.            0.        ]]",-1.7751,[-0.34353584 -0.32449672],"[ 0.27068234 -0.49045259  1.42516254  0.35723339 -1.12929558 -1.69346836
 -1.97849248  0.4040077   0.91777812  1.59603983  0.        ]",[-2.24496222 -0.8566736 ],[-4.17642349 -1.29405557],-0.232100843583
38,"[[ -4.48318272e+01  -3.00580942e+00  -1.31664211e-01  -1.96265607e-01]
 [ -1.05775675e+02   6.96270530e-02   0.00000000e+00   0.00000000e+00]]",-2.29546,[-0.34353584 -0.32449672],"[ 0.74324097 -0.49005247 -1.07885458  0.34964453 -1.12929472 -1.69346616
 -2.01576279  0.39547252  0.70082922  1.68128752  0.        ]",[-2.09538412 -0.67994982],[-2.05670351 -2.45381036],-0.224588925895
39,"[[ -4.69660559e+01  -3.00481733e+00  -1.31664211e-01  -1.96265607e-01]
 [ -1.07640978e+02   3.33970896e-02   0.00000000e+00   0.00000000e+00]]",-2.14735,[-0.34353584 -0.32449672],"[-1.5325272  -0.48984892 -0.20371973  0.34582811 -1.12929386 -1.69346397
 -2.0522951   0.39051675  0.88284641  1.8437347   0.        ]",[-2.27114415 -0.84520018],[-4.0163645  -1.54026793],-0.253459405627
40,"[[ -4.91372202e+01  -3.00435379e+00  -1.31664211e-01  -1.96265607e-01]
 [ -1.09469356e+02   1.51685154e-02   0.00000000e+00   0.00000000e+00]]",-1.80794,[-0.34353584 -0.32449672],"[ 0.42270261 -0.4897532   1.35976887  0.34404505 -1.129293   -1.69346178
 -2.08810397  0.38802325  0.90794286  1.58483464  0.        ]",[-2.22173929 -0.81932962],[-3.4033064   0.10704812],-0.230266643458
