timestep,logstd_action_dist,rewards,human_obs,obs,avg_action_dist,actions,original_rewards
0,[-0.30994213 -0.34575015],-2.25735,"[[ 0.04298435  0.04003267  0.0189554  -0.10129281]
 [ 0.00176876 -0.00345792  0.          0.        ]]","[ 1.19880661  2.45364526  0.09091333  1.02241629  0.16198715 -0.8718507
  0.01224491  0.38256533  1.28528457  1.01837598  0.        ]",[-2.67150903 -2.31491017],[-2.77582701 -2.12073298],-0.222434040768
1,[-0.30994213 -0.34575015],-2.2177,"[[  3.34431743e-03   2.51791499e-04   1.89554044e-02  -1.01292808e-01]
 [ -3.95261050e+00  -3.96144383e+00   0.00000000e+00   0.00000000e+00]]","[ 1.20007194  2.45482877  0.03231762  0.87259499  0.16198707 -0.87185
 -0.07227486 -0.16000297  1.28888806  0.91243701  0.        ]",[-2.44901633 -2.06756639],[-2.86715434 -2.23998318],-0.216580883384
2,[-0.30994213 -0.34575015],-2.02139,"[[-0.11459903 -0.11790284  0.0189554  -0.10129281]
 [-7.82884041 -7.84109083  0.          0.        ]]","[ 1.19102878  2.44449805 -0.14171315  0.42851572  0.161987   -0.87184931
 -0.15512429 -0.69183226  1.26116548  0.59912525  0.        ]",[-1.9348284  -1.75175095],[-2.52845571 -1.54035858],-0.198223344723
3,[-0.30994213 -0.34575015],-1.64672,"[[ -0.30930026  -0.31287958   0.0189554   -0.10129281]
 [-11.62872748 -11.64389466   0.           0.        ]]","[ 1.13460795  2.38262489 -0.42272873 -0.28788444  0.16198692 -0.87184862
 -0.23634197 -1.21312698  1.09437297  0.11660481  0.        ]",[-1.1508956  -1.29328084],[-1.95979754  0.13599257],-0.165826282495
4,[-0.30994213 -0.34575015],-1.38967,"[[ -0.57926865  -0.53802512   0.0189554   -0.10129281]
 [-15.3558008  -10.87318737   0.           0.        ]]","[ 0.97500324  2.24473716 -0.78207922 -1.05880094  0.16198685 -0.87184792
 -0.31600335 -1.10747577  0.68958805 -0.3768406   0.        ]",[-0.17988747 -0.87691855],[ 0.31736724 -1.38243934],-0.124460467524
5,[-0.30994213 -0.34575015],-0.906256,"[[ -0.87073925  -0.79305681   0.0189554   -0.10129281]
 [-13.79661108 -14.61748169   0.           0.        ]]","[ 0.70927788  2.01120746 -1.1035356  -1.81245727  0.16198677 -0.87184723
 -0.28267747 -1.62074841  0.09372504 -0.64734417  0.        ]",[ 0.34261125 -0.49663252],[-0.22783858 -0.42192581],-0.0917565266428
6,[-0.30994213 -0.34575015],-0.645446,"[[ -1.15299528  -1.09925646   0.0189554   -0.10129281]
 [-14.42706342 -15.99785226   0.           0.        ]]","[ 0.38021559  1.64332068 -1.32412194 -2.48439113  0.1619867  -0.87184654
 -0.29615246 -1.80996872 -0.54246883 -0.57071104  0.        ]",[ 0.43657568 -0.74530095],[ 0.45886642 -1.18676566],-0.0893227121107
7,[-0.30994213 -0.34575015],-0.734816,"[[ -1.42047705e+00  -1.45576113e+00   1.89554044e-02  -1.01292808e-01]
 [ -1.23282648e+01  -1.96404720e+01   0.00000000e+00   0.00000000e+00]]","[ 0.02702574  1.13854172 -1.43463713 -2.87059072  0.16198662 -0.87184585
 -0.25129309 -2.30929879 -1.02164306 -0.16050983  0.        ]",[ 0.4881396 -1.0401665],[-0.35087608 -1.82300516],-0.113257253914
8,[-0.30994213 -0.34575015],-0.979957,"[[ -1.67856304e+00  -1.88438812e+00   1.89554044e-02  -1.01292808e-01]
 [ -1.34767814e+01  -2.32103318e+01   0.00000000e+00   0.00000000e+00]]","[-0.32797731  0.50918607 -1.44273164 -2.71176166  0.16198655 -0.87184515
 -0.2758411  -2.79864928 -1.17476777  0.45164757  0.        ]",[ 0.31582004 -1.27129364],[ 0.51234432 -1.29671207],-0.138273164361
9,[-0.30994213 -0.34575015],-1.05379,"[[ -1.92511841e+00  -2.38370755e+00   1.89554044e-02  -1.01292808e-01]
 [ -1.11862222e+01  -2.67099755e+01   0.00000000e+00   0.00000000e+00]]","[-0.6582627  -0.11207348 -1.35945479 -1.71782199  0.16198647 -0.87184446
 -0.22688305 -3.27836673 -0.91974748  0.96790106  0.        ]",[-0.37578416 -1.28480625],[-0.19403349 -1.9814358 ],-0.145562701226
10,[-0.30994213 -0.34575015],-0.955097,"[[ -2.15436154e+00  -2.95232628e+00   1.89554044e-02  -1.01292808e-01]
 [ -1.17358667e+01  -3.01405142e+01   0.00000000e+00   0.00000000e+00]]","[-0.93977896 -0.49250563 -1.20658909  0.16290867  0.1619864  -0.87184377
 -0.23863093 -3.74860105 -0.42070366  1.05755873  0.        ]",[-0.99507082 -0.4944883 ],[-0.84029693 -0.57284996],-0.123564216026
11,[-0.30994213 -0.34575015],-0.909042,"[[ -2.42011668  -3.22494528   0.0189554   -0.10129281]
 [-14.82936344  -0.82376293   0.           0.        ]]","[-1.21547401 -0.51389579 -0.94928201  1.18528454  0.16198632 -0.87184307
 -0.3047506   0.2701286  -0.21328001  0.89137551  0.        ]",[-0.65894264 -0.63540506],[-0.08517513  0.7671447 ],-0.0996204336552
12,[-0.30994213 -0.34575015],-0.805563,"[[ -2.71713894  -3.16872204   0.0189554   -0.10129281]
 [-14.87279484   4.78744414   0.           0.        ]]","[-1.43681401 -0.51851069 -0.58157562  0.9738347   0.16198625 -0.87184238
 -0.30567875  1.03931021 -0.24277432  0.91696239  0.        ]",[-0.63265991 -1.12139416],[-1.21706944 -1.24919675],-0.102930420039
13,[-0.30994213 -0.34575015],-0.867532,"[[ -3.05136649  -3.08995256   0.0189554   -0.10129281]
 [-18.5377431    3.02555487   0.           0.        ]]","[-1.55362543 -0.51707539 -0.10585323  0.67719884  0.16198617 -0.87184169
 -0.38401253  0.79779037 -0.25078727  0.96078916  0.        ]",[-0.73408103 -1.28812933],[-0.44225217 -1.01832963],-0.108248198074
14,[-0.30994213 -0.34575015],-0.906356,"[[ -3.43600819e+00  -3.04498441e+00   1.89554044e-02  -1.01292808e-01]
 [ -1.99218086e+01   1.57955916e+00   0.00000000e+00   0.00000000e+00]]","[-1.49987105 -0.51212378  0.45646867  0.5082773   0.1619861  -0.871841
 -0.4135951   0.59957332 -0.22887289  0.96823404  0.        ]",[-0.76396739 -1.374735  ],[ 0.34082474 -0.88587994],-0.10892065942
15,[-0.30994213 -0.34575015],-0.966704,"[[ -3.81694836  -3.0224179    0.0189554   -0.10129281]
 [-18.17801765   0.76175691   0.           0.        ]]","[-1.25637739 -0.5085103   0.9518204   0.42376226  0.16198602 -0.8718403
 -0.37632339  0.48746892 -0.20418334  0.94349713  0.        ]",[-0.76460254 -1.40449691],[ 0.93631393 -0.3317065 ],-0.105807518143
16,[-0.30994213 -0.34575015],-0.778673,"[[ -4.13970323  -3.01124171   0.0189554   -0.10129281]
 [-14.11102337   0.38762866   0.           0.        ]]","[-0.92719928 -0.50644206  1.2701417   0.3819874   0.16198595 -0.87183961
 -0.2893959   0.43618325 -0.19225701  0.90738149  0.        ]",[-0.74967623 -1.39178336],[-1.94537295 -1.93826222],-0.101443449682
17,[-0.30994213 -0.34575015],-0.838096,"[[ -4.45884584  -3.00648014   0.0189554   -0.10129281]
 [-17.79097259   0.13329569   0.           0.        ]]","[-0.52564136 -0.50550478  1.45879242  0.36420757  0.16198587 -0.87183892
 -0.36805045  0.40131912 -0.19475866  0.86461066  0.        ]",[-0.75538224 -1.32696223],[-0.71120973 -0.4811355 ],-0.0963313776265
18,[-0.30994213 -0.34575015],-0.821332,"[[ -4.83938426e+00  -3.00429502e+00   1.89554044e-02  -1.01292808e-01]
 [ -2.02546597e+01   8.36849926e-02   0.00000000e+00   0.00000000e+00]]","[-0.00483454 -0.50506331  1.49415628  0.35605198  0.1619858  -0.87183822
 -0.42070875  0.39451828 -0.21630935  0.81608706  0.        ]",[-0.77080947 -1.24479604],[-0.85324049 -0.34212575],-0.0906403053642
19,[-0.30994213 -0.34575015],-0.835926,"[[ -5.27434923e+00  -3.00290551e+00   1.89554044e-02  -1.01292808e-01]
 [ -2.32319150e+01   5.37583723e-02   0.00000000e+00   0.00000000e+00]]","[ 0.55557147 -0.50477882  1.27865873  0.35086712  0.16198572 -0.87183753
 -0.48434398  0.39041574 -0.26000781  0.77539551  0.        ]",[-0.78141284 -1.12618113],[-1.12319883 -0.13137344],-0.0863069709872
