timestep,logstd_action_dist,rewards,human_obs,obs,avg_action_dist,actions,original_rewards
0,[-0.24382833 -0.33166218],-1.13813,"[[ 0.03349137  0.06028909  0.1191563   0.16602919]
 [ 0.00474989  0.00462236  0.          0.        ]]","[ 1.18474096  2.36821181  0.07882162  1.06001827  1.03278489  1.44531639
 -0.02437067  0.37802989  0.49826553 -1.20301562  0.        ]",[ 2.65771484 -1.30281758],[ 2.6488954  -2.09109126],-0.177128499799
1,[-0.24382833 -0.33166218],-1.04067,"[[ 0.07329138  0.02063734  0.1191563   0.16602919]
 [ 3.96206895 -3.95659115  0.          0.        ]]","[ 1.18181064  2.37053649  0.13780311  0.9178004   1.03278352  1.44531352
  0.0713783  -0.16575033  0.49664414 -1.17004568  0.        ]",[ 2.59142303 -1.21129978],[ 1.24433947 -0.92327031],-0.173598001276
2,[-0.24382833 -0.33166218],-0.8061,"[[ 0.19145096 -0.0944032   0.1191563   0.16602919]
 [ 7.84097408 -7.53552501  0.          0.        ]]","[ 1.16031746  2.36435473  0.31153566  0.50533365  1.03278215  1.44531065
  0.16523002 -0.65705247  0.48457955 -1.07046807  0.        ]",[ 2.42846727 -1.12380314],[ 3.05795432  0.33352297],-0.162547944236
3,[-0.24382833 -0.33166218],-0.738147,"[[  0.38639985  -0.23038091   0.1191563    0.16602919]
 [ 11.64128415  -6.06711386   0.           0.        ]]","[ 1.08384721  2.33236683  0.58843941  0.02399125  1.03278077  1.44530777
  0.25718008 -0.45547401  0.43632957 -0.86309312  0.        ]",[ 2.19423485 -1.17365038],[ 1.92964149 -1.39906963],-0.13828930849
4,[-0.24382833 -0.33166218],-0.382704,"[[  0.65662273  -0.39025808   0.1191563    0.16602919]
 [ 15.36863377  -9.90774874   0.           0.        ]]","[ 0.8987828   2.26136652  0.93512301 -0.52194403  1.0327794   1.4453049
  0.34736481 -0.98270132  0.31528371 -0.57194992  0.        ]",[ 1.88752031 -1.06917441],[ 0.60062213 -0.98959507],-0.100793537931
5,[-0.24382833 -0.33166218],-0.0873078,"[[  0.98480364  -0.62576204   0.1191563    0.16602919]
 [ 17.44261522 -13.63016559   0.           0.        ]]","[ 0.56918778  2.09498441  1.26567125 -1.25888987  1.03277802  1.44530202
  0.3975455  -1.49369823  0.11027197 -0.30770338  0.        ]",[ 1.58952522 -0.93917859],[ 0.97094982 -0.80425539],-0.0589299339403
6,[-0.24382833 -0.33166218],0.00719285,"[[  1.36875504  -0.92761091   0.1191563    0.16602919]
 [ 20.94102413 -16.54485162   0.           0.        ]]","[ 0.08333133  1.78816805  1.48309148 -2.02880807  1.03277665  1.44529915
  0.48219086 -1.89380995 -0.18354744 -0.11789053  0.        ]",[ 1.42126036 -0.86532313],[ 2.05108578 -0.22510927],-0.0211000460671
7,[-0.24382833 -0.33166218],-0.0947286,"[[  1.82313669  -1.26415623   0.1191563    0.16602919]
 [ 24.48554136 -17.10760121   0.           0.        ]]","[-0.53763154  1.35453555  1.46627555 -2.57862524  1.03277527  1.44529627
  0.56795178 -1.9710558  -0.57209444 -0.03329176  0.        ]",[ 1.54726791 -0.99828845],[ 0.80866675 -0.26093603],-0.0520104447049
8,[-0.24382833 -0.33166218],-0.289366,"[[  2.34012044  -1.61325477   0.1191563    0.16602919]
 [ 27.20393414 -17.799787     0.           0.        ]]","[-1.15257954  0.85334337  1.09530822 -2.74282796  1.0327739   1.4452934
  0.63372413 -2.06606916 -0.99409814 -0.11785733  0.        ]",[ 1.7557373  -1.05568838],[ 1.99683946 -1.3855513 ],-0.108589416502
9,[-0.24382833 -0.33166218],-0.831544,"[[  2.91854377  -2.00541297   0.1191563    0.16602919]
 [ 30.62713008 -21.40388894   0.           0.        ]]","[-1.53807914  0.30220174  0.35741706 -2.41231544  1.03277253  1.44529053
  0.71654947 -2.56081169 -1.3195065  -0.41341814  0.        ]",[ 1.90839839 -0.88167942],[ 0.48053997 -1.17266611],-0.159887643632
