timestep,human_obs,rewards,logstd_action_dist,obs,avg_action_dist,actions,original_rewards
0,"[[-0.05739707  0.07931535  0.1934241   0.17217587]
 [ 0.0030358   0.00219241  0.          0.        ]]",-1.36186,[-0.30818519 -0.34459588],"[ 1.2038158   2.47425179 -0.05620737  1.1634336   1.67950489  1.49825196
  0.0328541   0.38408761 -0.0567242  -1.41003036  0.        ]",[ 4.12196732 -1.20258379],[ 4.08011723 -1.68211004],-0.176264785056
1,"[[-0.01763099  0.0396155   0.1934241   0.17217587]
 [ 3.96038924 -3.95897251  0.          0.        ]]",-1.34795,[-0.30818519 -0.34459588],"[  1.20587340e+00   2.47777361e+00   2.44652351e-03   1.01309164e+00
   1.67950225e+00   1.49824996e+00   1.14979554e-01  -1.58455089e-01
  -5.55816587e-02  -1.37670358e+00   0.00000000e+00]",[ 3.98249507 -1.05510259],[ 3.21063966 -1.28113774],-0.172317461057
2,"[[ 0.10049649 -0.07852052  0.1934241   0.17217587]
 [ 7.83944217 -7.84168024  0.          0.        ]]",-1.2015,[-0.30818519 -0.34459588],"[ 1.19912134  2.47433097  0.17656463  0.56524066  1.6794996   1.49824795
  0.19548006 -0.69025172 -0.05933107 -1.27792173  0.        ]",[ 3.66877556 -0.91654098],[ 3.39412866 -0.56793411],-0.160531423614
3,"[[  0.29542887  -0.2563735    0.1934241    0.17217587]
 [ 11.64116193  -9.93660537   0.           0.        ]]",-1.10317,[-0.30818519 -0.34459588],"[ 1.14627821  2.43004187  0.4582398  -0.0992015   1.67949696  1.49824595
  0.2743757  -0.97718348 -0.08912961 -1.1023881   0.        ]",[ 3.2262888  -0.86290622],[ 2.07573142 -1.19253351],-0.139299926071
4,"[[  0.56564986  -0.49287136   0.1934241    0.17217587]
 [ 15.36858841 -13.70056365   0.           0.        ]]",-0.769883,[-0.30818519 -0.34459588],"[ 0.99105688  2.3008855   0.81961237 -0.93227753  1.67949431  1.49824395
  0.35172954 -1.49271409 -0.17696468 -0.86633296  0.        ]",[ 2.66310477 -0.7731486 ],[ 2.95280919  0.21919343],-0.110584387394
5,"[[  0.90966715  -0.75545936   0.1934241    0.17217587]
 [ 19.02110655 -12.56190743   0.           0.        ]]",-0.483958,[-0.30818519 -0.34459588],"[ 0.67321837  2.07198167  1.19356148 -1.73834842  1.67949167  1.49824194
  0.42752881 -1.33675596 -0.3613435  -0.57967048  0.        ]",[ 2.48703456 -1.05189276],[ 2.34478014 -0.21968587],-0.0798371784056
6,"[[  1.32602364  -1.01292794   0.1934241    0.17217587]
 [ 22.60276227 -13.18271651   0.           0.        ]]",-0.405419,[-0.30818519 -0.34459588],"[ 0.1601194   1.77493331  1.46057769 -2.35584569  1.67948902  1.49823994
  0.50185747 -1.42178358 -0.67744978 -0.28591615  0.        ]",[ 2.48754239 -1.38831341],[ 2.35600226 -0.90950417],-0.076608009596
7,"[[  1.81331978  -1.31008377   0.1934241    0.17217587]
 [ 26.11534182 -16.52153561   0.           0.        ]]",-0.511726,[-0.30818519 -0.34459588],"[-0.50596253  1.3686405   1.46137677 -2.80283572  1.67948638  1.49823794
  0.57475259 -1.87908267 -1.11114334 -0.1249129   0.        ]",[ 2.56901288 -1.60594845],[ 3.32763053 -2.6845197 ],-0.123067097549
8,"[[  2.3701827   -1.67693558   0.1934241    0.17217587]
 [ 29.55967397 -20.15134553   0.           0.        ]]",-1.41984,[-0.30818519 -0.34459588],"[-1.16415645  0.82458099  1.05752966 -2.90968266  1.67948373  1.49823593
  0.64623135 -2.3762339  -1.5670274  -0.20960594  0.        ]",[ 2.71287417 -1.63882804],[ 1.14407217 -0.77091887],-0.183350331651
9,"[[  2.99525748  -2.10655112   0.1934241    0.17217587]
 [ 32.93666146 -22.80127768   0.           0.        ]]",-1.78634,[-0.30818519 -0.34459588],"[-1.54018364  0.2194294   0.24370145 -2.39944262  1.67948109  1.49823393
  0.71631247 -2.73917217 -1.89304789 -0.54492952  0.        ]",[ 2.89935803 -1.3574028 ],[ 3.10065866 -1.12727853],-0.234406902785
