timestep,logstd_action_dist,rewards,human_obs,obs,avg_action_dist,actions,original_rewards
0,[-0.13912992 -0.22807637],-0.220769,"[[ 0.00309513 -0.05217761  0.19845876 -0.07483848]
 [-0.00113069 -0.00477568  0.          0.        ]]","[ 1.13818999  2.10292075  0.03193138  0.5991994   1.74541226 -0.63550702
 -0.05060426  0.35261944 -0.1437635   0.61414629  0.        ]",[ 0.86013228 -1.57730317],[ 1.80637957 -2.40891637],-0.0706778833369
1,[-0.13912992 -0.22807637],-0.198645,"[[ 0.04277871 -0.09201544  0.19845876 -0.07483848]
 [ 3.95630808 -3.96579971  0.          0.        ]]","[ 1.13693209  2.09899392  0.09154545  0.47646578  1.74540236 -0.63550577
  0.10479436 -0.19013315 -0.14443752  0.64588628  0.        ]",[ 0.86313456 -1.52649772],[ 0.6652382  -1.35087623],-0.0745633034352
2,[-0.13912992 -0.22807637],-0.200231,"[[ 0.14753866 -0.2102813   0.19845876 -0.07483848]
 [ 6.5111812  -7.84783853  0.          0.        ]]","[ 1.12321679  2.07472205  0.24818761  0.11551296  1.74539245 -0.63550452
  0.2051177  -0.72206237 -0.15235669  0.71776654  0.        ]",[ 0.81155771 -1.49961972],[-0.34711779 -0.95630192],-0.0832730935884
3,[-0.13912992 -0.22807637],-0.174759,"[[  0.26270675  -0.40366484   0.19845876  -0.07483848]
 [  5.01059493 -11.47841997   0.           0.        ]]","[ 1.09090181  1.99518918  0.41753242 -0.45304463  1.74538255 -0.63550327
  0.14619305 -1.21953364 -0.17600668  0.73959534  0.        ]",[ 0.81766814 -1.44807148],[ 0.68205785 -2.13009498],-0.0856450024526
4,[-0.13912992 -0.22807637],-0.267822,"[[  0.3890102   -0.67068977   0.19845876  -0.07483848]
 [  7.61109852 -15.21159648   0.           0.        ]]","[ 1.03521294  1.80950249  0.59722478 -1.15961544  1.74537265 -0.63550201
  0.24830839 -1.73105706 -0.22952281  0.7141246   0.        ]",[ 0.88312674 -1.3732872 ],[ 2.94169295 -1.9652891 ],-0.0821890474553
5,[-0.13912992 -0.22807637],0.0396117,"[[  0.57942973  -1.01163791   0.19845876  -0.07483848]
 [ 11.41825483 -18.87092814   0.           0.        ]]","[ 0.91322898  1.46478884  0.85009487 -1.8582705   1.74536275 -0.63550076
  0.3978061  -2.23245155 -0.33701295  0.72478843  0.        ]",[ 0.94830918 -1.26317585],[ 0.29904783 -2.74505323],-0.0848333221835
6,[-0.13912992 -0.22807637],-0.0174762,"[[  0.81741272  -1.42503288   0.19845876  -0.07483848]
 [ 12.37681647 -22.45657426   0.           0.        ]]","[ 0.70283     0.93976036  1.12333675 -2.29594679  1.74535284 -0.63549951
  0.43544595 -2.72373326 -0.5195082   0.73653184  0.        ]",[ 1.11437082 -1.0974009 ],[ 1.19846313 -0.94729351],-0.0938078222549
7,[-0.13912992 -0.22807637],-0.151816,"[[  1.10220907  -1.90733581   0.19845876  -0.07483848]
 [ 16.09059409 -25.76256561   0.           0.        ]]","[ 0.3824263   0.29173779  1.36802072 -2.15540328  1.74534294 -0.63549826
  0.58127678 -3.17667467 -0.79374244  0.73476987  0.        ]",[ 1.2887187  -0.87995988],[ 2.07862903 -0.50152446],-0.114553342857
8,[-0.13912992 -0.22807637],-0.357923,"[[  1.46055093  -2.43738535   0.19845876  -0.07483848]
 [ 19.73159764 -27.23740828   0.           0.        ]]","[-0.08836287 -0.29690524  1.52087504 -1.23959217  1.74533304 -0.63549701
  0.72424961 -3.37869795 -1.15249936  0.7212068   0.        ]",[ 1.31358624 -0.80127239],[ 0.79506231 -1.04062083],-0.150831395026
9,[-0.13912992 -0.22807637],-0.7754,"[[  1.88285304  -3.01644156   0.19845876  -0.07483848]
 [ 22.48956533 -25.21094396   0.           0.        ]]","[-0.6631138  -0.61044684  1.45741568  0.3747356   1.74532314 -0.63549576
  0.83254717 -3.10099087 -1.56898033  0.61899721  0.        ]",[ 1.40940571 -0.77523971],[ 3.30624817 -0.56715862],-0.195670240461
10,[-0.13912992 -0.22807637],-0.636675,"[[  2.36791753  -3.19746139   0.19845876  -0.07483848]
 [ 26.00482421   0.22123243   0.           0.        ]]","[-1.22586093 -0.61897873  1.07731842  0.9328062   1.74531324 -0.63549451
  0.97058133  0.38361775 -1.67205227  0.55798891  0.        ]",[ 1.33055687 -1.01264071],[ 1.92937868 -1.53824666],-0.206390313443
11,[-0.13912992 -0.22807637],-0.572581,"[[  2.9225762   -3.1445379    0.19845876  -0.07483848]
 [ 29.4494933    3.54518876   0.           0.        ]]","[-1.58523163 -0.6210981   0.35375331  0.76941326  1.74530334 -0.63549326
  1.10584279  0.83905072 -1.61485036  0.63285645  0.        ]",[ 1.34517217 -1.08114266],[ 2.46312538 -0.49028495],-0.202119317445
12,[-0.13912992 -0.22807637],-0.566698,"[[  3.54544115  -3.08074571   0.19845876  -0.07483848]
 [ 32.8257317    2.61788865   0.           0.        ]]","[-1.50728069 -0.6185806  -0.56325891  0.57247362  1.74529343 -0.63549201
  1.23841613  0.71199428 -1.63856726  0.73510104  0.        ]",[ 1.43999028 -1.06934154],[ 1.79767922 -1.36146001],-0.209946572033
13,[-0.13912992 -0.22807637],-0.550707,"[[  4.23515966  -3.04120679   0.19845876  -0.07483848]
 [ 36.1350941    1.41024824   0.           0.        ]]","[-0.87299597 -0.61424013 -1.30757517  0.45074132  1.74528353 -0.63549076
  1.36836218  0.54652712 -1.72570435  0.76321175  0.        ]",[ 1.54719758 -1.00674391],[ 3.19134253 -1.23429139],-0.222215976282
14,[-0.13912992 -0.22807637],-0.543324,"[[  4.99040838  -3.02100383   0.19845876  -0.07483848]
 [ 39.37897289   0.6839295    0.           0.        ]]","[ 0.13826528 -0.61120293 -1.4177646   0.38871504  1.74527363 -0.63548951
  1.49573539  0.44700892 -1.79767773  0.69692171  0.        ]",[ 1.5721333  -0.91960871],[ 1.02693023 -2.24792609],-0.228218805877
15,[-0.13912992 -0.22807637],-0.548286,"[[  5.80989066  -3.0114816    0.19845876  -0.07483848]
 [ 42.55866342   0.31264164   0.           0.        ]]","[ 0.98669203 -0.60957922 -0.65771194  0.35953103  1.74526373 -0.63548825
  1.6205864   0.39613576 -1.79267824  0.58608745  0.        ]",[ 1.49977207 -0.86563075],[ 1.71494509  0.11634272],-0.223107159766
16,[-0.13912992 -0.22807637],-0.558411,"[[  6.69233556  -3.00065649   0.19845876  -0.07483848]
 [ 45.67543461   0.76839195   0.           0.        ]]","[ 1.02443424 -0.6075847   0.62509672  0.32639831  1.74525383 -0.635487
  1.74296481  0.45858031 -1.70043896  0.51256556  0.        ]",[ 1.35475326 -0.88185394],[ 0.89974052  0.54568714],-0.208463568239
17,[-0.13912992 -0.22807637],-0.44284,"[[  7.63251403  -2.96374708   0.19845876  -0.07483848]
 [ 48.33352225   2.91547943   0.           0.        ]]","[ 0.06274951 -0.59959983  1.49328922  0.21383552  1.74524393 -0.63548575
  1.84732993  0.75276547 -1.55940924  0.55583543  0.        ]",[ 1.18468761 -1.02399623],[ 0.77164961 -1.28439585],-0.191761855753
18,[-0.13912992 -0.22807637],-0.479581,"[[  8.6202349   -2.94572377   0.19845876  -0.07483848]
 [ 50.43162815  -1.09970662   0.           0.        ]]","[-1.19565941 -0.5950354   1.10999553  0.15913061  1.74523403 -0.6354845
  1.92970432  0.20261735 -1.53197172  0.72863083  0.        ]",[ 1.26842165 -1.04200387],[ 1.75422226 -2.98904579],-0.196422205362
19,[-0.13912992 -0.22807637],-0.706172,"[[  9.65857548  -3.00720528   0.19845876  -0.07483848]
 [ 53.39265051  -3.85771844   0.           0.        ]]","[-1.58064838 -0.6088061  -0.3208857   0.34643562  1.74522413 -0.63548325
  2.04596066 -0.17527678 -1.64623057  0.78706353  0.        ]",[ 1.49702787 -0.99517357],[ 0.39046881 -0.18989592],-0.213590349375
20,[-0.13912992 -0.22807637],-0.590215,"[[ 10.73133806  -3.03376993   0.19845876  -0.07483848]
 [ 53.88189213   0.11224751   0.           0.        ]]","[-0.59991209 -0.61317875 -1.42331321  0.42789068  1.74521423 -0.635482
  2.0651565   0.36867602 -1.75011322  0.7522713   0.        ]",[ 1.60289645 -0.94287777],[ 1.64804516  0.33881615],-0.224747303619
21,[-0.13912992 -0.22807637],-0.424229,"[[ 11.83799883  -3.01777828   0.19845876  -0.07483848]
 [ 56.7745299    1.4677245    0.           0.        ]]","[ 0.7884985  -0.61065893 -0.97303697  0.37882269  1.74520433 -0.63548075
  2.17872386  0.55439881 -1.80214206  0.62252725  0.        ]",[ 1.54245901 -0.86496329],[ 1.62993252 -1.07091364],-0.225725402518
22,[-0.13912992 -0.22807637],-0.335542,"[[ 13.00193623  -3.00336647   0.19845876  -0.07483848]
 [ 59.6097861    0.25475479   0.           0.        ]]","[ 1.0095162  -0.60809161  0.66130029  0.33468538  1.74519443 -0.6354795
  2.29003494  0.38820018 -1.69793816  0.51385748  0.        ]",[ 1.37466741 -0.86900622],[ 0.57345293 -1.84818658],-0.208187669063
23,[-0.13912992 -0.22807637],-0.4489,"[[  1.42050721e+01  -3.00166652e+00   1.98458757e-01  -7.48384788e-02]
 [  6.07001726e+01  -1.11652754e-02   0.00000000e+00   0.00000000e+00]]","[-0.33349004 -0.60776926  1.52652453  0.32948435  1.74518453 -0.63547825
  2.33282949  0.3517639  -1.56849421  0.59181875  0.        ]",[ 1.24796152 -0.99395412],[ 0.82116738 -2.02777422],-0.194434475583
24,[-0.13912992 -0.22807637],-0.594465,"[[  1.54396398e+01  -3.00236632e+00   1.98458757e-01  -7.48384788e-02]
 [  6.27497652e+01  -4.27165210e-02   0.00000000e+00   0.00000000e+00]]","[-1.5688269  -0.60790078  0.42565407  0.33162454  1.74517463 -0.635477
  2.41328614  0.34744027 -1.59244402  0.7543168   0.        ]",[ 1.38460779 -1.03248096],[ 0.39411662 -0.87584583],-0.205237077737
25,[-0.13912992 -0.22807637],-0.514167,"[[  1.66978277e+01  -3.00298013e+00   1.98458757e-01  -7.48384788e-02]
 [  6.30679679e+01  -2.08444455e-02   0.00000000e+00   0.00000000e+00]]","[-0.99631351 -0.60801546 -1.2289494   0.33350184  1.74516473 -0.63547575
  2.42575725  0.35043658 -1.74274056  0.78217367  0.        ]",[ 1.59285784 -0.97486711],[ 2.41611938 -0.69231068],-0.225299102998
26,[-0.13912992 -0.22807637],-0.409449,"[[  1.79863851e+01  -3.00307616e+00   1.98458757e-01  -7.48384788e-02]
 [  6.57787370e+01   3.89008775e-03   0.00000000e+00   0.00000000e+00]]","[ 0.65588324 -0.60803237 -1.11467217  0.33379513  1.74515483 -0.63547449
  2.53217113  0.3538251  -1.81296447  0.6303017   0.        ]",[ 1.57850599 -0.85650027],[ 1.87269992 -0.89830017],-0.227434294652
27,[-0.13912992 -0.22807637],-0.345702,"[[  1.93286194e+01  -3.00318385e+00   1.98458757e-01  -7.48384788e-02]
 [  6.84358409e+01  -9.40359705e-03   0.00000000e+00   0.00000000e+00]]","[ 0.98305263 -0.60805146  0.71994275  0.33412407  1.74514493 -0.63547324
  2.63647393  0.35200307 -1.69238891  0.51357238  0.        ]",[ 1.37691665 -0.87501383],[ 0.08031658 -1.43821889],-0.207457969708
28,[-0.13912992 -0.22807637],-0.441196,"[[  2.06869338e+01  -3.00346828e+00   1.98458757e-01  -7.48384788e-02]
 [  6.73990519e+01  -1.49064207e-02   0.00000000e+00   0.00000000e+00]]","[-0.60303185 -0.60810372  1.47690492  0.3349938   1.74513504 -0.63547199
  2.5957362   0.35124853 -1.56077339  0.61765606  0.        ]",[ 1.25702238 -1.01050544],[ 1.45692503 -1.95492945],-0.194590178038
29,[-0.13912992 -0.22807637],-0.455949,"[[  2.20612526e+01  -3.00371758e+00   1.98458757e-01  -7.48384788e-02]
 [  7.00240809e+01  -9.69776213e-03   0.00000000e+00   0.00000000e+00]]","[-1.61475196 -0.60814929 -0.07800359  0.33575604  1.74512514 -0.63547074
  2.69877593  0.35196166 -1.62757562  0.78128484  0.        ]",[ 1.45954704 -1.01683855],[ 1.53163144 -2.24553582],-0.21099952538
30,[-0.13912992 -0.22807637],-0.467864,"[[  2.34875506e+01  -3.00386253e+00   1.98458757e-01  -7.48384788e-02]
 [  7.25971432e+01  -5.11807182e-03   0.00000000e+00   0.00000000e+00]]","[-0.34240036 -0.60817526 -1.4713098   0.33619904  1.74511524 -0.63546949
  2.79977096  0.35258861 -1.79117105  0.73584427  0.        ]",[ 1.63578916 -0.90643001],[ 1.54482791 -0.56141473],-0.229158681639
31,[-0.13912992 -0.22807637],-0.357116,"[[  2.49647988e+01  -3.00347029e+00   1.98458757e-01  -7.48384788e-02]
 [  7.51192669e+01   2.96886889e-02   0.00000000e+00   0.00000000e+00]]","[ 1.11881125 -0.60810059 -0.22392519  0.33499835  1.74510534 -0.63546824
  2.89876145  0.35735723 -1.76885243  0.54701201  0.        ]",[ 1.48619366 -0.83074343],[ 1.28770966 -0.12519895],-0.218617809774
32,[-0.13912992 -0.22807637],-0.398978,"[[  2.64919884e+01  -3.00246426e+00   1.98458757e-01  -7.48384788e-02]
 [  7.75914581e+01   5.45251481e-02   0.00000000e+00   0.00000000e+00]]","[ 0.0494112  -0.60790996  1.49648488  0.33191996  1.74509544 -0.63546699
  2.9957867   0.36075973 -1.58964229  0.55900555  0.        ]",[ 1.22638297 -1.0046922 ],[ 1.03284428 -0.99879371],-0.195801076329
33,[-0.13912992 -0.22807637],-0.444582,"[[  2.80681308e+01  -3.00246939e+00   1.98458757e-01  -7.48384788e-02]
 [  8.00147087e+01  -2.78833492e-02   0.00000000e+00   0.00000000e+00]]","[-1.58893921 -0.60790976  0.33493335  0.33193514  1.74508555 -0.63546574
  3.09088546  0.34946762 -1.59818193  0.76035804  0.        ]",[ 1.42804837 -1.01123381],[ 1.37960865 -1.46782703],-0.206274121673
34,[-0.13912992 -0.22807637],-0.452717,"[[  2.96922570e+01  -3.00307838e+00   1.98458757e-01  -7.48384788e-02]
 [  8.23899941e+01  -2.79995702e-02   0.00000000e+00   0.00000000e+00]]","[-0.44983021 -0.60802344 -1.45794028  0.33379773  1.74507565 -0.63546449
  3.18409584  0.34945115 -1.78565722  0.74467302  0.        ]",[ 1.64869428 -0.90031207],[ 0.81112169 -0.58949991],-0.228877028549
35,[-0.13912992 -0.22807637],-0.328009,"[[  3.13559139e+01  -3.00309134e+00   1.98458757e-01  -7.48384788e-02]
 [  8.39704322e+01   1.32429099e-02   0.00000000e+00   0.00000000e+00]]","[ 1.1357224  -0.60802471 -0.06286712  0.33383686  1.74506575 -0.63546324
  3.24609481  0.35510162 -1.7576751   0.53746258  0.        ]",[ 1.48083234 -0.8352325 ],[-0.89398493 -1.40156949],-0.216830147652
36,[-0.13912992 -0.22807637],-0.376513,"[[  3.29831306e+01  -3.00323404e+00   1.98458757e-01  -7.48384788e-02]
 [  7.87685704e+01  -1.65497311e-02   0.00000000e+00   0.00000000e+00]]","[-0.23501634 -0.60805038  1.52997356  0.33427293  1.74505585 -0.63546199
  3.0418173   0.35101888 -1.57413729  0.5826209   0.        ]",[ 1.22036529 -1.02062535],[ 1.32818799 -1.68426077],-0.194781461985
